60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:51,38:17:c3:19:45:b2,20:a6:cd:42:0a:d1,38:17:c3:19:45:b1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:43,38:17:c3:1f:09:81,44:48:c1:91:d0:04,38:17:c3:1f:09:82,44:48:c1:91:d0:02,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:40,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,44:48:c1:91:d0:11,38:17:c3:24:47:50,38:17:c3:1f:19:d0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:01,44:48:c1:91:95:a1,44:48:c1:91:d0:14,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:93,44:48:c1:91:95:a2,a8:bd:27:4c:aa:90,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:41,38:17:c3:1f:14:02,44:48:c1:91:d0:00,44:48:c1:91:95:a0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b3,38:17:c3:1f:14:00,44:48:c1:91:d0:01,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,38:17:c3:19:45:a0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,66:2a:2f:53:7c:99,38:17:c3:1f:09:92,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:c1,44:48:c1:91:95:b1,86:0d:8e:aa:25:a4,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f3,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,80:8d:b7:55:35:03,80:8d:b7:55:25:e3,b0:be:76:f8:30:5e,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:3a:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1e:ff:01,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,38:17:c3:1e:ff:10,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1e:ff:00,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c2,38:17:c3:19:71:90,80:8d:b7:55:29:c2,00:4e:35:df:06:42,00:4e:35:df:06:40,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:0e:10,00:4e:35:df:06:41,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:de:e1:12,38:17:c3:1f:19:f1,00:4e:35:de:e1:10,68:ff:7b:e4:af:39,38:17:c3:22:5e:f0,72:32:b1:3e:1a:b8,38:17:c3:22:61:90,20:a6:cd:42:13:f0,80:8d:b7:55:4d:01,38:17:c3:24:56:50,00:4e:35:df:06:52,38:17:c3:19:36:32,00:4e:35:df:06:51,bc:42:8c:64:49:70,38:17:c3:1f:19:f2,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d0,38:17:c3:1a:cf:d1,20:a6:cd:42:13:f1,80:8d:b7:55:4d:02,68:ff:7b:e4:af:38,44:48:c1:91:aa:30,38:17:c3:1f:08:50,38:17:c3:1a:cf:d2,38:17:c3:19:71:91,00:4e:35:df:06:50,38:17:c3:19:36:31,20:a6:cd:42:13:f2,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,00:4e:35:de:e1:11,72:32:b1:3e:1a:b7,38:17:c3:19:71:92,38:17:c3:22:61:92,38:17:c3:19:36:30,38:17:c3:22:61:91,x,y,label
-100,-88,-84,-100,-83,-88,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-92,-100,-100,-100,-80,-100,-82,-100,-100,-100,-85,-100,-53,-100,-100,-100,-94,-100,-100,-100,-100,-61,-100,-54,-55,-54,-61,-100,-100,-100,-61,-80,-73,-81,-83,-75,-79,-74,-75,-83,-75,-79,-83,-83,-85,-84,-86,-86,-75,-86,-85,-75,-75,-100,-100,-100,-91,-79,-80,-82,-80,-81,-81,-85,-91,-84,-87,-86,-92,-88,-88,-96,-96,-82,-78,-86,-86,-78,-100,-100,-87,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-86,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-94,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,775,175,36
-100,-88,-84,-100,-87,-91,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-84,-100,-82,-100,-100,-100,-85,-100,-53,-100,-100,-100,-94,-100,-100,-100,-100,-61,-100,-54,-55,-54,-61,-100,-100,-100,-61,-80,-73,-82,-83,-75,-74,-74,-75,-83,-75,-74,-83,-83,-88,-84,-86,-86,-75,-86,-85,-76,-75,-100,-100,-100,-91,-79,-80,-82,-80,-81,-81,-85,-91,-85,-88,-86,-92,-92,-92,-96,-100,-82,-78,-86,-86,-78,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-86,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-94,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,775,175,36
-100,-87,-83,-100,-83,-87,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-80,-100,-81,-100,-100,-100,-86,-100,-54,-100,-100,-100,-91,-100,-100,-100,-100,-61,-100,-56,-56,-56,-61,-100,-100,-96,-61,-79,-73,-85,-83,-75,-74,-74,-75,-83,-75,-74,-84,-83,-85,-84,-86,-85,-74,-85,-84,-74,-74,-100,-100,-100,-91,-80,-80,-82,-80,-81,-81,-85,-91,-84,-87,-86,-89,-92,-92,-96,-100,-82,-79,-86,-86,-78,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-86,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-94,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,775,175,36
-100,-86,-83,-100,-79,-83,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-80,-100,-81,-100,-100,-100,-86,-100,-54,-100,-100,-100,-91,-100,-100,-100,-100,-60,-100,-56,-56,-56,-61,-100,-100,-96,-60,-79,-72,-84,-83,-75,-79,-74,-75,-84,-75,-79,-84,-84,-85,-84,-86,-85,-73,-85,-84,-73,-74,-100,-100,-100,-91,-80,-80,-82,-80,-82,-81,-85,-91,-83,-86,-86,-89,-88,-88,-100,-96,-82,-79,-86,-86,-79,-100,-100,-83,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-86,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-94,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,775,175,36
-100,-88,-84,-100,-87,-91,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-84,-100,-82,-100,-100,-100,-85,-100,-53,-100,-100,-100,-94,-100,-100,-100,-100,-61,-100,-54,-55,-54,-61,-100,-100,-100,-61,-80,-73,-82,-83,-75,-74,-74,-75,-83,-75,-74,-83,-83,-88,-84,-86,-86,-75,-86,-85,-76,-75,-100,-100,-100,-91,-79,-80,-82,-80,-81,-81,-85,-91,-85,-88,-86,-92,-92,-92,-96,-100,-82,-78,-86,-86,-78,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-86,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-94,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,792,175,37
-100,-92,-92,-100,-96,-96,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-88,-100,-82,-100,-100,-100,-85,-100,-52,-100,-100,-100,-94,-100,-100,-100,-100,-62,-100,-53,-53,-53,-63,-100,-100,-100,-62,-82,-74,-83,-82,-75,-74,-75,-75,-82,-75,-74,-82,-82,-89,-84,-87,-86,-78,-86,-86,-79,-79,-100,-100,-100,-81,-78,-78,-82,-79,-81,-81,-81,-82,-85,-85,-86,-97,-96,-96,-92,-100,-77,-77,-86,-86,-77,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-87,-87,-100,-100,-100,-100,-100,-100,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-92,-100,-91,-88,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,792,175,37
-100,-88,-84,-100,-87,-91,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-84,-100,-82,-100,-100,-100,-85,-100,-53,-100,-100,-100,-94,-100,-100,-100,-100,-61,-100,-54,-55,-54,-61,-100,-100,-100,-61,-80,-73,-82,-83,-75,-74,-74,-75,-83,-75,-74,-83,-83,-88,-84,-86,-86,-75,-86,-85,-76,-75,-100,-100,-100,-91,-79,-80,-82,-80,-81,-81,-85,-91,-85,-88,-86,-92,-92,-92,-96,-100,-82,-78,-86,-86,-78,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-86,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-94,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,792,175,37
-100,-88,-84,-100,-87,-91,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-84,-100,-81,-100,-100,-100,-86,-100,-53,-100,-100,-100,-91,-100,-100,-100,-100,-61,-100,-55,-55,-55,-61,-100,-100,-96,-61,-80,-73,-86,-83,-75,-74,-74,-75,-83,-75,-74,-83,-83,-88,-84,-86,-85,-75,-86,-84,-75,-75,-100,-100,-100,-86,-79,-79,-77,-80,-81,-81,-81,-86,-84,-84,-86,-92,-96,-96,-96,-100,-82,-78,-86,-86,-78,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-86,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-92,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,792,175,37
-100,-87,-83,-100,-83,-87,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-80,-100,-81,-100,-100,-100,-86,-100,-54,-100,-100,-100,-91,-100,-100,-100,-100,-61,-100,-56,-56,-56,-61,-100,-100,-96,-61,-79,-73,-85,-83,-75,-74,-74,-75,-83,-75,-74,-84,-83,-85,-84,-86,-85,-74,-85,-84,-74,-74,-100,-100,-100,-91,-80,-80,-82,-80,-81,-81,-85,-91,-84,-87,-86,-89,-92,-92,-96,-100,-82,-79,-86,-86,-78,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-86,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-94,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,792,175,37
-100,-88,-84,-100,-87,-91,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-84,-100,-81,-100,-100,-100,-86,-100,-53,-100,-100,-100,-91,-100,-100,-100,-100,-61,-100,-55,-55,-55,-61,-100,-100,-96,-61,-80,-73,-86,-83,-75,-74,-74,-75,-83,-75,-74,-83,-83,-88,-84,-86,-85,-75,-86,-84,-75,-75,-100,-100,-100,-86,-79,-79,-77,-80,-81,-81,-81,-86,-84,-84,-86,-92,-96,-96,-96,-100,-82,-78,-86,-86,-78,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-86,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-86,-100,-92,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,792,175,37
-100,-79,-78,-100,-94,-97,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-96,-100,-100,-100,-89,-100,-96,-100,-100,-100,-86,-100,-48,-100,-100,-100,-95,-100,-100,-100,-100,-56,-100,-52,-52,-52,-56,-100,-100,-100,-56,-77,-77,-93,-84,-82,-76,-76,-78,-84,-78,-76,-89,-89,-89,-82,-90,-88,-77,-93,-93,-77,-76,-100,-100,-100,-86,-80,-80,-85,-80,-76,-77,-77,-78,-97,-97,-90,-89,-90,-95,-89,-90,-83,-73,-97,-97,-79,-90,-100,-95,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-83,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-100,-98,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,809,175,38
-100,-88,-92,-100,-92,-92,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-81,-100,-85,-100,-100,-100,-91,-100,-50,-100,-100,-100,-97,-100,-100,-100,-100,-59,-100,-53,-53,-53,-60,-100,-100,-100,-59,-82,-77,-84,-83,-75,-80,-76,-75,-83,-80,-80,-83,-83,-89,-82,-91,-86,-74,-91,-89,-74,-75,-100,-100,-100,-87,-80,-80,-82,-81,-83,-83,-83,-91,-94,-94,-86,-90,-91,-91,-96,-96,-78,-78,-89,-92,-78,-100,-100,-91,-100,-100,-95,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-85,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-88,-100,-96,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,809,175,38
-100,-79,-78,-100,-94,-97,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-96,-100,-100,-100,-89,-100,-96,-100,-100,-100,-86,-100,-48,-100,-100,-100,-95,-100,-100,-100,-100,-56,-100,-52,-52,-52,-56,-100,-100,-100,-56,-77,-77,-93,-84,-82,-76,-76,-78,-84,-78,-76,-89,-89,-89,-82,-90,-88,-77,-93,-93,-77,-76,-100,-100,-100,-86,-80,-80,-85,-80,-76,-77,-77,-78,-97,-97,-90,-89,-90,-95,-89,-90,-83,-73,-97,-97,-79,-90,-100,-95,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-83,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-89,-100,-98,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,809,175,38
-100,-88,-84,-100,-88,-92,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-92,-100,-100,-100,-85,-100,-89,-100,-100,-100,-86,-100,-50,-100,-100,-100,-92,-100,-100,-100,-100,-59,-100,-54,-54,-54,-59,-100,-100,-100,-59,-80,-74,-86,-84,-76,-74,-74,-76,-84,-81,-75,-87,-86,-87,-83,-89,-86,-74,-89,-89,-75,-75,-100,-100,-100,-87,-80,-80,-78,-80,-79,-79,-79,-87,-90,-90,-87,-89,-91,-91,-93,-93,-80,-76,-89,-89,-76,-96,-100,-91,-100,-100,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-85,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-88,-100,-96,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,809,175,38
-100,-88,-92,-100,-96,-93,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-84,-100,-84,-100,-100,-100,-89,-100,-51,-100,-100,-100,-92,-100,-100,-100,-100,-59,-100,-53,-53,-53,-59,-100,-100,-100,-59,-82,-78,-87,-84,-75,-76,-76,-75,-84,-76,-76,-87,-86,-86,-83,-86,-86,-75,-86,-87,-75,-75,-100,-100,-100,-86,-80,-80,-81,-80,-88,-88,-88,-90,-94,-94,-86,-90,-82,-87,-93,-96,-77,-77,-89,-92,-77,-96,-100,-86,-100,-100,-95,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-85,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-94,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,809,175,38
-100,-83,-83,-100,-90,-90,-100,-100,-100,-92,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-92,-100,-100,-100,-89,-100,-90,-100,-100,-100,-87,-100,-50,-100,-100,-100,-93,-100,-100,-100,-100,-57,-100,-54,-54,-54,-57,-100,-100,-100,-57,-81,-76,-86,-86,-78,-76,-76,-78,-86,-78,-76,-93,-91,-88,-83,-90,-87,-77,-90,-88,-77,-77,-100,-100,-100,-86,-80,-80,-81,-80,-79,-79,-79,-86,-94,-94,-90,-89,-82,-87,-86,-90,-73,-73,-94,-94,-73,-90,-100,-86,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-83,-100,-100,-100,-100,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-96,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,809,175,38
-100,-78,-77,-100,-94,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-96,-100,-100,-100,-83,-100,-96,-100,-100,-100,-83,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-51,-51,-51,-56,-100,-100,-100,-56,-78,-77,-93,-83,-81,-80,-75,-77,-83,-82,-76,-82,-82,-89,-81,-91,-88,-75,-95,-95,-75,-75,-100,-100,-100,-91,-84,-84,-86,-84,-75,-76,-76,-83,-95,-95,-92,-88,-100,-100,-96,-96,-86,-76,-97,-97,-81,-94,-100,-96,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-85,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-88,-100,-96,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,826,175,39
-100,-79,-78,-100,-91,-97,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-96,-100,-100,-100,-86,-100,-96,-100,-100,-100,-83,-100,-47,-100,-100,-100,-97,-100,-100,-100,-100,-56,-100,-52,-52,-52,-56,-100,-100,-100,-56,-77,-77,-93,-83,-81,-75,-75,-77,-83,-82,-75,-86,-86,-89,-82,-90,-88,-76,-95,-95,-76,-76,-100,-100,-100,-86,-84,-84,-86,-84,-76,-76,-76,-79,-97,-97,-92,-88,-95,-100,-93,-93,-84,-74,-97,-97,-80,-90,-100,-96,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-85,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-88,-100,-96,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,826,175,39
