38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:82,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,20:a6:cd:50:24:b1,38:17:c3:1e:ff:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,44:48:c1:a5:82:20,80:8d:b7:55:3a:50,00:4e:35:df:06:52,38:17:c3:19:55:50,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,b4:5d:50:e1:92:31,38:17:c3:1e:ff:10,66:2a:2f:53:7c:99,b0:be:76:f8:30:5e,80:8d:b7:55:39:c1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:1e:ff:11,38:17:c3:19:d7:60,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,38:17:c3:19:45:b1,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:23,38:17:c3:19:45:a2,60:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,b4:5d:50:e1:92:21,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,00:4e:35:de:e1:00,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:01,00:4e:35:de:e1:12,00:4e:35:de:e1:02,38:17:c3:1f:08:41,44:48:c1:91:95:b2,38:17:c3:1f:08:50,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:31,38:17:c3:1f:22:21,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:40,38:17:c3:1f:22:30,38:17:c3:1f:22:22,a8:bd:27:4c:bd:21,38:17:c3:19:71:90,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:19:71:81,a8:bd:27:4c:bd:22,38:17:c3:19:71:92,00:4e:35:de:d7:43,38:17:c3:1f:22:32,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a2,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:24:4f:10,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:0f:92,38:17:c3:24:4f:11,20:a6:cd:42:0b:f0,68:ff:7b:e4:af:39,72:32:b1:3e:1a:b8,38:17:c3:1f:09:90,20:a6:cd:42:0b:f2,38:17:c3:24:4f:00,32:f7:72:50:57:3b,b4:5d:50:e1:96:53,38:17:c3:1f:00:b0,00:4e:35:df:27:01,38:17:c3:1b:08:b2,38:17:c3:19:36:32,38:17:c3:1f:0f:91,38:17:c3:24:58:b2,38:17:c3:24:4f:02,38:17:c3:1f:09:92,38:17:c3:1b:08:b1,00:4e:35:df:27:12,68:ff:7b:e4:af:38,00:4e:35:df:27:02,38:17:c3:19:71:91,70:56:81:c9:91:ab,38:17:c3:1f:09:91,38:17:c3:1f:09:83,56:13:79:14:54:6d,b4:5d:50:e1:96:43,72:32:b1:3e:1a:b7,20:a6:cd:42:0b:f1,38:17:c3:24:4f:12,b4:5d:50:e1:96:51,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:24:58:b1,38:17:c3:1f:09:93,20:a6:cd:42:0b:f3,38:17:c3:19:36:30,44:48:c1:91:95:b3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,x,y,label
-88,-85,-80,-91,-88,-83,-84,-97,-100,-100,-100,-96,-84,-80,-100,-100,-100,-72,-100,-100,-100,-100,-79,-79,-79,-74,-73,-100,-97,-93,-77,-77,-100,-63,-63,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-84,-98,-100,-100,-81,-100,-74,-100,-79,-69,-100,-77,-64,-63,-100,-100,-100,-100,-87,-49,-85,-89,-89,-69,-69,-62,-62,-100,-86,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-60,-100,-100,-100,-100,-76,-74,-78,-78,-74,-78,-74,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-76,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-90,-100,-96,-93,-93,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-91,-88,-80,-96,-93,-83,-83,-97,-100,-100,-100,-96,-85,-81,-100,-100,-100,-74,-100,-100,-100,-100,-80,-80,-80,-76,-75,-100,-94,-90,-77,-77,-100,-62,-62,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-88,-92,-83,-98,-100,-100,-82,-100,-76,-100,-80,-70,-100,-77,-64,-62,-100,-100,-100,-100,-89,-49,-86,-92,-92,-70,-70,-61,-61,-100,-88,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-59,-59,-100,-100,-100,-100,-76,-75,-79,-79,-75,-79,-75,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-76,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-97,-86,-100,-96,-89,-90,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
-96,-96,-79,-100,-96,-85,-85,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-81,-100,-100,-100,-100,-87,-90,-95,-92,-85,-100,-100,-100,-81,-81,-100,-70,-70,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-86,-100,-100,-100,-96,-100,-89,-100,-87,-79,-100,-81,-73,-70,-100,-100,-100,-100,-90,-40,-95,-96,-96,-73,-73,-66,-66,-100,-89,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-73,-67,-100,-100,-100,-100,-67,-84,-88,-86,-87,-86,-84,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-73,-67,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-98,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-96,-96,-80,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-80,-100,-100,-100,-100,-85,-88,-91,-89,-89,-100,-100,-100,-83,-82,-100,-71,-71,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-87,-100,-100,-100,-88,-100,-92,-100,-86,-78,-100,-82,-75,-71,-100,-100,-100,-100,-90,-38,-92,-90,-90,-73,-72,-65,-65,-100,-86,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-73,-67,-100,-100,-100,-100,-66,-79,-90,-88,-82,-86,-82,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-73,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-98,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-96,-96,-80,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-80,-100,-100,-100,-100,-85,-88,-91,-89,-89,-100,-100,-100,-83,-82,-100,-71,-71,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-87,-100,-100,-100,-88,-100,-92,-100,-86,-78,-100,-82,-75,-71,-100,-100,-100,-100,-90,-38,-92,-90,-90,-73,-72,-65,-65,-100,-86,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-73,-67,-100,-100,-100,-100,-66,-79,-90,-88,-82,-86,-82,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-73,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-98,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-96,-96,-80,-100,-96,-87,-87,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-79,-100,-100,-100,-100,-86,-86,-88,-85,-85,-100,-100,-100,-81,-81,-100,-70,-70,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-86,-100,-100,-100,-88,-100,-89,-100,-86,-78,-100,-81,-74,-69,-100,-100,-100,-100,-90,-39,-88,-90,-90,-73,-73,-66,-66,-100,-86,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-66,-66,-100,-100,-100,-100,-66,-79,-91,-88,-86,-86,-83,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-73,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-96,-96,-80,-100,-100,-87,-87,-100,-100,-100,-100,-100,-97,-88,-100,-100,-100,-78,-100,-100,-100,-100,-86,-86,-91,-85,-85,-100,-100,-100,-81,-81,-100,-70,-70,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-86,-100,-100,-100,-88,-100,-89,-100,-86,-78,-100,-81,-75,-70,-100,-100,-100,-100,-92,-40,-92,-90,-90,-73,-73,-65,-65,-100,-86,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-66,-66,-100,-100,-100,-100,-66,-83,-91,-88,-83,-86,-83,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-73,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-96,-96,-80,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-78,-100,-100,-100,-100,-86,-86,-91,-89,-85,-100,-100,-100,-81,-81,-100,-70,-70,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-86,-100,-100,-100,-88,-100,-92,-100,-86,-78,-100,-81,-75,-69,-100,-100,-100,-100,-90,-40,-92,-90,-90,-73,-73,-65,-65,-100,-88,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-66,-66,-100,-100,-100,-100,-66,-83,-91,-88,-83,-86,-83,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-73,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33.0
-96,-96,-80,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-80,-100,-100,-100,-100,-85,-88,-91,-89,-89,-100,-100,-100,-83,-82,-100,-71,-71,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-87,-100,-100,-100,-88,-100,-92,-100,-86,-78,-100,-82,-75,-71,-100,-100,-100,-100,-90,-38,-92,-90,-90,-73,-72,-65,-65,-100,-86,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-73,-67,-100,-100,-100,-100,-66,-79,-90,-88,-82,-86,-82,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-73,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-98,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34.0
-96,-96,-80,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-80,-100,-100,-100,-100,-85,-88,-91,-89,-89,-100,-100,-100,-83,-82,-100,-71,-71,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-87,-100,-100,-100,-88,-100,-92,-100,-86,-78,-100,-82,-75,-71,-100,-100,-100,-100,-90,-38,-92,-90,-90,-73,-72,-65,-65,-100,-86,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-73,-67,-100,-100,-100,-100,-66,-79,-90,-88,-82,-86,-82,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-73,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-98,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34.0
-96,-96,-81,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-81,-100,-100,-100,-100,-88,-88,-91,-89,-92,-100,-100,-100,-82,-82,-100,-73,-73,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-87,-100,-100,-100,-92,-100,-96,-100,-86,-79,-100,-82,-76,-72,-100,-100,-100,-100,-89,-37,-92,-90,-90,-73,-73,-65,-65,-100,-88,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-75,-70,-100,-100,-100,-100,-65,-79,-90,-88,-79,-86,-78,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-66,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-98,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34.0
-96,-96,-80,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-80,-100,-100,-100,-100,-85,-88,-91,-89,-89,-100,-100,-100,-83,-82,-100,-71,-71,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-87,-100,-100,-100,-88,-100,-92,-100,-86,-78,-100,-82,-75,-71,-100,-100,-100,-100,-90,-38,-92,-90,-90,-73,-72,-65,-65,-100,-86,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-73,-67,-100,-100,-100,-100,-66,-79,-90,-88,-82,-86,-82,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-73,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-98,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34.0
-96,-96,-81,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-81,-100,-100,-100,-100,-88,-88,-91,-89,-92,-100,-100,-100,-82,-82,-100,-73,-73,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-87,-100,-100,-100,-92,-100,-96,-100,-86,-79,-100,-82,-76,-72,-100,-100,-100,-100,-89,-37,-92,-90,-90,-73,-73,-65,-65,-100,-88,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-75,-70,-100,-100,-100,-100,-65,-79,-90,-88,-79,-86,-78,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-66,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-98,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34.0
-96,-96,-81,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-81,-100,-100,-100,-100,-88,-88,-91,-89,-92,-100,-100,-100,-82,-82,-100,-73,-73,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-87,-100,-100,-100,-92,-100,-96,-100,-86,-79,-100,-82,-76,-72,-100,-100,-100,-100,-89,-37,-92,-90,-90,-73,-73,-65,-65,-100,-88,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-75,-70,-100,-100,-100,-100,-65,-79,-90,-88,-79,-86,-78,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-66,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-98,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34.0
-97,-97,-87,-100,-100,-90,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-97,-91,-97,-86,-87,-100,-100,-100,-85,-85,-100,-75,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-100,-100,-100,-100,-100,-91,-100,-90,-86,-100,-82,-76,-76,-100,-100,-100,-100,-89,-34,-100,-100,-100,-77,-81,-69,-69,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-79,-79,-100,-100,-100,-100,-66,-91,-93,-95,-87,-93,-80,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-66,-66,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-95,-93,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-87,-100,-75,-100,-100,-100,-88,-93,-100,-100,-100,-94,-100,-95,-77,-87,-100,-94,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-96,-87,-81,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-100,-100,-86,-100,-100,-90,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-92,-97,-91,-91,-100,-100,-100,-84,-84,-100,-75,-75,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-100,-100,-100,-100,-100,-95,-100,-91,-86,-100,-81,-77,-75,-100,-100,-100,-100,-92,-34,-100,-100,-100,-77,-82,-68,-68,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-75,-100,-100,-100,-100,-66,-92,-90,-93,-88,-90,-80,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-67,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-97,-93,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-87,-100,-75,-100,-100,-100,-88,-93,-100,-100,-100,-94,-100,-95,-77,-87,-100,-94,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-96,-87,-81,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-97,-97,-87,-100,-100,-90,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-97,-91,-97,-86,-87,-100,-100,-100,-85,-85,-100,-75,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-100,-100,-100,-100,-100,-91,-100,-90,-86,-100,-82,-76,-76,-100,-100,-100,-100,-89,-34,-100,-100,-100,-77,-81,-69,-69,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-79,-79,-100,-100,-100,-100,-66,-91,-93,-95,-87,-93,-80,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-66,-66,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-95,-93,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-87,-100,-75,-100,-100,-100,-88,-93,-100,-100,-100,-94,-100,-95,-77,-87,-100,-94,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-96,-87,-81,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-100,-100,-86,-100,-100,-90,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-92,-97,-91,-91,-100,-100,-100,-84,-84,-100,-75,-75,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-100,-100,-100,-100,-100,-95,-100,-91,-86,-100,-81,-77,-75,-100,-100,-100,-100,-92,-34,-100,-100,-100,-77,-82,-68,-68,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-75,-100,-100,-100,-100,-66,-92,-90,-93,-88,-90,-80,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-67,-66,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-97,-93,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-87,-100,-75,-100,-100,-100,-88,-93,-100,-100,-100,-94,-100,-95,-77,-87,-100,-94,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-96,-87,-81,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
