38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:82,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,20:a6:cd:50:24:b1,38:17:c3:1e:ff:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,44:48:c1:a5:82:20,80:8d:b7:55:3a:50,00:4e:35:df:06:52,38:17:c3:19:55:50,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,b4:5d:50:e1:92:31,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,80:8d:b7:55:39:c1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:1e:ff:11,38:17:c3:19:d7:60,b4:5d:50:e1:92:22,38:17:c3:19:45:b1,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:23,38:17:c3:19:45:a2,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,b4:5d:50:e1:92:21,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,00:4e:35:de:e1:00,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:01,00:4e:35:de:e1:12,00:4e:35:de:e1:02,38:17:c3:1f:08:41,44:48:c1:91:95:b2,38:17:c3:1f:08:50,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:31,38:17:c3:1f:22:21,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:40,38:17:c3:1f:22:30,38:17:c3:1f:22:22,a8:bd:27:4c:bd:21,38:17:c3:19:71:90,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:19:71:81,a8:bd:27:4c:bd:22,38:17:c3:19:71:92,00:4e:35:de:d7:43,38:17:c3:1f:22:32,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a2,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,38:17:c3:24:4f:10,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:0f:92,38:17:c3:24:4f:11,20:a6:cd:42:0b:f0,68:ff:7b:e4:af:39,38:17:c3:1f:09:90,38:17:c3:24:4f:00,b4:5d:50:e1:96:53,38:17:c3:1f:00:b0,38:17:c3:1b:08:b2,38:17:c3:1f:0f:91,38:17:c3:24:58:b2,38:17:c3:24:4f:02,38:17:c3:1f:09:92,38:17:c3:1b:08:b1,00:4e:35:df:27:12,68:ff:7b:e4:af:38,38:17:c3:19:71:91,38:17:c3:1f:09:91,38:17:c3:1f:09:83,b4:5d:50:e1:96:43,38:17:c3:24:4f:12,b4:5d:50:e1:96:51,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:24:58:b1,38:17:c3:1f:09:93,20:a6:cd:42:0b:f3,44:48:c1:91:95:b3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,0a:05:a7:e3:d9:82,9e:2b:77:8e:45:c7,38:17:c3:1f:00:b2,44:48:c1:91:95:b1,38:17:c3:1f:00:b1,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,x,y,label
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-89,-84,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-96,-74,-84,-100,-100,-100,-100,-37,-100,-100,-100,-94,-95,-70,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-47,-98,-98,-98,-95,-98,-90,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-46,-47,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-95,-100,-95,-100,-100,-100,-100,-100,-90,-100,-100,-80,-100,-92,-100,-100,-87,-90,-83,-91,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-90,-97,-79,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-89,-84,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-96,-73,-84,-100,-100,-100,-100,-37,-100,-100,-100,-95,-96,-70,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-47,-98,-99,-99,-95,-98,-90,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-45,-47,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-94,-100,-94,-100,-100,-100,-100,-100,-90,-100,-100,-80,-100,-92,-100,-100,-87,-90,-83,-91,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-90,-97,-79,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-89,-84,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-96,-73,-84,-100,-100,-100,-100,-37,-100,-100,-100,-95,-96,-70,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-47,-98,-99,-99,-95,-98,-90,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-45,-47,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-94,-100,-94,-100,-100,-100,-100,-100,-90,-100,-100,-80,-100,-92,-100,-100,-87,-90,-83,-91,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-90,-97,-79,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-89,-84,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-96,-74,-84,-100,-100,-100,-100,-37,-100,-100,-100,-94,-95,-70,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-47,-98,-98,-98,-95,-98,-90,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-46,-47,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-95,-100,-95,-100,-100,-100,-100,-100,-90,-100,-100,-80,-100,-92,-100,-100,-87,-90,-83,-91,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-90,-97,-79,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-89,-84,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-96,-73,-84,-100,-100,-100,-100,-37,-100,-100,-100,-95,-96,-70,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-47,-98,-99,-99,-95,-98,-90,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-45,-47,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-94,-100,-94,-100,-100,-100,-100,-100,-90,-100,-100,-80,-100,-92,-100,-100,-87,-90,-83,-91,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-90,-97,-79,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,388.8,799.6000000000007,49.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-94,-90,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-96,-73,-90,-100,-100,-100,-100,-46,-100,-100,-100,-97,-96,-67,-67,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-48,-87,-90,-90,-87,-90,-84,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-48,-48,-100,-96,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-97,-100,-97,-100,-100,-100,-100,-100,-90,-100,-100,-83,-100,-91,-100,-100,-87,-90,-82,-89,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-91,-93,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-92,-87,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-96,-74,-87,-100,-100,-100,-100,-42,-100,-100,-100,-96,-96,-68,-68,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-48,-92,-94,-94,-91,-94,-87,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-47,-48,-100,-97,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-96,-100,-96,-100,-100,-100,-100,-100,-90,-100,-100,-82,-100,-91,-100,-100,-87,-90,-83,-90,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-90,-95,-79,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-92,-87,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-96,-74,-87,-100,-100,-100,-100,-42,-100,-100,-100,-96,-96,-68,-68,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-48,-92,-94,-94,-91,-94,-87,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-47,-48,-100,-97,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-96,-100,-96,-100,-100,-100,-100,-100,-90,-100,-100,-82,-100,-91,-100,-100,-87,-90,-83,-90,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-90,-95,-79,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-92,-87,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-96,-74,-87,-100,-100,-100,-100,-42,-100,-100,-100,-96,-96,-68,-68,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-48,-92,-94,-94,-91,-94,-87,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-47,-48,-100,-97,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-96,-100,-96,-100,-100,-100,-100,-100,-90,-100,-100,-82,-100,-91,-100,-100,-87,-90,-83,-90,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-90,-95,-79,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-94,-90,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-97,-73,-90,-100,-100,-100,-100,-47,-100,-100,-100,-97,-97,-67,-67,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-48,-87,-90,-90,-86,-90,-83,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-48,-48,-100,-95,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-97,-100,-97,-100,-100,-100,-100,-100,-90,-100,-100,-83,-100,-91,-100,-100,-87,-90,-82,-89,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-91,-93,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-96,-92,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-96,-73,-92,-100,-100,-100,-100,-50,-100,-100,-100,-99,-96,-66,-66,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-48,-82,-87,-86,-82,-86,-80,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-49,-48,-100,-95,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-98,-100,-98,-100,-100,-100,-100,-100,-90,-100,-100,-84,-100,-90,-100,-100,-87,-90,-82,-88,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-91,-91,-81,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,374.6,799.6000000000007,50.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-100,-99,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-97,-76,-99,-100,-100,-100,-100,-56,-100,-100,-100,-94,-93,-64,-64,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-73,-79,-79,-73,-79,-73,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-53,-51,-96,-88,-98,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-98,-100,-100,-100,-90,-100,-100,-86,-100,-89,-100,-100,-86,-90,-83,-87,-100,-86,-99,-90,-99,-100,-100,-100,-100,-100,-92,-88,-84,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,360.4,799.6000000000007,51.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-98,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-74,-98,-100,-100,-100,-100,-59,-100,-100,-100,-100,-98,-62,-62,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-75,-81,-80,-75,-81,-75,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-52,-49,-100,-90,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-86,-100,-89,-100,-100,-87,-90,-82,-87,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-92,-88,-83,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,360.4,799.6000000000007,51.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-98,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-97,-75,-98,-100,-100,-100,-100,-57,-100,-100,-100,-96,-95,-63,-63,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-74,-80,-79,-74,-80,-74,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-52,-50,-97,-89,-99,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-99,-100,-100,-100,-90,-100,-100,-86,-100,-89,-100,-100,-86,-90,-82,-87,-100,-86,-99,-90,-99,-100,-100,-100,-100,-100,-92,-88,-83,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,360.4,799.6000000000007,51.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-100,-99,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-97,-76,-99,-100,-100,-100,-100,-56,-100,-100,-100,-94,-93,-64,-64,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-73,-79,-79,-73,-79,-73,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-53,-51,-96,-88,-98,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-98,-100,-100,-100,-90,-100,-100,-86,-100,-89,-100,-100,-86,-90,-83,-87,-100,-86,-99,-90,-99,-100,-100,-100,-100,-100,-92,-88,-84,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,360.4,799.6000000000007,51.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-95,-79,-100,-100,-100,-100,-100,-53,-100,-100,-100,-88,-88,-64,-64,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-73,-78,-78,-72,-78,-72,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-53,-52,-93,-87,-96,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-96,-100,-100,-100,-91,-100,-100,-86,-100,-90,-100,-100,-86,-91,-84,-87,-100,-86,-99,-91,-98,-100,-100,-100,-100,-100,-92,-89,-85,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,360.4,799.6000000000007,51.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-95,-79,-100,-100,-100,-100,-100,-53,-100,-100,-100,-88,-88,-64,-64,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-73,-78,-78,-72,-78,-72,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-53,-52,-93,-87,-96,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-96,-100,-100,-100,-91,-100,-100,-86,-100,-90,-100,-100,-86,-91,-84,-87,-100,-86,-99,-91,-98,-100,-100,-100,-100,-100,-92,-89,-85,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,360.4,799.6000000000007,51.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-96,-79,-100,-100,-100,-100,-100,-54,-100,-100,-100,-90,-89,-65,-65,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-72,-78,-78,-71,-78,-71,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-55,-52,-92,-85,-96,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-96,-100,-100,-100,-93,-100,-100,-86,-100,-91,-100,-100,-86,-93,-85,-87,-100,-86,-98,-93,-96,-100,-100,-100,-100,-100,-92,-90,-85,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-95,-79,-100,-100,-100,-100,-100,-53,-100,-100,-100,-88,-88,-64,-64,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-73,-78,-78,-72,-78,-72,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-53,-52,-93,-87,-96,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-96,-100,-100,-100,-91,-100,-100,-86,-100,-90,-100,-100,-86,-91,-84,-87,-100,-86,-99,-91,-98,-100,-100,-100,-100,-100,-92,-89,-85,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52.0
