80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:39:d1,80:8d:b7:55:25:f2,80:8d:b7:55:39:d2,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,44:48:c1:a5:82:31,44:48:c1:a5:82:32,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:02,80:8d:b7:55:35:01,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,00:4e:35:df:06:50,00:4e:35:df:06:51,80:8d:b7:55:3a:41,80:8d:b7:55:25:e2,80:8d:b7:55:3a:42,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e1,44:48:c1:a5:82:22,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:19:55:51,38:17:c3:19:55:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,38:17:c3:1e:ff:01,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:09:91,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,80:8d:b7:55:25:f0,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,44:48:c1:a5:82:30,38:17:c3:19:d7:70,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,80:8d:b7:55:3a:50,b4:5d:50:e1:92:31,00:4e:35:df:06:52,80:8d:b7:55:3a:40,38:17:c3:19:55:50,38:17:c3:19:45:b0,b4:5d:50:e1:96:50,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,38:17:c3:1f:09:90,38:17:c3:1f:0e:01,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,44:48:c1:a5:82:21,38:17:c3:19:45:a1,20:a6:cd:50:24:a2,38:17:c3:19:45:a2,00:4e:35:df:06:41,00:4e:35:df:06:40,b4:5d:50:e1:92:23,38:17:c3:1f:22:22,38:17:c3:19:55:42,38:17:c3:1f:09:83,20:a6:cd:50:24:b0,44:48:c1:a5:82:20,38:17:c3:19:45:a0,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:1f:22:30,80:8d:b7:55:4d:10,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:1e:ff:12,38:17:c3:1f:09:92,38:17:c3:1f:22:21,38:17:c3:19:d7:60,38:17:c3:1e:ff:10,9e:2b:77:8e:45:c7,00:4e:35:de:e1:01,b4:5d:50:e1:96:43,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,00:4e:35:de:e1:02,20:a6:cd:50:24:a1,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:25:e0,38:17:c3:19:71:90,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,38:17:c3:1f:08:41,38:17:c3:1f:01:80,38:17:c3:19:55:41,38:17:c3:1f:22:20,38:17:c3:1f:22:32,20:a6:cd:42:0b:f3,20:4e:7f:c2:ff:e8,20:a6:cd:42:0b:f1,00:4e:35:de:e1:00,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e2,38:17:c3:19:71:81,a8:bd:27:4c:bd:32,38:17:c3:19:55:40,38:17:c3:1f:08:50,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:df:0e:00,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:df:0e:12,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b2,38:17:c3:1f:08:42,38:17:c3:1f:08:40,44:48:c1:91:95:b1,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:df:0e:01,38:17:c3:19:36:30,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a2,32:f7:72:50:57:3b,64:e5:99:c3:13:3c,56:13:79:14:54:6d,0a:05:a7:e3:d9:82,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:24:4f:02,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:01,38:17:c3:24:4f:10,38:17:c3:24:4f:00,00:4e:35:df:27:12,38:17:c3:1b:08:b0,00:4e:35:df:27:11,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:10,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:df:27:01,38:17:c3:19:36:20,x,y,label
-75,-41,-84,-84,-83,-83,-82,-79,-79,-75,-79,-75,-100,-100,-74,-79,-86,-82,-83,-100,-100,-84,-84,-100,-100,-71,-70,-77,-77,-80,-100,-100,-100,-66,-66,-73,-82,-72,-88,-81,-91,-100,-100,-100,-67,-67,-100,-100,-100,-100,-75,-75,-100,-100,-100,-84,-83,-79,-91,-100,-83,-94,-84,-76,-71,-100,-66,-73,-67,-100,-100,-100,-75,-100,-79,-100,-100,-82,-100,-100,-100,-68,-65,-100,-100,-71,-100,-100,-82,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-79,-100,-100,-100,-78,-100,-100,-100,-81,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-78,-78,-100,-100,-58,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-62,-62,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-100,-100,-100,-100,-81,-100,-83,-82,-82,-81,-83,-100,-79,-100,-100,-86,-85,-86,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-74,-41,-84,-84,-83,-82,-83,-79,-79,-74,-79,-74,-100,-100,-73,-79,-84,-82,-83,-100,-100,-84,-84,-100,-100,-71,-71,-77,-77,-82,-100,-100,-100,-68,-68,-73,-82,-72,-88,-81,-91,-100,-100,-100,-69,-69,-100,-100,-100,-100,-75,-75,-100,-100,-100,-84,-83,-79,-79,-100,-83,-94,-84,-76,-71,-100,-68,-73,-69,-100,-100,-100,-75,-100,-79,-100,-100,-82,-100,-100,-100,-67,-65,-100,-100,-70,-100,-100,-83,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-79,-100,-100,-100,-78,-100,-100,-100,-82,-100,-58,-59,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-79,-80,-100,-100,-59,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-61,-61,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-100,-100,-100,-100,-81,-100,-83,-82,-82,-82,-83,-100,-79,-100,-100,-85,-84,-85,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-74,-41,-83,-83,-84,-83,-83,-78,-79,-76,-80,-76,-100,-100,-74,-79,-84,-82,-82,-100,-100,-84,-84,-100,-100,-73,-73,-78,-79,-82,-100,-100,-100,-68,-68,-72,-82,-72,-88,-81,-91,-100,-100,-100,-69,-69,-100,-100,-100,-100,-75,-74,-100,-100,-100,-82,-84,-79,-79,-100,-82,-94,-84,-78,-73,-100,-68,-72,-69,-100,-100,-100,-74,-100,-79,-100,-100,-82,-100,-100,-100,-68,-68,-100,-100,-70,-100,-100,-83,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-79,-100,-100,-100,-79,-100,-100,-100,-82,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-79,-76,-100,-100,-59,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-100,-100,-100,-100,-81,-100,-82,-81,-82,-82,-81,-100,-80,-100,-100,-81,-81,-81,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-74,-41,-83,-83,-84,-83,-84,-79,-79,-75,-79,-75,-100,-100,-74,-79,-84,-82,-82,-100,-100,-84,-84,-100,-100,-73,-72,-78,-78,-80,-100,-100,-100,-68,-68,-72,-82,-72,-88,-82,-91,-100,-100,-100,-69,-68,-100,-100,-100,-100,-75,-75,-100,-100,-100,-82,-84,-79,-79,-100,-82,-88,-84,-79,-73,-100,-67,-72,-69,-100,-100,-100,-75,-100,-79,-100,-100,-82,-100,-100,-100,-68,-69,-100,-100,-71,-100,-100,-83,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-79,-100,-100,-100,-79,-100,-100,-100,-82,-100,-59,-60,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-79,-76,-100,-100,-60,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-100,-100,-100,-100,-81,-100,-82,-81,-82,-82,-81,-100,-80,-100,-100,-81,-81,-82,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-74,-37,-83,-83,-82,-83,-83,-79,-79,-75,-79,-75,-100,-100,-73,-77,-82,-81,-81,-100,-100,-84,-86,-100,-100,-72,-72,-76,-76,-81,-100,-100,-100,-67,-67,-73,-81,-73,-88,-81,-82,-100,-100,-100,-73,-73,-100,-100,-100,-100,-78,-78,-100,-100,-100,-84,-83,-79,-100,-100,-81,-88,-84,-76,-72,-100,-68,-73,-73,-100,-100,-100,-77,-100,-77,-100,-100,-82,-100,-100,-100,-68,-67,-100,-100,-68,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-78,-100,-100,-100,-84,-100,-100,-100,-81,-100,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-78,-79,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-62,-61,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-100,-81,-80,-83,-100,-79,-100,-100,-87,-86,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-75,-41,-86,-85,-82,-83,-82,-82,-83,-75,-83,-75,-100,-100,-75,-77,-85,-84,-85,-100,-100,-84,-86,-100,-100,-72,-72,-76,-76,-82,-100,-100,-100,-68,-68,-75,-81,-75,-88,-81,-82,-100,-100,-100,-69,-69,-100,-100,-100,-100,-76,-76,-100,-100,-100,-85,-82,-82,-100,-100,-85,-88,-84,-76,-73,-100,-68,-75,-69,-100,-100,-100,-76,-100,-77,-100,-100,-82,-100,-100,-100,-69,-64,-100,-100,-74,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-78,-100,-100,-100,-79,-100,-100,-100,-81,-100,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-74,-77,-100,-100,-60,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-62,-61,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-82,-81,-80,-82,-100,-81,-100,-100,-86,-84,-85,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-75,-42,-86,-85,-82,-82,-82,-82,-82,-75,-82,-75,-100,-100,-74,-77,-85,-84,-85,-100,-100,-84,-86,-100,-100,-72,-72,-77,-76,-80,-100,-100,-100,-67,-67,-76,-82,-74,-88,-82,-83,-100,-100,-100,-70,-70,-100,-100,-100,-100,-76,-76,-100,-100,-100,-85,-83,-82,-100,-100,-85,-88,-84,-76,-72,-100,-67,-75,-70,-100,-100,-100,-76,-100,-77,-100,-100,-82,-100,-100,-100,-69,-64,-100,-100,-74,-100,-100,-83,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-80,-100,-100,-100,-79,-100,-100,-100,-82,-100,-59,-60,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-79,-77,-100,-100,-59,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-62,-61,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-83,-82,-82,-82,-82,-100,-80,-100,-100,-86,-84,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-73,-41,-86,-85,-84,-82,-83,-83,-83,-73,-83,-73,-100,-100,-74,-78,-85,-84,-85,-100,-100,-84,-86,-100,-100,-72,-72,-77,-76,-80,-100,-100,-100,-69,-69,-76,-82,-74,-88,-82,-83,-100,-100,-100,-70,-70,-100,-100,-100,-100,-77,-77,-100,-100,-100,-85,-83,-83,-78,-100,-85,-88,-84,-76,-72,-100,-69,-75,-70,-100,-100,-100,-77,-100,-78,-100,-100,-82,-100,-100,-100,-69,-64,-100,-100,-73,-100,-100,-83,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-80,-100,-100,-100,-79,-100,-100,-100,-82,-100,-59,-60,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-79,-81,-100,-100,-60,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-60,-59,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-83,-82,-82,-82,-82,-100,-80,-100,-100,-84,-83,-85,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-74,-41,-82,-83,-84,-84,-84,-82,-83,-77,-83,-77,-100,-100,-75,-78,-86,-83,-83,-100,-100,-84,-86,-100,-100,-76,-75,-79,-79,-79,-100,-100,-100,-69,-69,-76,-82,-74,-88,-82,-83,-100,-100,-100,-71,-70,-100,-100,-100,-100,-76,-75,-100,-100,-100,-82,-84,-83,-78,-100,-83,-88,-84,-80,-76,-100,-68,-75,-71,-100,-100,-100,-75,-100,-78,-100,-100,-82,-100,-100,-100,-70,-71,-100,-100,-73,-100,-100,-83,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-80,-100,-100,-100,-80,-100,-100,-100,-82,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-80,-73,-100,-100,-61,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-61,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-81,-80,-82,-82,-79,-100,-81,-100,-100,-78,-77,-78,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-74,-41,-82,-83,-84,-84,-84,-82,-83,-77,-83,-77,-100,-100,-75,-78,-86,-83,-83,-100,-100,-84,-86,-100,-100,-76,-75,-79,-79,-79,-100,-100,-100,-69,-69,-76,-82,-74,-88,-82,-83,-100,-100,-100,-71,-70,-100,-100,-100,-100,-76,-75,-100,-100,-100,-82,-84,-83,-78,-100,-83,-88,-84,-80,-76,-100,-68,-75,-71,-100,-100,-100,-75,-100,-78,-100,-100,-82,-100,-100,-100,-70,-71,-100,-100,-73,-100,-100,-83,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-80,-100,-100,-100,-80,-100,-100,-100,-82,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-80,-73,-100,-100,-61,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-61,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-81,-80,-82,-82,-79,-100,-81,-100,-100,-78,-77,-78,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-74,-38,-84,-83,-83,-83,-83,-80,-80,-75,-80,-75,-100,-100,-74,-77,-84,-82,-82,-100,-100,-84,-85,-100,-100,-73,-73,-78,-78,-82,-100,-100,-100,-68,-68,-76,-90,-76,-94,-90,-91,-100,-100,-100,-71,-71,-100,-100,-100,-100,-79,-79,-100,-100,-100,-84,-83,-80,-89,-100,-82,-94,-84,-78,-73,-100,-68,-76,-71,-100,-100,-100,-78,-100,-77,-100,-100,-91,-100,-100,-100,-68,-67,-100,-100,-70,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-100,-100,-100,-84,-100,-100,-100,-90,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-79,-76,-100,-100,-62,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-62,-61,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-90,-90,-90,-82,-100,-80,-100,-100,-84,-83,-84,-87,-86,-93,-93,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-76,-40,-83,-82,-84,-84,-83,-84,-84,-76,-84,-76,-100,-100,-73,-79,-88,-84,-84,-100,-100,-83,-85,-100,-100,-72,-72,-77,-77,-83,-100,-100,-100,-68,-68,-75,-83,-75,-88,-82,-82,-100,-100,-100,-68,-68,-100,-100,-100,-100,-75,-77,-100,-100,-100,-83,-84,-84,-91,-100,-84,-94,-84,-78,-73,-100,-68,-75,-69,-100,-100,-100,-78,-100,-79,-100,-100,-81,-100,-100,-100,-69,-67,-100,-100,-75,-100,-100,-91,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-100,-100,-100,-81,-100,-100,-100,-82,-100,-56,-56,-100,-93,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-79,-78,-100,-100,-56,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-58,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-84,-83,-80,-79,-83,-94,-77,-100,-100,-83,-81,-82,-85,-84,-94,-93,-92,-93,-93,-91,-92,-93,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-75,-40,-84,-83,-82,-82,-82,-81,-81,-76,-82,-76,-100,-100,-77,-77,-85,-83,-84,-100,-100,-84,-85,-100,-100,-71,-71,-78,-77,-82,-100,-100,-100,-70,-70,-78,-91,-77,-88,-91,-91,-100,-100,-100,-70,-71,-100,-100,-100,-100,-75,-78,-100,-100,-100,-84,-83,-81,-89,-100,-84,-94,-84,-77,-71,-100,-70,-77,-70,-100,-100,-100,-78,-100,-77,-100,-100,-91,-100,-100,-100,-69,-66,-100,-100,-76,-100,-100,-91,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-81,-100,-100,-100,-91,-100,-60,-61,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-79,-76,-100,-100,-60,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-63,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-82,-81,-81,-91,-82,-100,-80,-100,-100,-84,-82,-84,-87,-86,-94,-93,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-74,-40,-85,-84,-84,-83,-83,-82,-82,-75,-82,-75,-100,-100,-75,-80,-85,-83,-84,-100,-100,-84,-85,-100,-100,-71,-71,-78,-76,-81,-100,-100,-100,-71,-71,-76,-81,-76,-88,-81,-91,-100,-100,-100,-71,-71,-100,-100,-100,-100,-77,-77,-100,-100,-100,-85,-83,-82,-78,-100,-84,-94,-85,-77,-71,-100,-71,-76,-71,-100,-100,-100,-77,-100,-78,-100,-100,-91,-100,-100,-100,-71,-65,-100,-100,-72,-100,-100,-91,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-100,-100,-100,-81,-100,-100,-100,-82,-100,-60,-61,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-79,-78,-100,-100,-61,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-63,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-80,-80,-80,-81,-100,-78,-100,-100,-83,-83,-83,-85,-85,-94,-93,-92,-94,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-75,-60,-83,-83,-85,-85,-85,-84,-84,-77,-84,-77,-100,-100,-75,-80,-86,-83,-83,-100,-100,-84,-85,-100,-100,-74,-73,-78,-80,-80,-100,-100,-100,-67,-67,-77,-83,-75,-88,-81,-91,-100,-100,-100,-69,-69,-100,-100,-100,-100,-77,-76,-100,-100,-100,-82,-85,-85,-80,-100,-83,-94,-85,-80,-74,-100,-66,-76,-69,-100,-100,-100,-77,-100,-80,-100,-100,-91,-100,-100,-100,-69,-70,-100,-100,-73,-100,-100,-91,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-100,-100,-100,-82,-100,-100,-100,-83,-100,-56,-56,-100,-93,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-80,-75,-100,-100,-56,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-61,-62,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-80,-80,-80,-79,-94,-84,-100,-100,-79,-78,-79,-85,-85,-94,-93,-92,-93,-93,-91,-91,-93,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-75,-40,-81,-81,-85,-85,-85,-84,-84,-77,-84,-77,-100,-100,-73,-80,-84,-82,-83,-100,-100,-83,-85,-100,-100,-74,-74,-79,-80,-82,-100,-100,-100,-67,-67,-76,-83,-75,-88,-81,-91,-100,-100,-100,-69,-69,-100,-100,-100,-100,-77,-76,-100,-100,-100,-81,-85,-85,-80,-100,-83,-94,-85,-80,-75,-100,-67,-75,-70,-100,-100,-100,-77,-100,-80,-100,-100,-91,-100,-100,-100,-70,-68,-100,-100,-75,-100,-100,-82,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-100,-100,-100,-82,-100,-100,-100,-83,-100,-57,-57,-100,-93,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-80,-76,-100,-100,-57,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-57,-58,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-83,-82,-80,-80,-81,-94,-77,-100,-100,-79,-78,-79,-85,-84,-94,-93,-92,-93,-93,-91,-92,-93,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-74,-39,-85,-83,-84,-84,-84,-81,-81,-75,-82,-75,-100,-100,-75,-78,-86,-83,-83,-100,-100,-85,-85,-100,-100,-74,-74,-81,-81,-84,-100,-100,-100,-69,-69,-80,-100,-80,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-80,-80,-100,-100,-100,-85,-84,-81,-78,-100,-83,-100,-85,-80,-74,-100,-69,-80,-69,-100,-100,-100,-80,-100,-78,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-73,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-80,-73,-100,-100,-64,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-63,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-80,-100,-100,-82,-100,-81,-100,-100,-82,-81,-82,-87,-86,-87,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38.0
