80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:39:d1,80:8d:b7:55:25:f2,80:8d:b7:55:39:d2,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,44:48:c1:a5:82:31,44:48:c1:a5:82:32,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:02,80:8d:b7:55:35:01,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,00:4e:35:df:06:50,00:4e:35:df:06:51,80:8d:b7:55:3a:41,80:8d:b7:55:25:e2,80:8d:b7:55:3a:42,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e1,44:48:c1:a5:82:22,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:19:55:51,38:17:c3:19:55:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,38:17:c3:1e:ff:01,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:09:91,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,80:8d:b7:55:25:f0,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,44:48:c1:a5:82:30,38:17:c3:19:d7:70,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,80:8d:b7:55:3a:50,b4:5d:50:e1:92:31,00:4e:35:df:06:52,80:8d:b7:55:3a:40,38:17:c3:19:55:50,38:17:c3:19:45:b0,b4:5d:50:e1:96:50,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,38:17:c3:1f:09:90,38:17:c3:1f:0e:01,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,44:48:c1:a5:82:21,38:17:c3:19:45:a1,20:a6:cd:50:24:a2,38:17:c3:19:45:a2,00:4e:35:df:06:41,00:4e:35:df:06:40,b4:5d:50:e1:92:23,38:17:c3:1f:22:22,38:17:c3:19:55:42,38:17:c3:1f:09:83,20:a6:cd:50:24:b0,44:48:c1:a5:82:20,38:17:c3:19:45:a0,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:1f:22:30,80:8d:b7:55:4d:10,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:1e:ff:12,38:17:c3:1f:09:92,38:17:c3:1f:22:21,38:17:c3:19:d7:60,38:17:c3:1e:ff:10,9e:2b:77:8e:45:c7,00:4e:35:de:e1:01,b4:5d:50:e1:96:43,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,00:4e:35:de:e1:02,20:a6:cd:50:24:a1,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:25:e0,38:17:c3:19:71:90,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,38:17:c3:1f:08:41,38:17:c3:1f:01:80,38:17:c3:19:55:41,38:17:c3:1f:22:20,38:17:c3:1f:22:32,20:a6:cd:42:0b:f3,20:4e:7f:c2:ff:e8,20:a6:cd:42:0b:f1,00:4e:35:de:e1:00,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e2,38:17:c3:19:71:81,a8:bd:27:4c:bd:32,38:17:c3:19:55:40,38:17:c3:1f:08:50,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:df:0e:00,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:df:0e:12,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b2,38:17:c3:1f:08:42,38:17:c3:1f:08:40,44:48:c1:91:95:b1,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:df:0e:01,38:17:c3:19:36:30,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a2,32:f7:72:50:57:3b,64:e5:99:c3:13:3c,56:13:79:14:54:6d,0a:05:a7:e3:d9:82,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:24:4f:02,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:01,38:17:c3:24:4f:10,38:17:c3:24:4f:00,00:4e:35:df:27:12,38:17:c3:1b:08:b0,00:4e:35:df:27:11,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:10,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:df:27:01,38:17:c3:19:36:20,x,y,label
-77,-40,-80,-79,-87,-86,-85,-86,-86,-78,-85,-78,-100,-100,-71,-82,-91,-84,-83,-100,-100,-83,-85,-100,-100,-73,-73,-79,-79,-84,-100,-100,-100,-69,-69,-76,-85,-76,-88,-84,-83,-100,-100,-100,-68,-68,-100,-100,-100,-100,-75,-79,-100,-100,-100,-81,-86,-87,-83,-100,-84,-100,-85,-80,-73,-100,-69,-75,-69,-100,-100,-100,-80,-100,-82,-100,-100,-81,-100,-100,-100,-70,-70,-100,-100,-77,-100,-100,-82,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-84,-100,-100,-100,-84,-100,-53,-53,-100,-87,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-84,-79,-100,-100,-53,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-85,-84,-79,-79,-85,-89,-74,-100,-100,-80,-79,-80,-84,-82,-88,-87,-84,-87,-87,-83,-84,-87,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-75,-39,-83,-82,-83,-83,-83,-81,-81,-77,-82,-77,-100,-100,-81,-78,-86,-83,-83,-100,-100,-85,-85,-100,-100,-70,-70,-80,-79,-84,-100,-100,-100,-73,-73,-81,-100,-81,-88,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-75,-80,-100,-100,-100,-83,-84,-81,-78,-100,-83,-100,-85,-79,-71,-100,-73,-80,-71,-100,-100,-100,-80,-100,-78,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-78,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-80,-76,-100,-100,-62,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-81,-81,-100,-82,-100,-81,-100,-100,-82,-81,-82,-87,-86,-88,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-76,-39,-85,-84,-85,-85,-84,-82,-81,-77,-82,-78,-100,-100,-76,-83,-86,-83,-84,-100,-100,-85,-85,-100,-100,-71,-71,-79,-77,-82,-100,-100,-100,-73,-74,-77,-81,-78,-88,-81,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-78,-78,-100,-100,-100,-85,-84,-82,-78,-100,-83,-100,-86,-79,-71,-100,-74,-77,-73,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-73,-67,-100,-100,-72,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-100,-84,-100,-100,-100,-82,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-80,-76,-100,-100,-62,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-80,-78,-79,-79,-80,-100,-76,-100,-100,-82,-83,-82,-84,-85,-88,-87,-85,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-76,-80,-84,-83,-87,-86,-86,-87,-86,-77,-85,-77,-100,-100,-76,-82,-86,-83,-84,-100,-100,-85,-85,-100,-100,-72,-72,-78,-81,-82,-100,-100,-100,-65,-65,-78,-84,-77,-88,-81,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-78,-78,-100,-100,-100,-83,-86,-87,-83,-100,-83,-100,-86,-81,-72,-100,-65,-78,-68,-100,-100,-100,-79,-100,-82,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-73,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-84,-100,-100,-100,-84,-100,-52,-52,-100,-86,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-80,-77,-100,-100,-52,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-79,-80,-79,-79,-80,-89,-88,-100,-100,-80,-80,-80,-84,-85,-88,-87,-84,-87,-87,-82,-83,-87,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-77,-39,-80,-80,-86,-86,-86,-87,-85,-77,-86,-77,-100,-100,-72,-82,-83,-82,-84,-100,-100,-83,-85,-100,-100,-73,-73,-79,-82,-86,-100,-100,-100,-66,-66,-76,-84,-76,-88,-81,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-79,-78,-100,-100,-100,-80,-86,-87,-83,-100,-83,-100,-86,-80,-74,-100,-66,-75,-69,-100,-100,-100,-79,-100,-82,-100,-100,-100,-100,-100,-100,-70,-65,-100,-100,-77,-100,-100,-82,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-100,-100,-100,-84,-100,-100,-100,-84,-100,-53,-54,-100,-87,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-80,-79,-100,-100,-54,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-85,-84,-79,-79,-84,-89,-73,-100,-100,-80,-80,-80,-84,-82,-88,-87,-84,-87,-87,-83,-84,-87,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38.0
-80,-47,-80,-80,-89,-85,-85,-84,-84,-80,-84,-80,-100,-100,-84,-100,-83,-84,-83,-100,-100,-84,-84,-100,-100,-74,-75,-79,-84,-87,-100,-100,-100,-69,-69,-100,-85,-75,-100,-85,-82,-100,-100,-100,-72,-72,-100,-100,-100,-100,-80,-80,-100,-100,-100,-80,-89,-84,-100,-100,-87,-100,-84,-79,-75,-100,-69,-100,-72,-100,-100,-100,-80,-100,-100,-100,-100,-81,-100,-100,-100,-70,-70,-100,-100,-74,-100,-100,-82,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-81,-100,-100,-100,-81,-100,-100,-100,-85,-100,-54,-50,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-81,-100,-100,-100,-54,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-85,-84,-83,-85,-100,-78,-100,-100,-78,-78,-79,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-80,-47,-80,-80,-88,-88,-88,-85,-84,-80,-84,-78,-100,-100,-85,-100,-87,-84,-83,-100,-100,-84,-84,-100,-100,-75,-74,-82,-84,-85,-100,-100,-100,-65,-65,-100,-85,-78,-100,-85,-82,-100,-100,-100,-71,-71,-100,-100,-100,-100,-79,-79,-100,-100,-100,-85,-89,-85,-100,-100,-87,-100,-84,-79,-75,-100,-65,-100,-71,-100,-100,-100,-79,-100,-100,-100,-100,-81,-100,-100,-100,-69,-69,-100,-100,-75,-100,-100,-82,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-100,-100,-100,-81,-100,-100,-100,-85,-100,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-81,-82,-100,-100,-50,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-85,-85,-84,-84,-82,-100,-76,-100,-100,-78,-79,-78,-100,-85,-100,-100,-100,-100,-100,-82,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-80,-47,-80,-80,-88,-88,-88,-85,-84,-80,-84,-80,-100,-100,-86,-100,-87,-84,-83,-100,-100,-84,-84,-100,-100,-74,-74,-82,-83,-85,-100,-100,-100,-66,-66,-79,-85,-78,-100,-85,-82,-100,-100,-100,-73,-73,-100,-100,-100,-100,-81,-81,-100,-100,-100,-85,-89,-84,-100,-100,-88,-100,-84,-83,-75,-100,-66,-79,-73,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-69,-69,-100,-100,-75,-100,-100,-82,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-100,-100,-100,-79,-100,-100,-100,-85,-100,-50,-49,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-82,-100,-100,-50,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-85,-85,-84,-84,-82,-100,-76,-100,-100,-78,-78,-78,-100,-85,-100,-100,-100,-100,-100,-82,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-80,-47,-80,-80,-88,-88,-88,-84,-84,-80,-84,-80,-100,-100,-86,-100,-87,-84,-83,-100,-100,-84,-84,-100,-100,-75,-74,-83,-82,-85,-100,-100,-100,-66,-66,-78,-85,-79,-100,-85,-82,-100,-100,-100,-73,-73,-100,-100,-100,-100,-80,-80,-100,-100,-100,-85,-89,-84,-100,-100,-88,-100,-84,-84,-75,-100,-66,-79,-73,-100,-100,-100,-80,-100,-100,-100,-100,-81,-100,-100,-100,-69,-69,-100,-100,-75,-100,-100,-82,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-100,-100,-100,-80,-100,-100,-100,-85,-100,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-82,-100,-100,-50,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-53,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-80,-82,-84,-84,-81,-100,-77,-100,-100,-78,-79,-79,-86,-84,-100,-100,-86,-100,-100,-82,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-80,-46,-80,-80,-88,-88,-88,-84,-84,-79,-84,-79,-100,-100,-85,-100,-87,-84,-83,-100,-100,-84,-84,-100,-100,-74,-74,-84,-83,-86,-100,-100,-100,-68,-68,-78,-85,-79,-100,-85,-82,-100,-100,-100,-73,-73,-100,-100,-100,-100,-81,-81,-100,-100,-100,-85,-89,-84,-100,-100,-88,-100,-84,-82,-75,-100,-68,-79,-73,-100,-100,-100,-82,-100,-100,-100,-100,-81,-100,-100,-100,-69,-69,-100,-100,-75,-100,-100,-82,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-100,-100,-100,-80,-100,-100,-100,-85,-100,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-82,-100,-100,-50,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-54,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-80,-82,-84,-83,-81,-100,-77,-100,-100,-79,-78,-78,-86,-84,-100,-100,-86,-88,-100,-82,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-80,-48,-80,-80,-88,-88,-88,-84,-84,-80,-85,-80,-100,-100,-86,-100,-87,-84,-83,-100,-100,-84,-84,-100,-100,-74,-74,-84,-83,-85,-100,-100,-100,-67,-67,-78,-85,-78,-100,-85,-82,-100,-100,-100,-73,-73,-100,-100,-100,-100,-80,-80,-100,-100,-100,-85,-89,-85,-100,-100,-87,-100,-84,-82,-74,-100,-67,-78,-73,-100,-100,-100,-80,-100,-100,-100,-100,-81,-100,-100,-100,-68,-68,-100,-100,-75,-100,-100,-82,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-100,-100,-100,-80,-100,-100,-100,-85,-100,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-82,-100,-100,-50,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-53,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-80,-82,-84,-83,-81,-100,-75,-100,-100,-79,-78,-78,-85,-85,-100,-100,-85,-88,-100,-82,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,530.8,799.6000000000007,39.0
-83,-44,-100,-100,-87,-86,-100,-86,-87,-83,-86,-83,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-84,-83,-83,-100,-100,-100,-67,-67,-78,-100,-79,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-88,-86,-100,-100,-87,-100,-100,-84,-74,-100,-67,-79,-72,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-82,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-100,-100,-100,-80,-100,-100,-100,-100,-100,-50,-48,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-78,-100,-100,-50,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-83,-82,-85,-84,-84,-100,-75,-100,-100,-81,-80,-81,-86,-85,-100,-100,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40.0
-83,-42,-100,-100,-87,-86,-100,-87,-87,-84,-87,-83,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-85,-86,-82,-100,-100,-100,-67,-67,-78,-100,-79,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-86,-86,-100,-100,-87,-100,-100,-84,-74,-100,-67,-79,-72,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-82,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-81,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-80,-78,-100,-100,-48,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-84,-84,-85,-84,-84,-100,-75,-100,-100,-81,-82,-81,-86,-85,-100,-100,-84,-90,-100,-84,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40.0
-83,-41,-100,-100,-87,-87,-86,-86,-85,-84,-87,-83,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-85,-86,-82,-100,-100,-100,-70,-69,-78,-100,-83,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-86,-87,-100,-100,-87,-100,-100,-84,-74,-100,-69,-79,-72,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-81,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-81,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-78,-100,-100,-48,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-84,-84,-84,-84,-84,-100,-77,-100,-100,-80,-82,-81,-86,-85,-100,-100,-84,-90,-100,-83,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40.0
-84,-42,-100,-100,-87,-87,-86,-86,-85,-83,-87,-82,-100,-100,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-86,-86,-83,-100,-100,-100,-68,-68,-83,-100,-80,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-86,-87,-100,-100,-87,-100,-100,-84,-74,-100,-68,-83,-72,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-82,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-81,-100,-100,-48,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-84,-84,-84,-84,-84,-100,-77,-100,-100,-81,-82,-81,-84,-85,-100,-100,-83,-90,-100,-83,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40.0
-84,-42,-100,-100,-87,-87,-86,-87,-86,-83,-87,-84,-100,-100,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-86,-86,-83,-100,-100,-100,-68,-68,-83,-100,-80,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-87,-86,-100,-100,-87,-100,-100,-84,-74,-100,-68,-83,-73,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-82,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-81,-100,-100,-48,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-83,-83,-84,-84,-83,-100,-77,-100,-100,-81,-81,-80,-84,-85,-100,-100,-83,-90,-100,-83,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40.0
-84,-42,-100,-100,-86,-87,-86,-86,-86,-83,-87,-83,-100,-100,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-86,-86,-82,-100,-100,-100,-68,-68,-83,-100,-80,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-87,-86,-100,-100,-87,-100,-100,-84,-74,-100,-68,-83,-72,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-82,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-48,-48,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-81,-100,-100,-48,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-83,-83,-85,-84,-83,-100,-76,-100,-100,-81,-81,-81,-84,-84,-100,-100,-83,-90,-100,-84,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,516.5999999999999,799.6000000000007,40.0
