b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:10,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:19:d7:72,38:17:c3:19:d7:70,38:17:c3:19:d7:71,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,b0:be:76:f8:30:5e,38:17:c3:1f:01:91,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:25:e0,80:8d:b7:55:35:02,80:8d:b7:55:25:e1,38:17:c3:1f:01:80,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:e2,44:48:c1:a5:82:30,44:48:c1:a5:82:32,44:48:c1:a5:82:31,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,44:48:c1:a5:82:20,20:a6:cd:50:24:a2,44:48:c1:a5:82:22,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,44:48:c1:a5:82:21,38:17:c3:1e:ff:12,00:4e:35:df:06:52,20:a6:cd:50:24:a1,38:17:c3:1e:ff:10,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1e:ff:11,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:33,66:2a:2f:53:7c:99,38:17:c3:1f:22:30,38:17:c3:19:71:90,80:8d:b7:55:35:03,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:45:b2,00:4e:35:de:e1:10,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:df:06:40,00:4e:35:de:e1:12,68:ff:7b:e4:af:39,20:a6:cd:50:24:a0,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b7,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,b4:5d:50:e1:92:32,38:17:c3:1f:22:31,38:17:c3:1f:09:90,38:17:c3:1f:09:93,60:32:b1:3e:1a:b8,38:17:c3:1f:22:32,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:1e:ff:00,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,38:17:c3:19:45:b1,38:17:c3:1f:00:b0,b4:5d:50:e1:96:52,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:45:b0,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,b4:5d:50:e1:92:21,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:de:e1:00,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:20,38:17:c3:1f:08:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:de:e1:01,00:4e:35:de:e1:02,72:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:1f:08:41,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:51,68:ff:7b:e4:af:38,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:41,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:1f:22:20,38:17:c3:1f:22:21,00:4e:35:df:0e:12,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:36:30,00:4e:35:de:d7:40,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,38:17:c3:19:36:31,38:17:c3:19:36:32,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:1b:08:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:27:00,x,y,label
-37,-70,-100,-72,-72,-100,-100,-100,-64,-63,-63,-77,-77,-77,-78,-100,-100,-100,-100,-100,-74,-74,-69,-100,-73,-73,-100,-79,-80,-79,-100,-100,-100,-81,-81,-79,-67,-66,-67,-100,-63,-64,-60,-78,-100,-78,-100,-100,-100,-78,-100,-77,-100,-100,-76,-76,-100,-100,-89,-87,-85,-100,-77,-71,-70,-100,-90,-100,-100,-100,-76,-89,-89,-100,-77,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-89,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-92,-100,-100,-100,-100,-83,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-34,-70,-75,-76,-75,-100,-100,-100,-65,-64,-64,-77,-78,-77,-76,-100,-100,-85,-86,-85,-72,-71,-72,-100,-72,-73,-100,-100,-80,-100,-100,-100,-100,-80,-80,-100,-68,-68,-68,-100,-62,-63,-61,-100,-100,-78,-100,-100,-100,-79,-100,-81,-100,-100,-80,-79,-100,-100,-89,-85,-85,-100,-100,-67,-67,-67,-100,-100,-100,-100,-75,-90,-90,-77,-78,-78,-75,-100,-100,-90,-100,-73,-100,-74,-100,-100,-79,-100,-100,-88,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-86,-85,-100,-100,-100,-93,-92,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-35,-74,-100,-100,-100,-100,-82,-100,-62,-62,-62,-79,-100,-78,-79,-90,-91,-100,-86,-100,-74,-75,-75,-90,-75,-74,-100,-100,-83,-100,-100,-100,-100,-83,-83,-100,-66,-66,-65,-100,-60,-61,-58,-100,-100,-100,-89,-100,-100,-100,-100,-81,-100,-100,-82,-80,-100,-100,-100,-85,-83,-100,-100,-68,-67,-68,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-78,-100,-100,-100,-100,-77,-100,-100,-86,-86,-77,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-85,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-78,-100,-91,-92,-100,-100,-91,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-33,-69,-100,-100,-100,-100,-100,-100,-65,-65,-65,-75,-75,-100,-74,-94,-100,-87,-88,-87,-74,-74,-74,-100,-76,-75,-80,-100,-83,-100,-100,-100,-100,-83,-83,-100,-66,-66,-65,-100,-60,-60,-61,-80,-100,-80,-90,-90,-89,-80,-100,-74,-100,-100,-75,-74,-100,-100,-100,-90,-84,-100,-100,-70,-70,-69,-100,-100,-100,-100,-76,-90,-100,-77,-78,-77,-77,-100,-100,-91,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-86,-87,-100,-100,-100,-100,-85,-84,-100,-80,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-36,-68,-100,-100,-100,-81,-82,-82,-67,-66,-67,-78,-78,-78,-78,-100,-100,-100,-87,-86,-100,-100,-75,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-85,-100,-77,-67,-67,-67,-100,-62,-62,-59,-79,-100,-79,-89,-100,-90,-79,-100,-75,-100,-100,-75,-100,-100,-100,-89,-87,-85,-100,-100,-70,-70,-70,-100,-100,-100,-100,-75,-89,-100,-100,-78,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-88,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-84,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-32,-73,-100,-75,-74,-100,-100,-100,-66,-65,-66,-77,-78,-77,-77,-100,-100,-87,-87,-86,-72,-76,-66,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-87,-86,-80,-70,-70,-70,-87,-63,-63,-61,-74,-100,-74,-90,-100,-100,-74,-100,-75,-100,-100,-75,-75,-100,-100,-88,-86,-86,-93,-100,-71,-71,-71,-100,-100,-100,-100,-79,-87,-86,-100,-83,-100,-79,-100,-100,-100,-100,-100,-70,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-89,-100,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-80,-100,-88,-88,-88,-100,-89,-100,-100,-100,-100,-79,-78,-100,-100,-91,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-32,-71,-75,-73,-73,-81,-100,-81,-66,-66,-66,-77,-77,-77,-76,-100,-100,-84,-84,-83,-71,-71,-66,-100,-70,-70,-100,-77,-82,-77,-100,-100,-100,-83,-83,-100,-69,-69,-70,-100,-62,-62,-61,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-73,-100,-100,-86,-85,-88,-100,-100,-72,-70,-70,-89,-90,-90,-89,-80,-88,-86,-82,-82,-83,-80,-85,-100,-100,-100,-69,-100,-68,-100,-100,-73,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-91,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-93,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-32,-75,-100,-100,-100,-100,-100,-100,-66,-65,-65,-80,-100,-81,-80,-100,-100,-84,-83,-84,-71,-71,-63,-100,-72,-71,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-76,-75,-75,-100,-61,-61,-60,-77,-100,-77,-100,-100,-100,-77,-100,-74,-100,-100,-74,-74,-100,-100,-86,-86,-100,-91,-100,-71,-71,-71,-100,-100,-100,-100,-81,-87,-87,-100,-83,-78,-81,-81,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-84,-84,-100,-100,-100,-100,-86,-86,-100,-83,-100,-90,-90,-89,-100,-90,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-93,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-31,-71,-77,-100,-100,-100,-100,-100,-64,-64,-65,-77,-77,-77,-77,-100,-100,-84,-84,-84,-71,-71,-65,-100,-72,-71,-100,-100,-83,-76,-100,-100,-100,-100,-100,-76,-74,-74,-74,-91,-63,-63,-62,-74,-100,-73,-91,-100,-100,-74,-100,-74,-100,-100,-74,-74,-100,-100,-88,-85,-88,-100,-79,-71,-71,-71,-100,-100,-100,-89,-82,-87,-100,-82,-82,-82,-82,-83,-100,-89,-100,-68,-100,-100,-73,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-88,-82,-100,-100,-100,-100,-100,-100,-100,-90,-100,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-100,-73,-100,-75,-100,-79,-79,-79,-65,-66,-65,-79,-79,-78,-78,-100,-100,-86,-85,-85,-72,-71,-64,-100,-71,-70,-100,-100,-84,-100,-100,-100,-100,-84,-84,-100,-71,-70,-71,-87,-63,-63,-61,-73,-100,-73,-90,-100,-100,-72,-100,-73,-100,-100,-73,-73,-100,-100,-86,-86,-86,-100,-100,-71,-71,-70,-100,-100,-100,-100,-82,-86,-87,-79,-79,-100,-82,-83,-100,-100,-100,-71,-100,-100,-73,-72,-75,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-92,-100,-100,-100,-86,-100,-100,-100,-84,-100,-85,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-33,-69,-75,-75,-89,-79,-80,-80,-68,-68,-68,-79,-79,-79,-78,-100,-100,-85,-84,-85,-84,-72,-67,-100,-72,-72,-100,-100,-84,-100,-100,-100,-100,-84,-84,-100,-72,-83,-72,-100,-62,-61,-60,-71,-100,-71,-100,-100,-100,-71,-100,-73,-100,-100,-72,-72,-100,-100,-86,-87,-89,-100,-81,-71,-70,-71,-100,-100,-100,-100,-78,-87,-86,-82,-82,-100,-78,-100,-100,-100,-100,-100,-100,-100,-73,-72,-73,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-91,-100,-100,-100,-86,-100,-100,-100,-90,-100,-85,-100,-100,-100,-100,-86,-86,-100,-100,-100,-91,-90,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-32,-68,-100,-74,-100,-85,-100,-85,-65,-65,-64,-100,-100,-100,-100,-91,-100,-85,-84,-84,-78,-78,-80,-100,-78,-77,-100,-77,-84,-75,-100,-100,-100,-100,-100,-77,-71,-71,-72,-100,-63,-63,-62,-76,-100,-76,-100,-100,-100,-76,-100,-70,-100,-100,-70,-71,-100,-100,-100,-84,-89,-88,-77,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-71,-83,-100,-100,-100,-100,-68,-100,-68,-70,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-87,-100,-100,-100,-85,-86,-86,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-100,-69,-100,-73,-100,-85,-85,-84,-65,-66,-65,-77,-77,-77,-77,-100,-100,-84,-85,-84,-76,-75,-74,-100,-76,-77,-100,-76,-85,-76,-100,-100,-100,-100,-100,-100,-70,-70,-70,-100,-62,-62,-60,-75,-100,-75,-100,-100,-100,-76,-100,-71,-100,-100,-100,-71,-100,-100,-87,-85,-89,-100,-80,-73,-74,-73,-100,-100,-100,-100,-82,-87,-87,-100,-77,-100,-81,-87,-100,-100,-100,-70,-70,-100,-68,-100,-69,-100,-100,-86,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-89,-100,-100,-100,-100,-89,-87,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-33,-70,-74,-72,-75,-100,-100,-100,-65,-64,-64,-77,-77,-77,-77,-100,-100,-84,-84,-83,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-70,-70,-70,-100,-64,-64,-60,-100,-100,-76,-100,-100,-100,-76,-100,-71,-100,-100,-71,-71,-100,-100,-88,-85,-89,-100,-78,-74,-74,-73,-100,-100,-100,-87,-83,-88,-88,-76,-76,-76,-82,-100,-100,-100,-100,-100,-68,-100,-70,-69,-70,-100,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-88,-82,-100,-88,-100,-100,-100,-88,-87,-88,-100,-85,-84,-84,-100,-100,-100,-100,-88,-89,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-32,-70,-73,-100,-100,-100,-100,-100,-65,-65,-64,-76,-76,-77,-76,-100,-100,-84,-83,-84,-77,-77,-75,-100,-76,-77,-74,-77,-83,-77,-100,-100,-100,-84,-83,-77,-70,-70,-70,-89,-65,-65,-61,-77,-100,-76,-100,-100,-100,-76,-100,-71,-100,-100,-71,-71,-100,-100,-88,-85,-90,-100,-80,-73,-73,-73,-100,-100,-100,-100,-82,-88,-89,-75,-100,-100,-82,-100,-100,-100,-100,-69,-100,-69,-69,-69,-68,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-88,-100,-100,-100,-100,-88,-89,-100,-82,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-36,-100,-100,-100,-100,-100,-100,-100,-66,-66,-65,-76,-77,-77,-76,-100,-100,-85,-85,-84,-77,-78,-79,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-69,-69,-69,-100,-62,-63,-61,-76,-100,-76,-91,-100,-100,-76,-100,-69,-100,-93,-70,-70,-100,-100,-88,-86,-100,-91,-100,-74,-100,-73,-100,-100,-100,-100,-82,-100,-100,-75,-75,-75,-83,-100,-100,-100,-100,-100,-100,-100,-66,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-86,-100,-100,-100,-83,-83,-84,-100,-100,-100,-100,-86,-87,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-31,-72,-100,-75,-100,-100,-100,-100,-66,-65,-65,-78,-78,-78,-77,-100,-100,-84,-85,-84,-100,-100,-77,-100,-100,-100,-74,-76,-86,-76,-100,-100,-100,-86,-85,-75,-72,-72,-72,-100,-64,-64,-61,-77,-100,-77,-100,-100,-100,-77,-100,-70,-100,-93,-69,-70,-100,-100,-89,-86,-100,-88,-80,-72,-71,-73,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-84,-100,-100,-88,-100,-68,-68,-68,-68,-68,-68,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-90,-88,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-78,-78,-77,-77,-100,-100,-100,-91,-100,-72,-73,-70,-100,-71,-72,-100,-77,-100,-79,-100,-100,-100,-100,-100,-78,-80,-80,-80,-100,-64,-63,-62,-81,-100,-80,-100,-100,-100,-81,-100,-69,-100,-100,-70,-70,-100,-100,-91,-100,-89,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-91,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-69,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-85,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-74,-100,-89,-89,-89,-100,-89,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-91,-91,-100,-100,-86,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,572.4,22
-100,-79,-100,-100,-100,-100,-100,-100,-73,-73,-72,-78,-77,-77,-77,-100,-100,-100,-90,-89,-71,-71,-71,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-82,-100,-62,-62,-62,-82,-100,-81,-100,-100,-100,-81,-100,-69,-100,-100,-68,-69,-100,-100,-91,-85,-90,-100,-82,-80,-80,-80,-89,-91,-90,-100,-85,-100,-100,-77,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-68,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-82,-100,-87,-87,-87,-100,-100,-100,-100,-100,-82,-100,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,572.4,22
-31,-80,-81,-80,-100,-100,-100,-100,-73,-73,-73,-79,-79,-79,-79,-100,-100,-100,-88,-89,-71,-71,-65,-100,-71,-72,-73,-100,-84,-100,-100,-100,-100,-100,-84,-100,-82,-82,-81,-100,-64,-64,-62,-83,-100,-83,-100,-100,-100,-83,-100,-69,-100,-100,-68,-67,-100,-100,-91,-84,-88,-91,-81,-80,-100,-79,-100,-100,-100,-89,-85,-91,-100,-77,-76,-100,-85,-100,-100,-100,-100,-74,-100,-100,-68,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-85,-100,-82,-100,-100,-100,-78,-83,-83,-100,-90,-88,-89,-100,-100,-100,-100,-84,-82,-100,-100,-100,-89,-89,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,572.4,22
