b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:10,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:19:d7:72,38:17:c3:19:d7:70,38:17:c3:19:d7:71,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,b0:be:76:f8:30:5e,38:17:c3:1f:01:91,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:25:e0,80:8d:b7:55:35:02,80:8d:b7:55:25:e1,38:17:c3:1f:01:80,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:e2,44:48:c1:a5:82:30,44:48:c1:a5:82:32,44:48:c1:a5:82:31,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,44:48:c1:a5:82:20,20:a6:cd:50:24:a2,44:48:c1:a5:82:22,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,44:48:c1:a5:82:21,38:17:c3:1e:ff:12,00:4e:35:df:06:52,20:a6:cd:50:24:a1,38:17:c3:1e:ff:10,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1e:ff:11,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:33,66:2a:2f:53:7c:99,38:17:c3:1f:22:30,38:17:c3:19:71:90,80:8d:b7:55:35:03,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:45:b2,00:4e:35:de:e1:10,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:df:06:40,00:4e:35:de:e1:12,68:ff:7b:e4:af:39,20:a6:cd:50:24:a0,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b7,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,b4:5d:50:e1:92:32,38:17:c3:1f:22:31,38:17:c3:1f:09:90,38:17:c3:1f:09:93,60:32:b1:3e:1a:b8,38:17:c3:1f:22:32,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:1e:ff:00,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,38:17:c3:19:45:b1,38:17:c3:1f:00:b0,b4:5d:50:e1:96:52,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:45:b0,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,b4:5d:50:e1:92:21,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:de:e1:00,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:20,38:17:c3:1f:08:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:de:e1:01,00:4e:35:de:e1:02,72:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:1f:08:41,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:51,68:ff:7b:e4:af:38,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:41,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:1f:22:20,38:17:c3:1f:22:21,00:4e:35:df:0e:12,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:36:30,00:4e:35:de:d7:40,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,38:17:c3:19:36:31,38:17:c3:19:36:32,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:1b:08:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:27:00,x,y,label
-35,-81,-100,-100,-100,-100,-100,-100,-79,-80,-79,-88,-90,-89,-88,-100,-100,-100,-100,-100,-78,-78,-46,-100,-79,-79,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-72,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-67,-68,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-72,-73,-100,-83,-100,-100,-100,-100,-81,-100,-81,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-100,-100,-100,-100,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-34,-100,-100,-100,-100,-100,-100,-100,-84,-85,-84,-90,-90,-91,-89,-100,-100,-100,-100,-100,-85,-85,-45,-100,-86,-86,-100,-87,-100,-86,-100,-100,-100,-100,-100,-87,-88,-89,-89,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-67,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-84,-100,-100,-100,-100,-100,-100,-100,-73,-92,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-70,-71,-70,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-34,-82,-100,-100,-100,-100,-100,-100,-84,-83,-83,-88,-88,-88,-88,-100,-100,-100,-100,-100,-81,-81,-46,-100,-81,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-89,-100,-100,-70,-72,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-67,-72,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-88,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-70,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-35,-80,-100,-100,-100,-100,-100,-100,-84,-82,-83,-88,-88,-88,-87,-100,-100,-100,-100,-100,-82,-82,-45,-100,-82,-81,-83,-88,-100,-89,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-74,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-74,-73,-72,-84,-100,-100,-100,-100,-78,-100,-100,-77,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-68,-100,-100,-100,-88,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-35,-80,-100,-100,-100,-100,-100,-100,-80,-80,-81,-88,-89,-88,-89,-100,-100,-100,-100,-100,-79,-79,-45,-100,-80,-79,-84,-88,-100,-100,-100,-100,-100,-100,-100,-89,-90,-89,-89,-100,-73,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-78,-79,-78,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-68,-100,-100,-100,-89,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-89,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-89,-89,-100,-89,-100,-100,-100,-100,-100,-79,-80,-46,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-72,-70,-100,-100,-100,-100,-100,-100,-87,-100,-100,-93,-100,-100,-100,-100,-81,-100,-100,-71,-70,-70,-81,-84,-100,-100,-100,-79,-79,-79,-72,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-67,-100,-100,-100,-80,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-33,-86,-100,-100,-100,-87,-87,-88,-83,-83,-83,-91,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-49,-100,-85,-84,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-85,-84,-84,-100,-80,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-70,-70,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-81,-81,-100,-86,-100,-100,-100,-100,-85,-85,-85,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-62,-100,-100,-100,-89,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-84,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-48,-100,-86,-85,-85,-86,-100,-87,-100,-100,-100,-100,-100,-86,-88,-88,-87,-100,-78,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-74,-76,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-65,-100,-100,-100,-88,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-79,-100,-100,-100,-100,-100,-100,-83,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-46,-100,-85,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-87,-87,-86,-100,-73,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-76,-76,-100,-100,-100,-89,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-81,-81,-72,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-88,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-77,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-88,-100,-100,-100,-100,-100,-100,-80,-80,-80,-92,-100,-95,-100,-100,-100,-100,-100,-100,-87,-88,-49,-100,-87,-88,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-87,-86,-87,-100,-76,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-78,-78,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-85,-85,-85,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-64,-100,-100,-100,-89,-62,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-34,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-49,-100,-86,-86,-100,-90,-100,-89,-100,-100,-100,-100,-100,-90,-87,-86,-87,-100,-77,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-76,-76,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-87,-85,-100,-100,-100,-82,-81,-81,-71,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-65,-100,-100,-100,-88,-85,-65,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-47,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-86,-86,-87,-100,-77,-83,-78,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-72,-73,-100,-100,-100,-90,-100,-100,-89,-100,-100,-90,-100,-100,-100,-100,-85,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-78,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-33,-84,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-89,-82,-84,-100,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-81,-81,-81,-87,-100,-100,-100,-100,-80,-100,-83,-81,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-62,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-92,-100,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-33,-82,-84,-83,-100,-100,-100,-100,-79,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-87,-100,-86,-100,-87,-100,-100,-100,-100,-100,-87,-92,-100,-100,-100,-78,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-70,-70,-100,-100,-100,-89,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-86,-100,-100,-100,-100,-100,-100,-74,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-64,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-91,-76,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-33,-100,-100,-100,-100,-100,-100,-100,-78,-78,-79,-92,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-57,-100,-87,-86,-100,-84,-100,-85,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-83,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-73,-74,-100,-100,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-86,-100,-100,-80,-80,-81,-87,-100,-100,-100,-100,-100,-100,-100,-79,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-64,-100,-100,-100,-90,-65,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-73,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-90,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-52,-100,-87,-87,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-88,-100,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-74,-73,-100,-100,-100,-90,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-64,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-86,-100,-100,-100,-100,-100,-100,-80,-80,-80,-90,-90,-91,-100,-100,-100,-100,-100,-100,-89,-91,-53,-100,-90,-90,-79,-100,-100,-88,-100,-100,-100,-100,-100,-88,-89,-90,-90,-100,-81,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-73,-75,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-67,-67,-100,-100,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-75,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-84,-100,-100,-100,-100,-81,-81,-81,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-90,-100,-78,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-75,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-92,-100,-100,-100,-100,-82,-100,-100,-77,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-87,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-74,-100,-100,-100,-100,-84,-84,-84,-100,-100,-90,-89,-100,-90,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-37,-100,-91,-92,-90,-100,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-77,-77,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-83,-100,-100,-100,-100,-100,-100,-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-57,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-63,-100,-100,-100,-100,-84,-84,-82,-100,-100,-100,-100,-100,-100,-100,-85,-84,-85,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38
-34,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-85,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-74,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-58,-100,-100,-100,-100,-60,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-63,-100,-100,-100,-100,-86,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38
