60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,b4:5d:50:e1:96:43,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,44:48:c1:91:d0:10,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,38:17:c3:1f:00:a1,20:a6:cd:42:0a:d0,38:17:c3:1f:00:a2,9c:d6:43:60:92:e0,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:19:45:b0,38:17:c3:19:45:b2,44:48:c1:91:d0:00,20:a6:cd:42:0a:c3,44:48:c1:91:95:a3,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,a8:bd:27:4c:aa:92,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,38:17:c3:1f:14:10,38:17:c3:1f:14:12,44:48:c1:91:95:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:24:47:52,44:48:c1:91:95:b1,38:17:c3:19:45:a1,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:24:47:50,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:19:c1,20:a6:cd:42:13:f0,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a0,44:48:c1:91:d0:04,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:19:45:b1,38:17:c3:1f:09:81,38:17:c3:1f:14:11,44:48:c1:91:d0:02,38:17:c3:1f:09:80,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:19:c0,38:17:c3:1f:19:c2,38:17:c3:19:45:a0,38:17:c3:19:d7:70,86:0d:8e:aa:25:a4,38:17:c3:19:45:a2,a8:bd:27:4c:aa:83,44:48:c1:91:95:a2,a8:bd:27:4c:aa:82,38:17:c3:24:56:50,44:48:c1:91:95:a1,20:a6:cd:42:13:f2,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,66:2a:2f:53:7c:99,44:48:c1:91:95:a0,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e0,80:8d:b7:55:25:e3,38:17:c3:19:d7:61,38:17:c3:19:36:32,38:17:c3:19:36:30,80:8d:b7:55:35:03,38:17:c3:19:36:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:35:10,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:51,68:ff:7b:e4:af:39,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:71:90,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,ea:9e:b4:53:24:54,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:3a:40,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:02,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,80:8d:b7:55:39:c2,20:a6:cd:50:24:b2,80:8d:b7:55:39:c1,38:17:c3:1f:22:30,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,00:4e:35:de:e1:12,00:4e:35:df:06:52,00:4e:35:df:06:40,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:df:06:50,68:ff:7b:e4:af:38,00:4e:35:de:e1:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,x,y,label
-65,-65,-63,-63,-63,-63,-100,-77,-78,-78,-78,-77,-78,-77,-77,-76,-76,-77,-69,-76,-69,-80,-79,-79,-80,-100,-81,-82,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-88,-73,-73,-86,-85,-87,-87,-86,-100,-84,-85,-85,-90,-87,-88,-87,-87,-100,-100,-63,-69,-100,-85,-85,-86,-82,-86,-73,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-65,-65,-64,-63,-64,-64,-100,-78,-78,-78,-78,-78,-78,-78,-78,-77,-76,-76,-69,-76,-69,-78,-79,-79,-100,-100,-82,-81,-100,-100,-100,-84,-100,-87,-84,-86,-87,-87,-88,-73,-73,-86,-86,-86,-87,-85,-100,-85,-84,-85,-89,-88,-87,-87,-88,-100,-100,-63,-69,-100,-100,-100,-100,-81,-86,-74,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-67,-67,-100,-65,-64,-64,-100,-78,-78,-78,-78,-80,-80,-80,-79,-77,-77,-77,-75,-77,-74,-82,-81,-81,-81,-100,-100,-100,-100,-78,-100,-82,-82,-86,-100,-89,-89,-88,-86,-78,-78,-90,-90,-90,-84,-89,-100,-87,-87,-86,-89,-86,-87,-86,-86,-100,-100,-61,-75,-100,-82,-100,-100,-100,-100,-78,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-67,-67,-61,-65,-63,-63,-77,-79,-79,-79,-80,-79,-79,-79,-79,-77,-76,-76,-73,-76,-74,-81,-81,-81,-81,-100,-81,-80,-100,-76,-100,-100,-81,-87,-82,-88,-87,-88,-85,-78,-79,-91,-90,-90,-86,-100,-100,-89,-100,-100,-86,-87,-87,-85,-88,-100,-100,-60,-74,-100,-100,-100,-100,-82,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-65,-100,-100,-65,-64,-65,-100,-80,-80,-79,-80,-78,-79,-78,-78,-76,-77,-77,-76,-77,-75,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-85,-77,-76,-89,-89,-89,-85,-89,-100,-86,-85,-86,-85,-87,-88,-87,-88,-100,-100,-62,-100,-100,-80,-80,-80,-80,-86,-76,-83,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-66,-66,-100,-65,-65,-66,-100,-79,-79,-79,-79,-78,-78,-78,-77,-77,-78,-78,-100,-77,-100,-100,-79,-79,-79,-83,-100,-79,-100,-100,-100,-100,-100,-88,-100,-88,-88,-88,-86,-78,-77,-88,-88,-88,-86,-87,-100,-89,-100,-100,-89,-87,-87,-86,-88,-100,-100,-62,-75,-100,-82,-81,-81,-78,-87,-77,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-67,-67,-59,-65,-66,-66,-100,-100,-80,-79,-80,-78,-78,-78,-78,-77,-77,-76,-74,-77,-74,-100,-100,-100,-100,-100,-100,-79,-100,-75,-100,-81,-82,-88,-82,-88,-89,-88,-85,-77,-77,-88,-88,-88,-86,-88,-100,-88,-100,-89,-85,-89,-88,-88,-87,-100,-100,-59,-75,-100,-81,-80,-80,-79,-86,-76,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-66,-67,-100,-64,-64,-64,-81,-79,-79,-79,-79,-79,-79,-78,-79,-78,-79,-77,-75,-78,-76,-100,-80,-81,-82,-82,-79,-80,-100,-100,-85,-100,-100,-90,-100,-88,-89,-88,-86,-78,-78,-88,-89,-89,-86,-89,-100,-90,-100,-100,-88,-87,-89,-100,-100,-100,-100,-58,-100,-100,-80,-81,-81,-80,-86,-78,-82,-87,-86,-84,-100,-100,-100,-100,-100,-100,-84,-100,-86,-100,-89,-100,-100,-86,-86,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-65,-66,-62,-61,-60,-60,-100,-86,-86,-86,-87,-74,-73,-73,-73,-78,-77,-77,-69,-77,-68,-83,-80,-80,-80,-100,-79,-79,-100,-100,-100,-100,-83,-88,-100,-88,-88,-88,-88,-75,-76,-100,-100,-91,-100,-100,-100,-89,-100,-90,-89,-86,-86,-86,-86,-100,-100,-68,-68,-100,-77,-76,-76,-79,-100,-76,-89,-100,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-64,-100,-65,-61,-61,-61,-78,-87,-87,-87,-86,-73,-73,-73,-73,-78,-79,-77,-68,-78,-68,-100,-80,-80,-80,-100,-78,-100,-100,-100,-100,-100,-83,-100,-100,-90,-100,-91,-100,-76,-76,-100,-100,-92,-100,-100,-100,-90,-100,-100,-88,-86,-85,-100,-86,-100,-100,-61,-70,-100,-78,-76,-77,-78,-85,-76,-100,-85,-100,-100,-100,-100,-88,-100,-100,-100,-100,-86,-89,-100,-86,-100,-100,-89,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-65,-65,-67,-61,-62,-62,-76,-87,-87,-87,-87,-73,-73,-73,-73,-78,-79,-78,-69,-79,-69,-83,-80,-79,-79,-86,-100,-100,-86,-100,-100,-100,-83,-90,-100,-90,-89,-90,-100,-75,-75,-100,-92,-100,-100,-100,-100,-91,-88,-88,-88,-86,-86,-86,-86,-100,-100,-61,-89,-84,-100,-100,-100,-100,-100,-76,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-65,-65,-65,-61,-62,-62,-76,-89,-87,-88,-87,-73,-73,-73,-73,-79,-78,-79,-69,-79,-68,-100,-80,-79,-80,-86,-80,-79,-100,-100,-88,-83,-83,-90,-83,-90,-89,-88,-100,-75,-75,-100,-92,-93,-100,-100,-100,-89,-100,-100,-89,-85,-86,-86,-85,-100,-100,-67,-69,-79,-100,-100,-100,-79,-100,-76,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-87,-87,-100,-100,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-64,-65,-69,-61,-62,-62,-77,-100,-87,-88,-88,-73,-73,-73,-73,-79,-79,-78,-69,-79,-69,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-89,-83,-89,-89,-90,-100,-75,-76,-100,-100,-93,-88,-100,-100,-90,-90,-88,-90,-85,-86,-86,-86,-100,-100,-62,-68,-100,-76,-76,-77,-100,-85,-75,-88,-86,-85,-86,-100,-100,-100,-100,-100,-100,-84,-100,-89,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-65,-65,-100,-61,-100,-100,-100,-88,-88,-87,-86,-73,-72,-73,-73,-79,-79,-79,-68,-79,-67,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-82,-82,-90,-83,-89,-90,-91,-100,-75,-76,-100,-93,-100,-100,-100,-100,-100,-100,-100,-89,-86,-88,-85,-85,-100,-100,-66,-70,-100,-76,-76,-76,-79,-86,-76,-100,-86,-86,-83,-100,-100,-89,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-65,-65,-67,-60,-63,-63,-76,-87,-86,-86,-87,-81,-81,-82,-82,-81,-82,-81,-68,-82,-68,-84,-81,-81,-81,-83,-100,-100,-100,-81,-100,-87,-86,-85,-87,-86,-86,-86,-86,-69,-69,-91,-89,-90,-87,-91,-100,-88,-88,-87,-90,-88,-92,-89,-92,-100,-100,-66,-68,-100,-81,-79,-79,-100,-100,-68,-83,-100,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-66,-65,-66,-60,-62,-62,-100,-86,-86,-87,-87,-84,-83,-83,-83,-83,-83,-83,-69,-84,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-86,-86,-86,-89,-69,-69,-91,-89,-90,-88,-90,-85,-89,-90,-89,-89,-89,-100,-90,-89,-100,-100,-65,-69,-82,-79,-79,-78,-100,-100,-68,-85,-100,-88,-85,-100,-100,-86,-100,-100,-100,-83,-100,-87,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-65,-65,-64,-59,-63,-62,-78,-87,-87,-86,-87,-83,-83,-82,-83,-85,-85,-84,-69,-84,-68,-85,-81,-81,-82,-84,-85,-84,-83,-82,-87,-100,-87,-86,-100,-86,-85,-86,-88,-69,-69,-91,-89,-89,-88,-90,-100,-89,-87,-88,-91,-89,-100,-100,-89,-100,-100,-100,-100,-83,-100,-100,-78,-86,-88,-69,-84,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-65,-64,-66,-60,-63,-62,-100,-86,-85,-84,-86,-83,-83,-83,-84,-83,-84,-83,-69,-83,-69,-84,-82,-81,-100,-100,-86,-86,-100,-100,-100,-100,-87,-86,-100,-86,-86,-86,-89,-68,-68,-90,-89,-90,-88,-90,-100,-89,-88,-90,-92,-89,-90,-90,-92,-100,-100,-100,-68,-100,-79,-78,-78,-85,-89,-69,-100,-88,-100,-85,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-65,-66,-100,-60,-62,-64,-77,-85,-85,-85,-86,-84,-83,-83,-83,-83,-82,-83,-71,-83,-69,-83,-81,-82,-82,-81,-86,-85,-83,-83,-85,-87,-87,-86,-87,-86,-86,-86,-88,-69,-68,-100,-91,-90,-88,-100,-100,-89,-89,-89,-88,-91,-90,-92,-89,-100,-100,-100,-69,-80,-100,-100,-100,-85,-89,-69,-83,-88,-88,-100,-100,-100,-100,-100,-100,-100,-84,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-65,-65,-68,-59,-62,-62,-77,-100,-86,-86,-86,-84,-84,-83,-83,-83,-83,-83,-68,-83,-68,-84,-81,-81,-82,-100,-100,-85,-83,-79,-100,-88,-87,-87,-87,-85,-85,-85,-87,-68,-68,-100,-91,-89,-89,-100,-100,-89,-89,-89,-89,-91,-90,-100,-91,-100,-100,-68,-68,-100,-79,-78,-78,-85,-90,-68,-100,-90,-89,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
