ea:9e:b4:53:24:54,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:90,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,38:17:c3:19:d7:72,38:17:c3:1f:01:81,38:17:c3:1f:01:82,44:48:c1:a5:82:20,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,80:8d:b7:55:3a:52,80:8d:b7:55:25:e0,80:8d:b7:55:3a:42,20:a6:cd:50:24:b1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,38:17:c3:19:d7:60,38:17:c3:19:d7:61,2a:16:ad:ec:da:ab,38:17:c3:19:d7:62,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,20:a6:cd:50:24:a1,38:17:c3:19:45:b0,66:2a:2f:53:7c:99,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:42,b4:5d:50:e1:92:33,b4:5d:50:e1:92:23,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:71,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b8,00:4e:35:df:06:41,38:17:c3:1f:09:90,b4:5d:50:e1:92:31,00:4e:35:df:06:40,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,80:8d:b7:55:3a:40,68:ff:7b:e4:af:39,b4:5d:50:e1:92:30,38:17:c3:19:55:52,20:a6:cd:42:0b:e3,38:17:c3:1f:22:30,b4:5d:50:e1:92:32,60:32:b1:3e:1a:b8,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,38:17:c3:19:55:51,38:17:c3:19:55:50,72:32:b1:3e:1a:b7,38:17:c3:19:45:a2,38:17:c3:19:71:90,38:17:c3:1f:22:31,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,20:a6:cd:42:0b:f3,60:32:b1:3e:1a:b7,00:4e:35:de:e1:12,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,00:4e:35:de:e1:11,38:17:c3:19:71:91,38:17:c3:1f:08:50,38:17:c3:1e:ff:00,00:4e:35:de:e1:10,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,38:17:c3:19:45:a1,38:17:c3:19:45:a0,00:4e:35:de:e1:01,00:4e:35:de:e1:02,a8:bd:27:4c:bd:21,38:17:c3:19:55:40,44:48:c1:91:95:b2,44:48:c1:91:95:b3,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,44:48:c1:91:95:b0,38:17:c3:19:55:42,38:17:c3:1f:08:51,38:17:c3:19:55:41,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,00:4e:35:de:e1:00,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:d7:42,38:17:c3:19:71:92,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:43,38:17:c3:1f:08:52,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:1f:08:40,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1b:08:b0,00:4e:35:df:0e:02,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:1b:08:a0,38:17:c3:19:71:80,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:0e:10,x,y,label
-50,-48,-51,-56,-51,-55,-55,-68,-67,-68,-67,-67,-67,-66,-72,-72,-72,-75,-80,-74,-74,-78,-78,-78,-78,-73,-100,-76,-100,-78,-76,-77,-77,-78,-78,-79,-100,-100,-83,-84,-81,-100,-88,-84,-81,-81,-100,-100,-82,-100,-86,-88,-87,-100,-85,-100,-85,-84,-100,-86,-100,-100,-73,-73,-72,-76,-100,-100,-100,-74,-80,-100,-92,-90,-87,-100,-100,-100,-87,-80,-89,-87,-100,-100,-90,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-53,-47,-49,-56,-50,-56,-56,-67,-67,-67,-67,-68,-68,-67,-71,-71,-70,-74,-100,-74,-74,-78,-88,-78,-77,-74,-100,-100,-75,-100,-100,-78,-76,-78,-78,-78,-100,-100,-100,-100,-81,-100,-80,-100,-81,-81,-100,-100,-83,-100,-86,-86,-87,-89,-100,-100,-100,-83,-100,-86,-100,-100,-72,-72,-71,-100,-83,-100,-90,-73,-80,-100,-92,-91,-86,-92,-100,-100,-89,-100,-100,-87,-100,-100,-91,-87,-100,-100,-92,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-51,-52,-52,-56,-52,-56,-100,-62,-62,-62,-61,-66,-66,-66,-75,-75,-77,-75,-76,-74,-75,-76,-76,-76,-76,-100,-100,-73,-72,-100,-74,-78,-100,-81,-80,-81,-100,-100,-83,-83,-78,-100,-83,-83,-78,-78,-80,-100,-81,-80,-85,-85,-86,-89,-86,-91,-85,-86,-100,-88,-100,-100,-76,-76,-75,-73,-82,-90,-88,-100,-83,-100,-100,-100,-100,-88,-100,-85,-87,-100,-100,-100,-100,-89,-90,-100,-100,-90,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-53,-55,-52,-57,-52,-57,-57,-64,-65,-64,-64,-66,-66,-66,-73,-76,-73,-74,-72,-74,-74,-74,-75,-76,-75,-72,-100,-76,-73,-100,-74,-79,-100,-80,-79,-80,-100,-100,-100,-100,-78,-100,-84,-100,-77,-78,-81,-80,-88,-81,-83,-83,-82,-100,-86,-92,-87,-87,-100,-100,-89,-73,-76,-75,-76,-73,-80,-100,-89,-73,-100,-82,-88,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-91,-100,-100,-100,-90,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-50,-51,-53,-100,-54,-100,-100,-62,-63,-62,-62,-66,-67,-66,-75,-74,-75,-75,-74,-75,-75,-76,-76,-76,-76,-71,-100,-75,-72,-100,-100,-100,-100,-80,-79,-81,-100,-100,-100,-100,-100,-100,-84,-100,-80,-79,-80,-80,-81,-80,-87,-88,-100,-100,-100,-89,-100,-85,-90,-100,-88,-73,-72,-72,-72,-88,-74,-100,-100,-71,-83,-82,-90,-100,-100,-100,-88,-89,-88,-83,-100,-100,-90,-90,-92,-100,-100,-100,-90,-89,-90,-91,-100,-94,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-50,-51,-53,-60,-52,-60,-61,-61,-62,-62,-62,-68,-68,-68,-73,-75,-74,-75,-73,-75,-74,-76,-77,-76,-76,-73,-100,-74,-100,-100,-75,-100,-100,-79,-79,-78,-100,-100,-82,-82,-77,-100,-100,-82,-76,-78,-100,-100,-86,-100,-86,-87,-87,-100,-86,-89,-85,-86,-89,-91,-90,-65,-100,-100,-100,-74,-100,-100,-100,-73,-100,-100,-100,-100,-91,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-51,-51,-52,-60,-53,-60,-60,-62,-62,-62,-62,-69,-68,-68,-73,-74,-74,-75,-73,-74,-74,-75,-76,-76,-76,-72,-75,-74,-73,-100,-74,-100,-100,-100,-100,-100,-100,-100,-82,-82,-78,-100,-84,-82,-100,-77,-80,-80,-87,-80,-86,-87,-86,-100,-100,-91,-84,-84,-100,-92,-100,-100,-100,-73,-73,-74,-100,-100,-100,-72,-84,-100,-100,-100,-100,-100,-85,-86,-86,-83,-100,-100,-100,-100,-92,-100,-83,-100,-95,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-51,-51,-52,-61,-52,-60,-60,-61,-62,-62,-62,-69,-68,-68,-74,-75,-74,-75,-100,-75,-74,-76,-74,-76,-75,-73,-74,-100,-100,-100,-74,-100,-100,-79,-79,-79,-100,-100,-100,-100,-77,-100,-84,-100,-100,-78,-80,-80,-100,-80,-87,-87,-87,-86,-85,-89,-86,-87,-90,-100,-100,-67,-74,-74,-73,-74,-100,-100,-100,-74,-83,-85,-89,-100,-100,-100,-86,-85,-87,-83,-84,-100,-100,-100,-91,-100,-85,-100,-90,-100,-100,-100,-100,-93,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-53,-55,-58,-100,-59,-66,-100,-66,-65,-66,-66,-70,-69,-69,-74,-74,-75,-81,-72,-81,-81,-77,-77,-78,-78,-100,-74,-77,-76,-100,-77,-77,-100,-75,-75,-75,-100,-100,-83,-83,-77,-100,-82,-82,-77,-76,-100,-100,-84,-100,-85,-84,-84,-100,-86,-89,-86,-100,-91,-87,-100,-72,-77,-77,-77,-78,-100,-100,-88,-100,-82,-100,-90,-100,-87,-100,-84,-84,-85,-100,-100,-88,-100,-100,-91,-89,-100,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-52,-56,-58,-65,-59,-65,-65,-65,-65,-65,-65,-69,-68,-69,-74,-72,-73,-81,-73,-80,-80,-78,-78,-78,-78,-100,-77,-77,-100,-100,-77,-100,-100,-75,-75,-76,-100,-100,-84,-84,-77,-100,-82,-85,-77,-76,-78,-78,-82,-78,-84,-84,-83,-100,-100,-91,-100,-85,-100,-88,-100,-72,-77,-77,-76,-77,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-86,-86,-86,-82,-100,-100,-90,-100,-91,-100,-86,-90,-91,-89,-100,-91,-100,-100,-100,-92,-100,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-52,-56,-59,-65,-59,-64,-66,-65,-65,-65,-64,-69,-70,-69,-76,-75,-74,-81,-73,-81,-80,-79,-78,-78,-78,-100,-100,-77,-100,-78,-77,-77,-77,-74,-75,-74,-100,-100,-83,-83,-77,-100,-82,-83,-77,-76,-78,-79,-100,-79,-84,-85,-84,-88,-83,-89,-83,-83,-100,-89,-100,-100,-77,-77,-77,-100,-77,-100,-87,-76,-100,-100,-100,-100,-88,-100,-86,-86,-86,-82,-100,-100,-100,-100,-90,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-52,-56,-85,-64,-58,-65,-64,-65,-65,-65,-66,-69,-71,-70,-74,-74,-73,-82,-72,-82,-82,-79,-78,-89,-78,-76,-100,-78,-77,-100,-78,-77,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-82,-100,-76,-78,-79,-78,-82,-78,-84,-85,-84,-100,-100,-90,-100,-100,-100,-87,-100,-100,-78,-78,-77,-100,-75,-100,-100,-76,-82,-100,-91,-100,-100,-100,-88,-87,-91,-82,-100,-100,-90,-100,-90,-100,-100,-100,-94,-89,-90,-93,-100,-100,-92,-100,-100,-100,-100,-100,-92,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-53,-55,-59,-65,-57,-65,-64,-64,-64,-64,-64,-69,-69,-70,-73,-74,-74,-79,-74,-79,-79,-78,-78,-79,-78,-76,-75,-78,-77,-77,-77,-78,-100,-74,-73,-73,-100,-100,-83,-82,-78,-100,-82,-83,-78,-78,-79,-79,-87,-79,-85,-85,-85,-88,-86,-90,-87,-86,-100,-86,-100,-100,-78,-78,-78,-77,-81,-100,-87,-75,-82,-100,-100,-100,-86,-100,-86,-86,-86,-100,-100,-87,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-91,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-61,-56,-57,-64,-56,-64,-65,-64,-64,-63,-64,-70,-69,-69,-73,-75,-87,-80,-73,-79,-79,-78,-79,-78,-79,-100,-75,-78,-100,-100,-78,-100,-100,-74,-75,-74,-100,-100,-100,-82,-78,-100,-100,-100,-78,-78,-79,-79,-81,-79,-84,-85,-84,-87,-86,-89,-85,-85,-100,-86,-100,-74,-77,-77,-78,-79,-81,-100,-100,-77,-100,-100,-100,-100,-87,-100,-86,-87,-85,-100,-100,-88,-100,-100,-89,-88,-100,-100,-100,-100,-100,-92,-100,-100,-91,-100,-100,-100,-100,-93,-92,-93,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-50,-61,-67,-65,-67,-64,-64,-66,-67,-68,-67,-67,-67,-67,-75,-75,-75,-76,-70,-74,-74,-83,-83,-85,-83,-100,-100,-74,-100,-100,-74,-78,-100,-100,-100,-76,-81,-81,-80,-81,-78,-82,-80,-80,-77,-78,-83,-100,-79,-83,-82,-82,-81,-100,-81,-88,-81,-81,-100,-100,-100,-69,-71,-71,-71,-71,-82,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-50,-62,-66,-65,-66,-64,-100,-67,-67,-68,-67,-69,-69,-69,-76,-76,-76,-76,-56,-75,-75,-84,-85,-84,-85,-71,-100,-77,-100,-100,-76,-100,-100,-76,-76,-76,-100,-100,-79,-79,-100,-100,-80,-79,-100,-100,-83,-82,-80,-83,-82,-82,-82,-100,-100,-89,-100,-82,-90,-91,-100,-69,-72,-73,-72,-76,-74,-100,-100,-100,-80,-100,-100,-100,-100,-100,-84,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-51,-63,-66,-100,-68,-65,-65,-66,-66,-66,-66,-68,-68,-68,-76,-76,-76,-76,-71,-76,-76,-82,-83,-82,-81,-71,-100,-100,-100,-100,-78,-75,-100,-77,-78,-78,-100,-100,-100,-100,-78,-100,-100,-100,-77,-79,-83,-83,-82,-82,-83,-82,-82,-100,-80,-92,-81,-80,-90,-90,-100,-69,-71,-71,-72,-77,-82,-100,-87,-100,-100,-80,-88,-100,-100,-90,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-51,-61,-67,-64,-68,-65,-65,-66,-66,-66,-66,-68,-68,-69,-76,-76,-76,-75,-69,-75,-75,-79,-80,-79,-80,-70,-78,-74,-70,-100,-74,-100,-100,-79,-80,-80,-100,-100,-80,-80,-100,-100,-80,-80,-100,-100,-84,-82,-80,-80,-82,-82,-82,-88,-100,-91,-100,-81,-100,-89,-100,-73,-71,-71,-72,-74,-75,-88,-100,-71,-80,-100,-88,-100,-90,-100,-84,-100,-83,-81,-88,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-91,-94,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-52,-62,-65,-64,-65,-63,-66,-67,-67,-68,-67,-67,-68,-67,-74,-75,-75,-75,-69,-75,-75,-77,-77,-77,-77,-100,-100,-75,-70,-100,-75,-76,-100,-79,-79,-79,-100,-100,-80,-80,-78,-100,-100,-80,-77,-79,-83,-84,-78,-84,-83,-84,-83,-100,-80,-87,-79,-100,-100,-88,-100,-71,-71,-71,-71,-76,-77,-100,-100,-100,-100,-100,-100,-100,-87,-100,-82,-83,-83,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-51,-61,-67,-64,-67,-65,-64,-66,-66,-66,-65,-68,-68,-68,-76,-76,-77,-78,-71,-78,-77,-79,-78,-78,-79,-100,-100,-100,-100,-100,-74,-76,-76,-78,-78,-79,-100,-100,-100,-100,-77,-100,-80,-100,-78,-100,-100,-100,-79,-100,-81,-81,-81,-100,-100,-100,-100,-100,-89,-100,-100,-100,-71,-71,-71,-74,-79,-100,-100,-71,-80,-100,-89,-100,-100,-100,-100,-100,-84,-80,-100,-100,-89,-100,-92,-100,-100,-100,-100,-89,-89,-91,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-56,-64,-82,-65,-69,-66,-65,-67,-67,-66,-67,-67,-66,-67,-76,-76,-76,-100,-68,-100,-100,-73,-74,-74,-73,-73,-100,-78,-74,-100,-77,-81,-82,-74,-74,-74,-100,-100,-78,-78,-80,-100,-79,-78,-100,-79,-100,-100,-80,-100,-82,-82,-84,-100,-100,-90,-100,-86,-100,-87,-89,-100,-69,-100,-69,-100,-87,-100,-100,-73,-80,-100,-88,-100,-100,-100,-82,-81,-81,-100,-100,-100,-89,-100,-92,-100,-100,-100,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
