b8:27:eb:9f:6b:77,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:03,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,38:17:c3:1f:01:81,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:19:d7:70,44:48:c1:a5:82:30,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:39:c0,80:8d:b7:55:25:f1,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,80:8d:b7:55:39:c1,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:50,44:48:c1:a5:82:21,20:a6:cd:50:24:a2,44:48:c1:a5:82:22,20:a6:cd:50:24:a1,44:48:c1:a5:82:20,20:a6:cd:50:24:a0,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:df:06:50,38:17:c3:1e:ff:12,38:17:c3:19:45:b0,00:4e:35:df:06:51,60:32:b1:3e:1a:b8,00:4e:35:df:06:52,80:8d:b7:55:3a:40,66:2a:2f:53:7c:99,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1f:01:82,20:a6:cd:50:24:b0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:62,b4:5d:50:e1:92:33,a8:bd:27:4c:bd:30,38:17:c3:1f:01:80,38:17:c3:1e:ff:01,72:32:b1:3e:1a:b8,00:4e:35:df:06:42,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:22:30,00:4e:35:de:e1:12,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,68:ff:7b:e4:af:38,80:8d:b7:55:25:e1,68:ff:7b:e4:af:39,b4:5d:50:e1:92:23,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:02,80:8d:b7:55:25:e0,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:71:92,b4:5d:50:e1:96:53,38:17:c3:19:71:90,38:17:c3:19:45:a0,38:17:c3:19:45:a1,38:17:c3:19:71:91,b4:5d:50:e1:96:52,38:17:c3:1f:09:90,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,38:17:c3:1f:09:93,b4:5d:50:e1:92:31,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:00,b4:5d:50:e1:96:51,38:17:c3:1f:09:92,38:17:c3:1f:09:91,b4:5d:50:e1:96:50,38:17:c3:19:45:a2,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:31,b4:5d:50:e1:92:20,a8:bd:27:4c:bd:32,38:17:c3:1f:08:50,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:19:55:42,38:17:c3:19:55:41,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:19:55:40,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:08:51,00:4e:35:df:0e:12,38:17:c3:1f:22:21,44:48:c1:91:95:b2,44:48:c1:91:95:b1,38:17:c3:1f:08:52,00:4e:35:de:d7:43,38:17:c3:1f:22:22,00:4e:35:de:d7:42,38:17:c3:1f:22:20,44:48:c1:91:95:b3,38:17:c3:19:36:30,38:17:c3:1f:08:42,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1e:fc:b0,a8:bd:27:4c:bd:22,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:71:81,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:df:0e:11,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:01,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,38:17:c3:24:58:b0,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,label
-35,-100,-78,-100,-100,-100,-100,-100,-79,-79,-79,-89,-100,-100,-100,-86,-86,-86,-86,-100,-100,-100,-100,-56,-86,-86,-79,-100,-79,-100,-86,-100,-100,-100,-78,-100,-78,-100,-78,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-64,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-83,-81,-100,-100,-68,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-81,-100,-100,-100,-100,-86,-86,-86,-86,-100,-100,-100,-100,-58,-86,-87,-86,-100,-87,-100,-86,-100,-100,-100,-85,-100,-80,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-81,-81,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-30,-100,-75,-100,-100,-87,-86,-100,-82,-81,-81,-100,-100,-100,-100,-89,-100,-100,-89,-100,-100,-100,-100,-48,-88,-89,-83,-83,-83,-100,-89,-100,-100,-100,-84,-100,-68,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-78,-100,-73,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-84,-92,-100,-100,-90,-100,-100,-100,-100,-100,-89,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-61,-100,-60,-100,-100,-100,-78,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-37,-100,-77,-100,-100,-100,-100,-100,-83,-84,-84,-100,-100,-100,-100,-91,-100,-90,-90,-100,-100,-100,-100,-50,-89,-90,-84,-83,-84,-100,-89,-100,-100,-100,-84,-100,-69,-88,-69,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-85,-100,-100,-74,-100,-100,-72,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-88,-89,-100,-100,-63,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-33,-100,-77,-100,-100,-85,-100,-85,-84,-83,-82,-100,-100,-100,-100,-88,-91,-89,-89,-100,-100,-100,-100,-50,-89,-89,-100,-100,-100,-100,-92,-100,-100,-87,-100,-100,-69,-100,-69,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-74,-81,-87,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-73,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-74,-100,-100,-70,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-62,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-35,-100,-77,-100,-100,-100,-100,-100,-82,-82,-83,-100,-100,-100,-100,-91,-91,-91,-92,-100,-100,-100,-100,-50,-89,-90,-81,-81,-81,-100,-93,-100,-100,-100,-81,-100,-71,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-71,-81,-89,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-74,-100,-100,-100,-100,-86,-91,-100,-100,-100,-86,-100,-74,-74,-100,-89,-71,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-86,-85,-100,-100,-64,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-31,-100,-77,-100,-100,-84,-100,-85,-83,-81,-82,-100,-100,-100,-100,-92,-90,-91,-90,-100,-100,-100,-100,-49,-88,-87,-85,-85,-85,-100,-87,-100,-100,-87,-85,-86,-69,-88,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-71,-82,-89,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-74,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-63,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-32,-100,-76,-100,-100,-86,-100,-100,-83,-84,-82,-88,-100,-100,-100,-93,-100,-100,-93,-100,-100,-100,-100,-48,-89,-89,-83,-84,-83,-100,-90,-100,-100,-87,-83,-100,-69,-100,-69,-100,-69,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-77,-100,-71,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-74,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-71,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-60,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-34,-100,-100,-100,-100,-86,-100,-86,-76,-76,-76,-100,-100,-100,-100,-90,-100,-100,-90,-100,-100,-100,-100,-48,-85,-87,-80,-79,-79,-100,-85,-100,-100,-100,-79,-100,-73,-100,-73,-100,-73,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-72,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-76,-100,-100,-100,-100,-84,-100,-100,-100,-87,-100,-100,-76,-76,-100,-100,-72,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-83,-83,-100,-100,-66,-100,-66,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-31,-100,-80,-100,-100,-86,-87,-87,-77,-77,-77,-89,-100,-100,-100,-89,-100,-100,-90,-100,-100,-100,-100,-53,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-79,-100,-73,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-73,-100,-70,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-78,-77,-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-69,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-72,-100,-100,-100,-73,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-46,-87,-87,-82,-82,-81,-100,-87,-100,-100,-89,-82,-89,-77,-89,-76,-100,-77,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-73,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-67,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-74,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-32,-100,-77,-100,-100,-100,-100,-100,-76,-75,-76,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-87,-86,-82,-82,-82,-100,-87,-100,-100,-100,-81,-100,-79,-100,-78,-100,-79,-91,-100,-100,-100,-90,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-78,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-73,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-66,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-70,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-31,-100,-100,-100,-100,-100,-100,-100,-76,-75,-76,-100,-100,-100,-100,-90,-90,-90,-90,-100,-100,-100,-100,-53,-87,-87,-77,-78,-78,-100,-87,-100,-100,-87,-77,-100,-73,-89,-73,-100,-73,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-73,-100,-100,-73,-100,-69,-83,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-75,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-100,-76,-76,-100,-87,-73,-76,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-66,-100,-90,-100,-81,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-72,-100,-100,-100,-71,-71,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-31,-100,-77,-100,-100,-100,-100,-100,-76,-76,-76,-89,-100,-100,-100,-89,-88,-88,-88,-100,-100,-100,-100,-50,-87,-86,-80,-79,-80,-100,-86,-100,-100,-86,-80,-87,-74,-100,-74,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-74,-100,-70,-83,-90,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-77,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-77,-77,-100,-86,-73,-72,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-86,-86,-100,-100,-66,-100,-66,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-68,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-37,-85,-79,-84,-85,-88,-88,-87,-80,-80,-80,-88,-100,-100,-100,-86,-87,-86,-86,-100,-100,-100,-100,-51,-85,-85,-85,-100,-87,-100,-85,-100,-100,-100,-100,-88,-76,-89,-77,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-79,-83,-90,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-78,-100,-100,-100,-100,-85,-100,-88,-100,-100,-100,-100,-79,-79,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-85,-85,-100,-100,-65,-100,-66,-100,-89,-89,-83,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-72,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-79,-100,-100,-100,-100,-100,-82,-80,-81,-100,-100,-100,-100,-86,-85,-87,-86,-100,-100,-100,-100,-56,-86,-86,-89,-100,-88,-100,-85,-100,-100,-100,-100,-100,-75,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-79,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-31,-83,-80,-84,-84,-100,-100,-100,-82,-81,-82,-88,-100,-100,-100,-87,-87,-100,-87,-100,-100,-100,-100,-53,-86,-85,-88,-86,-87,-100,-85,-100,-100,-88,-88,-89,-76,-88,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-83,-90,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-79,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-77,-78,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-63,-100,-64,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-71,-72,-100,-100,-100,-100,-100,-100,-91,-89,-100,-91,-91,-86,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-33,-84,-81,-84,-84,-100,-100,-100,-81,-82,-81,-90,-100,-100,-100,-87,-87,-86,-88,-100,-100,-100,-100,-53,-85,-86,-88,-87,-87,-100,-86,-100,-100,-100,-87,-87,-76,-100,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-72,-100,-73,-83,-89,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-79,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-78,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-64,-100,-64,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-70,-68,-100,-100,-100,-100,-100,-100,-90,-90,-100,-91,-89,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-34,-100,-80,-100,-100,-100,-100,-100,-80,-81,-80,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-56,-87,-89,-87,-88,-88,-100,-88,-100,-100,-100,-88,-100,-77,-100,-77,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-75,-84,-87,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-78,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-66,-100,-67,-100,-100,-100,-81,-81,-100,-100,-81,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-71,-71,-100,-100,-100,-89,-100,-100,-100,-90,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-33,-100,-80,-100,-100,-100,-100,-100,-83,-83,-83,-88,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-53,-85,-85,-85,-84,-85,-100,-86,-100,-100,-100,-85,-100,-80,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-73,-100,-73,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-79,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-78,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-85,-84,-100,-100,-65,-100,-65,-100,-88,-89,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-73,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
