38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:19:55:42,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,b0:be:76:f8:30:5e,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:58:b1,68:ff:7b:e4:af:39,64:e5:99:c3:13:3c,00:4e:35:df:06:52,38:17:c3:24:58:a1,38:17:c3:24:58:a2,20:4e:7f:c2:ff:e8,38:17:c3:24:58:a0,32:f7:72:50:57:3b,80:8d:b7:55:3a:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:40,68:ff:7b:e4:af:38,44:48:c1:a5:82:30,44:48:c1:a5:82:32,66:2a:2f:53:7c:99,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1f:08:50,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:03,38:17:c3:1f:01:90,38:17:c3:1f:01:92,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,38:17:c3:1f:01:91,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:1f:01:81,80:8d:b7:55:25:e3,80:8d:b7:55:25:e0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,44:48:c1:a5:82:21,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,44:48:c1:a5:82:20,44:48:c1:a5:82:22,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,38:17:c3:19:d7:62,38:17:c3:1e:ff:11,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:45:b2,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e1,38:17:c3:1f:01:80,80:8d:b7:55:25:e2,38:17:c3:1f:01:82,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,20:a6:cd:50:24:a0,00:4e:35:df:06:41,00:4e:35:df:06:42,b4:5d:50:e1:92:33,80:8d:b7:55:39:c0,38:17:c3:19:d7:60,38:17:c3:19:d7:61,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:40,38:17:c3:1e:ff:01,00:4e:35:de:e1:12,38:17:c3:1e:ff:00,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,38:17:c3:1f:09:83,00:4e:35:de:e1:02,b4:5d:50:e1:96:53,b4:5d:50:e1:92:21,38:17:c3:19:71:90,b4:5d:50:e1:92:20,b4:5d:50:e1:96:51,38:17:c3:19:71:92,b4:5d:50:e1:92:22,b4:5d:50:e1:96:52,38:17:c3:19:71:91,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:31,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:96:50,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:de:e1:11,00:4e:35:de:e1:10,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:20,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:de:d7:52,a8:bd:27:4c:bd:30,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:1f:08:40,00:4e:35:df:0e:12,38:17:c3:19:71:82,00:4e:35:de:d7:42,38:17:c3:1f:08:42,38:17:c3:1f:22:21,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:20,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,38:17:c3:1f:22:22,00:4e:35:de:d7:43,38:17:c3:1f:08:41,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:00,00:4e:35:df:0e:02,00:4e:35:df:0e:01,38:17:c3:1f:0f:90,38:17:c3:1f:0f:92,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,38:17:c3:1b:08:a1,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,label
-56,-56,-57,-61,-76,-61,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-74,-58,-58,-100,-100,-88,-89,-91,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-87,-87,-100,-88,-100,-100,-100,-100,-100,-100,-77,-77,-76,-89,-77,-76,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-53,-54,-53,-61,-62,-61,-100,-100,-100,-100,-93,-91,-50,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-72,-61,-61,-68,-100,-86,-86,-100,-72,-71,-100,-100,-100,-84,-100,-100,-100,-100,-79,-79,-79,-86,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-73,-76,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-76,-77,-100,-66,-66,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-86,-86,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-58,-59,-59,-64,-64,-63,-86,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-75,-60,-53,-68,-100,-82,-82,-100,-75,-75,-100,-86,-85,-83,-85,-90,-100,-91,-78,-78,-79,-100,-100,-100,-88,-87,-88,-89,-100,-100,-100,-100,-100,-100,-77,-78,-79,-82,-79,-78,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-78,-100,-100,-68,-68,-100,-86,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-87,-88,-100,-100,-81,-100,-100,-100,-88,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-55,-55,-55,-62,-62,-62,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-75,-60,-53,-67,-100,-84,-84,-90,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-100,-87,-87,-87,-87,-100,-100,-100,-100,-100,-78,-77,-78,-100,-84,-78,-78,-84,-85,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-68,-67,-100,-85,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-53,-53,-53,-64,-64,-66,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-76,-61,-61,-68,-100,-82,-83,-89,-73,-76,-100,-100,-100,-83,-100,-100,-100,-100,-78,-78,-78,-86,-100,-100,-90,-100,-89,-89,-100,-90,-100,-100,-100,-75,-76,-77,-77,-82,-77,-77,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-100,-88,-100,-100,-100,-79,-78,-100,-68,-68,-100,-87,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-89,-89,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-64,-64,-64,-65,-66,-64,-84,-84,-86,-100,-100,-100,-62,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-70,-62,-62,-65,-100,-84,-85,-90,-70,-70,-100,-100,-100,-82,-100,-100,-100,-100,-81,-81,-81,-87,-100,-100,-89,-89,-88,-89,-100,-100,-100,-100,-100,-100,-100,-77,-100,-85,-76,-77,-85,-85,-100,-100,-100,-87,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-65,-65,-100,-84,-100,-100,-100,-100,-77,-100,-72,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-78,-78,-80,-78,-78,-100,-100,-100,-78,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-84,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-68,-68,-69,-72,-71,-100,-100,-100,-100,-90,-92,-91,-64,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-72,-60,-61,-65,-100,-86,-87,-91,-72,-72,-100,-100,-100,-100,-100,-100,-90,-100,-79,-79,-79,-87,-100,-100,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-81,-70,-69,-86,-69,-69,-100,-100,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-76,-76,-100,-65,-65,-100,-81,-100,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-77,-76,-79,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-85,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-64,-65,-64,-62,-100,-62,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-100,-67,-100,-86,-86,-90,-76,-75,-100,-100,-100,-84,-100,-100,-100,-100,-82,-83,-82,-100,-100,-100,-87,-89,-100,-88,-100,-100,-100,-100,-100,-79,-78,-75,-75,-86,-75,-75,-100,-100,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-76,-77,-100,-67,-67,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-87,-76,-78,-83,-83,-100,-100,-100,-76,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-59,-59,-59,-100,-69,-68,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-75,-55,-54,-65,-100,-89,-100,-90,-75,-75,-100,-91,-89,-100,-89,-100,-100,-100,-81,-81,-81,-100,-100,-100,-89,-90,-90,-90,-100,-100,-100,-100,-100,-77,-100,-76,-76,-89,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-65,-65,-100,-90,-100,-100,-100,-100,-82,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-72,-72,-79,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-67,-68,-67,-100,-100,-100,-100,-100,-86,-100,-100,-100,-51,-100,-100,-100,-82,-100,-56,-100,-100,-100,-100,-100,-88,-58,-58,-67,-100,-84,-84,-90,-76,-76,-100,-100,-100,-82,-100,-100,-89,-100,-82,-81,-81,-90,-100,-100,-90,-89,-89,-91,-100,-100,-100,-100,-100,-100,-100,-81,-82,-84,-81,-82,-87,-87,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-88,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-77,-79,-80,-100,-100,-100,-100,-77,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-89,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-65,-66,-65,-65,-65,-65,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-59,-59,-100,-100,-87,-100,-93,-77,-78,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-82,-100,-79,-79,-87,-80,-79,-100,-100,-100,-100,-100,-91,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-77,-80,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-65,-66,-65,-100,-73,-73,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-73,-65,-65,-100,-100,-87,-100,-100,-76,-73,-100,-100,-100,-84,-100,-100,-100,-100,-80,-80,-81,-100,-100,-100,-89,-88,-90,-100,-100,-100,-100,-100,-100,-71,-75,-78,-100,-100,-78,-78,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-74,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-73,-100,-82,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-79,-79,-76,-79,-78,-100,-100,-100,-79,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-86,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-85,-100,-60,-100,-100,-100,-100,-100,-77,-65,-65,-100,-100,-88,-87,-100,-76,-77,-100,-100,-100,-83,-100,-100,-100,-100,-83,-83,-82,-87,-100,-100,-86,-86,-100,-100,-100,-91,-92,-100,-100,-100,-100,-83,-100,-87,-84,-83,-83,-100,-91,-100,-100,-89,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-80,-81,-100,-68,-68,-100,-100,-100,-100,-100,-100,-80,-100,-79,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-76,-76,-78,-100,-83,-100,-100,-100,-76,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-85,-100,-60,-100,-100,-100,-100,-100,-77,-65,-65,-66,-100,-88,-87,-100,-78,-79,-100,-100,-100,-83,-100,-100,-100,-100,-82,-80,-81,-87,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-79,-100,-80,-100,-88,-81,-81,-83,-83,-90,-91,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-66,-67,-100,-84,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-76,-76,-78,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-78,-64,-63,-67,-100,-88,-87,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-82,-100,-100,-100,-86,-85,-100,-86,-100,-91,-100,-100,-100,-100,-100,-82,-82,-87,-81,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-76,-77,-81,-81,-100,-100,-100,-75,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-77,-62,-62,-67,-100,-87,-86,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-80,-100,-100,-100,-87,-87,-87,-86,-100,-100,-100,-100,-100,-78,-80,-79,-100,-87,-79,-79,-84,-100,-100,-100,-100,-90,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-85,-100,-100,-100,-100,-81,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-87,-100,-72,-77,-100,-77,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-77,-62,-61,-100,-100,-87,-87,-100,-77,-77,-100,-100,-100,-86,-100,-100,-100,-100,-81,-80,-81,-100,-100,-100,-87,-87,-86,-86,-100,-100,-100,-100,-100,-100,-82,-81,-100,-87,-82,-81,-100,-100,-89,-100,-100,-92,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-74,-73,-73,-69,-70,-69,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-73,-66,-66,-73,-100,-81,-81,-91,-73,-73,-100,-86,-84,-80,-85,-100,-100,-100,-79,-79,-78,-100,-100,-100,-89,-88,-100,-100,-100,-93,-100,-92,-100,-100,-100,-79,-100,-81,-80,-80,-84,-100,-100,-100,-100,-91,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-72,-72,-100,-100,-100,-100,-100,-100,-81,-100,-79,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-75,-75,-77,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-73,-73,-73,-69,-100,-100,-90,-90,-90,-100,-100,-100,-54,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-73,-68,-68,-72,-100,-81,-81,-91,-72,-72,-100,-84,-84,-100,-84,-90,-91,-91,-79,-81,-80,-100,-100,-100,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-84,-84,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-72,-100,-84,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-75,-74,-78,-82,-100,-100,-100,-100,-74,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-74,-65,-65,-72,-100,-82,-82,-90,-74,-74,-100,-100,-100,-82,-100,-100,-100,-90,-79,-79,-79,-88,-100,-100,-88,-88,-89,-89,-100,-92,-100,-92,-100,-74,-100,-78,-100,-82,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-75,-76,-100,-82,-81,-100,-100,-100,-75,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-73,-75,-72,-73,-100,-100,-91,-100,-90,-100,-100,-100,-54,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-75,-66,-66,-73,-100,-84,-83,-91,-75,-75,-100,-85,-85,-85,-85,-100,-100,-100,-79,-79,-79,-86,-100,-100,-88,-89,-90,-89,-100,-100,-100,-100,-100,-76,-100,-78,-100,-83,-78,-79,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-79,-100,-100,-100,-100,-100,-80,-81,-100,-72,-72,-100,-84,-100,-100,-100,-100,-80,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-73,-73,-76,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
