b8:27:eb:9f:6b:77,38:17:c3:1f:0e:10,ea:9e:b4:53:24:54,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,80:8d:b7:55:35:03,38:17:c3:1f:01:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,38:17:c3:1f:01:90,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:1f:01:92,80:8d:b7:55:35:10,80:8d:b7:55:35:00,80:8d:b7:55:35:13,80:8d:b7:55:35:02,80:8d:b7:55:35:01,b0:be:76:f8:30:5e,38:17:c3:1f:01:80,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,44:48:c1:a5:82:30,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:39:c2,38:17:c3:19:d7:70,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:50:24:b2,44:48:c1:a5:82:20,44:48:c1:a5:82:21,44:48:c1:a5:82:22,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:a2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:df:06:50,38:17:c3:19:d7:62,60:32:b1:3e:1a:b7,38:17:c3:19:d7:60,b4:5d:50:e1:92:23,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,72:32:b1:3e:1a:b7,66:2a:2f:53:7c:99,38:17:c3:19:d7:61,38:17:c3:19:45:b1,80:8d:b7:55:39:c0,38:17:c3:19:45:b2,38:17:c3:19:45:b0,00:4e:35:df:06:42,68:ff:7b:e4:af:39,80:8d:b7:55:3a:40,00:4e:35:df:06:40,00:4e:35:df:06:41,80:8d:b7:55:25:e1,60:32:b1:3e:1a:b8,38:17:c3:19:55:52,b4:5d:50:e1:92:33,00:4e:35:de:e1:12,80:8d:b7:55:25:e0,38:17:c3:19:55:51,38:17:c3:19:55:50,b4:5d:50:e1:96:53,b4:5d:50:e1:92:31,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1f:09:93,38:17:c3:1f:09:90,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:45:a0,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:21,38:17:c3:19:71:90,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:1e:ff:00,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:30,38:17:c3:1f:09:83,38:17:c3:1e:ff:02,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:19:55:42,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:22:31,44:48:c1:91:95:b2,44:48:c1:91:95:b3,b4:5d:50:e1:92:20,38:17:c3:1e:ff:01,b4:5d:50:e1:92:22,00:4e:35:de:e1:00,38:17:c3:1f:08:50,00:4e:35:df:0e:12,68:ff:7b:e4:af:38,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:43,00:4e:35:de:d7:51,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:22:20,38:17:c3:19:36:30,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:1f:08:42,38:17:c3:1f:22:22,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:71:82,a8:bd:27:4c:bd:21,38:17:c3:1e:fc:b0,a8:bd:27:4c:bd:22,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,a8:bd:27:4c:bd:20,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:4f:01,38:17:c3:1f:0f:91,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1f:0f:92,38:17:c3:1f:0f:90,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,00:4e:35:df:27:01,38:17:c3:19:71:80,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:de:d7:42,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,label
-36,-47,-45,-47,-47,-58,-58,-59,-73,-68,-65,-65,-65,-69,-66,-66,-68,-66,-71,-66,-72,-71,-76,-76,-76,-76,-75,-75,-75,-76,-76,-76,-74,-74,-75,-73,-74,-100,-74,-74,-74,-85,-80,-80,-80,-84,-84,-84,-87,-85,-85,-86,-88,-87,-100,-82,-100,-100,-87,-100,-78,-100,-100,-100,-83,-100,-89,-82,-85,-73,-86,-100,-88,-100,-100,-100,-100,-78,-100,-100,-89,-87,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-37,-45,-47,-49,-48,-58,-59,-58,-72,-69,-66,-67,-66,-68,-65,-64,-68,-66,-72,-65,-72,-72,-100,-77,-100,-100,-73,-74,-74,-76,-75,-75,-73,-71,-100,-72,-72,-75,-75,-76,-75,-82,-80,-81,-80,-82,-82,-100,-90,-83,-84,-83,-86,-87,-86,-83,-100,-100,-85,-75,-100,-100,-100,-100,-100,-100,-89,-83,-84,-74,-84,-84,-100,-87,-100,-100,-100,-100,-100,-89,-87,-91,-100,-88,-88,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-90,-100,-100,-94,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-35,-50,-48,-52,-51,-63,-63,-63,-100,-72,-70,-71,-72,-72,-63,-63,-72,-63,-71,-63,-71,-70,-72,-74,-74,-100,-79,-78,-79,-76,-76,-76,-75,-74,-100,-73,-76,-71,-77,-76,-76,-79,-100,-100,-100,-79,-79,-100,-100,-79,-79,-79,-86,-86,-86,-81,-100,-80,-100,-71,-76,-100,-100,-100,-80,-92,-87,-81,-100,-71,-86,-100,-92,-100,-83,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-90,-91,-100,-91,-100,-91,-94,-100,-100,-100,-100,-100,-100,-90,-100,-86,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-35,-50,-48,-51,-52,-63,-63,-65,-73,-70,-71,-73,-72,-70,-63,-63,-71,-63,-73,-63,-73,-73,-70,-73,-73,-73,-78,-78,-78,-74,-75,-74,-72,-72,-76,-71,-72,-100,-76,-76,-75,-81,-77,-77,-77,-81,-80,-100,-87,-81,-80,-80,-86,-100,-86,-100,-100,-100,-89,-71,-78,-100,-87,-80,-100,-100,-88,-100,-89,-100,-89,-90,-90,-86,-80,-100,-90,-77,-85,-88,-90,-100,-78,-87,-87,-92,-100,-100,-100,-92,-100,-100,-100,-89,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-36,-50,-49,-52,-52,-63,-62,-62,-73,-69,-72,-73,-72,-71,-65,-64,-70,-64,-72,-63,-71,-71,-73,-74,-73,-73,-77,-77,-78,-75,-75,-76,-74,-74,-100,-73,-74,-73,-76,-75,-75,-81,-77,-77,-77,-80,-80,-100,-85,-80,-80,-79,-85,-85,-84,-82,-100,-83,-100,-100,-75,-85,-100,-81,-82,-88,-88,-82,-100,-100,-88,-100,-100,-100,-81,-100,-100,-100,-100,-100,-89,-91,-77,-100,-100,-100,-89,-90,-90,-92,-100,-100,-92,-100,-100,-100,-83,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-34,-51,-50,-52,-52,-100,-100,-100,-100,-70,-73,-74,-73,-70,-63,-63,-70,-64,-72,-63,-71,-71,-100,-74,-74,-74,-78,-78,-79,-75,-74,-75,-75,-74,-100,-74,-75,-71,-75,-75,-75,-80,-77,-78,-77,-80,-80,-100,-86,-78,-79,-78,-86,-86,-84,-81,-100,-81,-88,-71,-100,-85,-85,-100,-100,-100,-87,-80,-100,-100,-87,-100,-92,-100,-100,-90,-90,-100,-82,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-91,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-36,-52,-48,-52,-53,-100,-100,-100,-100,-68,-71,-71,-71,-69,-63,-62,-69,-62,-72,-62,-72,-72,-71,-72,-72,-73,-76,-77,-77,-76,-76,-76,-71,-71,-100,-72,-72,-100,-75,-75,-76,-81,-78,-78,-78,-81,-81,-80,-100,-79,-79,-78,-87,-87,-87,-81,-100,-81,-100,-100,-100,-100,-100,-80,-80,-89,-87,-80,-100,-100,-100,-100,-90,-100,-80,-100,-90,-100,-84,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-34,-50,-47,-52,-53,-62,-62,-62,-72,-70,-73,-72,-72,-70,-63,-63,-69,-64,-70,-64,-70,-70,-73,-75,-75,-100,-77,-78,-78,-74,-75,-74,-73,-73,-100,-72,-73,-100,-76,-75,-75,-81,-77,-100,-100,-81,-81,-100,-100,-79,-79,-79,-84,-84,-85,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-88,-87,-90,-100,-100,-90,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-89,-88,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-38,-54,-52,-58,-57,-68,-100,-67,-68,-72,-64,-64,-64,-70,-66,-65,-71,-65,-71,-66,-71,-71,-76,-100,-78,-100,-80,-80,-79,-77,-77,-77,-77,-77,-100,-78,-77,-71,-75,-75,-75,-81,-100,-100,-100,-81,-81,-83,-83,-80,-81,-80,-80,-82,-100,-80,-100,-81,-100,-100,-100,-83,-100,-82,-82,-92,-88,-80,-100,-71,-88,-100,-86,-85,-82,-100,-100,-100,-84,-100,-87,-100,-100,-100,-100,-93,-91,-88,-100,-91,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-100,-54,-55,-57,-55,-67,-68,-68,-100,-70,-65,-65,-66,-70,-62,-63,-70,-64,-73,-62,-73,-73,-73,-100,-78,-100,-81,-81,-80,-78,-77,-77,-88,-78,-71,-77,-77,-73,-74,-74,-74,-81,-79,-79,-79,-100,-81,-86,-83,-80,-81,-80,-100,-81,-81,-79,-100,-79,-100,-72,-77,-83,-83,-83,-100,-100,-90,-78,-100,-100,-100,-100,-100,-90,-100,-100,-100,-77,-100,-85,-88,-100,-77,-85,-85,-100,-100,-100,-100,-91,-100,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-38,-54,-57,-57,-58,-72,-70,-70,-73,-72,-65,-64,-64,-71,-62,-62,-70,-62,-74,-62,-67,-67,-78,-100,-79,-100,-82,-80,-81,-75,-74,-74,-77,-78,-70,-76,-77,-71,-75,-76,-75,-83,-78,-77,-78,-83,-83,-81,-83,-81,-82,-81,-76,-77,-77,-79,-100,-79,-90,-71,-76,-85,-100,-83,-83,-94,-88,-79,-100,-71,-100,-100,-87,-100,-83,-100,-87,-77,-86,-100,-87,-93,-77,-100,-100,-100,-87,-87,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-35,-53,-54,-63,-100,-69,-69,-70,-100,-74,-68,-67,-66,-73,-65,-64,-73,-64,-73,-64,-73,-72,-74,-100,-100,-100,-77,-77,-77,-74,-73,-74,-77,-76,-70,-76,-76,-71,-71,-72,-72,-80,-79,-79,-79,-81,-81,-100,-100,-81,-81,-82,-77,-77,-76,-80,-100,-80,-100,-100,-77,-100,-100,-100,-100,-100,-88,-80,-84,-100,-85,-86,-100,-100,-100,-84,-100,-77,-100,-87,-100,-92,-76,-86,-86,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-37,-53,-54,-57,-56,-65,-65,-70,-100,-71,-66,-67,-66,-72,-62,-64,-71,-63,-100,-63,-71,-71,-100,-100,-100,-100,-83,-82,-82,-77,-76,-76,-76,-76,-70,-76,-76,-71,-74,-74,-74,-83,-80,-79,-79,-84,-82,-100,-100,-83,-82,-83,-77,-77,-77,-100,-100,-100,-100,-71,-77,-83,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-84,-100,-100,-100,-77,-100,-86,-100,-100,-76,-86,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-36,-56,-55,-55,-56,-65,-65,-65,-100,-73,-100,-100,-100,-72,-62,-63,-72,-64,-76,-63,-75,-75,-74,-100,-81,-100,-79,-79,-79,-76,-75,-75,-76,-75,-73,-75,-75,-71,-73,-74,-73,-83,-79,-79,-79,-82,-81,-76,-84,-83,-82,-82,-78,-78,-77,-100,-100,-100,-87,-71,-100,-83,-85,-84,-100,-100,-89,-80,-87,-70,-88,-88,-87,-84,-100,-100,-87,-100,-84,-87,-100,-100,-79,-87,-87,-100,-100,-100,-100,-90,-100,-92,-93,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-35,-54,-52,-55,-55,-62,-61,-61,-71,-100,-68,-80,-68,-100,-64,-65,-100,-64,-75,-64,-75,-75,-75,-100,-81,-100,-76,-77,-77,-71,-71,-71,-79,-79,-100,-79,-79,-74,-75,-75,-74,-82,-79,-79,-80,-83,-82,-79,-82,-84,-84,-84,-82,-82,-83,-85,-100,-85,-90,-100,-100,-100,-100,-85,-84,-93,-86,-86,-100,-100,-84,-100,-88,-100,-85,-100,-100,-100,-100,-100,-85,-88,-100,-100,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-35,-54,-55,-100,-100,-62,-63,-62,-73,-76,-67,-67,-65,-75,-61,-61,-83,-60,-74,-61,-73,-73,-75,-100,-100,-100,-75,-74,-75,-100,-100,-100,-78,-78,-100,-78,-78,-74,-74,-73,-73,-84,-79,-79,-79,-84,-83,-77,-100,-100,-100,-100,-84,-84,-84,-100,-100,-84,-89,-100,-100,-100,-100,-84,-84,-90,-88,-84,-100,-75,-100,-100,-89,-100,-85,-88,-89,-100,-100,-100,-85,-89,-100,-100,-88,-100,-85,-86,-84,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-100,-54,-55,-54,-56,-100,-100,-100,-72,-76,-64,-65,-66,-76,-62,-62,-75,-62,-100,-61,-76,-100,-74,-81,-81,-81,-76,-76,-76,-71,-72,-73,-79,-79,-74,-79,-80,-100,-75,-75,-75,-84,-79,-79,-79,-84,-84,-78,-100,-84,-84,-84,-82,-82,-83,-84,-100,-84,-90,-100,-100,-100,-82,-100,-100,-100,-88,-84,-100,-100,-100,-100,-89,-100,-100,-88,-89,-100,-100,-89,-85,-88,-100,-88,-89,-92,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-36,-53,-54,-57,-56,-63,-63,-62,-100,-76,-69,-69,-69,-75,-62,-62,-75,-63,-100,-62,-100,-100,-77,-100,-100,-100,-75,-75,-75,-100,-100,-100,-80,-79,-100,-79,-78,-100,-75,-75,-75,-83,-79,-79,-100,-83,-83,-81,-82,-85,-84,-84,-100,-82,-83,-85,-100,-86,-100,-100,-100,-82,-82,-100,-100,-100,-89,-86,-100,-76,-100,-100,-89,-100,-100,-100,-89,-100,-100,-90,-100,-89,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-34,-54,-53,-55,-55,-100,-100,-100,-71,-75,-69,-69,-69,-75,-100,-100,-76,-100,-74,-100,-74,-74,-74,-100,-79,-100,-75,-74,-75,-73,-72,-73,-79,-79,-72,-79,-79,-77,-76,-75,-76,-81,-78,-78,-78,-81,-81,-81,-100,-83,-82,-83,-83,-84,-83,-84,-100,-85,-100,-77,-78,-100,-100,-84,-83,-90,-86,-85,-100,-100,-100,-100,-100,-86,-84,-100,-100,-100,-83,-89,-86,-92,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-37,-57,-55,-57,-57,-64,-64,-64,-100,-76,-65,-64,-64,-77,-63,-63,-76,-63,-72,-63,-100,-100,-74,-100,-78,-100,-74,-75,-74,-72,-71,-71,-79,-78,-71,-79,-79,-100,-74,-74,-74,-83,-80,-79,-80,-82,-82,-79,-100,-85,-85,-84,-87,-86,-86,-82,-90,-82,-100,-77,-100,-81,-83,-100,-100,-100,-88,-81,-84,-100,-84,-84,-100,-100,-100,-90,-100,-100,-100,-87,-100,-91,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
