ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,80:8d:b7:55:35:03,38:17:c3:1f:01:82,38:17:c3:1f:01:81,b0:be:76:f8:30:5e,80:8d:b7:55:35:01,38:17:c3:1f:01:80,80:8d:b7:55:35:02,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,38:17:c3:1f:01:90,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,38:17:c3:1f:01:92,38:17:c3:19:d7:62,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,44:48:c1:a5:82:31,38:17:c3:19:d7:71,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,38:17:c3:19:d7:70,38:17:c3:19:d7:72,44:48:c1:a5:82:21,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,44:48:c1:a5:82:30,00:4e:35:df:06:50,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:df:06:51,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,44:48:c1:a5:82:20,44:48:c1:a5:82:22,00:4e:35:df:06:42,20:a6:cd:50:24:a0,38:17:c3:19:45:b2,80:8d:b7:55:35:00,80:8d:b7:55:39:c2,80:8d:b7:55:25:e1,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,38:17:c3:19:55:50,38:17:c3:1e:ff:01,00:4e:35:df:06:40,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,38:17:c3:1e:ff:00,38:17:c3:19:45:b1,38:17:c3:1f:22:30,00:4e:35:df:06:41,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,68:ff:7b:e4:af:38,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,68:ff:7b:e4:af:39,38:17:c3:19:55:52,60:32:b1:3e:1a:b8,38:17:c3:19:71:90,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:55:40,b4:5d:50:e1:92:31,38:17:c3:19:55:51,b4:5d:50:e1:92:33,00:4e:35:de:e1:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:55:41,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,38:17:c3:1f:08:41,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:08:50,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,38:17:c3:1f:22:32,00:4e:35:de:d7:42,00:4e:35:de:d7:43,38:17:c3:1f:22:20,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:d7:40,00:4e:35:de:d7:41,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:19:71:82,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,00:4e:35:df:0e:12,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:00,00:4e:35:df:0e:02,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:1f:0f:92,38:17:c3:24:4f:10,20:a6:cd:42:0b:e3,38:17:c3:24:4f:11,20:a6:cd:42:0b:f0,38:17:c3:1f:22:21,38:17:c3:24:4f:00,20:a6:cd:42:0b:f2,38:17:c3:19:45:a1,32:f7:72:50:57:3b,b4:5d:50:e1:96:53,38:17:c3:19:45:a0,38:17:c3:1f:00:b0,00:4e:35:df:27:01,38:17:c3:19:36:32,38:17:c3:1f:0f:91,38:17:c3:24:4f:02,38:17:c3:1f:09:92,00:4e:35:df:27:12,00:4e:35:df:27:02,70:56:81:c9:91:ab,00:4e:35:df:27:00,38:17:c3:1f:09:91,38:17:c3:1f:09:83,56:13:79:14:54:6d,b4:5d:50:e1:96:43,38:17:c3:19:45:a2,20:a6:cd:42:0b:f1,38:17:c3:24:4f:12,b4:5d:50:e1:96:51,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,20:a6:cd:42:0b:f3,38:17:c3:19:36:30,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,x,y,label
-97,-100,-100,-100,-100,-100,-94,-98,-100,-100,-96,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-89,-93,-100,-94,-100,-100,-89,-89,-100,-85,-81,-100,-100,-85,-80,-100,-100,-100,-80,-81,-100,-75,-100,-100,-100,-75,-75,-100,-100,-100,-100,-92,-84,-97,-87,-100,-100,-100,-100,-72,-100,-100,-100,-100,-94,-100,-100,-82,-100,-71,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-85,-100,-83,-100,-89,-100,-100,-88,-87,-74,-86,-91,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-71,-66,-66,-100,-100,-100,-66,-90,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-90,-100,-97,-100,-100,-88,-100,-100,-97,-100,-100,-100,-100,-100,-98,-88,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-94,-88,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-97,-100,-100,-100,-100,-100,-96,-98,-100,-100,-94,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-92,-100,-100,-89,-88,-100,-84,-80,-100,-100,-81,-80,-100,-100,-100,-80,-80,-100,-75,-100,-100,-100,-75,-74,-100,-100,-100,-100,-95,-85,-97,-90,-100,-100,-100,-100,-71,-100,-100,-100,-100,-94,-100,-100,-81,-100,-72,-100,-97,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-85,-100,-81,-100,-93,-100,-100,-91,-91,-74,-83,-91,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-66,-67,-100,-100,-100,-67,-90,-100,-100,-100,-100,-100,-97,-97,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-97,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-97,-100,-100,-100,-100,-100,-94,-98,-100,-100,-96,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-89,-93,-100,-94,-100,-100,-89,-89,-100,-85,-81,-100,-100,-85,-80,-100,-100,-100,-80,-81,-100,-75,-100,-100,-100,-75,-75,-100,-100,-100,-100,-92,-84,-97,-87,-100,-100,-100,-100,-72,-100,-100,-100,-100,-94,-100,-100,-82,-100,-71,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-85,-100,-83,-100,-89,-100,-100,-88,-87,-74,-86,-91,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-71,-66,-66,-100,-100,-100,-66,-90,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-90,-100,-97,-100,-100,-88,-100,-100,-97,-100,-100,-100,-100,-100,-98,-88,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-94,-88,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-97,-100,-100,-100,-100,-100,-94,-98,-100,-100,-96,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-89,-93,-100,-94,-100,-100,-89,-89,-100,-85,-81,-100,-100,-85,-80,-100,-100,-100,-80,-81,-100,-75,-100,-100,-100,-75,-75,-100,-100,-100,-100,-92,-84,-97,-87,-100,-100,-100,-100,-72,-100,-100,-100,-100,-94,-100,-100,-82,-100,-71,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-85,-100,-83,-100,-89,-100,-100,-88,-87,-74,-86,-91,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-71,-66,-66,-100,-100,-100,-66,-90,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-90,-100,-97,-100,-100,-88,-100,-100,-97,-100,-100,-100,-100,-100,-98,-88,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-94,-88,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-97,-100,-100,-100,-100,-100,-96,-98,-100,-100,-94,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-92,-100,-100,-89,-88,-100,-84,-80,-100,-100,-81,-80,-100,-100,-100,-80,-80,-100,-75,-100,-100,-100,-75,-74,-100,-100,-100,-100,-95,-85,-97,-90,-100,-100,-100,-100,-71,-100,-100,-100,-100,-94,-100,-100,-81,-100,-72,-100,-97,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-85,-100,-81,-100,-93,-100,-100,-91,-91,-74,-83,-91,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-66,-67,-100,-100,-100,-67,-90,-100,-100,-100,-100,-100,-97,-97,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-97,-100,-100,-100,-100,545.0,757.0000000000006,35.0
-97,-100,-100,-100,-100,-100,-96,-98,-100,-100,-94,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-92,-100,-100,-89,-88,-100,-84,-80,-100,-100,-81,-80,-100,-100,-100,-80,-80,-100,-75,-100,-100,-100,-75,-74,-100,-100,-100,-100,-95,-85,-97,-90,-100,-100,-100,-100,-71,-100,-100,-100,-100,-94,-100,-100,-81,-100,-72,-100,-97,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-85,-100,-81,-100,-93,-100,-100,-91,-91,-74,-83,-91,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-66,-67,-100,-100,-100,-67,-90,-100,-100,-100,-100,-100,-97,-97,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-97,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-97,-100,-100,-100,-100,-100,-96,-98,-100,-100,-94,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-92,-100,-100,-89,-88,-100,-84,-80,-100,-100,-81,-80,-100,-100,-100,-80,-80,-100,-75,-100,-100,-100,-75,-74,-100,-100,-100,-100,-95,-85,-97,-90,-100,-100,-100,-100,-71,-100,-100,-100,-100,-94,-100,-100,-81,-100,-72,-100,-97,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-85,-100,-81,-100,-93,-100,-100,-91,-91,-74,-83,-91,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-66,-67,-100,-100,-100,-67,-90,-100,-100,-100,-100,-100,-97,-97,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-97,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-97,-100,-100,-100,-100,-100,-96,-98,-100,-100,-94,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-92,-100,-100,-89,-88,-100,-84,-80,-100,-100,-81,-80,-100,-100,-100,-80,-80,-100,-75,-100,-100,-100,-75,-74,-100,-100,-100,-100,-95,-85,-97,-90,-100,-100,-100,-100,-71,-100,-100,-100,-100,-94,-100,-100,-81,-100,-72,-100,-97,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-85,-100,-81,-100,-93,-100,-100,-91,-91,-74,-83,-91,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-66,-67,-100,-100,-100,-67,-90,-100,-100,-100,-100,-100,-97,-97,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-97,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-97,-100,-100,-100,-100,-100,-96,-98,-100,-100,-94,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-92,-100,-100,-89,-88,-100,-84,-80,-100,-100,-81,-80,-100,-100,-100,-80,-80,-100,-75,-100,-100,-100,-75,-74,-100,-100,-100,-100,-95,-85,-97,-90,-100,-100,-100,-100,-71,-100,-100,-100,-100,-94,-100,-100,-81,-100,-72,-100,-97,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-85,-100,-81,-100,-93,-100,-100,-91,-91,-74,-83,-91,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-66,-67,-100,-100,-100,-67,-90,-100,-100,-100,-100,-100,-97,-97,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-97,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-97,-100,-100,-100,-100,-100,-96,-98,-100,-100,-94,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-92,-100,-100,-89,-88,-100,-84,-80,-100,-100,-81,-80,-100,-100,-100,-80,-80,-100,-75,-100,-100,-100,-75,-74,-100,-100,-100,-100,-95,-85,-97,-90,-100,-100,-100,-100,-71,-100,-100,-100,-100,-94,-100,-100,-81,-100,-72,-100,-97,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-85,-100,-81,-100,-93,-100,-100,-91,-91,-74,-83,-91,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-66,-67,-100,-100,-100,-67,-90,-100,-100,-100,-100,-100,-97,-97,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-97,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-97,-100,-100,-100,-100,-100,-96,-98,-100,-100,-94,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-92,-100,-100,-89,-88,-100,-84,-80,-100,-100,-81,-80,-100,-100,-100,-80,-80,-100,-75,-100,-100,-100,-75,-74,-100,-100,-100,-100,-95,-85,-97,-90,-100,-100,-100,-100,-71,-100,-100,-100,-100,-94,-100,-100,-81,-100,-72,-100,-97,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-85,-100,-81,-100,-93,-100,-100,-91,-91,-74,-83,-91,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-66,-67,-100,-100,-100,-67,-90,-100,-100,-100,-100,-100,-97,-97,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-97,-100,-100,-100,-100,545.0,771.2000000000006,36.0
-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-96,-95,-100,-98,-100,-100,-90,-96,-100,-92,-92,-100,-100,-92,-79,-100,-100,-100,-79,-79,-100,-75,-100,-100,-100,-75,-76,-100,-100,-100,-100,-94,-95,-100,-97,-100,-100,-100,-100,-74,-100,-100,-100,-100,-97,-100,-100,-84,-100,-74,-100,-89,-100,-100,-100,-75,-100,-100,-100,-100,-100,-93,-84,-100,-100,-100,-100,-83,-100,-83,-100,-88,-100,-100,-91,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-66,-66,-73,-73,-100,-100,-100,-73,-87,-100,-100,-94,-100,-100,-90,-92,-100,-100,-100,-90,-94,-86,-86,-90,-97,-100,-100,-100,-100,-96,-90,-100,-92,-100,-100,-92,-100,-100,-93,-100,-100,-100,-100,-100,-96,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-96,-92,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-82,-100,-76,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-97,-100,-100,-87,-100,-74,-100,-95,-100,-100,-100,-74,-100,-100,-96,-100,-100,-84,-87,-100,-100,-100,-100,-88,-100,-86,-100,-89,-100,-100,-91,-91,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-62,-62,-75,-75,-100,-100,-100,-75,-83,-100,-100,-94,-100,-100,-83,-82,-100,-100,-100,-100,-94,-90,-88,-90,-100,-100,-100,-100,-100,-96,-92,-100,-92,-100,-100,-90,-100,-100,-93,-100,-100,-100,-100,-100,-96,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-96,-90,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-82,-100,-76,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-97,-100,-100,-87,-100,-74,-100,-95,-100,-100,-100,-74,-100,-100,-96,-100,-100,-84,-87,-100,-100,-100,-100,-88,-100,-86,-100,-89,-100,-100,-91,-91,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-62,-62,-75,-75,-100,-100,-100,-75,-83,-100,-100,-94,-100,-100,-83,-82,-100,-100,-100,-100,-94,-90,-88,-90,-100,-100,-100,-100,-100,-96,-92,-100,-92,-100,-100,-90,-100,-100,-93,-100,-100,-100,-100,-100,-96,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-96,-90,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-96,-97,-100,-94,-100,-100,-91,-96,-100,-96,-96,-100,-100,-96,-81,-100,-100,-100,-81,-81,-100,-75,-100,-100,-100,-75,-75,-100,-100,-100,-100,-97,-94,-100,-97,-100,-100,-100,-100,-73,-100,-100,-100,-100,-97,-100,-100,-86,-100,-74,-100,-93,-100,-100,-100,-74,-100,-100,-96,-100,-100,-88,-85,-100,-100,-100,-100,-87,-100,-85,-100,-89,-100,-100,-91,-91,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-63,-74,-74,-100,-100,-100,-75,-84,-100,-100,-94,-100,-100,-84,-86,-100,-100,-100,-100,-94,-88,-88,-90,-100,-100,-100,-100,-100,-96,-92,-100,-92,-100,-100,-90,-100,-100,-93,-100,-100,-100,-100,-100,-96,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-96,-90,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-82,-100,-76,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-97,-100,-100,-87,-100,-74,-100,-95,-100,-100,-100,-74,-100,-100,-96,-100,-100,-84,-87,-100,-100,-100,-100,-88,-100,-86,-100,-89,-100,-100,-91,-91,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-62,-62,-75,-75,-100,-100,-100,-75,-83,-100,-100,-94,-100,-100,-83,-82,-100,-100,-100,-100,-94,-90,-88,-90,-100,-100,-100,-100,-100,-96,-92,-100,-92,-100,-100,-90,-100,-100,-93,-100,-100,-100,-100,-100,-96,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-96,-90,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-96,-97,-100,-94,-100,-100,-91,-96,-100,-96,-96,-100,-100,-96,-81,-100,-100,-100,-81,-81,-100,-75,-100,-100,-100,-75,-75,-100,-100,-100,-100,-97,-94,-100,-97,-100,-100,-100,-100,-73,-100,-100,-100,-100,-97,-100,-100,-86,-100,-74,-100,-93,-100,-100,-100,-74,-100,-100,-96,-100,-100,-88,-85,-100,-100,-100,-100,-87,-100,-85,-100,-89,-100,-100,-91,-91,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-63,-74,-74,-100,-100,-100,-75,-84,-100,-100,-94,-100,-100,-84,-86,-100,-100,-100,-100,-94,-88,-88,-90,-100,-100,-100,-100,-100,-96,-92,-100,-92,-100,-100,-90,-100,-100,-93,-100,-100,-100,-100,-100,-96,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-96,-90,-100,-100,-100,-100,545.0,785.4000000000007,37.0
-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-95,-100,-100,-96,-97,-100,-100,-96,-83,-100,-100,-100,-83,-83,-100,-75,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-89,-100,-75,-100,-94,-100,-100,-100,-75,-100,-100,-98,-100,-100,-85,-87,-100,-100,-100,-100,-83,-100,-86,-100,-91,-100,-100,-94,-93,-92,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-71,-71,-100,-100,-100,-71,-83,-100,-100,-91,-97,-97,-83,-83,-100,-100,-100,-96,-97,-93,-89,-93,-100,-100,-100,-100,-100,-92,-94,-100,-97,-100,-100,-95,-100,-100,-93,-100,-100,-100,-100,-100,-92,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-92,-95,-100,-100,-100,-100,545.0,799.6000000000007,38.0
