60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,b4:5d:50:e1:96:43,38:17:c3:1f:14:01,38:17:c3:1f:14:00,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,9c:d6:43:60:92:e0,44:48:c1:91:d0:01,44:48:c1:91:d0:00,44:48:c1:91:d0:02,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:83,44:48:c1:91:d0:11,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:1f:14:12,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,38:17:c3:1f:14:10,38:17:c3:1f:09:83,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,38:17:c3:19:45:b1,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:19:45:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:1f:09:91,38:17:c3:1f:09:82,44:48:c1:91:95:b3,44:48:c1:91:95:b2,44:48:c1:91:95:b0,38:17:c3:1f:09:93,44:48:c1:91:95:b1,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:24:47:52,38:17:c3:24:47:50,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:92,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,a8:bd:27:4c:aa:90,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,38:17:c3:1f:09:80,38:17:c3:1f:09:81,44:48:c1:91:95:a3,44:48:c1:91:95:a2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c1,20:a6:cd:42:13:f0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:22:61:90,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:10,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:25:e2,80:8d:b7:55:35:02,80:8d:b7:55:3a:50,80:8d:b7:55:35:01,80:8d:b7:55:35:00,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:19:71:90,38:17:c3:19:36:30,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:30,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d1,80:8d:b7:55:29:d0,80:8d:b7:55:29:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,00:4e:35:de:e1:12,00:4e:35:df:06:42,00:4e:35:de:e1:10,00:4e:35:df:06:41,38:17:c3:22:5e:f0,86:0d:8e:aa:25:a4,80:8d:b7:55:4d:01,38:17:c3:24:56:50,80:8d:b7:55:39:d1,00:4e:35:df:06:52,00:4e:35:df:06:40,38:17:c3:19:36:32,00:4e:35:df:06:51,bc:42:8c:64:49:70,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d0,38:17:c3:1a:cf:d1,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,20:a6:cd:42:13:f1,80:8d:b7:55:4d:02,38:17:c3:1f:08:50,38:17:c3:1a:cf:d2,38:17:c3:19:71:91,00:4e:35:df:06:50,38:17:c3:19:36:31,20:a6:cd:42:13:f2,38:17:c3:1f:0e:10,80:8d:b7:55:4d:00,80:8d:b7:55:39:d2,80:8d:b7:55:4d:10,00:4e:35:de:e1:11,38:17:c3:19:71:92,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,38:17:c3:22:61:92,38:17:c3:22:61:91,x,y,label
-100,-100,-100,-72,-72,-72,-92,-92,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-96,-100,-100,-94,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-96,-100,-89,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-56,-56,-56,-77,-82,-81,-93,-92,-83,-83,-82,-81,-84,-88,-92,-84,-90,-85,-93,-90,-92,-84,-84,-88,-91,-83,-83,-98,-100,-87,-83,-79,-84,-84,-91,-95,-91,-91,-92,-98,-98,-88,-92,-89,-96,-93,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-84,-90,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-87,-89,-100,-100,-91,-100,-84,-100,-100,-88,-100,-100,-100,-100,809,175,38
-100,-100,-100,-72,-72,-72,-92,-92,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-94,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-96,-100,-90,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-57,-57,-57,-79,-80,-80,-89,-87,-82,-85,-80,-80,-85,-86,-90,-83,-85,-86,-89,-86,-89,-85,-85,-90,-91,-84,-85,-98,-100,-88,-83,-84,-83,-87,-91,-97,-94,-97,-97,-98,-98,-91,-95,-91,-98,-96,-97,-97,-95,-94,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-84,-90,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-87,-89,-100,-100,-91,-100,-84,-100,-100,-88,-100,-100,-100,-100,809,175,38
-100,-100,-100,-83,-83,-83,-83,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-94,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-92,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-52,-52,-100,-100,-100,-100,-56,-57,-56,-82,-82,-82,-97,-96,-83,-85,-82,-82,-85,-86,-89,-88,-93,-86,-97,-87,-91,-86,-86,-96,-84,-85,-88,-98,-100,-87,-82,-83,-84,-83,-87,-97,-94,-94,-97,-98,-98,-88,-92,-88,-98,-96,-97,-97,-94,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-84,-89,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-87,-89,-100,-100,-91,-100,-84,-100,-100,-87,-97,-100,-100,-100,809,175,38
-100,-100,-100,-82,-82,-82,-96,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-56,-57,-57,-77,-83,-83,-90,-86,-88,-84,-84,-84,-84,-80,-85,-92,-90,-84,-90,-90,-92,-84,-84,-87,-88,-84,-84,-100,-100,-83,-83,-78,-82,-82,-82,-100,-94,-97,-97,-98,-98,-92,-89,-89,-100,-92,-94,-87,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-85,-90,-87,-100,-89,-100,-100,-100,-100,-97,-100,-100,-100,-94,-100,-88,-90,-100,-100,-91,-100,-85,-97,-100,-88,-95,-97,-100,-100,826,175,39
-100,-100,-100,-85,-85,-86,-91,-92,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-56,-56,-56,-81,-83,-83,-90,-86,-88,-85,-84,-84,-85,-81,-85,-92,-90,-84,-90,-87,-90,-84,-84,-90,-84,-85,-88,-100,-100,-86,-83,-82,-83,-83,-82,-100,-94,-94,-97,-98,-98,-92,-86,-88,-100,-94,-94,-90,-94,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-85,-90,-87,-100,-89,-100,-100,-100,-100,-97,-100,-100,-100,-94,-100,-88,-90,-100,-100,-91,-100,-85,-97,-100,-88,-95,-97,-100,-100,826,175,39
-100,-100,-100,-76,-76,-76,-96,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-97,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-95,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-56,-57,-57,-77,-82,-82,-93,-89,-87,-83,-83,-82,-84,-84,-89,-88,-90,-84,-90,-90,-90,-84,-83,-86,-83,-83,-84,-98,-100,-83,-82,-78,-83,-83,-86,-97,-94,-97,-97,-98,-98,-92,-93,-89,-98,-91,-94,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-84,-89,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-87,-89,-100,-100,-91,-100,-84,-100,-100,-87,-97,-100,-100,-100,826,175,39
-100,-100,-100,-73,-73,-74,-92,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-93,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-56,-57,-57,-77,-82,-81,-93,-85,-87,-84,-82,-81,-84,-88,-92,-88,-90,-84,-86,-87,-90,-84,-84,-86,-80,-84,-84,-98,-100,-87,-82,-82,-88,-88,-91,-97,-91,-97,-97,-97,-98,-96,-93,-92,-98,-94,-94,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-84,-90,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-87,-89,-100,-100,-91,-100,-84,-100,-100,-88,-100,-100,-100,-100,826,175,39
-100,-100,-100,-83,-83,-83,-91,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-55,-54,-100,-100,-100,-100,-55,-56,-55,-82,-84,-84,-90,-93,-88,-84,-84,-84,-85,-82,-82,-96,-90,-85,-93,-87,-93,-85,-84,-90,-88,-84,-88,-100,-100,-82,-86,-81,-79,-78,-78,-100,-94,-92,-94,-100,-100,-84,-89,-81,-100,-94,-97,-90,-97,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-85,-90,-87,-100,-89,-100,-100,-100,-100,-97,-100,-100,-100,-94,-100,-88,-90,-100,-100,-91,-100,-85,-97,-100,-88,-95,-97,-100,-100,826,175,39
-100,-100,-100,-76,-75,-76,-92,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-56,-57,-57,-78,-82,-82,-93,-85,-88,-85,-83,-82,-85,-84,-89,-92,-90,-85,-86,-87,-92,-85,-85,-87,-84,-85,-85,-100,-100,-87,-87,-82,-87,-87,-86,-100,-91,-97,-97,-97,-98,-92,-93,-89,-100,-94,-97,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-84,-90,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-87,-89,-100,-100,-91,-100,-84,-100,-100,-88,-100,-100,-100,-100,826,175,39
-100,-100,-100,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-59,-59,-100,-100,-100,-100,-56,-56,-56,-76,-84,-84,-90,-90,-88,-83,-85,-84,-84,-81,-81,-96,-93,-83,-93,-93,-95,-82,-83,-83,-92,-83,-84,-100,-100,-79,-87,-78,-78,-78,-77,-100,-97,-97,-97,-100,-100,-88,-86,-85,-100,-89,-94,-85,-94,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-86,-90,-87,-100,-90,-100,-100,-100,-100,-95,-100,-100,-100,-98,-100,-89,-90,-100,-100,-91,-100,-86,-95,-100,-88,-91,-95,-100,-100,843,175,40
-100,-100,-100,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-59,-59,-100,-100,-100,-100,-56,-56,-56,-76,-84,-84,-90,-90,-88,-83,-85,-84,-84,-81,-81,-96,-93,-83,-93,-93,-95,-82,-83,-83,-92,-83,-84,-100,-100,-79,-87,-78,-78,-78,-77,-100,-97,-97,-97,-100,-100,-88,-86,-85,-100,-89,-94,-85,-94,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-86,-90,-87,-100,-90,-100,-100,-100,-100,-95,-100,-100,-100,-98,-100,-89,-90,-100,-100,-91,-100,-86,-95,-100,-88,-91,-95,-100,-100,843,175,40
-100,-100,-100,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-59,-59,-100,-100,-100,-100,-56,-56,-56,-76,-84,-84,-90,-90,-88,-83,-85,-84,-84,-81,-81,-96,-93,-83,-93,-93,-95,-82,-83,-83,-92,-83,-84,-100,-100,-79,-87,-78,-78,-78,-77,-100,-97,-97,-97,-100,-100,-88,-86,-85,-100,-89,-94,-85,-94,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-86,-90,-87,-100,-90,-100,-100,-100,-100,-95,-100,-100,-100,-98,-100,-89,-90,-100,-100,-91,-100,-86,-95,-100,-88,-91,-95,-100,-100,843,175,40
-100,-100,-100,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-59,-59,-100,-100,-100,-100,-56,-56,-56,-76,-84,-84,-90,-90,-88,-83,-85,-84,-84,-81,-81,-96,-93,-83,-93,-93,-95,-82,-83,-83,-92,-83,-84,-100,-100,-79,-87,-78,-78,-78,-77,-100,-97,-97,-97,-100,-100,-88,-86,-85,-100,-89,-94,-85,-94,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-86,-90,-87,-100,-90,-100,-100,-100,-100,-95,-100,-100,-100,-98,-100,-89,-90,-100,-100,-91,-100,-86,-95,-100,-88,-91,-95,-100,-100,843,175,40
-100,-100,-100,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-59,-59,-100,-100,-100,-100,-56,-56,-56,-76,-84,-84,-90,-90,-88,-83,-85,-84,-84,-81,-81,-96,-93,-83,-93,-93,-95,-82,-83,-83,-92,-83,-84,-100,-100,-79,-87,-78,-78,-78,-77,-100,-97,-97,-97,-100,-100,-88,-86,-85,-100,-89,-94,-85,-94,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-86,-90,-87,-100,-90,-100,-100,-100,-100,-95,-100,-100,-100,-98,-100,-89,-90,-100,-100,-91,-100,-86,-95,-100,-88,-91,-95,-100,-100,843,175,40
-100,-100,-100,-87,-87,-87,-91,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-55,-54,-100,-100,-100,-100,-55,-56,-55,-81,-84,-84,-87,-90,-88,-84,-85,-84,-85,-81,-81,-96,-90,-84,-93,-87,-93,-84,-84,-90,-88,-84,-87,-100,-100,-82,-82,-82,-79,-78,-78,-100,-94,-92,-94,-100,-100,-88,-86,-84,-100,-94,-94,-90,-94,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-85,-90,-87,-100,-89,-100,-100,-100,-100,-97,-100,-100,-100,-94,-100,-88,-90,-100,-100,-91,-100,-85,-97,-100,-88,-95,-97,-100,-100,843,175,40
-100,-100,-100,-87,-87,-88,-92,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-94,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-55,-55,-100,-100,-100,-100,-64,-65,-65,-81,-84,-84,-93,-93,-84,-87,-85,-85,-88,-81,-82,-96,-90,-86,-90,-90,-94,-89,-86,-90,-88,-88,-90,-100,-100,-83,-87,-82,-78,-82,-78,-100,-97,-97,-97,-100,-100,-92,-89,-92,-100,-94,-94,-88,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-86,-90,-87,-100,-90,-100,-100,-100,-100,-95,-100,-100,-100,-98,-100,-89,-90,-100,-100,-91,-100,-86,-95,-100,-88,-91,-95,-100,-100,860,175,41
-100,-100,-100,-93,-92,-92,-92,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-97,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-65,-65,-65,-81,-84,-84,-96,-97,-83,-87,-84,-85,-87,-82,-82,-97,-97,-86,-96,-93,-96,-87,-85,-90,-92,-87,-88,-100,-100,-83,-91,-83,-77,-82,-78,-100,-100,-100,-100,-100,-100,-88,-88,-89,-100,-92,-97,-92,-89,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-94,-88,-100,-100,-100,-100,-100,-88,-90,-92,-100,-90,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-88,-88,-100,-100,-91,-100,-88,-91,-100,-88,-89,-91,-100,-100,860,175,41
-100,-100,-100,-91,-91,-91,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-94,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-64,-64,-64,-86,-84,-84,-96,-96,-84,-89,-84,-84,-89,-82,-82,-93,-90,-87,-90,-84,-90,-91,-87,-96,-81,-89,-94,-100,-100,-86,-86,-86,-79,-82,-79,-100,-97,-94,-97,-100,-100,-88,-85,-88,-100,-100,-96,-93,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-88,-100,-100,-100,-100,-100,-86,-90,-87,-100,-90,-100,-100,-100,-100,-95,-100,-100,-100,-98,-100,-89,-89,-100,-100,-91,-100,-86,-95,-100,-88,-91,-95,-100,-100,860,175,41
