72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,38:17:c3:1f:14:00,38:17:c3:1f:14:01,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:d0:12,44:48:c1:91:d0:11,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,44:48:c1:91:d0:14,b4:5d:50:e1:96:40,44:48:c1:91:d0:00,b4:5d:50:e1:96:41,44:48:c1:91:d0:01,44:48:c1:91:d0:02,44:48:c1:91:d0:04,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,38:17:c3:1f:09:83,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:14:10,38:17:c3:1f:09:81,38:17:c3:19:45:a0,38:17:c3:1f:14:12,38:17:c3:24:47:52,44:48:c1:91:95:b3,38:17:c3:24:47:50,38:17:c3:24:47:51,44:48:c1:91:95:b2,44:48:c1:91:95:b0,a8:bd:27:4c:aa:93,20:a6:cd:42:13:e2,38:17:c3:19:45:b1,44:48:c1:91:95:b1,38:17:c3:19:45:b0,a8:bd:27:4c:aa:92,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:aa:22,a8:bd:27:4c:aa:90,38:17:c3:1f:19:d0,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,44:48:c1:91:95:a3,38:17:c3:1f:09:80,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:90,44:48:c1:91:95:a2,44:48:c1:91:aa:20,a8:bd:27:4c:aa:82,44:48:c1:91:aa:21,44:48:c1:91:aa:30,38:17:c3:19:45:a2,38:17:c3:19:45:a1,44:48:c1:91:95:a1,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:80,38:17:c3:22:61:90,44:48:c1:91:95:a0,ac:e2:d3:c4:08:e6,66:2a:2f:53:7c:99,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:f1,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:10,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:12,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,38:17:c3:19:71:90,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:19:36:30,38:17:c3:19:36:31,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:36:21,80:8d:b7:55:29:c0,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,80:8d:b7:55:29:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,38:17:c3:1e:ff:01,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,00:4e:35:df:06:40,00:4e:35:df:06:50,80:8d:b7:55:29:d1,20:a6:cd:50:24:b0,00:4e:35:df:06:52,38:17:c3:19:71:91,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:42,38:17:c3:1f:22:30,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:01,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:22:21,38:17:c3:1f:22:22,x,y,label
-61,-61,-66,-63,-62,-62,-68,-68,-67,-74,-78,-75,-77,-77,-77,-76,-79,-79,-77,-79,-79,-76,-83,-75,-83,-85,-79,-81,-82,-82,-82,-100,-84,-84,-85,-84,-82,-86,-100,-100,-86,-100,-100,-85,-87,-87,-87,-88,-86,-85,-90,-100,-100,-86,-87,-100,-89,-100,-100,-100,-100,-91,-100,-100,-100,-75,-82,-100,-87,-88,-88,-87,-100,-100,-86,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-60,-58,-66,-62,-62,-62,-68,-68,-68,-100,-76,-75,-76,-75,-75,-76,-79,-79,-78,-79,-79,-76,-83,-77,-83,-84,-79,-83,-81,-80,-82,-100,-84,-84,-85,-84,-81,-86,-81,-84,-87,-83,-100,-85,-89,-87,-87,-88,-85,-87,-91,-100,-86,-86,-89,-100,-89,-100,-100,-100,-100,-90,-100,-93,-100,-76,-80,-100,-87,-88,-88,-87,-100,-100,-84,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-68,-63,-66,-64,-65,-65,-73,-72,-72,-74,-75,-75,-75,-79,-100,-100,-77,-78,-74,-77,-78,-77,-79,-77,-79,-100,-100,-81,-83,-82,-83,-84,-85,-86,-85,-86,-83,-86,-100,-83,-86,-84,-100,-85,-100,-90,-100,-100,-89,-88,-92,-100,-84,-100,-87,-100,-86,-100,-100,-100,-100,-91,-100,-100,-66,-78,-79,-85,-88,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-67,-60,-66,-64,-64,-64,-72,-72,-71,-74,-75,-75,-75,-78,-78,-79,-76,-77,-74,-76,-77,-77,-79,-77,-78,-78,-77,-79,-83,-82,-83,-84,-85,-85,-85,-85,-83,-85,-83,-83,-86,-84,-100,-85,-100,-90,-100,-100,-89,-89,-92,-100,-86,-100,-85,-100,-86,-100,-100,-100,-100,-91,-91,-100,-66,-78,-79,-85,-89,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-67,-61,-65,-64,-64,-64,-71,-71,-71,-78,-100,-76,-75,-78,-78,-79,-76,-76,-74,-77,-76,-100,-83,-80,-80,-81,-77,-79,-83,-82,-83,-84,-85,-85,-86,-85,-83,-85,-83,-84,-87,-100,-100,-85,-100,-89,-100,-100,-89,-89,-92,-100,-86,-100,-86,-100,-86,-100,-100,-100,-100,-92,-91,-100,-65,-82,-83,-100,-87,-88,-88,-88,-82,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-65,-60,-65,-62,-63,-63,-71,-71,-71,-75,-75,-75,-75,-78,-79,-78,-76,-78,-76,-77,-76,-100,-85,-83,-85,-84,-79,-82,-83,-83,-83,-84,-85,-85,-85,-85,-83,-85,-82,-84,-86,-100,-87,-85,-100,-89,-100,-100,-89,-89,-100,-100,-86,-100,-87,-100,-87,-100,-100,-100,-100,-92,-100,-100,-65,-82,-84,-100,-87,-88,-86,-88,-84,-100,-100,-100,-100,-100,-88,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-59,-59,-65,-64,-64,-64,-71,-71,-71,-75,-75,-75,-74,-78,-79,-78,-79,-78,-74,-78,-78,-78,-85,-79,-85,-84,-79,-78,-84,-84,-84,-100,-85,-85,-85,-85,-84,-85,-82,-100,-85,-100,-87,-85,-100,-88,-88,-100,-89,-89,-90,-100,-86,-89,-87,-100,-87,-100,-100,-100,-100,-90,-90,-100,-66,-78,-81,-100,-88,-89,-88,-88,-84,-100,-100,-100,-100,-100,-88,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-60,-60,-66,-64,-64,-64,-71,-71,-71,-76,-76,-75,-75,-100,-100,-79,-79,-78,-74,-78,-79,-78,-83,-79,-83,-100,-80,-79,-86,-84,-84,-84,-85,-85,-85,-85,-85,-85,-82,-100,-85,-100,-100,-85,-100,-89,-88,-100,-89,-89,-90,-100,-88,-89,-87,-100,-88,-100,-100,-100,-100,-90,-92,-100,-66,-78,-81,-100,-90,-89,-89,-88,-82,-100,-100,-100,-100,-100,-100,-81,-100,-89,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-55,-62,-69,-69,-68,-68,-64,-65,-65,-100,-100,-74,-100,-100,-100,-100,-77,-76,-78,-76,-77,-100,-100,-100,-100,-100,-100,-82,-86,-86,-85,-84,-87,-86,-86,-87,-87,-76,-77,-100,-77,-100,-100,-77,-86,-100,-87,-86,-100,-100,-90,-100,-90,-100,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-91,-100,-100,-80,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-57,-63,-69,-67,-68,-68,-72,-66,-65,-77,-73,-72,-72,-100,-100,-100,-77,-76,-77,-76,-76,-100,-100,-100,-100,-100,-100,-82,-86,-85,-86,-84,-86,-87,-86,-87,-86,-77,-77,-83,-77,-82,-100,-77,-86,-100,-86,-86,-100,-100,-91,-100,-90,-100,-90,-100,-88,-100,-100,-100,-100,-91,-100,-100,-68,-81,-80,-84,-90,-100,-100,-91,-100,-100,-80,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-58,-63,-69,-67,-68,-68,-67,-66,-66,-81,-73,-73,-74,-78,-78,-100,-76,-76,-77,-75,-75,-100,-100,-81,-100,-100,-100,-80,-86,-86,-88,-84,-86,-87,-86,-88,-87,-77,-79,-84,-77,-82,-88,-77,-86,-89,-86,-86,-100,-100,-91,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-89,-100,-100,-68,-100,-100,-84,-89,-88,-90,-90,-100,-100,-80,-100,-100,-87,-100,-100,-80,-81,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-58,-63,-70,-68,-68,-68,-67,-66,-66,-81,-76,-76,-74,-78,-78,-100,-77,-77,-78,-78,-76,-100,-100,-81,-100,-80,-100,-80,-85,-85,-85,-84,-88,-100,-87,-88,-85,-77,-78,-84,-76,-100,-88,-77,-85,-89,-85,-85,-91,-100,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-90,-100,-100,-70,-100,-78,-85,-92,-88,-90,-88,-100,-100,-80,-100,-100,-87,-100,-100,-80,-78,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-100,-59,-70,-68,-68,-68,-66,-71,-65,-100,-75,-74,-74,-77,-78,-77,-77,-77,-78,-78,-78,-100,-78,-100,-78,-76,-100,-78,-85,-84,-85,-84,-88,-88,-87,-89,-85,-77,-78,-84,-76,-83,-82,-77,-85,-89,-85,-85,-90,-100,-91,-100,-88,-100,-87,-100,-100,-89,-100,-100,-100,-90,-92,-100,-70,-100,-78,-83,-88,-100,-89,-88,-100,-100,-100,-100,-100,-83,-82,-100,-100,-78,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-100,-61,-70,-68,-68,-68,-66,-67,-65,-100,-76,-74,-75,-77,-78,-77,-77,-77,-83,-78,-78,-100,-78,-81,-78,-79,-100,-78,-85,-84,-85,-84,-88,-86,-86,-87,-84,-77,-80,-100,-76,-83,-82,-77,-85,-100,-84,-84,-90,-100,-91,-100,-87,-100,-87,-90,-87,-92,-100,-100,-100,-90,-92,-100,-100,-100,-85,-84,-88,-88,-89,-86,-100,-100,-82,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-66,-64,-65,-70,-69,-69,-68,-67,-68,-80,-78,-76,-100,-81,-80,-80,-81,-81,-80,-81,-81,-82,-80,-83,-78,-79,-79,-78,-88,-89,-88,-85,-100,-100,-85,-100,-87,-100,-82,-85,-100,-100,-100,-100,-85,-91,-87,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-90,-100,-100,-100,-82,-85,-100,-88,-89,-88,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-66,-63,-65,-70,-69,-69,-68,-67,-66,-80,-78,-76,-100,-79,-78,-78,-81,-80,-80,-80,-79,-82,-80,-83,-78,-78,-79,-78,-89,-89,-89,-85,-84,-85,-85,-86,-89,-78,-82,-85,-79,-100,-100,-79,-85,-91,-87,-87,-100,-100,-89,-100,-88,-100,-87,-100,-87,-89,-100,-100,-100,-90,-100,-100,-100,-82,-81,-100,-88,-89,-87,-89,-85,-100,-87,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-63,-66,-65,-68,-69,-68,-68,-67,-67,-82,-78,-100,-100,-79,-78,-79,-81,-80,-100,-80,-80,-100,-100,-100,-100,-78,-79,-78,-87,-87,-89,-100,-84,-85,-85,-86,-88,-78,-88,-100,-79,-84,-100,-79,-85,-91,-86,-87,-91,-100,-89,-100,-88,-100,-87,-89,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-85,-100,-88,-89,-87,-89,-100,-100,-87,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-64,-66,-65,-68,-69,-68,-68,-67,-67,-70,-78,-100,-100,-79,-78,-79,-83,-82,-82,-83,-83,-100,-100,-100,-100,-78,-80,-78,-87,-87,-89,-85,-84,-100,-85,-86,-88,-78,-88,-100,-77,-84,-100,-78,-86,-91,-86,-86,-90,-100,-89,-100,-86,-90,-86,-89,-87,-100,-100,-100,-100,-89,-100,-100,-100,-82,-84,-86,-90,-87,-100,-89,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-68,-65,-65,-68,-69,-68,-68,-67,-67,-78,-77,-77,-76,-79,-78,-77,-82,-82,-82,-83,-82,-100,-100,-100,-100,-78,-80,-78,-87,-89,-90,-83,-86,-85,-85,-87,-90,-79,-100,-100,-79,-100,-100,-79,-85,-90,-86,-86,-90,-100,-89,-100,-88,-90,-87,-89,-87,-100,-100,-100,-100,-88,-100,-100,-100,-82,-84,-86,-89,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-63,-63,-65,-69,-69,-68,-68,-68,-68,-78,-77,-77,-76,-79,-78,-77,-82,-82,-81,-83,-82,-100,-80,-100,-80,-79,-78,-78,-87,-89,-90,-83,-86,-85,-85,-85,-89,-79,-100,-85,-80,-84,-100,-79,-84,-90,-85,-85,-90,-88,-90,-100,-88,-90,-87,-90,-87,-100,-100,-100,-100,-88,-100,-100,-64,-80,-83,-86,-88,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-77,-64,-69,-64,-64,-64,-67,-69,-67,-77,-72,-73,-100,-81,-81,-82,-79,-77,-78,-79,-79,-100,-100,-100,-100,-100,-81,-79,-86,-89,-86,-100,-87,-88,-87,-88,-87,-84,-85,-100,-82,-100,-100,-83,-87,-89,-87,-86,-90,-89,-91,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
-77,-63,-66,-64,-64,-64,-66,-65,-65,-77,-73,-73,-75,-81,-81,-82,-79,-77,-76,-78,-78,-100,-100,-100,-100,-80,-81,-80,-85,-87,-86,-100,-87,-88,-87,-88,-86,-83,-85,-100,-83,-85,-100,-83,-86,-89,-86,-87,-90,-89,-92,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-66,-100,-83,-86,-91,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
