b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:39:c2,38:17:c3:1f:01:82,38:17:c3:1f:01:81,38:17:c3:1f:01:80,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:e3,80:8d:b7:55:39:c1,80:8d:b7:55:39:d1,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:3a:41,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:3a:40,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,38:17:c3:19:d7:60,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:42,44:48:c1:a5:82:30,38:17:c3:1e:ff:00,44:48:c1:a5:82:32,44:48:c1:a5:82:31,20:a6:cd:50:24:a2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,00:4e:35:df:06:42,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,00:4e:35:df:06:41,38:17:c3:19:45:a1,80:8d:b7:55:3a:51,38:17:c3:19:45:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:b1,00:4e:35:df:06:52,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,20:a6:cd:50:24:b2,38:17:c3:19:45:b1,38:17:c3:19:55:50,b4:5d:50:e1:92:33,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:20,00:4e:35:df:06:40,80:8d:b7:55:39:c0,00:4e:35:df:06:50,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:de:e1:02,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,b4:5d:50:e1:92:20,38:17:c3:1f:09:93,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:23,b4:5d:50:e1:92:31,00:4e:35:de:e1:00,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:55:51,00:4e:35:de:e1:01,38:17:c3:19:55:52,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:21,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:08:50,00:4e:35:de:d7:51,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:55:41,00:4e:35:de:d7:50,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,68:ff:7b:e4:af:38,00:4e:35:de:d7:43,38:17:c3:1f:22:31,00:4e:35:df:0e:12,38:17:c3:1f:22:32,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:20,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:00,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:40,x,y,label
-50,-74,-100,-100,-100,-80,-78,-88,-86,-100,-83,-86,-85,-73,-100,-100,-100,-86,-87,-86,-100,-100,-79,-55,-79,-79,-100,-100,-100,-73,-100,-100,-100,-100,-73,-77,-88,-100,-75,-75,-74,-100,-73,-82,-100,-82,-82,-100,-100,-100,-100,-68,-69,-62,-100,-100,-60,-100,-68,-100,-100,-100,-65,-100,-65,-100,-100,-100,-100,-72,-100,-100,-100,-81,-63,-100,-65,-100,-100,-100,-100,-79,-100,-81,-81,-76,-77,-75,-100,-100,-100,-100,-77,-100,-100,-100,-100,-74,-100,-100,-71,-74,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-77,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-89,-88,-100,-100,-100,-89,-83,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27
-48,-100,-100,-100,-100,-80,-78,-79,-83,-84,-83,-86,-85,-74,-100,-100,-100,-85,-87,-86,-74,-74,-79,-55,-79,-79,-100,-100,-100,-70,-100,-100,-100,-100,-72,-75,-88,-100,-75,-74,-74,-100,-73,-82,-100,-82,-83,-100,-100,-100,-100,-68,-69,-61,-100,-100,-60,-100,-68,-100,-100,-100,-65,-100,-64,-100,-100,-100,-100,-73,-100,-100,-81,-81,-63,-73,-65,-91,-100,-100,-100,-100,-100,-78,-100,-76,-77,-74,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-67,-100,-77,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-88,-89,-89,-100,-100,-87,-89,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27
-35,-74,-83,-83,-83,-80,-79,-79,-83,-81,-100,-86,-100,-74,-100,-100,-100,-86,-87,-86,-75,-74,-79,-52,-79,-79,-100,-100,-100,-71,-100,-100,-100,-100,-73,-75,-100,-100,-75,-74,-75,-100,-71,-82,-100,-82,-83,-100,-100,-100,-100,-67,-66,-62,-100,-100,-63,-100,-66,-100,-100,-100,-65,-100,-64,-100,-100,-100,-100,-73,-100,-83,-81,-83,-62,-73,-64,-90,-100,-100,-100,-79,-100,-78,-79,-76,-77,-74,-100,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-68,-66,-67,-100,-77,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-88,-89,-87,-100,-84,-87,-100,-86,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27
-32,-74,-83,-83,-83,-80,-79,-100,-100,-81,-100,-86,-100,-100,-100,-100,-100,-86,-89,-86,-75,-74,-79,-51,-79,-79,-100,-100,-100,-71,-100,-100,-100,-100,-73,-74,-100,-100,-75,-74,-75,-85,-71,-82,-100,-82,-83,-100,-100,-100,-100,-67,-67,-62,-100,-100,-61,-100,-67,-100,-100,-100,-65,-100,-64,-100,-100,-100,-100,-73,-100,-83,-81,-83,-62,-100,-64,-90,-100,-100,-100,-79,-100,-78,-79,-78,-79,-73,-100,-100,-100,-100,-80,-100,-100,-100,-100,-72,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-86,-89,-87,-100,-84,-87,-87,-86,-86,-86,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27
-49,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-89,-89,-88,-81,-100,-79,-53,-79,-79,-100,-100,-100,-72,-91,-100,-100,-100,-72,-74,-100,-100,-74,-74,-75,-85,-71,-83,-100,-85,-84,-100,-100,-100,-100,-67,-67,-66,-100,-100,-65,-100,-67,-100,-100,-100,-65,-100,-64,-100,-100,-100,-100,-73,-100,-100,-81,-100,-100,-100,-65,-100,-100,-100,-100,-78,-100,-78,-77,-82,-81,-73,-100,-100,-100,-100,-82,-100,-100,-100,-100,-73,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-86,-89,-87,-100,-86,-87,-87,-86,-100,-86,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27
-37,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-85,-85,-85,-100,-86,-83,-61,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-60,-100,-100,-60,-100,-73,-100,-100,-100,-66,-100,-66,-100,-100,-100,-100,-63,-100,-82,-82,-100,-60,-86,-67,-90,-100,-100,-100,-69,-100,-100,-100,-76,-74,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-63,-74,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-34,-100,-100,-100,-100,-79,-100,-100,-83,-100,-84,-84,-84,-81,-100,-100,-100,-83,-84,-82,-100,-80,-83,-54,-83,-83,-100,-100,-100,-73,-100,-100,-100,-100,-73,-74,-100,-100,-74,-74,-75,-100,-72,-85,-100,-85,-85,-100,-100,-100,-100,-72,-73,-61,-100,-100,-60,-100,-73,-100,-100,-100,-66,-100,-67,-100,-100,-100,-100,-64,-100,-82,-82,-100,-60,-81,-66,-90,-100,-100,-100,-69,-100,-100,-100,-75,-74,-74,-82,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-63,-74,-64,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-85,-86,-86,-100,-100,-100,-100,-84,-86,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-33,-76,-100,-100,-84,-100,-100,-100,-83,-100,-84,-84,-84,-81,-100,-100,-100,-85,-84,-84,-100,-80,-84,-54,-86,-85,-100,-100,-100,-73,-100,-100,-100,-100,-74,-74,-100,-100,-74,-74,-75,-100,-74,-84,-100,-82,-85,-100,-100,-100,-100,-71,-71,-60,-100,-100,-60,-100,-71,-100,-100,-100,-66,-100,-67,-100,-100,-100,-100,-65,-100,-87,-86,-100,-59,-81,-67,-100,-100,-100,-100,-100,-100,-74,-100,-74,-74,-74,-82,-100,-100,-100,-74,-100,-100,-100,-100,-69,-100,-100,-65,-74,-65,-100,-100,-100,-100,-100,-100,-100,-100,-70,-67,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-85,-86,-87,-83,-83,-100,-100,-100,-86,-83,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-42,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-84,-85,-80,-100,-100,-100,-85,-84,-84,-100,-81,-84,-54,-86,-85,-100,-100,-100,-73,-90,-100,-100,-100,-74,-74,-100,-100,-73,-73,-73,-100,-72,-85,-100,-84,-85,-100,-100,-100,-100,-69,-69,-60,-100,-100,-62,-100,-69,-100,-100,-100,-64,-100,-64,-100,-100,-100,-100,-63,-100,-87,-86,-100,-61,-80,-63,-100,-100,-100,-100,-100,-100,-74,-100,-74,-75,-78,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-63,-78,-63,-100,-100,-100,-100,-100,-100,-100,-100,-70,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-85,-86,-86,-83,-83,-86,-89,-85,-100,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-34,-79,-100,-100,-100,-82,-82,-82,-85,-82,-100,-84,-85,-79,-100,-100,-100,-86,-84,-85,-100,-81,-80,-54,-80,-80,-100,-100,-100,-72,-90,-100,-100,-100,-73,-71,-100,-100,-70,-70,-69,-100,-73,-86,-100,-85,-85,-100,-100,-100,-100,-69,-70,-61,-100,-100,-63,-100,-69,-100,-100,-100,-60,-100,-60,-100,-100,-100,-100,-64,-100,-100,-100,-100,-64,-80,-59,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-78,-100,-100,-100,-100,-74,-100,-100,-100,-100,-77,-100,-100,-64,-78,-63,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-87,-86,-88,-100,-100,-86,-89,-85,-85,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-33,-100,-100,-100,-100,-82,-82,-82,-100,-82,-100,-85,-100,-79,-100,-100,-100,-84,-84,-85,-74,-79,-80,-58,-80,-80,-100,-100,-100,-72,-100,-100,-100,-100,-73,-71,-100,-100,-71,-71,-71,-100,-73,-86,-100,-85,-86,-100,-100,-100,-100,-73,-72,-60,-100,-100,-60,-100,-71,-100,-100,-100,-59,-100,-59,-100,-100,-100,-100,-67,-100,-100,-100,-100,-64,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-78,-88,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-66,-77,-67,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-87,-88,-88,-100,-100,-85,-88,-84,-85,-84,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-37,-78,-100,-100,-100,-83,-81,-100,-83,-82,-83,-85,-83,-100,-100,-100,-100,-84,-85,-85,-78,-100,-83,-52,-85,-84,-100,-100,-100,-100,-87,-88,-88,-90,-100,-100,-87,-100,-100,-100,-100,-100,-100,-83,-100,-83,-83,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-72,-100,-100,-100,-65,-100,-65,-100,-100,-100,-100,-66,-100,-100,-100,-100,-70,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-65,-82,-66,-100,-100,-100,-78,-100,-100,-100,-100,-62,-64,-64,-100,-100,-79,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-88,-87,-100,-100,-100,-90,-89,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-34,-71,-100,-100,-100,-81,-81,-81,-83,-82,-83,-85,-83,-100,-100,-100,-100,-86,-85,-85,-78,-100,-83,-52,-83,-83,-100,-100,-100,-69,-87,-86,-88,-90,-70,-70,-87,-100,-70,-70,-69,-100,-70,-82,-100,-83,-83,-100,-100,-100,-100,-72,-71,-69,-100,-100,-68,-100,-71,-100,-100,-100,-65,-100,-65,-100,-100,-100,-100,-66,-100,-100,-100,-100,-70,-100,-65,-100,-100,-100,-100,-70,-100,-70,-70,-77,-76,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-66,-82,-66,-100,-100,-100,-78,-100,-100,-100,-100,-68,-64,-68,-100,-79,-79,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-88,-87,-90,-88,-100,-90,-89,-100,-100,-90,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-33,-75,-100,-100,-80,-80,-81,-80,-83,-100,-100,-85,-100,-80,-100,-100,-100,-86,-87,-85,-71,-79,-84,-51,-86,-84,-100,-100,-100,-69,-87,-86,-100,-100,-70,-71,-87,-100,-71,-71,-71,-100,-70,-82,-100,-83,-82,-100,-100,-100,-100,-72,-72,-68,-100,-100,-67,-100,-72,-100,-100,-100,-63,-100,-62,-100,-100,-100,-100,-65,-100,-100,-100,-100,-67,-100,-64,-100,-100,-100,-100,-71,-100,-72,-72,-80,-78,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-78,-100,-100,-66,-80,-66,-100,-100,-100,-78,-100,-100,-100,-100,-65,-100,-68,-100,-79,-79,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-86,-90,-88,-100,-100,-100,-85,-85,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-46,-70,-100,-100,-80,-80,-81,-80,-87,-83,-100,-86,-86,-81,-100,-100,-100,-86,-86,-85,-73,-80,-84,-52,-86,-84,-100,-100,-100,-69,-87,-86,-87,-100,-69,-71,-87,-88,-71,-71,-71,-100,-69,-82,-100,-83,-82,-100,-100,-100,-100,-73,-73,-68,-100,-100,-67,-100,-74,-100,-100,-100,-63,-100,-63,-100,-100,-100,-100,-61,-100,-84,-100,-100,-67,-100,-64,-100,-100,-100,-100,-74,-100,-73,-74,-77,-78,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-78,-100,-100,-62,-78,-62,-100,-100,-100,-78,-100,-100,-100,-100,-66,-66,-66,-100,-78,-77,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-39,-74,-78,-78,-78,-81,-100,-100,-83,-82,-85,-85,-86,-81,-100,-100,-100,-85,-85,-85,-73,-80,-84,-52,-84,-84,-100,-100,-100,-69,-87,-86,-87,-100,-69,-71,-87,-88,-71,-71,-70,-100,-69,-83,-100,-83,-83,-100,-100,-100,-100,-71,-72,-67,-100,-100,-66,-100,-71,-100,-100,-100,-63,-100,-63,-100,-100,-100,-100,-63,-100,-84,-84,-84,-66,-100,-64,-100,-100,-100,-100,-74,-100,-73,-74,-77,-77,-79,-100,-100,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-63,-78,-65,-100,-100,-100,-77,-100,-100,-100,-100,-66,-66,-67,-100,-78,-77,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-35,-100,-78,-78,-78,-81,-80,-82,-83,-79,-84,-85,-84,-81,-100,-100,-100,-85,-85,-85,-100,-100,-84,-52,-84,-84,-100,-100,-100,-69,-100,-87,-100,-100,-69,-71,-87,-100,-71,-70,-70,-100,-69,-83,-100,-82,-83,-100,-100,-100,-100,-71,-72,-67,-100,-100,-66,-100,-71,-100,-100,-100,-66,-100,-66,-100,-100,-100,-100,-64,-100,-84,-84,-84,-66,-100,-67,-100,-100,-100,-100,-71,-100,-72,-71,-75,-75,-79,-100,-100,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-64,-76,-65,-100,-100,-100,-77,-100,-100,-100,-100,-64,-64,-63,-100,-100,-77,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-28,-76,-100,-100,-100,-100,-100,-100,-84,-100,-84,-85,-86,-100,-100,-100,-100,-84,-85,-86,-100,-100,-81,-65,-81,-80,-100,-100,-100,-100,-89,-100,-100,-100,-75,-74,-100,-100,-75,-75,-100,-100,-75,-88,-100,-86,-86,-100,-100,-100,-100,-75,-75,-63,-100,-100,-63,-100,-76,-100,-100,-100,-64,-100,-63,-100,-100,-100,-100,-67,-100,-100,-100,-100,-61,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-77,-100,-100,-100,-100,-75,-100,-100,-100,-100,-77,-100,-100,-68,-77,-68,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-86,-85,-87,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-47,-74,-75,-75,-75,-100,-100,-100,-84,-84,-84,-85,-86,-100,-100,-100,-100,-84,-85,-85,-100,-100,-79,-63,-80,-80,-100,-100,-100,-100,-89,-100,-100,-100,-75,-74,-100,-100,-75,-75,-100,-100,-75,-85,-100,-85,-85,-100,-100,-100,-100,-74,-74,-62,-100,-100,-62,-100,-75,-100,-100,-100,-61,-100,-61,-100,-100,-100,-100,-67,-100,-85,-84,-100,-61,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-67,-76,-67,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-85,-85,-86,-87,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-43,-100,-75,-75,-75,-82,-84,-83,-100,-82,-100,-85,-85,-79,-100,-100,-100,-84,-85,-85,-100,-100,-79,-66,-79,-80,-100,-100,-100,-76,-100,-100,-100,-100,-76,-76,-100,-100,-75,-76,-77,-100,-77,-85,-100,-85,-85,-100,-100,-100,-100,-74,-74,-63,-100,-100,-63,-100,-75,-100,-100,-100,-63,-100,-62,-100,-100,-100,-100,-67,-100,-85,-84,-100,-63,-78,-63,-100,-100,-100,-100,-100,-100,-100,-79,-77,-76,-79,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-67,-78,-67,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-72,-100,-100,-81,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-85,-85,-86,-87,-88,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-47,-77,-100,-100,-100,-82,-84,-83,-100,-82,-100,-86,-85,-78,-100,-100,-100,-85,-87,-86,-80,-78,-80,-63,-79,-80,-100,-100,-100,-76,-90,-100,-100,-100,-76,-72,-100,-100,-72,-72,-72,-100,-77,-88,-100,-87,-88,-100,-100,-100,-100,-77,-78,-62,-100,-100,-63,-100,-77,-100,-100,-100,-62,-100,-63,-100,-100,-100,-100,-67,-100,-100,-84,-100,-62,-78,-63,-100,-100,-100,-100,-81,-100,-81,-79,-73,-74,-77,-100,-100,-100,-100,-74,-100,-100,-100,-100,-79,-100,-100,-67,-78,-67,-100,-100,-100,-79,-100,-100,-100,-100,-70,-70,-72,-100,-80,-79,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-88,-100,-91,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-34,-81,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-76,-100,-100,-100,-86,-87,-87,-77,-77,-83,-59,-83,-82,-100,-100,-100,-76,-86,-87,-100,-100,-76,-75,-100,-100,-75,-76,-76,-100,-77,-90,-100,-87,-88,-100,-100,-100,-100,-74,-74,-62,-100,-100,-62,-100,-73,-100,-100,-100,-62,-100,-63,-100,-100,-100,-100,-67,-100,-100,-100,-100,-62,-78,-63,-100,-100,-100,-100,-81,-100,-81,-79,-76,-75,-76,-100,-100,-100,-100,-75,-100,-100,-100,-100,-78,-100,-100,-67,-78,-66,-100,-100,-100,-82,-100,-100,-100,-100,-66,-66,-67,-100,-80,-79,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-86,-85,-86,-100,-100,-100,-91,-100,-80,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-31,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-76,-100,-100,-100,-86,-87,-87,-77,-77,-83,-63,-83,-83,-100,-100,-100,-76,-86,-87,-100,-100,-76,-75,-85,-100,-74,-74,-75,-100,-77,-90,-100,-100,-100,-100,-100,-100,-100,-75,-76,-62,-100,-100,-62,-100,-75,-100,-100,-100,-63,-100,-63,-100,-100,-100,-100,-67,-100,-100,-100,-100,-62,-100,-63,-100,-100,-100,-100,-78,-100,-77,-79,-75,-72,-76,-100,-100,-100,-100,-75,-100,-100,-100,-100,-84,-100,-100,-67,-84,-66,-100,-100,-100,-82,-100,-100,-100,-100,-67,-67,-67,-100,-79,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-86,-85,-86,-100,-84,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
