60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:a0,38:17:c3:1f:00:a2,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,9c:d6:43:60:92:e0,44:48:c1:91:d0:01,44:48:c1:91:d0:00,b4:5d:50:e1:96:43,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,44:48:c1:91:d0:14,44:48:c1:91:d0:11,44:48:c1:91:d0:12,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,38:17:c3:1f:14:00,b4:5d:50:e1:96:41,44:48:c1:91:d0:10,b4:5d:50:e1:96:52,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:09:80,38:17:c3:1f:09:81,44:48:c1:91:95:a1,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,44:48:c1:91:95:a2,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:14:10,20:a6:cd:42:0a:d3,a8:bd:27:4c:aa:83,38:17:c3:24:47:52,44:48:c1:91:95:a3,38:17:c3:24:47:51,38:17:c3:24:47:50,38:17:c3:1f:19:d1,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,38:17:c3:1f:09:91,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:19:d2,38:17:c3:19:45:b2,38:17:c3:19:45:b1,72:32:b1:3e:1a:b8,38:17:c3:1f:14:02,38:17:c3:1f:14:01,44:48:c1:91:95:a0,a8:bd:27:4c:aa:92,20:a6:cd:42:13:f2,20:a6:cd:42:13:f0,20:a6:cd:42:13:f1,38:17:c3:19:45:a1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,38:17:c3:19:45:a0,44:48:c1:91:95:b1,44:48:c1:91:95:b0,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a2,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:36:30,80:8d:b7:55:25:e3,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:35:02,80:8d:b7:55:35:00,66:2a:2f:53:7c:99,80:8d:b7:55:35:12,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:01,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,38:17:c3:19:71:82,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,20:a6:cd:50:24:a2,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:11,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:29:d0,38:17:c3:1e:ff:10,20:a6:cd:50:24:a1,68:ff:7b:e4:af:39,80:8d:b7:55:29:c1,68:ff:7b:e4:af:38,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,00:4e:35:df:06:40,38:17:c3:1f:22:30,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,20:a6:cd:50:24:a0,00:4e:35:df:06:52,00:4e:35:df:06:41,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c2,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,x,y,label
-100,-100,-100,-64,-65,-64,-64,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-68,-100,-81,-72,-69,-68,-68,-81,-77,-78,-80,-77,-76,-78,-77,-77,-100,-100,-86,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-100,-100,-88,-66,-66,-66,-65,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-83,-84,-100,-100,-85,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-72,-73,-78,-69,-72,-72,-72,-77,-76,-76,-78,-100,-79,-78,-76,-77,-100,-83,-100,-100,-87,-100,-100,-90,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-88,-67,-68,-67,-66,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-82,-100,-100,-85,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-73,-100,-100,-62,-73,-78,-69,-71,-70,-72,-77,-76,-75,-78,-77,-79,-78,-76,-75,-100,-84,-100,-100,-87,-100,-100,-90,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-88,-67,-68,-68,-65,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-76,-74,-80,-69,-71,-71,-72,-80,-75,-75,-79,-82,-78,-78,-76,-75,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-87,-100,-100,-69,-68,-70,-65,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-75,-74,-80,-69,-72,-72,-72,-80,-75,-75,-80,-82,-78,-78,-75,-75,-100,-86,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-85,-100,-100,-70,-68,-70,-64,-64,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-80,-67,-72,-71,-71,-79,-73,-73,-78,-100,-100,-78,-73,-73,-100,-86,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-85,-100,-100,-69,-70,-70,-64,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-63,-76,-81,-67,-72,-70,-71,-80,-73,-74,-80,-78,-78,-78,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-88,-100,-100,-71,-71,-71,-71,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-79,-63,-69,-69,-69,-80,-76,-76,-80,-72,-72,-72,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-88,-100,-100,-71,-70,-71,-72,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-100,-100,-65,-75,-79,-64,-69,-69,-69,-80,-76,-75,-80,-72,-72,-72,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-88,-100,-100,-70,-70,-71,-70,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-100,-100,-60,-75,-79,-64,-69,-69,-68,-79,-75,-75,-78,-72,-72,-72,-76,-75,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-86,-87,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-89,-100,-100,-70,-70,-71,-70,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-78,-78,-88,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-63,-78,-78,-65,-69,-69,-68,-77,-75,-75,-78,-74,-72,-100,-76,-75,-100,-86,-90,-100,-100,-100,-100,-90,-100,-100,-90,-89,-86,-87,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-89,-100,-100,-70,-70,-68,-70,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-88,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-63,-78,-78,-65,-69,-69,-70,-78,-79,-80,-78,-74,-73,-74,-79,-79,-100,-100,-88,-88,-100,-100,-100,-90,-88,-100,-90,-90,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-70,-70,-68,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-64,-78,-78,-65,-69,-69,-70,-78,-79,-80,-78,-74,-73,-74,-79,-79,-100,-100,-88,-88,-100,-100,-100,-100,-88,-100,-91,-91,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-90,-100,-100,-72,-72,-73,-69,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-81,-82,-89,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-76,-100,-100,-62,-74,-77,-67,-69,-70,-69,-78,-77,-78,-78,-71,-71,-70,-77,-78,-100,-100,-84,-84,-79,-80,-84,-91,-83,-100,-89,-90,-87,-100,-88,-100,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-72,-72,-73,-68,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-62,-74,-74,-71,-70,-71,-69,-74,-78,-78,-73,-74,-73,-73,-78,-78,-100,-83,-84,-84,-79,-80,-84,-100,-83,-87,-89,-89,-100,-100,-88,-100,-82,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-88,-100,-100,-72,-71,-73,-67,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-61,-75,-73,-70,-70,-71,-69,-73,-74,-74,-73,-69,-69,-69,-74,-74,-100,-83,-87,-86,-100,-100,-86,-85,-100,-87,-89,-90,-84,-100,-100,-100,-82,-100,-87,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-88,-100,-100,-75,-75,-76,-66,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-62,-75,-72,-76,-70,-100,-70,-71,-75,-74,-72,-69,-69,-69,-74,-74,-100,-100,-84,-86,-100,-86,-86,-87,-86,-87,-89,-89,-84,-100,-88,-90,-100,-100,-86,-88,-84,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-72,-74,-73,-65,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-85,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-74,-73,-71,-100,-70,-73,-80,-81,-72,-70,-69,-69,-79,-81,-100,-81,-88,-88,-100,-86,-100,-86,-86,-87,-89,-90,-84,-100,-88,-90,-100,-100,-89,-88,-84,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-72,-72,-71,-65,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-75,-100,-100,-62,-100,-74,-70,-71,-100,-70,-74,-76,-76,-73,-70,-69,-70,-75,-76,-100,-84,-87,-88,-89,-89,-100,-86,-86,-90,-94,-91,-100,-100,-100,-100,-88,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-80,-80,-100,-100,-87,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-73,-100,-100,-66,-74,-74,-100,-100,-100,-100,-74,-100,-100,-74,-75,-76,-76,-100,-100,-100,-82,-100,-100,-82,-83,-100,-88,-100,-90,-88,-87,-100,-100,-80,-87,-83,-100,-100,-89,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-86,-100,-100,-71,-71,-70,-65,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-78,-78,-100,-100,-87,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-73,-100,-100,-67,-74,-74,-100,-81,-79,-79,-74,-84,-85,-74,-71,-72,-72,-84,-85,-100,-82,-88,-87,-83,-83,-100,-88,-88,-90,-90,-88,-100,-100,-78,-87,-83,-100,-100,-89,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-86,-100,-100,-71,-71,-70,-65,-65,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-81,-86,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-73,-100,-100,-65,-74,-73,-100,-81,-79,-78,-73,-85,-85,-73,-68,-68,-68,-86,-85,-100,-82,-88,-88,-83,-100,-89,-89,-88,-89,-89,-89,-85,-88,-78,-100,-83,-100,-100,-100,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-88,-100,-100,-71,-70,-71,-65,-65,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-81,-81,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-73,-74,-79,-79,-78,-73,-84,-84,-73,-68,-68,-69,-85,-84,-100,-82,-88,-88,-84,-100,-89,-89,-100,-89,-89,-89,-85,-88,-79,-91,-100,-100,-88,-90,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
