ea:9e:b4:53:24:54,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:35:12,80:8d:b7:55:35:03,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:00,38:17:c3:1f:01:82,b0:be:76:f8:30:5e,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:39:d1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:25:e1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:d2,38:17:c3:19:d7:62,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:61,38:17:c3:19:d7:71,38:17:c3:19:d7:70,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,00:4e:35:df:06:40,38:17:c3:1e:ff:01,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,38:17:c3:1e:ff:00,44:48:c1:a5:82:22,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:1e:ff:12,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:1e:ff:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:80,38:17:c3:1f:01:92,38:17:c3:1f:01:91,38:17:c3:1f:01:90,44:48:c1:a5:82:21,44:48:c1:a5:82:20,00:4e:35:df:06:41,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,38:17:c3:1f:01:81,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,b4:5d:50:e1:92:23,38:17:c3:19:45:b1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,72:32:b1:3e:1a:b7,00:4e:35:de:e1:12,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:45:b2,38:17:c3:19:55:50,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,00:4e:35:de:e1:02,60:32:b1:3e:1a:b7,b4:5d:50:e1:92:31,38:17:c3:19:55:52,b4:5d:50:e1:92:33,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:10,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:19:55:51,44:48:c1:91:95:b1,44:48:c1:91:95:b0,b4:5d:50:e1:92:20,00:4e:35:de:e1:01,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:08:50,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:50,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,38:17:c3:19:71:91,38:17:c3:1f:22:32,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:bd:30,38:17:c3:1f:08:51,00:4e:35:df:0e:12,38:17:c3:1f:08:52,38:17:c3:19:71:92,00:4e:35:df:0e:10,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:31,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:19:71:81,00:4e:35:de:d7:43,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-90,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-90,-100,-100,-100,-54,-61,-61,-61,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,374.6,799.6000000000007,50
-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-49,-59,-57,-59,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-37,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-75,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-49,-59,-57,-59,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-74,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-89,-100,-100,-100,-58,-59,-60,-61,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-74,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-88,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-89,-100,-100,-90,-61,-59,-61,-60,-61,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-88,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-61,-100,-90,-100,-100,-90,-61,-58,-59,-59,-61,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-89,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-64,-100,-90,-100,-100,-100,-63,-58,-57,-58,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-90,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-55,-63,-63,-62,-54,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-90,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-58,-61,-61,-61,-58,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-89,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-58,-100,-100,-100,-100,-100,-58,-65,-65,-65,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-100,-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-89,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-60,-100,-100,-100,-100,-100,-61,-65,-65,-65,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-80,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-88,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-61,-65,-65,-65,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-88,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-61,-100,-66,-65,-61,-100,-100,-86,-86,-82,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-100,-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-90,-100,-100,-100,-61,-67,-68,-68,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-82,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-89,-100,-100,-100,-60,-67,-67,-68,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-78,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-89,-100,-100,-100,-60,-67,-67,-68,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-88,-100,-100,-100,-60,-67,-67,-66,-60,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-81,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-88,-100,-100,-100,-61,-67,-67,-66,-61,-100,-100,-82,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-81,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-60,-67,-67,-66,-60,-100,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-88,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-86,-100,-100,-100,-60,-61,-61,-62,-59,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54
-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-85,-100,-100,-100,-60,-61,-60,-62,-61,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54
-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-88,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-85,-100,-100,-87,-60,-61,-60,-61,-61,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54
-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-89,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-85,-100,-100,-87,-61,-61,-61,-61,-61,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-85,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54
