ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:00,38:17:c3:1f:01:82,38:17:c3:1f:01:80,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:39:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:35:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d0,80:8d:b7:55:35:01,80:8d:b7:55:35:00,38:17:c3:1f:01:91,38:17:c3:1f:01:90,80:8d:b7:55:25:e3,38:17:c3:1f:01:92,44:48:c1:a5:82:21,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,44:48:c1:a5:82:20,38:17:c3:19:d7:62,b0:be:76:f8:30:5e,80:8d:b7:55:25:f1,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:19:d7:72,80:8d:b7:55:3a:42,38:17:c3:19:d7:71,38:17:c3:19:d7:70,00:4e:35:df:06:40,80:8d:b7:55:3a:52,44:48:c1:a5:82:32,44:48:c1:a5:82:30,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,20:a6:cd:50:24:a2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,00:4e:35:df:06:50,44:48:c1:a5:82:31,00:4e:35:df:06:51,20:a6:cd:50:24:a0,60:32:b1:3e:1a:b8,00:4e:35:df:06:42,38:17:c3:19:45:b0,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1f:01:81,44:48:c1:a5:82:22,38:17:c3:19:d7:60,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b7,66:2a:2f:53:7c:99,38:17:c3:1e:ff:00,00:4e:35:df:06:41,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:de:e1:12,72:32:b1:3e:1a:b8,38:17:c3:1e:ff:02,68:ff:7b:e4:af:39,38:17:c3:1e:ff:01,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:55:51,38:17:c3:19:55:50,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:22:30,b4:5d:50:e1:92:33,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,b4:5d:50:e1:92:32,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,b4:5d:50:e1:92:22,38:17:c3:19:55:52,00:4e:35:de:e1:00,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:02,38:17:c3:1f:08:50,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:de:e1:01,00:4e:35:de:d7:53,44:48:c1:91:95:b3,38:17:c3:1f:22:20,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,38:17:c3:1f:22:32,68:ff:7b:e4:af:38,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:71:90,a8:bd:27:4c:bd:30,00:4e:35:de:d7:43,00:4e:35:df:0e:12,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:40,00:4e:35:de:d7:42,38:17:c3:1f:22:31,00:4e:35:de:d7:41,38:17:c3:19:71:91,38:17:c3:19:71:92,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,38:17:c3:24:4f:01,00:4e:35:df:27:12,00:4e:35:df:27:10,x,y,label
-100,-85,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-87,-86,-87,-100,-100,-100,-40,-87,-100,-100,-78,-78,-100,-100,-100,-100,-70,-76,-100,-100,-100,-100,-100,-74,-100,-74,-77,-74,-100,-75,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-84,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-79,-100,-76,-76,-76,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-70,-70,-69,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-78,-85,-100,-90,-85,-100,-86,-100,-100,-100,-100,-100,-89,-100,-86,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-83,-81,-83,-100,-100,-100,-40,-83,-100,-100,-80,-100,-100,-79,-100,-100,-68,-79,-100,-100,-100,-100,-100,-72,-100,-78,-79,-71,-100,-72,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-86,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-81,-100,-76,-76,-76,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-76,-100,-100,-100,-100,-100,-76,-100,-78,-77,-76,-100,-76,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-86,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-84,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-74,-74,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-90,-100,-100,-100,-100,-84,-100,-100,-88,-100,-88,-100,-100,-100,-57,-87,-100,-100,-100,-100,-100,-84,-100,-100,-72,-77,-100,-100,-100,-100,-100,-76,-100,-77,-77,-74,-100,-75,-100,-100,-71,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-86,-100,-100,-86,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-80,-100,-71,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-75,-75,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-84,-100,-100,-88,-100,-89,-100,-100,-100,-56,-87,-100,-100,-100,-100,-100,-84,-100,-100,-100,-78,-100,-100,-100,-100,-100,-73,-100,-79,-78,-73,-100,-73,-100,-100,-100,-100,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-81,-100,-100,-73,-72,-88,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-82,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-89,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-100,-100,-100,-57,-86,-100,-100,-100,-84,-100,-83,-100,-100,-74,-75,-100,-100,-100,-100,-100,-74,-100,-75,-75,-74,-100,-73,-100,-100,-73,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-74,-100,-100,-85,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-80,-100,-100,-73,-70,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-78,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-89,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-57,-87,-100,-100,-81,-82,-100,-83,-100,-100,-73,-76,-100,-100,-100,-100,-100,-78,-100,-78,-77,-76,-100,-77,-100,-100,-73,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-73,-100,-100,-86,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-82,-85,-71,-71,-70,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-57,-87,-100,-100,-84,-85,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-78,-100,-73,-73,-80,-100,-78,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-73,-100,-100,-88,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-82,-86,-71,-72,-72,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-75,-75,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-100,-100,-100,-42,-87,-100,-100,-79,-77,-100,-79,-100,-100,-76,-77,-100,-100,-100,-100,-100,-78,-100,-76,-77,-76,-100,-77,-100,-100,-74,-100,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-76,-76,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-91,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-90,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-85,-84,-85,-100,-100,-100,-42,-83,-100,-100,-77,-77,-100,-78,-100,-100,-76,-80,-100,-100,-100,-100,-100,-75,-100,-80,-80,-75,-100,-75,-100,-100,-74,-100,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-87,-100,-100,-84,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-83,-100,-76,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-70,-71,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-92,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-91,-100,-100,-46,-85,-100,-100,-77,-77,-100,-78,-100,-100,-71,-80,-100,-100,-100,-100,-100,-75,-100,-80,-80,-75,-100,-76,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-87,-100,-100,-84,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-83,-100,-76,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-71,-70,-70,-89,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-89,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-90,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-84,-85,-85,-91,-100,-100,-42,-85,-100,-100,-100,-100,-100,-100,-100,-100,-74,-83,-100,-100,-100,-100,-100,-81,-100,-83,-83,-83,-100,-80,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-83,-84,-76,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-70,-70,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-90,-90,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-83,-84,-84,-100,-100,-100,-46,-83,-100,-100,-80,-100,-100,-79,-100,-100,-74,-84,-100,-91,-100,-100,-100,-77,-100,-84,-85,-77,-100,-76,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-87,-100,-100,-83,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-83,-84,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-68,-68,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-84,-100,-100,-100,-47,-83,-100,-100,-81,-100,-100,-80,-100,-100,-82,-78,-100,-91,-100,-100,-100,-77,-100,-78,-77,-77,-100,-76,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-87,-100,-100,-83,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-84,-100,-78,-76,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-69,-69,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-100,-100,-100,-43,-84,-100,-100,-82,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-77,-100,-82,-81,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-90,-100,-100,-100,-90,-90,-100,-100,-100,-100,-86,-100,-100,-87,-86,-86,-100,-100,-100,-51,-84,-100,-100,-83,-100,-100,-81,-100,-100,-72,-78,-100,-100,-100,-100,-100,-76,-100,-78,-79,-74,-100,-75,-100,-100,-72,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-92,-100,-72,-100,-100,-87,-100,-100,-83,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-66,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-89,-100,-100,-100,-90,-88,-100,-100,-100,-100,-86,-100,-100,-87,-100,-100,-100,-100,-100,-55,-100,-100,-100,-82,-81,-100,-83,-100,-100,-72,-75,-100,-100,-100,-100,-100,-76,-100,-75,-76,-77,-100,-76,-100,-100,-72,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-72,-100,-100,-89,-100,-100,-83,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-81,-86,-100,-100,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-89,-100,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-51,-100,-100,-100,-81,-81,-100,-80,-100,-100,-74,-79,-100,-100,-100,-100,-100,-76,-100,-78,-79,-75,-100,-76,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-72,-100,-100,-89,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-64,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-89,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-52,-87,-100,-100,-81,-81,-100,-80,-100,-100,-74,-79,-100,-100,-100,-100,-100,-75,-100,-78,-79,-73,-100,-75,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-73,-100,-100,-89,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-71,-71,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-56,-87,-100,-100,-100,-100,-100,-86,-100,-100,-74,-72,-100,-100,-100,-100,-100,-76,-100,-72,-71,-75,-100,-75,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-73,-100,-100,-89,-100,-100,-84,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-81,-100,-79,-100,-79,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-72,-72,-88,-87,-100,-100,-100,-100,-100,-87,-87,-100,-100,-77,-89,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-85,-100,-100,-83,-100,-100,-79,-82,-100,-100,-100,-100,-100,-77,-100,-81,-82,-78,-100,-78,-100,-100,-81,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-92,-100,-80,-100,-100,-89,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-81,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-63,-63,-90,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-80,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38
-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-80,-80,-76,-100,-77,-100,-100,-81,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-89,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-62,-61,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-87,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-87,-100,-100,-84,-80,-100,-100,-100,-100,-100,-80,-100,-80,-87,-80,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-83,-100,-100,-91,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-62,-61,-85,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38
