b0:be:76:f8:30:5e,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,00:4e:35:df:06:50,b8:27:eb:9f:6b:77,80:8d:b7:55:3a:41,ea:9e:b4:53:24:54,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,80:8d:b7:55:35:11,44:48:c1:a5:82:31,80:8d:b7:55:35:01,80:8d:b7:55:3a:50,00:4e:35:df:06:52,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,44:48:c1:a5:82:30,44:48:c1:a5:82:20,66:2a:2f:53:7c:99,80:8d:b7:55:35:03,38:17:c3:1f:0e:10,80:8d:b7:55:35:00,44:48:c1:a5:82:22,44:48:c1:a5:82:21,80:8d:b7:55:35:12,38:17:c3:1f:0e:00,38:17:c3:1f:22:30,38:17:c3:19:71:90,80:8d:b7:55:35:13,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:02,80:8d:b7:55:25:f2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:22:32,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:f0,38:17:c3:1f:01:90,38:17:c3:1e:ff:10,38:17:c3:19:d7:60,38:17:c3:19:45:b0,38:17:c3:1e:ff:00,00:4e:35:df:06:51,20:a6:cd:50:24:b2,b4:5d:50:e1:92:33,20:a6:cd:50:24:b1,b4:5d:50:e1:92:23,b4:5d:50:e1:92:22,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:e3,38:17:c3:1f:01:80,20:a6:cd:50:24:b0,b4:5d:50:e1:92:21,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:39:c1,80:8d:b7:55:3a:42,b4:5d:50:e1:92:32,38:17:c3:19:55:51,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:30,38:17:c3:19:55:52,38:17:c3:1f:09:83,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,80:8d:b7:55:3a:40,b4:5d:50:e1:92:31,38:17:c3:19:55:50,80:8d:b7:55:39:c2,68:ff:7b:e4:af:39,00:4e:35:de:e1:12,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:01,38:17:c3:1f:09:93,38:17:c3:19:71:91,38:17:c3:1f:09:90,80:8d:b7:55:25:e2,38:17:c3:1e:ff:02,38:17:c3:19:71:92,38:17:c3:1f:09:91,b4:5d:50:e1:96:43,80:8d:b7:55:25:e0,60:32:b1:3e:1a:b7,38:17:c3:19:45:a2,38:17:c3:19:45:a1,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,38:17:c3:19:55:41,38:17:c3:19:55:42,20:a6:cd:50:24:a0,38:17:c3:19:45:a0,72:32:b1:3e:1a:b7,68:ff:7b:e4:af:38,00:4e:35:de:e1:10,38:17:c3:19:55:40,00:4e:35:df:06:42,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:1f:22:31,00:4e:35:de:e1:11,b4:5d:50:e1:92:20,00:4e:35:de:e1:00,38:17:c3:1f:09:92,38:17:c3:1f:00:b0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:1f:08:50,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,44:48:c1:91:95:b3,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,38:17:c3:1f:08:52,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:08:51,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:22:22,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:1f:08:42,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:df:0e:12,00:4e:35:de:d7:50,00:4e:35:de:d7:51,00:4e:35:de:d7:42,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:de:d7:43,38:17:c3:19:36:31,00:4e:35:de:d7:41,38:17:c3:19:36:30,00:4e:35:de:d7:40,38:17:c3:19:36:32,a8:bd:27:4c:bd:22,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:1b:08:b0,38:17:c3:24:4f:10,00:4e:35:df:27:02,38:17:c3:24:4f:12,38:17:c3:24:4f:11,00:4e:35:df:27:01,38:17:c3:1b:08:b1,00:4e:35:df:27:00,38:17:c3:24:58:a1,38:17:c3:24:4f:01,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:00,38:17:c3:24:4f:02,38:17:c3:1b:08:b2,x,y,label
-50,-72,-72,-67,-28,-73,-76,-83,-100,-80,-80,-86,-84,-86,-100,-72,-65,-80,-83,-86,-100,-100,-87,-90,-100,-100,-89,-84,-100,-100,-100,-85,-88,-90,-100,-100,-100,-79,-100,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-74,-100,-72,-100,-100,-72,-100,-85,-100,-74,-100,-72,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-76,-72,-72,-74,-72,-81,-82,-100,-76,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-50,-71,-71,-64,-30,-76,-76,-81,-100,-81,-80,-85,-84,-86,-100,-71,-64,-81,-83,-85,-86,-77,-87,-100,-100,-89,-88,-84,-100,-100,-100,-85,-100,-100,-100,-100,-100,-79,-100,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-76,-100,-70,-100,-100,-70,-100,-84,-100,-76,-100,-71,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-77,-69,-78,-79,-72,-80,-80,-100,-76,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-46,-100,-100,-65,-27,-100,-85,-89,-100,-81,-81,-84,-100,-85,-100,-100,-65,-81,-83,-85,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-87,-86,-100,-83,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-77,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-80,-78,-73,-74,-73,-81,-81,-100,-80,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-65,-100,-87,-100,-100,-88,-100,-100,-100,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-44,-76,-75,-69,-30,-100,-85,-89,-100,-81,-82,-86,-84,-85,-100,-76,-69,-81,-85,-86,-86,-89,-91,-87,-100,-100,-85,-84,-100,-100,-100,-85,-87,-88,-87,-86,-100,-83,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-75,-100,-100,-76,-100,-100,-83,-100,-100,-75,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-78,-76,-73,-74,-73,-81,-81,-100,-79,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-65,-100,-86,-100,-100,-86,-100,-100,-100,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-46,-74,-74,-66,-29,-100,-100,-80,-100,-81,-80,-85,-87,-85,-100,-74,-66,-81,-85,-85,-85,-91,-91,-87,-100,-85,-85,-85,-100,-100,-100,-85,-87,-88,-100,-100,-100,-81,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-76,-100,-100,-75,-100,-100,-82,-100,-100,-75,-82,-90,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-78,-74,-74,-74,-74,-100,-100,-100,-78,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-65,-100,-85,-100,-100,-86,-100,-100,-100,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-45,-75,-75,-66,-29,-83,-81,-86,-100,-82,-83,-83,-87,-83,-100,-75,-66,-82,-87,-82,-85,-81,-88,-88,-100,-86,-86,-85,-100,-100,-100,-86,-89,-89,-100,-100,-100,-81,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-77,-100,-100,-77,-100,-100,-83,-83,-100,-77,-82,-84,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-77,-75,-73,-74,-74,-80,-81,-100,-77,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-64,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-46,-77,-76,-72,-29,-80,-81,-84,-100,-82,-83,-84,-87,-85,-100,-77,-72,-82,-87,-84,-87,-92,-88,-88,-100,-86,-86,-100,-100,-100,-100,-87,-89,-89,-100,-100,-100,-81,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-100,-74,-100,-100,-74,-100,-100,-84,-81,-100,-74,-82,-82,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-76,-77,-75,-74,-75,-81,-81,-100,-75,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-65,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-46,-77,-77,-68,-28,-80,-81,-87,-100,-83,-83,-84,-87,-84,-100,-78,-68,-83,-86,-85,-86,-89,-100,-100,-100,-86,-87,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-82,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-76,-100,-100,-76,-100,-100,-81,-81,-100,-76,-82,-83,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-77,-76,-72,-72,-72,-81,-81,-100,-75,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-64,-100,-87,-100,-100,-88,-100,-100,-100,-100,-87,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-51,-78,-77,-69,-28,-79,-100,-80,-100,-84,-84,-86,-88,-85,-100,-78,-69,-84,-87,-86,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-72,-100,-100,-72,-100,-100,-100,-80,-100,-72,-100,-89,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-84,-100,-76,-76,-76,-81,-78,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-75,-100,-86,-100,-100,-86,-100,-100,-100,-100,-86,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-51,-74,-74,-67,-29,-82,-100,-83,-100,-88,-88,-86,-88,-91,-100,-74,-67,-87,-86,-89,-100,-89,-100,-100,-100,-100,-100,-87,-84,-100,-100,-86,-100,-100,-100,-100,-100,-81,-100,-100,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-70,-100,-100,-70,-100,-100,-100,-80,-100,-70,-87,-89,-80,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-81,-80,-71,-71,-71,-83,-83,-100,-80,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-75,-88,-84,-100,-100,-84,-100,-100,-100,-100,-86,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-52,-73,-73,-67,-27,-79,-100,-81,-100,-84,-83,-87,-100,-88,-100,-74,-67,-84,-86,-87,-100,-92,-100,-86,-100,-100,-100,-87,-84,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-77,-100,-100,-87,-78,-100,-78,-87,-100,-83,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-76,-78,-100,-100,-100,-100,-83,-77,-71,-69,-70,-82,-82,-100,-83,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-76,-88,-86,-100,-100,-86,-100,-100,-100,-100,-86,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-53,-75,-76,-68,-26,-79,-100,-81,-100,-83,-82,-88,-87,-89,-100,-75,-67,-82,-87,-89,-100,-92,-100,-87,-100,-100,-100,-89,-100,-100,-100,-88,-86,-86,-86,-86,-100,-84,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-80,-100,-100,-78,-100,-100,-87,-78,-100,-79,-87,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-81,-100,-100,-100,-100,-78,-77,-71,-71,-72,-81,-81,-100,-79,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-76,-100,-86,-100,-100,-88,-100,-100,-100,-100,-86,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-54,-76,-77,-65,-27,-79,-83,-80,-100,-86,-86,-88,-87,-88,-100,-77,-64,-85,-87,-88,-100,-92,-100,-88,-100,-100,-100,-89,-100,-100,-100,-87,-86,-88,-86,-86,-100,-83,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-74,-100,-100,-74,-100,-100,-87,-81,-100,-73,-87,-89,-81,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-81,-77,-72,-72,-71,-83,-83,-100,-82,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-54,-76,-76,-66,-28,-79,-83,-81,-100,-86,-86,-89,-100,-90,-100,-75,-66,-86,-87,-90,-100,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-87,-86,-88,-100,-100,-100,-83,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-72,-100,-100,-72,-100,-100,-100,-78,-100,-73,-100,-89,-82,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-82,-78,-71,-71,-70,-82,-82,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-77,-100,-87,-100,-100,-86,-100,-100,-100,-100,-86,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-44,-74,-74,-68,-28,-100,-87,-82,-82,-86,-86,-88,-100,-87,-100,-74,-68,-87,-85,-86,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-81,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-72,-100,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-86,-81,-73,-100,-72,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-100,-100,-71,-100,-90,-100,-100,-100,-86,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-44,-72,-73,-68,-27,-100,-87,-82,-82,-86,-87,-87,-84,-87,-100,-73,-68,-85,-84,-87,-100,-91,-100,-85,-100,-100,-100,-83,-100,-100,-100,-84,-85,-84,-100,-100,-100,-81,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-74,-86,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-84,-77,-73,-73,-72,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-100,-100,-71,-100,-88,-100,-100,-100,-86,-76,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-44,-74,-74,-69,-28,-100,-100,-87,-100,-86,-87,-85,-84,-84,-100,-74,-69,-85,-83,-84,-100,-92,-100,-85,-100,-100,-100,-83,-100,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-74,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-84,-79,-73,-73,-73,-100,-88,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-71,-100,-89,-100,-100,-100,-100,-86,-84,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-46,-73,-73,-70,-29,-82,-100,-86,-100,-88,-87,-83,-84,-84,-100,-73,-69,-87,-83,-84,-100,-92,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-82,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-77,-100,-100,-77,-100,-100,-100,-83,-100,-77,-86,-100,-81,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-82,-77,-72,-72,-72,-100,-88,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-72,-100,-88,-100,-100,-100,-100,-86,-84,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
