38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:19:45:b2,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c3,38:17:c3:1f:00:b0,38:17:c3:1f:14:00,60:32:b1:3e:1a:b7,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:91,44:48:c1:91:d0:04,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:d2,38:17:c3:24:47:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:24:47:50,b4:5d:50:e1:96:50,44:48:c1:91:d0:01,38:17:c3:1f:19:d0,38:17:c3:1f:14:02,38:17:c3:1f:09:90,38:17:c3:1f:14:11,38:17:c3:19:45:b1,38:17:c3:1f:14:10,38:17:c3:1f:14:01,b4:5d:50:e1:96:41,b4:5d:50:e1:96:40,38:17:c3:19:45:b0,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:d0:02,a8:bd:27:4c:aa:93,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,a8:bd:27:4c:aa:90,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,b4:5d:50:e1:96:42,44:48:c1:91:95:a1,44:48:c1:91:95:a3,38:17:c3:19:45:a1,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:1f:14:12,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:92,44:48:c1:91:95:b1,44:48:c1:91:95:b3,a8:bd:27:4c:aa:91,38:17:c3:1f:09:83,44:48:c1:91:95:b0,20:a6:cd:42:0a:c2,44:48:c1:91:95:b2,44:48:c1:91:d0:00,38:17:c3:1f:09:82,38:17:c3:1f:09:81,38:17:c3:1f:09:80,44:48:c1:91:95:a2,44:48:c1:91:95:a0,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:19:d7:70,38:17:c3:22:5e:f0,b6:e6:2d:69:d5:58,20:a6:cd:42:13:f0,44:48:c1:91:aa:30,38:17:c3:24:56:50,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:f1,20:a6:cd:42:0b:e3,38:17:c3:22:61:90,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:1f:19:f0,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,08:36:c9:53:bf:8b,38:17:c3:19:d7:72,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,68:ff:7b:e4:af:39,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:39:d0,68:ff:7b:e4:af:38,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:36:22,38:17:c3:19:36:21,20:a6:cd:50:24:a0,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:02,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:19:71:80,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:19:71:81,80:8d:b7:55:39:c2,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:40,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:22:30,38:17:c3:1f:22:32,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,00:4e:35:df:06:42,00:4e:35:df:06:51,38:17:c3:1f:22:31,20:a6:cd:50:24:b1,00:4e:35:de:e1:12,00:4e:35:df:06:41,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:4d:01,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,38:17:c3:1f:0e:01,x,y,label
-69,-69,-65,-65,-72,-88,-100,-89,-100,-65,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-72,-87,-100,-100,-100,-72,-100,-100,-100,-100,-100,-69,-100,-100,-95,-88,-100,-100,-100,-100,-100,-100,-76,-100,-100,-86,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-71,-100,-100,-100,-100,-100,-75,-100,-69,-100,-100,-100,-100,-70,-74,-73,-73,-73,-74,-100,-100,-70,-70,-70,-100,-71,-74,-74,-87,-100,-100,-100,-100,-100,-89,-89,-87,-100,-100,-100,-100,-100,-86,-88,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-69,-69,-65,-65,-72,-88,-100,-100,-100,-64,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-72,-87,-100,-100,-100,-72,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-86,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-77,-100,-100,-70,-100,-100,-100,-100,-100,-75,-100,-68,-100,-100,-100,-100,-70,-74,-73,-73,-73,-74,-100,-100,-70,-70,-70,-100,-70,-74,-74,-54,-100,-100,-100,-88,-87,-88,-89,-88,-100,-100,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-70,-69,-64,-64,-74,-100,-88,-91,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-74,-86,-100,-100,-100,-74,-100,-100,-100,-100,-100,-69,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-86,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-72,-100,-100,-100,-100,-100,-74,-100,-69,-100,-100,-100,-100,-72,-73,-73,-73,-74,-74,-100,-100,-70,-71,-71,-100,-71,-73,-73,-86,-100,-100,-100,-79,-86,-88,-89,-87,-100,-100,-100,-100,-88,-87,-88,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-72,-72,-66,-66,-71,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-70,-87,-100,-100,-100,-70,-100,-100,-100,-100,-100,-72,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-72,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-71,-75,-72,-72,-72,-75,-100,-100,-71,-71,-71,-100,-72,-75,-75,-86,-91,-100,-100,-83,-83,-88,-87,-89,-86,-85,-100,-83,-82,-87,-88,-88,-100,-100,-87,-84,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-72,-72,-66,-66,-70,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-70,-88,-100,-100,-100,-70,-100,-100,-100,-100,-100,-72,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-72,-100,-100,-100,-100,-100,-63,-100,-74,-100,-100,-100,-100,-72,-76,-72,-72,-72,-76,-100,-100,-71,-71,-71,-100,-72,-76,-76,-86,-91,-100,-100,-82,-84,-88,-87,-87,-85,-85,-87,-83,-82,-87,-88,-87,-100,-100,-86,-84,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-73,-73,-66,-67,-70,-86,-100,-100,-91,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-70,-88,-100,-100,-100,-70,-100,-100,-100,-100,-100,-72,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-63,-100,-70,-100,-100,-100,-100,-71,-76,-72,-72,-72,-77,-100,-100,-71,-71,-71,-100,-72,-76,-76,-87,-100,-100,-100,-83,-84,-85,-87,-88,-85,-85,-87,-83,-83,-88,-89,-87,-92,-100,-87,-84,-85,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-72,-73,-67,-67,-71,-90,-100,-100,-91,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-71,-87,-100,-100,-100,-71,-100,-100,-100,-100,-100,-72,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-64,-100,-71,-100,-100,-100,-100,-72,-76,-72,-72,-72,-76,-100,-100,-70,-71,-71,-100,-72,-76,-76,-87,-100,-100,-100,-83,-83,-87,-87,-87,-100,-100,-100,-83,-84,-86,-88,-89,-92,-100,-87,-84,-86,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-72,-71,-70,-70,-69,-90,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-69,-88,-100,-100,-100,-69,-100,-100,-100,-100,-100,-72,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-73,-100,-100,-100,-100,-100,-63,-100,-71,-100,-100,-100,-100,-72,-75,-72,-72,-72,-75,-100,-100,-70,-71,-72,-100,-73,-75,-75,-100,-100,-100,-100,-83,-82,-87,-86,-88,-85,-85,-86,-82,-82,-88,-87,-89,-100,-100,-87,-86,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-72,-72,-67,-67,-71,-86,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-71,-90,-100,-100,-100,-71,-100,-100,-100,-100,-100,-72,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-73,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-73,-100,-100,-100,-100,-100,-65,-100,-72,-100,-100,-100,-100,-72,-74,-73,-73,-72,-74,-100,-100,-71,-71,-71,-100,-73,-74,-74,-87,-100,-100,-100,-83,-83,-89,-89,-89,-85,-85,-86,-84,-82,-88,-87,-100,-100,-100,-87,-86,-85,-100,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-75,-75,-66,-67,-77,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-77,-85,-100,-100,-100,-78,-100,-100,-100,-100,-100,-75,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-69,-100,-100,-100,-100,-100,-66,-100,-70,-100,-100,-100,-100,-69,-71,-65,-65,-100,-71,-100,-100,-71,-71,-71,-100,-69,-71,-71,-82,-100,-100,-100,-85,-84,-100,-83,-83,-100,-100,-100,-86,-83,-82,-83,-82,-100,-100,-83,-87,-86,-86,-83,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-70,-70,-64,-64,-75,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-75,-84,-100,-100,-100,-76,-100,-100,-100,-100,-100,-70,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-72,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-69,-100,-100,-100,-100,-100,-63,-100,-70,-100,-100,-100,-100,-69,-73,-66,-66,-66,-74,-100,-100,-71,-71,-71,-100,-69,-74,-74,-82,-100,-100,-100,-84,-84,-82,-84,-83,-100,-100,-100,-84,-83,-83,-82,-82,-89,-100,-83,-88,-87,-87,-83,-84,-100,-86,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-75,-74,-63,-63,-75,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-75,-83,-100,-100,-100,-75,-100,-100,-100,-100,-100,-74,-100,-100,-91,-84,-100,-100,-100,-100,-100,-100,-74,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-69,-100,-100,-100,-100,-100,-64,-100,-71,-100,-100,-100,-100,-70,-72,-68,-68,-68,-73,-100,-100,-71,-71,-71,-100,-70,-72,-73,-83,-100,-100,-100,-84,-84,-87,-84,-83,-100,-86,-86,-84,-83,-84,-84,-83,-89,-100,-83,-89,-88,-88,-83,-84,-100,-91,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-73,-73,-64,-64,-77,-100,-89,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-77,-84,-100,-100,-100,-77,-100,-100,-100,-100,-100,-74,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-69,-100,-100,-100,-100,-100,-68,-100,-66,-100,-100,-100,-100,-69,-72,-67,-67,-67,-72,-100,-100,-70,-69,-70,-100,-69,-72,-72,-77,-100,-100,-100,-100,-100,-87,-100,-83,-100,-86,-86,-100,-100,-84,-83,-83,-100,-100,-100,-88,-88,-88,-100,-85,-84,-91,-100,-89,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-72,-72,-63,-63,-75,-100,-87,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-75,-83,-100,-100,-100,-75,-100,-100,-100,-100,-100,-72,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-69,-100,-100,-100,-100,-100,-66,-100,-67,-100,-100,-100,-100,-69,-72,-66,-66,-66,-72,-100,-100,-70,-71,-71,-100,-69,-72,-72,-84,-100,-100,-100,-83,-83,-86,-85,-83,-100,-86,-100,-83,-83,-83,-84,-82,-89,-100,-84,-87,-87,-87,-85,-86,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-72,-72,-63,-63,-75,-100,-88,-100,-100,-63,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-75,-83,-100,-100,-100,-75,-100,-100,-100,-100,-100,-72,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-69,-100,-100,-100,-100,-100,-68,-100,-67,-100,-100,-100,-100,-69,-72,-66,-65,-66,-72,-100,-100,-70,-71,-71,-100,-69,-72,-72,-84,-100,-100,-100,-82,-84,-86,-84,-82,-86,-85,-85,-83,-83,-82,-83,-83,-71,-100,-84,-88,-87,-87,-85,-88,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-71,-70,-65,-65,-73,-100,-83,-100,-100,-64,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-81,-73,-81,-83,-100,-100,-73,-100,-100,-100,-100,-100,-70,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-65,-100,-100,-100,-100,-100,-63,-100,-79,-100,-100,-100,-100,-65,-80,-69,-69,-69,-81,-100,-100,-75,-100,-75,-100,-65,-80,-80,-82,-89,-100,-100,-82,-82,-80,-80,-87,-83,-83,-83,-82,-82,-86,-85,-87,-100,-89,-80,-100,-84,-100,-79,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-71,-72,-64,-64,-75,-100,-83,-87,-100,-64,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-74,-82,-83,-100,-100,-75,-100,-100,-100,-100,-100,-72,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-65,-100,-100,-100,-100,-100,-64,-100,-74,-100,-100,-100,-100,-65,-81,-70,-69,-70,-81,-100,-100,-63,-100,-77,-100,-65,-81,-82,-86,-89,-100,-100,-82,-82,-80,-80,-85,-83,-83,-83,-82,-82,-84,-85,-85,-78,-89,-80,-83,-83,-84,-80,-86,-87,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-73,-72,-64,-64,-74,-88,-100,-87,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-74,-81,-100,-100,-100,-74,-100,-100,-100,-100,-100,-72,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-65,-100,-100,-100,-100,-100,-61,-100,-80,-100,-100,-100,-100,-65,-81,-69,-69,-69,-82,-100,-100,-77,-77,-77,-100,-65,-82,-82,-86,-89,-100,-100,-80,-81,-85,-79,-87,-83,-100,-100,-83,-82,-87,-86,-87,-78,-100,-79,-82,-83,-83,-79,-85,-85,-100,-100,-100,-86,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-73,-73,-64,-64,-73,-88,-100,-91,-100,-64,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-73,-82,-84,-100,-100,-73,-100,-100,-100,-100,-100,-73,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-64,-100,-100,-100,-100,-100,-65,-100,-79,-100,-100,-100,-100,-64,-82,-69,-69,-69,-82,-100,-100,-77,-73,-77,-100,-64,-82,-82,-84,-89,-100,-100,-83,-84,-87,-79,-87,-85,-84,-100,-83,-83,-85,-85,-86,-100,-88,-79,-82,-83,-83,-79,-86,-86,-100,-100,-100,-86,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
