38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:14,b4:5d:50:e1:96:53,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:09:93,20:a6:cd:42:0a:d0,38:17:c3:1f:14:12,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:d0:00,44:48:c1:91:d0:02,38:17:c3:1f:09:92,38:17:c3:1f:14:11,b4:5d:50:e1:96:41,38:17:c3:24:47:51,38:17:c3:1f:19:d1,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:19:45:b2,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:19:45:b1,38:17:c3:24:47:52,38:17:c3:1f:19:d2,44:48:c1:91:d0:04,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:42,44:48:c1:91:95:a3,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,38:17:c3:19:45:b0,38:17:c3:24:47:50,44:48:c1:91:95:b2,38:17:c3:1f:19:d0,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:90,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:19:45:a2,38:17:c3:1f:00:a0,9c:d6:43:60:92:e0,38:17:c3:1f:00:a1,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:81,38:17:c3:1f:09:82,80:8d:b7:55:25:e3,38:17:c3:1f:09:90,38:17:c3:1f:09:80,20:a6:cd:42:13:f0,a8:bd:27:4c:aa:91,38:17:c3:19:45:a1,38:17:c3:1f:14:00,38:17:c3:22:61:90,38:17:c3:19:45:a0,66:2a:2f:53:7c:99,44:48:c1:91:95:a1,38:17:c3:24:56:50,72:32:b1:3e:1a:b7,44:48:c1:91:95:a0,a8:bd:27:4c:aa:81,44:48:c1:91:95:a2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:82,20:a6:cd:42:0b:e3,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:62,20:a6:cd:42:0b:f3,08:36:c9:53:bf:8b,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:f3,38:17:c3:19:36:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:e2,80:8d:b7:55:3a:50,80:8d:b7:55:25:e1,80:8d:b7:55:3a:41,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:02,38:17:c3:1e:ff:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,38:17:c3:19:71:91,80:8d:b7:55:35:01,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,68:ff:7b:e4:af:39,38:17:c3:19:71:82,38:17:c3:19:71:92,00:4e:35:df:06:40,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:81,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,38:17:c3:19:36:21,38:17:c3:19:36:22,38:17:c3:19:36:20,38:17:c3:19:71:80,ea:9e:b4:53:24:54,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:c2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,80:8d:b7:55:39:c0,00:4e:35:df:06:50,00:4e:35:df:06:41,00:4e:35:df:06:52,00:4e:35:df:06:42,00:4e:35:df:06:51,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,x,y,label
-73,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-81,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-58,-58,-58,-53,-100,-100,-100,-100,-100,-100,-53,-50,-100,-100,-79,-100,-78,-78,-79,-76,-100,-100,-77,-77,-80,-78,-81,-77,-81,-100,-80,-80,-80,-79,-80,-81,-78,-78,-100,-80,-100,-88,-81,-100,-85,-84,-85,-100,-100,-100,-79,-78,-100,-74,-100,-100,-100,-100,-100,-100,-71,-89,-88,-78,-78,-100,-87,-88,-79,-89,-83,-83,-100,-83,-100,-91,-100,-85,-87,-100,-87,-100,-88,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-75,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-79,-77,-81,-100,-81,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-48,-100,-86,-100,-100,-100,-100,-57,-57,-57,-52,-100,-100,-100,-100,-100,-100,-52,-52,-100,-100,-78,-100,-78,-78,-78,-78,-100,-100,-77,-77,-80,-78,-79,-77,-81,-83,-80,-80,-80,-78,-80,-81,-78,-100,-100,-80,-100,-91,-81,-100,-85,-84,-85,-100,-100,-100,-78,-78,-100,-74,-100,-81,-100,-100,-100,-100,-76,-89,-90,-78,-81,-100,-89,-89,-79,-90,-100,-100,-100,-100,-100,-90,-100,-85,-87,-89,-88,-89,-89,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-76,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-80,-77,-100,-100,-79,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-50,-100,-86,-100,-100,-100,-100,-57,-57,-57,-53,-100,-100,-100,-100,-100,-100,-53,-53,-100,-100,-77,-100,-77,-77,-77,-78,-100,-100,-77,-77,-81,-78,-81,-78,-81,-83,-80,-80,-80,-78,-80,-80,-78,-77,-100,-80,-100,-89,-80,-100,-85,-86,-89,-100,-100,-100,-78,-78,-100,-80,-80,-81,-100,-100,-100,-100,-85,-87,-89,-100,-78,-82,-89,-90,-100,-88,-83,-85,-83,-85,-82,-90,-90,-86,-89,-90,-90,-87,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-56,-55,-56,-53,-100,-100,-100,-100,-100,-100,-53,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-78,-100,-81,-79,-80,-81,-81,-79,-100,-80,-80,-79,-80,-100,-80,-100,-93,-81,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-83,-90,-89,-81,-81,-100,-91,-91,-81,-100,-80,-80,-81,-81,-100,-90,-86,-100,-100,-100,-90,-100,-100,-90,-90,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-75,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-83,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-90,-86,-100,-100,-100,-100,-100,-100,-53,-100,-92,-100,-100,-100,-100,-55,-55,-55,-53,-100,-100,-100,-100,-100,-100,-53,-53,-100,-100,-77,-100,-77,-77,-76,-100,-100,-100,-77,-78,-100,-77,-79,-81,-79,-86,-80,-81,-79,-75,-80,-80,-79,-80,-100,-82,-100,-92,-80,-100,-87,-100,-88,-100,-100,-100,-75,-75,-100,-77,-100,-77,-100,-100,-100,-100,-84,-90,-90,-82,-82,-100,-91,-91,-81,-90,-82,-82,-81,-82,-100,-91,-86,-100,-100,-100,-90,-100,-100,-89,-89,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-75,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-83,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-90,-87,-100,-100,-100,-100,-100,-100,-56,-100,-91,-100,-100,-100,-100,-56,-56,-56,-53,-100,-100,-100,-100,-100,-100,-53,-53,-100,-100,-76,-100,-76,-76,-77,-78,-100,-100,-77,-77,-100,-77,-79,-100,-100,-86,-80,-81,-81,-75,-81,-80,-100,-100,-100,-80,-100,-90,-80,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-77,-100,-77,-100,-100,-100,-100,-86,-100,-90,-82,-82,-100,-91,-90,-81,-90,-83,-82,-100,-83,-100,-90,-100,-100,-87,-100,-88,-100,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-54,-100,-91,-100,-100,-100,-100,-56,-55,-55,-53,-100,-100,-100,-100,-100,-100,-53,-53,-100,-100,-77,-100,-76,-77,-77,-80,-100,-100,-77,-77,-100,-78,-100,-81,-100,-88,-80,-80,-76,-100,-80,-80,-81,-80,-100,-81,-100,-91,-81,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-77,-77,-75,-100,-100,-100,-100,-86,-90,-100,-82,-82,-82,-91,-91,-83,-90,-82,-82,-100,-81,-100,-90,-91,-100,-87,-100,-90,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-76,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-83,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-56,-56,-56,-53,-100,-100,-100,-100,-100,-100,-53,-53,-100,-100,-77,-100,-76,-76,-77,-80,-100,-100,-77,-77,-79,-78,-100,-81,-100,-86,-80,-80,-81,-75,-80,-80,-82,-81,-100,-80,-100,-90,-81,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-77,-77,-67,-100,-100,-100,-100,-84,-90,-94,-81,-81,-80,-90,-91,-82,-100,-82,-82,-100,-81,-100,-90,-90,-100,-90,-100,-88,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-77,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-83,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-55,-55,-55,-54,-100,-100,-100,-100,-100,-100,-54,-53,-100,-100,-76,-100,-76,-76,-76,-80,-100,-100,-77,-78,-79,-78,-79,-81,-79,-85,-81,-81,-80,-75,-81,-81,-82,-81,-100,-81,-100,-90,-81,-100,-87,-100,-100,-100,-100,-100,-74,-75,-100,-77,-77,-77,-100,-100,-100,-100,-84,-100,-89,-82,-82,-80,-93,-92,-82,-100,-100,-100,-100,-100,-100,-91,-91,-87,-88,-100,-87,-100,-89,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-53,-53,-53,-53,-100,-100,-100,-100,-100,-100,-53,-53,-100,-100,-78,-100,-77,-77,-77,-100,-100,-100,-81,-82,-100,-81,-100,-80,-100,-82,-86,-86,-100,-100,-85,-85,-80,-80,-100,-84,-90,-100,-100,-90,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-89,-88,-78,-100,-79,-100,-100,-100,-89,-83,-84,-79,-83,-79,-87,-90,-85,-100,-100,-90,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-85,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-54,-54,-53,-54,-100,-100,-100,-100,-100,-100,-54,-53,-100,-100,-78,-100,-77,-77,-77,-78,-100,-100,-82,-81,-100,-82,-100,-80,-100,-74,-85,-85,-81,-100,-85,-85,-80,-80,-100,-82,-90,-100,-100,-87,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-90,-90,-78,-77,-78,-88,-90,-78,-90,-84,-84,-79,-84,-79,-87,-90,-84,-100,-100,-90,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-72,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-85,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-54,-54,-54,-54,-100,-100,-100,-100,-100,-100,-54,-54,-100,-100,-78,-100,-73,-78,-78,-78,-100,-100,-81,-80,-100,-81,-100,-100,-100,-74,-86,-87,-81,-76,-85,-86,-100,-100,-100,-82,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-76,-76,-100,-78,-78,-78,-100,-100,-100,-100,-85,-91,-90,-77,-78,-80,-88,-90,-78,-88,-84,-84,-78,-84,-79,-87,-100,-84,-100,-100,-90,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-75,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-54,-54,-54,-54,-100,-100,-100,-100,-100,-100,-54,-54,-100,-100,-78,-100,-78,-78,-78,-100,-100,-100,-81,-82,-81,-81,-100,-100,-100,-83,-85,-87,-83,-76,-86,-87,-100,-80,-100,-82,-100,-100,-100,-89,-86,-100,-100,-100,-100,-100,-76,-76,-100,-78,-78,-75,-100,-100,-100,-100,-83,-89,-89,-78,-78,-78,-100,-100,-78,-89,-84,-85,-79,-84,-100,-89,-100,-100,-100,-89,-89,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-75,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-54,-54,-54,-54,-100,-100,-100,-100,-100,-100,-54,-54,-100,-100,-78,-100,-78,-78,-78,-80,-100,-100,-82,-81,-81,-82,-100,-100,-81,-82,-85,-86,-84,-100,-86,-85,-79,-80,-100,-82,-100,-90,-100,-89,-86,-86,-100,-100,-100,-100,-100,-76,-100,-78,-78,-75,-100,-100,-100,-100,-83,-88,-89,-79,-79,-78,-88,-89,-78,-89,-84,-85,-79,-84,-100,-89,-100,-85,-92,-89,-91,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-75,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-45,-100,-91,-100,-100,-100,-100,-54,-54,-54,-54,-100,-100,-100,-100,-100,-100,-54,-54,-100,-100,-78,-100,-75,-79,-73,-80,-100,-100,-81,-82,-100,-82,-100,-100,-81,-82,-85,-86,-84,-76,-85,-86,-79,-100,-100,-84,-100,-87,-85,-100,-86,-86,-100,-100,-100,-100,-76,-76,-100,-77,-100,-77,-100,-100,-100,-100,-82,-89,-90,-78,-76,-77,-89,-88,-77,-90,-100,-100,-100,-100,-100,-87,-100,-85,-92,-100,-91,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-54,-53,-53,-55,-100,-100,-100,-100,-100,-100,-55,-55,-100,-100,-80,-100,-81,-80,-80,-80,-100,-100,-83,-84,-83,-84,-82,-100,-83,-86,-84,-85,-79,-72,-85,-85,-100,-100,-100,-80,-100,-100,-79,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-87,-100,-100,-75,-75,-77,-90,-91,-76,-100,-83,-83,-100,-84,-100,-88,-100,-90,-100,-100,-92,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-74,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-84,-100,-83,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-53,-53,-53,-55,-100,-100,-100,-100,-100,-100,-55,-55,-100,-100,-79,-100,-79,-79,-80,-79,-100,-100,-81,-82,-83,-81,-82,-100,-83,-86,-84,-85,-79,-72,-84,-83,-100,-82,-100,-81,-100,-89,-81,-89,-100,-100,-100,-100,-100,-100,-72,-72,-100,-76,-75,-76,-100,-100,-100,-100,-87,-89,-89,-76,-75,-77,-89,-89,-76,-100,-86,-83,-100,-85,-100,-89,-100,-90,-100,-100,-92,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-75,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-82,-100,-84,-100,-83,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-53,-53,-52,-52,-100,-100,-100,-100,-100,-100,-51,-53,-100,-100,-79,-100,-79,-78,-79,-80,-100,-100,-83,-82,-82,-81,-100,-80,-100,-100,-85,-84,-80,-72,-83,-83,-81,-82,-100,-81,-100,-88,-80,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-76,-75,-75,-100,-100,-100,-100,-85,-89,-91,-77,-75,-78,-89,-88,-75,-100,-86,-100,-79,-85,-100,-86,-100,-100,-100,-100,-89,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-75,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-46,-100,-88,-100,-100,-100,-100,-53,-53,-53,-54,-100,-100,-100,-100,-100,-100,-54,-54,-100,-100,-80,-100,-80,-79,-79,-80,-100,-100,-83,-82,-84,-83,-84,-81,-84,-88,-84,-84,-81,-71,-84,-83,-81,-81,-100,-81,-100,-89,-80,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-75,-74,-75,-100,-100,-100,-100,-86,-100,-88,-76,-75,-78,-87,-89,-76,-100,-100,-80,-75,-80,-100,-88,-100,-100,-100,-100,-89,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
