b0:be:76:f8:30:5e,44:48:c1:a5:82:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,00:4e:35:df:06:51,00:4e:35:df:06:50,ea:9e:b4:53:24:54,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f0,80:8d:b7:55:39:d0,00:4e:35:df:06:52,80:8d:b7:55:35:10,38:17:c3:19:d7:70,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,38:17:c3:19:71:90,44:48:c1:a5:82:22,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:23,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:39:c2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:19:45:b1,20:a6:cd:50:24:b1,b4:5d:50:e1:92:33,b4:5d:50:e1:92:22,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:1e:ff:10,44:48:c1:a5:82:20,20:a6:cd:50:24:b0,b4:5d:50:e1:92:21,b8:27:eb:9f:6b:77,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:35:02,38:17:c3:19:d7:62,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:1f:01:81,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:1e:ff:01,38:17:c3:19:55:51,38:17:c3:19:55:52,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,38:17:c3:19:45:b0,38:17:c3:19:45:a0,38:17:c3:19:55:50,66:2a:2f:53:7c:99,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:39:c1,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1f:01:82,68:ff:7b:e4:af:38,20:a6:cd:50:24:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,80:8d:b7:55:39:c0,80:8d:b7:55:3a:40,38:17:c3:1f:01:80,b4:5d:50:e1:92:31,00:4e:35:df:06:42,b4:5d:50:e1:96:43,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,00:4e:35:df:06:41,b4:5d:50:e1:92:20,38:17:c3:1f:09:83,72:32:b1:3e:1a:b7,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,38:17:c3:19:55:42,38:17:c3:19:55:41,b4:5d:50:e1:92:32,38:17:c3:19:55:40,00:4e:35:df:06:40,00:4e:35:de:e1:12,38:17:c3:1f:22:30,00:4e:35:de:e1:10,00:4e:35:de:e1:00,00:4e:35:de:e1:11,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,44:48:c1:91:95:b3,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:50,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,3e:33:00:4a:90:c1,00:4e:35:de:d7:52,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:53,00:4e:35:de:d7:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:19:71:80,a8:bd:27:4c:bd:20,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1f:22:22,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,38:17:c3:19:36:31,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:19:71:81,38:17:c3:1e:fc:a0,38:17:c3:19:71:82,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,00:4e:35:df:27:01,38:17:c3:24:58:a0,00:4e:35:df:27:00,38:17:c3:24:4f:01,00:4e:35:df:27:02,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:a1,00:4e:35:de:d7:41,00:4e:35:df:27:12,9c:d6:43:60:92:e0,x,y,label
-43,-86,-84,-100,-84,-77,-77,-71,-71,-77,-86,-86,-84,-83,-85,-100,-100,-84,-78,-71,-83,-100,-100,-72,-72,-72,-84,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-71,-89,-100,-100,-100,-73,-78,-100,-100,-100,-100,-100,-100,-78,-100,-100,-72,-100,-100,-100,-72,-100,-100,-100,-100,-86,-73,-74,-100,-73,-72,-80,-100,-79,-79,-80,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-90,-100,-100,-67,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-43,-86,-82,-82,-82,-77,-77,-71,-71,-74,-85,-85,-83,-83,-85,-100,-100,-82,-77,-71,-83,-100,-100,-72,-72,-72,-84,-100,-100,-83,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-77,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-86,-100,-74,-100,-100,-73,-82,-100,-82,-100,-80,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-39,-85,-85,-84,-84,-77,-77,-74,-73,-78,-85,-85,-83,-83,-100,-100,-100,-85,-77,-73,-84,-100,-100,-71,-71,-72,-83,-100,-100,-83,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-100,-72,-88,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-77,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-83,-100,-84,-100,-84,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-67,-67,-100,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-44,-85,-82,-82,-83,-76,-76,-69,-69,-76,-85,-85,-84,-83,-100,-100,-100,-83,-76,-70,-83,-100,-100,-72,-72,-73,-83,-100,-100,-82,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-75,-88,-100,-100,-85,-79,-79,-100,-100,-100,-100,-100,-100,-79,-100,-100,-73,-100,-100,-100,-74,-100,-100,-100,-100,-85,-100,-100,-100,-100,-75,-81,-100,-84,-100,-81,-100,-100,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-67,-67,-100,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-43,-85,-83,-83,-83,-76,-76,-71,-71,-79,-84,-86,-82,-82,-85,-100,-100,-83,-76,-71,-83,-100,-100,-73,-73,-73,-84,-100,-90,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-73,-92,-100,-100,-85,-78,-78,-100,-100,-100,-100,-100,-85,-79,-100,-100,-72,-100,-100,-100,-72,-100,-100,-100,-100,-87,-100,-100,-100,-100,-73,-81,-100,-81,-81,-81,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-38,-87,-81,-81,-81,-78,-78,-72,-72,-82,-86,-86,-83,-84,-89,-100,-100,-82,-78,-72,-84,-100,-100,-72,-72,-72,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-89,-86,-88,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-88,-100,-100,-100,-74,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-82,-100,-81,-100,-83,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-55,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-78,-100,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-42,-86,-81,-80,-81,-79,-78,-73,-73,-82,-86,-86,-83,-82,-89,-100,-100,-82,-79,-73,-83,-100,-100,-73,-72,-72,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-89,-86,-88,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-88,-100,-100,-100,-74,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-82,-100,-81,-86,-82,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-55,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-78,-82,-87,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-42,-87,-82,-82,-81,-78,-78,-72,-72,-82,-85,-86,-83,-82,-100,-100,-100,-82,-78,-72,-83,-100,-100,-72,-73,-73,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-92,-100,-100,-100,-74,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-86,-82,-100,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-90,-82,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-42,-85,-83,-81,-83,-78,-78,-76,-75,-79,-87,-87,-100,-84,-85,-100,-100,-83,-79,-75,-86,-100,-100,-72,-72,-72,-85,-100,-100,-84,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-92,-100,-100,-100,-73,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-83,-86,-84,-100,-100,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-69,-70,-100,-85,-85,-85,-100,-90,-100,-90,-100,-100,-100,-91,-100,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-43,-86,-81,-84,-83,-78,-78,-72,-72,-80,-87,-87,-84,-84,-87,-100,-100,-84,-78,-72,-83,-100,-100,-71,-71,-71,-86,-100,-100,-84,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-91,-89,-89,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-91,-100,-100,-100,-74,-89,-100,-100,-86,-79,-79,-100,-100,-100,-100,-100,-88,-79,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-84,-100,-100,-100,-100,-74,-84,-100,-84,-86,-84,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-69,-70,-100,-85,-86,-85,-100,-90,-100,-100,-100,-100,-100,-91,-100,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-46,-86,-81,-84,-83,-79,-79,-73,-73,-80,-86,-86,-85,-84,-89,-100,-100,-84,-79,-73,-85,-100,-100,-72,-73,-72,-86,-100,-100,-84,-86,-87,-100,-100,-85,-100,-84,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-91,-87,-89,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-91,-100,-100,-100,-73,-89,-85,-85,-86,-79,-79,-100,-100,-100,-100,-100,-88,-79,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-80,-80,-100,-79,-74,-84,-100,-84,-82,-85,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-45,-100,-85,-85,-84,-76,-76,-72,-71,-82,-100,-100,-85,-87,-100,-100,-100,-85,-76,-71,-87,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-73,-84,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-100,-78,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-82,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-64,-64,-100,-87,-87,-87,-100,-100,-100,-86,-100,-100,-100,-100,-81,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-42,-84,-85,-85,-85,-76,-76,-71,-71,-81,-85,-85,-86,-86,-100,-100,-100,-85,-76,-72,-86,-100,-100,-78,-78,-78,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-90,-100,-100,-100,-73,-86,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-83,-100,-83,-100,-82,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-64,-64,-100,-87,-87,-87,-100,-100,-100,-86,-100,-100,-100,-100,-81,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-47,-86,-100,-100,-86,-76,-76,-71,-70,-81,-86,-86,-86,-86,-100,-100,-100,-100,-76,-71,-86,-100,-89,-81,-81,-80,-83,-100,-89,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-43,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-90,-100,-100,-100,-100,-69,-100,-100,-86,-80,-80,-100,-100,-100,-100,-100,-88,-80,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-81,-100,-82,-86,-81,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-64,-64,-100,-87,-87,-87,-100,-85,-100,-85,-100,-100,-100,-85,-81,-88,-87,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-44,-86,-88,-87,-86,-76,-76,-70,-70,-83,-86,-88,-85,-85,-100,-100,-100,-87,-76,-70,-86,-100,-89,-78,-78,-78,-84,-100,-89,-85,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-42,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-74,-85,-86,-86,-86,-80,-80,-100,-100,-100,-100,-100,-88,-80,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-83,-100,-83,-86,-82,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-85,-80,-88,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-43,-86,-84,-87,-83,-79,-78,-74,-73,-87,-86,-87,-85,-85,-87,-100,-100,-84,-79,-74,-85,-100,-100,-78,-79,-79,-84,-100,-90,-85,-84,-100,-100,-100,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-40,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-74,-82,-86,-86,-89,-80,-79,-100,-100,-100,-100,-100,-89,-80,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-84,-100,-85,-100,-84,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-64,-64,-100,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-84,-80,-88,-89,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-44,-86,-86,-85,-84,-76,-76,-71,-71,-82,-86,-87,-85,-87,-87,-100,-100,-85,-77,-71,-86,-100,-100,-79,-79,-79,-84,-100,-90,-86,-84,-100,-100,-100,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-41,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-74,-85,-88,-88,-89,-80,-79,-100,-100,-100,-100,-100,-89,-80,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-80,-80,-100,-80,-77,-82,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-64,-64,-100,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-84,-80,-88,-89,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-41,-88,-100,-86,-85,-86,-86,-70,-70,-79,-100,-100,-84,-85,-85,-100,-100,-100,-86,-70,-85,-100,-89,-80,-82,-81,-85,-100,-91,-84,-84,-83,-87,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-45,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-78,-87,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-100,-82,-100,-100,-100,-100,-74,-87,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-59,-100,-87,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-78,-80,-100,-100,-88,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,799.6000000000007,38
