38:17:c3:1f:00:b0,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:09:91,44:48:c1:91:d0:12,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,44:48:c1:91:d0:10,44:48:c1:91:d0:14,38:17:c3:1f:09:93,38:17:c3:1f:09:92,b4:5d:50:e1:96:43,44:48:c1:91:d0:02,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:14:12,44:48:c1:91:95:b1,44:48:c1:91:95:b3,38:17:c3:24:47:52,44:48:c1:91:95:b0,38:17:c3:1f:14:11,38:17:c3:24:47:51,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:19:d2,a8:bd:27:4c:aa:93,44:48:c1:91:d0:04,38:17:c3:19:45:a1,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d1,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:19:45:a2,44:48:c1:91:95:a1,38:17:c3:1f:09:83,a8:bd:27:4c:aa:92,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:a3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,38:17:c3:1f:09:90,9c:d6:43:60:92:e0,38:17:c3:1f:14:00,44:48:c1:91:95:b2,20:a6:cd:42:0a:d2,38:17:c3:24:47:50,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:90,38:17:c3:19:45:a0,44:48:c1:91:95:a2,38:17:c3:19:45:b0,38:17:c3:19:36:30,20:a6:cd:42:13:f0,66:2a:2f:53:7c:99,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:d0:00,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f0,38:17:c3:1f:19:c0,a8:bd:27:4c:aa:82,38:17:c3:1f:09:80,38:17:c3:1f:09:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:81,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,08:36:c9:53:bf:8b,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:13,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,80:8d:b7:55:35:12,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:3a:41,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:01,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,38:17:c3:1e:ff:10,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,ea:9e:b4:53:24:54,68:ff:7b:e4:af:38,80:8d:b7:55:3a:40,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:01,38:17:c3:19:71:80,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:19:36:22,38:17:c3:1e:ff:11,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:d0,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,00:4e:35:de:e1:12,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,00:4e:35:df:06:52,00:4e:35:df:06:50,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:51,38:17:c3:1f:0e:00,00:4e:35:df:06:40,00:4e:35:de:e1:10,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,x,y,label
-68,-100,-89,-68,-68,-92,-91,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-72,-100,-100,-100,-70,-70,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-73,-100,-70,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-69,-87,-73,-67,-68,-76,-76,-77,-73,-72,-72,-69,-73,-100,-72,-72,-86,-86,-85,-86,-100,-100,-88,-88,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-67,-100,-90,-67,-67,-92,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-72,-100,-100,-100,-70,-70,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-73,-100,-70,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-67,-89,-73,-76,-68,-76,-76,-76,-73,-72,-72,-68,-73,-100,-72,-72,-86,-87,-87,-86,-86,-85,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-67,-100,-90,-67,-68,-100,-100,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-85,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-91,-72,-100,-92,-100,-70,-70,-100,-67,-100,-100,-100,-100,-100,-80,-100,-100,-100,-85,-100,-100,-72,-100,-70,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-67,-87,-72,-68,-67,-73,-76,-76,-72,-72,-72,-68,-72,-100,-72,-72,-86,-87,-87,-100,-86,-91,-87,-86,-86,-90,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-66,-100,-100,-66,-67,-100,-94,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-84,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-89,-72,-100,-92,-100,-71,-71,-100,-67,-100,-100,-100,-100,-100,-88,-100,-100,-100,-85,-100,-100,-72,-100,-71,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-67,-87,-72,-68,-68,-76,-76,-77,-72,-72,-72,-69,-73,-100,-72,-72,-100,-100,-86,-100,-100,-91,-87,-86,-87,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-60,-100,-100,-62,-62,-100,-89,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-68,-68,-100,-72,-100,-100,-100,-100,-100,-88,-100,-100,-100,-85,-100,-100,-73,-100,-68,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-69,-88,-72,-71,-70,-75,-74,-100,-73,-72,-72,-70,-72,-100,-72,-72,-85,-84,-88,-86,-84,-84,-100,-88,-87,-100,-100,-100,-87,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-63,-100,-100,-63,-63,-100,-89,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-68,-68,-100,-75,-100,-100,-100,-100,-100,-88,-100,-100,-100,-82,-100,-100,-73,-100,-68,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-70,-88,-72,-75,-75,-74,-75,-75,-72,-72,-72,-75,-71,-100,-73,-72,-86,-85,-86,-85,-85,-84,-100,-88,-88,-100,-100,-100,-87,-86,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-64,-100,-88,-64,-64,-100,-90,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-88,-73,-100,-100,-100,-68,-68,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-73,-100,-68,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-67,-88,-73,-74,-75,-74,-75,-75,-73,-74,-74,-75,-72,-100,-74,-74,-84,-85,-87,-85,-86,-100,-100,-100,-88,-100,-100,-100,-87,-86,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-65,-100,-88,-64,-64,-100,-90,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-88,-73,-100,-100,-100,-70,-70,-100,-73,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-100,-100,-74,-100,-70,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-71,-87,-72,-74,-73,-100,-75,-75,-72,-72,-72,-73,-72,-100,-72,-72,-83,-85,-87,-85,-85,-86,-100,-87,-88,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-66,-100,-100,-66,-66,-88,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-92,-100,-69,-69,-100,-73,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-100,-100,-74,-100,-69,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-67,-88,-72,-100,-73,-100,-100,-100,-72,-71,-72,-73,-72,-100,-72,-71,-83,-85,-87,-85,-85,-86,-90,-87,-88,-100,-88,-100,-100,-100,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-65,-89,-100,-66,-66,-88,-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-92,-100,-68,-69,-100,-73,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-74,-100,-69,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-69,-86,-71,-72,-72,-73,-73,-73,-71,-71,-72,-72,-71,-100,-71,-71,-86,-85,-88,-85,-85,-88,-90,-88,-88,-100,-87,-100,-87,-89,-88,-86,-87,-89,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-68,-100,-100,-68,-68,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-89,-77,-100,-100,-100,-74,-74,-100,-72,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-78,-100,-74,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-74,-82,-65,-73,-73,-73,-73,-73,-65,-75,-74,-72,-64,-100,-74,-75,-82,-82,-85,-81,-83,-100,-85,-84,-85,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-70,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-69,-100,-100,-70,-70,-89,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-89,-77,-100,-100,-100,-75,-76,-100,-72,-100,-100,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-78,-100,-76,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-64,-100,-100,-72,-84,-64,-72,-72,-75,-73,-74,-64,-77,-77,-72,-64,-100,-77,-77,-82,-83,-84,-81,-83,-100,-85,-84,-84,-84,-85,-84,-82,-84,-83,-84,-86,-86,-85,-100,-70,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-70,-88,-100,-70,-70,-89,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-91,-77,-100,-100,-100,-73,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-78,-100,-74,-90,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-64,-100,-100,-73,-83,-66,-72,-72,-76,-75,-76,-66,-78,-78,-72,-66,-100,-78,-78,-81,-82,-87,-82,-83,-86,-86,-85,-85,-86,-85,-87,-82,-84,-83,-84,-86,-86,-85,-90,-89,-90,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-70,-88,-100,-70,-71,-100,-91,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-88,-73,-100,-100,-100,-74,-74,-100,-72,-100,-100,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-77,-100,-74,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-73,-83,-66,-72,-72,-73,-73,-73,-66,-78,-78,-71,-66,-100,-78,-78,-81,-83,-86,-82,-83,-88,-85,-87,-87,-87,-87,-85,-86,-100,-100,-84,-86,-100,-86,-89,-89,-90,-90,-84,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-69,-100,-90,-70,-70,-100,-91,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-88,-73,-100,-100,-100,-74,-74,-100,-73,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-76,-100,-74,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-67,-100,-100,-72,-82,-65,-72,-72,-73,-74,-73,-65,-77,-77,-72,-65,-100,-77,-77,-80,-81,-86,-81,-81,-88,-85,-85,-84,-84,-86,-85,-86,-84,-85,-86,-86,-88,-87,-89,-90,-91,-100,-83,-88,-86,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-70,-100,-90,-70,-71,-100,-100,-65,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-89,-77,-100,-100,-100,-74,-74,-100,-72,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-76,-100,-74,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-65,-100,-100,-63,-85,-64,-73,-73,-72,-72,-72,-64,-77,-77,-74,-64,-100,-77,-77,-82,-82,-84,-79,-83,-100,-85,-85,-85,-85,-85,-85,-100,-84,-85,-86,-86,-88,-86,-89,-85,-91,-100,-83,-100,-86,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-66,-100,-100,-66,-67,-100,-86,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-80,-80,-100,-68,-100,-100,-100,-100,-100,-85,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-82,-71,-72,-72,-100,-69,-100,-71,-79,-79,-72,-71,-100,-79,-79,-78,-79,-84,-80,-80,-100,-85,-83,-84,-86,-85,-86,-77,-77,-84,-83,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-69,-100,-100,-71,-71,-100,-88,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-79,-79,-100,-70,-100,-100,-100,-100,-100,-85,-100,-100,-100,-79,-100,-100,-80,-100,-79,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-73,-80,-70,-71,-72,-69,-68,-100,-71,-78,-78,-73,-70,-100,-78,-78,-79,-79,-84,-79,-78,-100,-86,-84,-85,-86,-85,-85,-83,-82,-84,-83,-86,-86,-100,-100,-90,-100,-100,-100,-100,-100,-89,-84,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-66,-100,-100,-66,-66,-100,-88,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-79,-79,-100,-70,-100,-100,-100,-100,-100,-81,-100,-100,-100,-80,-100,-100,-81,-100,-79,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-73,-85,-72,-73,-73,-69,-69,-69,-72,-78,-78,-73,-72,-100,-78,-78,-80,-79,-85,-79,-79,-100,-85,-85,-84,-85,-84,-84,-83,-82,-83,-83,-86,-86,-100,-100,-90,-100,-100,-100,-100,-100,-88,-84,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-65,-100,-100,-65,-65,-100,-92,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-82,-100,-100,-100,-79,-79,-100,-70,-100,-100,-100,-100,-100,-84,-100,-100,-100,-79,-100,-100,-82,-100,-78,-88,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-73,-83,-71,-73,-73,-69,-70,-70,-71,-78,-78,-74,-70,-100,-78,-78,-79,-79,-84,-79,-79,-100,-86,-85,-84,-85,-85,-85,-83,-84,-83,-82,-87,-100,-100,-100,-100,-100,-100,-83,-100,-100,-88,-83,-85,-86,-87,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-64,-100,-100,-65,-65,-100,-86,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-82,-100,-100,-100,-78,-77,-100,-70,-100,-100,-100,-100,-100,-84,-100,-100,-100,-79,-100,-100,-82,-100,-77,-89,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-55,-83,-71,-74,-74,-70,-70,-70,-71,-77,-77,-74,-71,-100,-76,-77,-80,-79,-84,-80,-80,-100,-88,-84,-84,-85,-83,-85,-83,-84,-83,-82,-87,-100,-100,-100,-100,-100,-100,-83,-100,-100,-88,-82,-85,-86,-87,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
