38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,38:17:c3:1f:14:01,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:1f:09:93,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,38:17:c3:1f:00:a2,44:48:c1:91:d0:00,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:14:11,38:17:c3:1f:19:d2,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,44:48:c1:91:95:b3,a8:bd:27:4c:aa:92,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,38:17:c3:1f:09:83,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,20:a6:cd:42:0b:e3,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:24:47:50,38:17:c3:1f:09:90,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:1f:19:d0,44:48:c1:91:95:a2,44:48:c1:91:95:b2,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:19:45:b0,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:19:d7:70,38:17:c3:1f:19:c0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a0,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,38:17:c3:22:61:90,80:8d:b7:55:25:e3,38:17:c3:1f:19:f0,38:17:c3:22:5e:f0,20:a6:cd:42:13:f2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f0,38:17:c3:19:36:30,38:17:c3:1f:09:80,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,38:17:c3:1e:ff:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:39:d0,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:11,38:17:c3:19:36:22,80:8d:b7:55:39:c1,ea:9e:b4:53:24:54,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,38:17:c3:1f:22:30,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c0,20:a6:cd:50:24:a2,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:51,38:17:c3:1f:22:31,00:4e:35:df:06:50,20:a6:cd:50:24:b2,00:4e:35:df:06:41,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:01,38:17:c3:1f:0e:12,80:8d:b7:55:4d:02,x,y,label
-72,-100,-71,-73,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-66,-100,-81,-82,-69,-83,-100,-82,-100,-100,-79,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-66,-66,-68,-69,-78,-78,-68,-83,-83,-83,-83,-79,-86,-84,-81,-79,-85,-81,-81,-87,-82,-82,-82,-88,-100,-100,-100,-83,-100,-82,-100,-100,-85,-89,-100,-86,-83,-82,-83,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-72,-100,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-91,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-67,-100,-81,-82,-61,-81,-100,-82,-100,-100,-79,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-67,-68,-68,-68,-78,-77,-69,-83,-83,-82,-82,-100,-86,-83,-80,-79,-85,-78,-80,-87,-82,-83,-82,-89,-89,-100,-100,-100,-100,-82,-100,-100,-100,-89,-87,-88,-83,-83,-83,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-71,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-91,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-77,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-66,-100,-79,-80,-63,-79,-100,-81,-100,-100,-80,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-66,-66,-68,-68,-76,-76,-68,-83,-83,-83,-82,-76,-86,-83,-81,-81,-87,-82,-82,-86,-83,-82,-82,-89,-89,-100,-84,-100,-100,-82,-100,-100,-100,-89,-87,-85,-82,-82,-83,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-72,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-90,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-78,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-65,-100,-78,-78,-64,-79,-100,-82,-100,-100,-78,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-65,-65,-67,-67,-76,-76,-67,-82,-82,-82,-82,-76,-87,-85,-81,-81,-88,-81,-82,-87,-82,-83,-82,-89,-86,-100,-84,-100,-100,-82,-100,-100,-100,-90,-86,-86,-82,-82,-83,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-72,-90,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-90,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-66,-100,-80,-80,-63,-79,-100,-82,-100,-100,-80,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-66,-66,-69,-69,-100,-100,-69,-82,-82,-82,-83,-100,-87,-87,-83,-82,-88,-81,-82,-87,-82,-81,-81,-91,-86,-100,-84,-100,-100,-81,-100,-100,-100,-91,-86,-86,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-67,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-78,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-74,-74,-65,-74,-100,-81,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-64,-64,-75,-75,-63,-83,-83,-83,-84,-75,-100,-100,-84,-83,-84,-84,-84,-84,-82,-83,-83,-100,-100,-100,-100,-100,-100,-83,-85,-85,-100,-100,-84,-84,-81,-82,-82,-100,-85,-100,-86,-87,-100,-100,-86,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-67,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-75,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-74,-74,-71,-74,-100,-81,-100,-100,-78,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-69,-69,-63,-64,-75,-75,-64,-84,-83,-84,-84,-75,-85,-74,-84,-84,-86,-84,-84,-84,-82,-83,-82,-100,-100,-86,-83,-82,-82,-82,-83,-85,-100,-100,-85,-84,-82,-81,-82,-100,-85,-100,-87,-85,-100,-100,-86,-89,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-67,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-69,-100,-74,-74,-64,-74,-100,-79,-100,-100,-76,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-69,-69,-64,-64,-75,-75,-64,-84,-83,-83,-84,-76,-85,-83,-84,-83,-85,-85,-85,-85,-83,-83,-82,-100,-100,-86,-79,-79,-81,-84,-83,-85,-100,-100,-84,-85,-81,-76,-82,-100,-85,-100,-85,-85,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-67,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-69,-100,-74,-75,-56,-74,-100,-83,-100,-100,-77,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-69,-69,-64,-64,-76,-75,-64,-84,-84,-84,-84,-75,-86,-83,-84,-83,-85,-85,-85,-85,-83,-82,-82,-100,-89,-100,-83,-82,-82,-83,-84,-85,-85,-100,-85,-85,-83,-82,-82,-100,-87,-100,-86,-85,-100,-100,-88,-100,-100,-92,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-67,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-75,-75,-65,-74,-100,-81,-100,-100,-79,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-69,-69,-64,-62,-75,-75,-64,-84,-83,-84,-84,-75,-85,-83,-84,-83,-86,-85,-85,-84,-83,-83,-83,-100,-90,-100,-82,-81,-82,-84,-84,-85,-85,-100,-85,-85,-83,-80,-81,-100,-85,-100,-86,-86,-100,-100,-88,-86,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-67,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-74,-74,-70,-74,-100,-80,-100,-100,-79,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-69,-69,-64,-64,-75,-75,-64,-84,-84,-84,-84,-76,-85,-84,-84,-84,-86,-84,-84,-85,-81,-83,-83,-89,-90,-100,-82,-81,-100,-83,-100,-100,-85,-100,-84,-85,-100,-80,-81,-100,-85,-100,-86,-86,-100,-100,-100,-86,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-64,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-66,-100,-73,-74,-61,-74,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-66,-66,-67,-67,-81,-81,-68,-87,-87,-86,-86,-82,-85,-84,-82,-82,-84,-83,-83,-85,-84,-84,-85,-87,-73,-83,-78,-100,-77,-84,-100,-100,-100,-100,-86,-86,-100,-100,-100,-91,-84,-82,-84,-83,-82,-89,-100,-100,-100,-100,-100,-100,-81,-81,-89,-90,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-53,-100,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-63,-100,-73,-74,-61,-74,-100,-77,-100,-100,-81,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-62,-62,-67,-66,-81,-81,-67,-88,-88,-87,-88,-82,-87,-81,-78,-78,-86,-78,-78,-82,-82,-83,-84,-87,-88,-83,-78,-79,-77,-83,-100,-100,-100,-88,-82,-82,-79,-81,-100,-90,-86,-82,-84,-83,-82,-89,-100,-100,-100,-100,-100,-100,-84,-82,-89,-90,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-64,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-64,-100,-100,-100,-65,-100,-100,-78,-100,-100,-81,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-64,-64,-66,-66,-77,-78,-66,-85,-85,-85,-84,-79,-87,-81,-78,-78,-86,-78,-78,-81,-84,-83,-83,-88,-88,-100,-80,-79,-80,-84,-100,-100,-100,-88,-81,-81,-80,-80,-80,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-84,-82,-100,-100,-84,-85,-84,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-66,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-66,-100,-100,-100,-66,-100,-100,-78,-100,-100,-79,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-65,-65,-66,-66,-77,-79,-66,-85,-85,-85,-84,-80,-87,-100,-78,-78,-100,-78,-78,-82,-83,-84,-83,-88,-100,-100,-80,-79,-80,-84,-100,-100,-100,-100,-81,-82,-74,-81,-76,-89,-86,-100,-85,-85,-100,-100,-100,-100,-100,-90,-100,-100,-85,-84,-100,-89,-86,-85,-84,-89,-89,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-70,-100,-69,-69,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-81,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-65,-100,-100,-100,-67,-100,-100,-82,-100,-100,-79,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-64,-65,-70,-71,-81,-81,-70,-83,-82,-83,-83,-81,-87,-100,-80,-80,-87,-80,-80,-82,-82,-82,-82,-82,-100,-83,-80,-100,-80,-82,-83,-82,-100,-100,-81,-81,-74,-80,-76,-89,-85,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-89,-85,-85,-84,-100,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-70,-100,-70,-70,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-65,-100,-64,-63,-62,-73,-100,-81,-100,-100,-83,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-65,-65,-71,-71,-81,-81,-71,-84,-83,-83,-83,-82,-86,-80,-80,-78,-87,-80,-80,-82,-82,-82,-82,-87,-100,-83,-81,-81,-81,-82,-82,-82,-82,-100,-81,-81,-80,-80,-100,-91,-84,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-85,-78,-100,-100,-86,-85,-85,-100,-100,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-66,-100,-67,-66,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-93,-100,-77,-100,-100,-64,-100,-79,-79,-57,-78,-100,-88,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-67,-68,-81,-73,-67,-89,-89,-90,-88,-83,-100,-87,-75,-75,-100,-75,-75,-83,-80,-79,-80,-90,-85,-79,-81,-81,-81,-79,-77,-78,-78,-100,-82,-82,-81,-81,-80,-89,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-89,-86,-82,-90,-89,-100,-85,-84,-100,-100,-85,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-67,-100,-67,-67,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-79,-100,-100,-64,-100,-79,-79,-58,-78,-100,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-68,-66,-81,-73,-67,-88,-88,-88,-89,-83,-100,-82,-75,-76,-100,-76,-76,-83,-81,-80,-81,-100,-85,-78,-81,-81,-81,-81,-78,-79,-79,-100,-84,-84,-81,-82,-100,-87,-90,-78,-100,-100,-78,-100,-100,-76,-100,-100,-88,-89,-100,-84,-100,-90,-83,-85,-84,-100,-100,-86,-100,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
