38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,38:17:c3:1f:14:01,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:1f:09:93,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,38:17:c3:1f:00:a2,44:48:c1:91:d0:00,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:14:11,38:17:c3:1f:19:d2,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,44:48:c1:91:95:b3,a8:bd:27:4c:aa:92,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,38:17:c3:1f:09:83,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,20:a6:cd:42:0b:e3,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:24:47:50,38:17:c3:1f:09:90,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:1f:19:d0,44:48:c1:91:95:a2,44:48:c1:91:95:b2,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:19:45:b0,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:19:d7:70,38:17:c3:1f:19:c0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a0,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,38:17:c3:22:61:90,80:8d:b7:55:25:e3,38:17:c3:1f:19:f0,38:17:c3:22:5e:f0,20:a6:cd:42:13:f2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f0,38:17:c3:19:36:30,38:17:c3:1f:09:80,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,38:17:c3:1e:ff:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:39:d0,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:11,38:17:c3:19:36:22,80:8d:b7:55:39:c1,ea:9e:b4:53:24:54,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,38:17:c3:1f:22:30,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c0,20:a6:cd:50:24:a2,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:51,38:17:c3:1f:22:31,00:4e:35:df:06:50,20:a6:cd:50:24:b2,00:4e:35:df:06:41,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:01,38:17:c3:1f:0e:12,80:8d:b7:55:4d:02,x,y,label
-62,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-82,-100,-82,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-83,-100,-75,-100,-100,-69,-100,-75,-74,-60,-72,-100,-69,-88,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-70,-70,-100,-100,-70,-71,-71,-71,-71,-100,-100,-89,-83,-83,-100,-82,-84,-87,-84,-84,-85,-100,-100,-100,-100,-100,-84,-84,-85,-84,-85,-89,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-61,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-72,-100,-100,-100,-100,-82,-100,-82,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-82,-100,-75,-100,-100,-69,-100,-75,-74,-64,-72,-100,-89,-90,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-70,-70,-70,-70,-70,-72,-72,-72,-73,-70,-100,-89,-83,-83,-100,-84,-84,-86,-85,-84,-84,-100,-100,-100,-100,-100,-84,-85,-80,-77,-78,-89,-87,-87,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-62,-90,-62,-62,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-82,-100,-82,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-82,-100,-74,-100,-100,-69,-100,-75,-69,-64,-75,-100,-90,-90,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-70,-70,-70,-71,-70,-72,-72,-72,-72,-71,-100,-88,-83,-83,-100,-83,-83,-86,-85,-84,-85,-100,-100,-100,-100,-100,-100,-84,-83,-87,-85,-89,-85,-86,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-62,-90,-62,-62,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-72,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-82,-100,-74,-100,-100,-70,-100,-75,-75,-65,-75,-100,-91,-92,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-70,-70,-70,-70,-70,-72,-72,-72,-73,-71,-100,-88,-84,-83,-100,-83,-83,-88,-84,-84,-84,-88,-100,-100,-100,-100,-100,-84,-84,-86,-86,-89,-86,-85,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-62,-100,-62,-62,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-82,-100,-82,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-71,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-82,-100,-74,-100,-100,-69,-100,-75,-75,-54,-75,-100,-86,-92,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-70,-70,-71,-70,-70,-72,-72,-72,-73,-71,-100,-100,-83,-83,-100,-84,-83,-86,-84,-84,-84,-88,-100,-100,-84,-84,-100,-84,-86,-86,-85,-100,-86,-86,-82,-71,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-62,-100,-62,-62,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-100,-100,-100,-82,-100,-82,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-83,-100,-74,-100,-100,-69,-100,-76,-75,-61,-75,-100,-90,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-70,-70,-71,-71,-70,-72,-72,-72,-72,-71,-100,-85,-83,-83,-100,-83,-83,-87,-84,-85,-85,-90,-100,-100,-84,-84,-100,-84,-87,-86,-86,-100,-85,-86,-82,-71,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-66,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-75,-100,-100,-100,-100,-79,-100,-80,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-79,-100,-74,-100,-100,-100,-100,-76,-77,-66,-100,-100,-86,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-78,-77,-74,-79,-79,-79,-79,-78,-100,-86,-81,-81,-100,-82,-81,-85,-83,-83,-83,-100,-91,-100,-84,-84,-85,-83,-87,-100,-100,-89,-84,-85,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-65,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-72,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-81,-100,-75,-100,-100,-67,-100,-76,-77,-63,-100,-100,-88,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-75,-75,-77,-77,-74,-79,-79,-79,-79,-77,-100,-83,-81,-81,-100,-81,-81,-84,-82,-82,-84,-100,-91,-87,-84,-84,-85,-83,-87,-100,-100,-89,-84,-84,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-65,-86,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-92,-100,-100,-100,-72,-100,-100,-100,-100,-81,-100,-80,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-81,-100,-75,-100,-100,-67,-100,-76,-100,-60,-72,-100,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-75,-76,-76,-77,-74,-79,-79,-79,-79,-77,-100,-83,-81,-79,-100,-81,-81,-83,-82,-83,-83,-100,-100,-87,-87,-86,-87,-84,-100,-100,-85,-90,-85,-84,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-65,-86,-66,-66,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-71,-92,-100,-100,-100,-72,-100,-100,-100,-100,-81,-100,-80,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-76,-100,-100,-100,-100,-100,-72,-100,-88,-100,-100,-100,-100,-100,-81,-100,-75,-100,-100,-67,-100,-76,-100,-64,-72,-100,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-76,-76,-76,-76,-79,-79,-79,-79,-76,-100,-85,-81,-80,-100,-81,-81,-84,-83,-83,-83,-85,-100,-88,-87,-86,-87,-83,-100,-100,-85,-90,-85,-83,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-65,-85,-65,-65,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-81,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-91,-100,-100,-100,-92,-100,-100,-100,-76,-100,-100,-100,-100,-100,-72,-100,-87,-100,-100,-100,-100,-100,-81,-100,-75,-100,-100,-68,-100,-76,-76,-59,-76,-100,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-76,-76,-75,-76,-79,-79,-79,-79,-77,-100,-82,-81,-81,-100,-81,-81,-84,-83,-83,-83,-85,-100,-88,-100,-100,-100,-83,-100,-100,-100,-100,-84,-83,-100,-100,-100,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-65,-86,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-80,-100,-81,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-91,-100,-100,-100,-90,-100,-100,-100,-63,-100,-100,-100,-100,-100,-73,-100,-87,-100,-100,-100,-100,-100,-81,-100,-75,-100,-100,-68,-100,-75,-76,-62,-76,-100,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-75,-76,-76,-75,-75,-79,-79,-79,-79,-76,-100,-83,-81,-81,-100,-81,-80,-83,-83,-83,-83,-86,-100,-86,-86,-85,-86,-83,-100,-100,-100,-100,-83,-83,-100,-100,-100,-91,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-67,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-100,-100,-71,-100,-81,-81,-67,-81,-100,-77,-100,-100,-87,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-70,-70,-68,-69,-100,-100,-68,-78,-78,-78,-78,-100,-100,-84,-100,-100,-100,-100,-100,-83,-85,-84,-84,-100,-100,-100,-100,-81,-82,-84,-100,-100,-100,-89,-84,-85,-86,-100,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-70,-100,-70,-70,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-86,-100,-77,-100,-100,-72,-100,-81,-80,-65,-81,-100,-77,-100,-100,-82,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-72,-72,-69,-69,-82,-81,-69,-80,-81,-80,-80,-83,-100,-85,-85,-85,-100,-84,-85,-84,-83,-84,-86,-89,-100,-100,-83,-83,-82,-83,-100,-100,-100,-89,-83,-84,-86,-100,-86,-100,-87,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-71,-100,-71,-71,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-86,-100,-85,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-86,-100,-76,-100,-100,-71,-100,-80,-81,-66,-80,-100,-56,-100,-100,-83,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-71,-71,-69,-69,-82,-81,-69,-80,-80,-80,-80,-83,-100,-86,-85,-85,-100,-86,-84,-84,-84,-84,-85,-89,-91,-88,-83,-83,-100,-84,-100,-100,-87,-100,-83,-85,-100,-100,-100,-100,-87,-87,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-70,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-87,-100,-77,-100,-100,-72,-100,-81,-81,-65,-81,-100,-78,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-69,-69,-75,-100,-100,-80,-80,-80,-81,-76,-100,-85,-86,-85,-100,-86,-86,-84,-84,-85,-84,-91,-91,-88,-82,-82,-100,-84,-100,-100,-87,-100,-85,-84,-100,-100,-100,-100,-87,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-69,-89,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-69,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-89,-100,-75,-100,-100,-71,-100,-77,-77,-64,-78,-100,-78,-100,-100,-82,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-71,-71,-69,-69,-75,-100,-100,-85,-86,-86,-86,-76,-100,-83,-81,-81,-100,-82,-80,-84,-85,-84,-85,-91,-100,-88,-82,-83,-83,-84,-100,-100,-100,-100,-85,-84,-100,-76,-100,-90,-87,-100,-87,-87,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-66,-89,-66,-66,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-92,-100,-77,-100,-100,-68,-100,-77,-77,-59,-78,-100,-72,-92,-100,-82,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-68,-68,-66,-65,-77,-77,-66,-86,-86,-86,-86,-78,-100,-83,-82,-83,-100,-82,-82,-85,-83,-83,-84,-86,-100,-88,-82,-83,-83,-83,-100,-100,-84,-100,-85,-86,-100,-86,-100,-90,-86,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-67,-100,-70,-70,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-67,-100,-80,-80,-70,-100,-100,-81,-100,-100,-79,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-66,-66,-67,-68,-78,-78,-67,-83,-82,-83,-83,-79,-86,-100,-81,-81,-84,-81,-81,-89,-83,-82,-82,-88,-100,-100,-100,-83,-100,-83,-100,-100,-85,-88,-100,-100,-83,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
