38:17:c3:1f:00:a0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,44:48:c1:91:d0:12,44:48:c1:91:d0:10,44:48:c1:91:d0:14,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,20:a6:cd:42:0a:c3,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,20:a6:cd:42:0a:c0,38:17:c3:1f:09:82,38:17:c3:1f:09:81,38:17:c3:1f:14:02,38:17:c3:1f:09:83,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:a3,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:1f:00:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:24:47:50,38:17:c3:1f:19:d0,38:17:c3:1f:09:80,38:17:c3:1f:14:00,44:48:c1:91:95:b2,44:48:c1:91:95:a2,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:c1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:14:01,20:a6:cd:42:0a:c2,38:17:c3:19:45:b0,9c:d6:43:60:92:e0,72:32:b1:3e:1a:b8,44:48:c1:91:d0:00,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,38:17:c3:19:45:a1,44:48:c1:91:95:a1,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:1f:09:90,20:a6:cd:42:13:e0,38:17:c3:19:45:a2,44:48:c1:91:aa:22,38:17:c3:19:45:a0,a8:bd:27:4c:aa:80,38:17:c3:19:d7:70,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,20:a6:cd:42:0b:e3,38:17:c3:24:56:50,ac:e2:d3:c4:08:e6,00:4e:35:de:d7:43,38:17:c3:22:5e:f0,20:a6:cd:42:13:f0,38:17:c3:1f:19:c0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:22:61:90,38:17:c3:1f:19:f2,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:19:36:30,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:42,80:8d:b7:55:35:01,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:00,80:8d:b7:55:35:02,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:91,80:8d:b7:55:39:c2,38:17:c3:1e:ff:10,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:19:71:92,68:ff:7b:e4:af:38,38:17:c3:19:36:22,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:36:20,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,80:8d:b7:55:39:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,38:17:c3:1f:22:30,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:de:e1:12,20:a6:cd:50:24:b0,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1f:0e:10,00:4e:35:df:06:41,20:a6:cd:50:24:b1,00:4e:35:df:06:42,20:a6:cd:50:24:b2,00:4e:35:df:06:40,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,80:8d:b7:55:4d:00,x,y,label
-69,-65,-62,-62,-55,-79,-79,-79,-78,-78,-78,-79,-79,-79,-78,-74,-74,-82,-82,-100,-100,-75,-81,-81,-73,-82,-82,-83,-82,-86,-82,-80,-100,-77,-62,-79,-78,-79,-79,-78,-84,-90,-81,-73,-82,-100,-68,-69,-92,-100,-74,-87,-87,-79,-79,-72,-75,-87,-75,-59,-78,-78,-80,-80,-82,-82,-82,-84,-84,-84,-84,-100,-100,-100,-79,-84,-82,-100,-82,-100,-83,-100,-100,-100,-100,-92,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-69,-64,-63,-63,-60,-80,-80,-79,-79,-79,-79,-79,-79,-79,-77,-74,-74,-84,-83,-88,-88,-74,-81,-81,-73,-82,-82,-82,-82,-89,-100,-80,-100,-78,-62,-79,-79,-79,-79,-78,-83,-88,-81,-73,-81,-100,-68,-69,-93,-100,-74,-87,-87,-79,-78,-72,-75,-87,-75,-60,-78,-78,-80,-80,-82,-82,-82,-85,-86,-86,-84,-100,-100,-100,-80,-86,-82,-100,-82,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-65,-63,-59,-59,-61,-76,-76,-76,-82,-83,-82,-82,-82,-82,-81,-79,-80,-80,-80,-89,-89,-80,-100,-86,-100,-100,-83,-83,-83,-90,-82,-83,-100,-82,-59,-76,-83,-83,-77,-81,-81,-91,-100,-76,-83,-84,-65,-66,-100,-64,-79,-84,-84,-100,-100,-76,-79,-85,-82,-60,-81,-79,-76,-76,-100,-100,-100,-86,-86,-87,-100,-100,-100,-100,-76,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-66,-62,-60,-60,-59,-76,-76,-76,-84,-83,-83,-83,-82,-82,-81,-81,-81,-82,-82,-89,-89,-79,-87,-86,-100,-84,-83,-82,-82,-90,-83,-82,-100,-83,-59,-76,-83,-83,-77,-81,-82,-88,-87,-75,-82,-84,-65,-65,-100,-64,-79,-85,-84,-78,-100,-76,-79,-85,-83,-60,-81,-82,-75,-75,-81,-82,-82,-87,-86,-87,-84,-100,-100,-100,-75,-86,-82,-100,-84,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-65,-63,-59,-59,-63,-75,-75,-75,-83,-84,-84,-83,-82,-82,-100,-80,-79,-82,-82,-89,-88,-80,-87,-100,-76,-85,-83,-83,-83,-85,-83,-82,-100,-84,-58,-75,-84,-83,-79,-81,-82,-89,-87,-75,-83,-100,-65,-65,-100,-62,-80,-85,-85,-79,-78,-75,-80,-85,-82,-62,-100,-82,-74,-74,-83,-82,-83,-87,-86,-87,-84,-100,-100,-100,-74,-86,-82,-100,-84,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-66,-62,-61,-61,-60,-75,-75,-75,-81,-81,-81,-81,-81,-82,-81,-79,-81,-82,-82,-88,-88,-80,-88,-100,-76,-86,-83,-83,-83,-83,-100,-100,-100,-77,-60,-75,-81,-82,-78,-79,-82,-88,-100,-75,-83,-100,-66,-66,-100,-62,-80,-86,-86,-79,-78,-75,-80,-86,-83,-69,-79,-79,-74,-74,-82,-81,-82,-86,-86,-87,-100,-100,-100,-100,-74,-86,-81,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-66,-61,-60,-60,-61,-75,-74,-75,-81,-81,-81,-81,-81,-81,-81,-80,-81,-82,-82,-87,-88,-80,-88,-100,-76,-85,-83,-83,-83,-84,-100,-83,-84,-77,-60,-74,-81,-81,-78,-80,-82,-88,-100,-76,-82,-100,-66,-66,-100,-62,-80,-86,-85,-78,-79,-76,-80,-86,-83,-60,-80,-80,-74,-75,-82,-81,-82,-86,-86,-87,-100,-85,-100,-100,-75,-86,-82,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-67,-61,-60,-60,-63,-74,-74,-74,-81,-81,-81,-81,-81,-81,-83,-79,-82,-81,-82,-87,-88,-80,-87,-87,-75,-86,-83,-83,-83,-84,-100,-82,-84,-83,-59,-74,-81,-81,-79,-80,-81,-88,-100,-75,-82,-100,-65,-66,-100,-62,-80,-85,-87,-78,-79,-76,-80,-85,-83,-62,-80,-80,-75,-74,-82,-83,-81,-100,-100,-100,-100,-85,-100,-100,-75,-100,-82,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-65,-66,-56,-56,-67,-75,-75,-75,-84,-85,-84,-79,-80,-80,-82,-80,-78,-100,-100,-100,-100,-76,-100,-100,-72,-100,-87,-100,-87,-82,-79,-78,-86,-79,-56,-75,-84,-79,-82,-78,-88,-100,-100,-73,-86,-100,-65,-65,-100,-100,-76,-84,-83,-80,-82,-100,-75,-84,-100,-65,-77,-79,-79,-79,-83,-84,-84,-84,-84,-84,-81,-100,-100,-100,-79,-84,-84,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-65,-67,-57,-57,-66,-81,-81,-81,-83,-83,-83,-83,-84,-85,-79,-80,-80,-83,-84,-100,-100,-79,-86,-100,-74,-84,-90,-100,-87,-82,-79,-79,-86,-75,-56,-81,-83,-83,-82,-78,-85,-100,-100,-74,-88,-86,-66,-66,-100,-100,-79,-86,-87,-84,-84,-74,-79,-86,-100,-65,-77,-79,-77,-77,-87,-84,-84,-85,-84,-84,-81,-86,-100,-100,-77,-80,-87,-100,-83,-100,-83,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-65,-66,-57,-57,-61,-78,-79,-79,-84,-84,-83,-85,-85,-85,-81,-80,-80,-83,-84,-100,-100,-79,-86,-100,-73,-87,-90,-100,-100,-84,-79,-79,-86,-79,-57,-78,-84,-85,-100,-79,-92,-100,-100,-74,-88,-86,-65,-65,-100,-100,-79,-87,-86,-80,-81,-73,-79,-86,-76,-66,-78,-78,-76,-77,-89,-100,-87,-86,-100,-100,-82,-86,-100,-100,-77,-85,-86,-100,-81,-100,-85,-79,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-66,-66,-57,-57,-61,-75,-76,-75,-83,-83,-83,-81,-81,-80,-82,-80,-80,-100,-100,-100,-100,-78,-100,-100,-73,-87,-84,-85,-85,-84,-80,-79,-88,-79,-57,-75,-83,-80,-100,-80,-90,-93,-100,-72,-85,-88,-66,-66,-100,-66,-78,-85,-85,-80,-83,-73,-78,-86,-75,-67,-80,-80,-76,-76,-84,-84,-84,-85,-88,-85,-83,-87,-100,-100,-76,-85,-85,-100,-84,-100,-84,-80,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-66,-66,-57,-57,-66,-75,-75,-76,-83,-83,-84,-80,-81,-81,-83,-79,-79,-100,-100,-100,-100,-77,-87,-100,-74,-85,-84,-85,-85,-84,-80,-79,-88,-76,-57,-75,-83,-81,-100,-80,-90,-93,-100,-74,-86,-88,-66,-66,-100,-66,-78,-85,-85,-100,-84,-74,-78,-86,-76,-66,-80,-80,-76,-76,-83,-84,-84,-85,-86,-85,-83,-87,-100,-100,-76,-86,-84,-100,-84,-100,-84,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-66,-66,-57,-57,-61,-75,-75,-75,-83,-82,-83,-81,-81,-81,-83,-79,-80,-100,-100,-100,-100,-78,-87,-100,-73,-85,-84,-100,-100,-85,-79,-78,-100,-80,-57,-75,-83,-79,-100,-80,-89,-90,-100,-73,-85,-86,-66,-66,-100,-100,-78,-85,-85,-100,-84,-73,-78,-86,-76,-63,-80,-79,-78,-77,-84,-85,-84,-85,-84,-85,-100,-100,-100,-100,-78,-85,-85,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-60,-68,-58,-58,-65,-80,-80,-80,-79,-79,-79,-80,-80,-80,-80,-78,-78,-85,-85,-89,-90,-77,-82,-82,-70,-100,-88,-87,-88,-85,-76,-76,-82,-77,-58,-81,-80,-81,-83,-81,-86,-89,-100,-70,-87,-86,-59,-60,-100,-68,-77,-85,-85,-82,-82,-70,-70,-85,-77,-65,-81,-81,-71,-71,-83,-83,-83,-83,-83,-83,-100,-86,-100,-100,-71,-84,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-62,-67,-65,-65,-61,-78,-78,-78,-82,-82,-82,-84,-84,-84,-77,-77,-79,-86,-84,-89,-90,-77,-82,-82,-57,-100,-87,-87,-88,-85,-76,-81,-82,-82,-61,-78,-82,-83,-82,-81,-85,-89,-100,-67,-86,-86,-62,-62,-100,-68,-77,-83,-84,-83,-81,-67,-70,-84,-82,-63,-80,-81,-73,-73,-86,-86,-86,-83,-83,-83,-100,-86,-100,-100,-73,-84,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-62,-67,-64,-64,-62,-79,-78,-78,-83,-82,-83,-85,-85,-84,-80,-77,-79,-83,-85,-87,-90,-100,-88,-100,-57,-85,-86,-100,-100,-86,-80,-80,-88,-72,-62,-78,-82,-84,-82,-78,-84,-88,-100,-68,-86,-100,-62,-62,-100,-68,-81,-83,-83,-80,-81,-67,-81,-83,-82,-55,-77,-80,-73,-73,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-73,-100,-87,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-62,-67,-62,-62,-60,-78,-78,-78,-83,-82,-83,-85,-85,-86,-79,-78,-80,-85,-84,-88,-88,-81,-88,-87,-67,-86,-87,-100,-100,-86,-80,-80,-88,-77,-62,-78,-82,-85,-82,-81,-85,-89,-100,-68,-87,-100,-62,-61,-100,-67,-81,-83,-83,-80,-81,-68,-82,-83,-82,-65,-81,-81,-73,-73,-86,-87,-86,-88,-100,-100,-84,-100,-100,-100,-73,-88,-87,-100,-84,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-62,-67,-65,-65,-59,-79,-79,-79,-82,-82,-82,-84,-85,-84,-83,-74,-80,-84,-84,-88,-88,-81,-88,-87,-68,-86,-87,-100,-100,-86,-81,-81,-100,-81,-64,-79,-82,-84,-84,-81,-84,-88,-100,-68,-86,-100,-62,-62,-100,-67,-82,-83,-83,-83,-82,-67,-82,-83,-82,-65,-82,-81,-73,-73,-86,-86,-100,-88,-100,-100,-84,-100,-100,-100,-73,-88,-100,-100,-84,-100,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
