38:17:c3:1f:00:a0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,44:48:c1:91:d0:12,44:48:c1:91:d0:10,44:48:c1:91:d0:14,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,20:a6:cd:42:0a:c3,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,20:a6:cd:42:0a:c0,38:17:c3:1f:09:82,38:17:c3:1f:09:81,38:17:c3:1f:14:02,38:17:c3:1f:09:83,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:a3,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:1f:00:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:24:47:50,38:17:c3:1f:19:d0,38:17:c3:1f:09:80,38:17:c3:1f:14:00,44:48:c1:91:95:b2,44:48:c1:91:95:a2,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:c1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:14:01,20:a6:cd:42:0a:c2,38:17:c3:19:45:b0,9c:d6:43:60:92:e0,72:32:b1:3e:1a:b8,44:48:c1:91:d0:00,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,38:17:c3:19:45:a1,44:48:c1:91:95:a1,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:1f:09:90,20:a6:cd:42:13:e0,38:17:c3:19:45:a2,44:48:c1:91:aa:22,38:17:c3:19:45:a0,a8:bd:27:4c:aa:80,38:17:c3:19:d7:70,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,20:a6:cd:42:0b:e3,38:17:c3:24:56:50,ac:e2:d3:c4:08:e6,00:4e:35:de:d7:43,38:17:c3:22:5e:f0,20:a6:cd:42:13:f0,38:17:c3:1f:19:c0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:22:61:90,38:17:c3:1f:19:f2,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:19:36:30,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:42,80:8d:b7:55:35:01,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:00,80:8d:b7:55:35:02,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:91,80:8d:b7:55:39:c2,38:17:c3:1e:ff:10,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:19:71:92,68:ff:7b:e4:af:38,38:17:c3:19:36:22,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:19:36:20,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,80:8d:b7:55:39:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,38:17:c3:1f:22:30,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:de:e1:12,20:a6:cd:50:24:b0,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1f:0e:10,00:4e:35:df:06:41,20:a6:cd:50:24:b1,00:4e:35:df:06:42,20:a6:cd:50:24:b2,00:4e:35:df:06:40,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,80:8d:b7:55:4d:00,x,y,label
-71,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-91,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-91,-100,-100,-72,-72,-100,-100,-100,-100,-72,-100,-90,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-85,-100,-100,-100,-72,-100,-72,-100,-71,-100,-100,-73,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-72,-72,-72,-71,-71,-71,-74,-74,-74,-74,-100,-100,-100,-84,-100,-83,-83,-87,-84,-84,-88,-100,-100,-86,-86,-85,-100,-85,-88,-88,-86,-87,-85,-86,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-72,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-88,-100,-100,-73,-73,-100,-100,-100,-100,-73,-100,-92,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-85,-100,-100,-100,-72,-100,-72,-100,-71,-100,-100,-72,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-72,-72,-72,-72,-72,-71,-74,-74,-74,-74,-100,-100,-100,-100,-100,-82,-83,-88,-83,-83,-87,-100,-100,-86,-87,-84,-100,-85,-87,-88,-86,-100,-85,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-72,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-89,-100,-100,-71,-71,-100,-100,-100,-100,-71,-100,-92,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-85,-100,-100,-100,-72,-100,-72,-100,-70,-100,-100,-72,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-72,-73,-72,-71,-71,-71,-71,-71,-71,-70,-100,-100,-100,-100,-100,-83,-84,-87,-84,-84,-87,-100,-100,-86,-86,-85,-100,-87,-87,-86,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-72,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-91,-100,-100,-73,-73,-100,-100,-100,-100,-73,-100,-92,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-87,-100,-100,-100,-72,-100,-72,-100,-69,-100,-100,-72,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-72,-72,-72,-72,-72,-72,-70,-71,-71,-71,-100,-100,-100,-100,-100,-84,-84,-87,-84,-84,-88,-100,-100,-85,-87,-85,-100,-86,-87,-87,-100,-86,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-73,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-87,-100,-100,-73,-73,-100,-100,-100,-100,-73,-100,-80,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-89,-100,-100,-100,-74,-100,-73,-100,-67,-100,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-67,-66,-71,-72,-71,-71,-71,-72,-74,-74,-74,-74,-100,-100,-100,-83,-100,-76,-77,-100,-77,-76,-100,-100,-85,-84,-100,-85,-100,-86,-100,-100,-100,-86,-82,-83,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-75,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-73,-86,-100,-100,-71,-71,-100,-100,-100,-100,-71,-100,-80,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-87,-100,-100,-100,-74,-100,-73,-100,-66,-100,-100,-55,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-72,-72,-71,-71,-71,-71,-75,-75,-75,-75,-100,-100,-100,-83,-85,-77,-77,-83,-77,-77,-87,-87,-85,-84,-85,-85,-86,-86,-85,-84,-82,-86,-81,-82,-82,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-73,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-87,-100,-100,-71,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-88,-100,-100,-100,-74,-100,-74,-100,-65,-100,-100,-68,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-72,-73,-71,-73,-74,-74,-75,-75,-75,-75,-100,-100,-100,-84,-85,-77,-76,-85,-77,-77,-88,-87,-85,-86,-85,-86,-90,-86,-84,-84,-83,-86,-81,-83,-82,-86,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-72,-87,-66,-66,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-86,-100,-100,-74,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-86,-100,-100,-100,-73,-100,-73,-100,-66,-100,-100,-68,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-65,-66,-71,-71,-71,-74,-74,-74,-73,-73,-73,-73,-100,-100,-100,-85,-85,-77,-77,-85,-77,-77,-88,-87,-85,-85,-85,-85,-90,-85,-84,-84,-82,-100,-100,-83,-100,-100,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-73,-87,-68,-68,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-72,-83,-88,-100,-73,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-87,-100,-100,-100,-74,-100,-74,-100,-66,-100,-100,-67,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-71,-71,-71,-72,-72,-74,-73,-73,-73,-74,-100,-100,-100,-83,-85,-76,-77,-84,-77,-77,-86,-87,-85,-84,-84,-84,-70,-85,-83,-84,-82,-100,-83,-82,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-71,-100,-72,-72,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-86,-88,-100,-72,-72,-100,-100,-100,-100,-72,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-87,-100,-100,-100,-74,-100,-74,-100,-65,-100,-100,-67,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-71,-70,-71,-72,-72,-72,-72,-73,-72,-72,-100,-100,-100,-83,-85,-77,-78,-84,-78,-77,-86,-100,-85,-85,-85,-85,-87,-86,-85,-86,-82,-100,-83,-82,-87,-100,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-84,-88,-100,-72,-71,-100,-100,-100,-100,-72,-100,-75,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-82,-100,-100,-100,-79,-100,-66,-100,-66,-100,-100,-77,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-68,-68,-69,-100,-83,-100,-83,-84,-84,-84,-100,-100,-88,-82,-81,-82,-82,-86,-83,-82,-100,-69,-81,-82,-85,-82,-100,-83,-86,-87,-100,-83,-100,-83,-82,-82,-100,-100,-85,-85,-88,-89,-84,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-78,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-78,-88,-100,-71,-71,-100,-100,-100,-100,-71,-100,-75,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-84,-100,-100,-100,-79,-100,-77,-100,-65,-100,-100,-81,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-68,-67,-69,-81,-80,-82,-84,-84,-84,-84,-100,-100,-88,-83,-81,-82,-81,-87,-83,-82,-85,-69,-81,-83,-87,-83,-100,-84,-86,-86,-82,-82,-81,-83,-82,-82,-100,-100,-85,-85,-88,-89,-84,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-77,-100,-68,-68,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-85,-100,-100,-72,-72,-100,-100,-100,-100,-72,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-84,-100,-100,-100,-76,-100,-76,-100,-68,-100,-100,-81,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-72,-71,-72,-81,-77,-82,-83,-85,-83,-84,-100,-89,-88,-84,-100,-78,-79,-83,-100,-79,-85,-100,-100,-81,-83,-81,-100,-81,-82,-82,-84,-86,-84,-82,-87,-87,-100,-100,-100,-87,-100,-100,-87,-88,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-74,-100,-73,-72,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-89,-100,-100,-72,-72,-100,-100,-100,-100,-72,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-88,-100,-100,-100,-78,-100,-77,-100,-70,-100,-100,-81,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-70,-70,-70,-81,-77,-83,-80,-81,-80,-80,-88,-88,-87,-84,-100,-78,-79,-85,-77,-78,-81,-100,-100,-79,-87,-80,-100,-80,-86,-86,-84,-85,-85,-82,-87,-84,-100,-100,-100,-87,-100,-100,-87,-88,-93,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-75,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-75,-100,-100,-70,-70,-100,-100,-100,-100,-70,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-90,-100,-100,-100,-78,-100,-77,-100,-68,-100,-100,-80,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-72,-72,-72,-81,-81,-83,-80,-80,-80,-80,-88,-88,-86,-84,-82,-80,-80,-83,-79,-80,-89,-83,-82,-79,-83,-79,-100,-78,-83,-83,-82,-85,-83,-82,-100,-84,-90,-87,-100,-100,-100,-100,-100,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-75,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-80,-100,-100,-72,-72,-100,-100,-100,-100,-73,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-87,-100,-100,-100,-80,-100,-100,-100,-67,-100,-100,-81,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-70,-69,-70,-100,-81,-100,-79,-80,-80,-79,-100,-100,-91,-82,-82,-79,-79,-83,-79,-79,-83,-81,-81,-81,-83,-81,-100,-80,-83,-83,-82,-100,-83,-82,-100,-83,-90,-87,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-73,-100,-68,-68,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-83,-100,-100,-73,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-82,-100,-100,-100,-74,-100,-74,-100,-70,-100,-100,-80,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-72,-71,-78,-78,-78,-82,-82,-81,-82,-100,-100,-100,-100,-100,-79,-79,-82,-79,-79,-84,-100,-100,-100,-83,-100,-100,-100,-82,-83,-83,-86,-83,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-70,-88,-74,-73,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-78,-100,-100,-73,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-87,-100,-100,-100,-74,-100,-74,-100,-68,-100,-100,-80,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-69,-69,-78,-77,-78,-81,-81,-81,-81,-100,-100,-87,-100,-100,-84,-79,-81,-83,-83,-87,-100,-100,-100,-81,-100,-90,-100,-80,-81,-79,-88,-80,-85,-88,-88,-100,-88,-100,-100,-88,-100,-100,-88,-93,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-72,-87,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-81,-100,-100,-78,-78,-100,-100,-100,-100,-78,-100,-89,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-80,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-69,-69,-66,-77,-64,-83,-83,-83,-83,-87,-86,-86,-83,-81,-84,-81,-86,-83,-83,-88,-82,-82,-100,-81,-87,-90,-100,-80,-81,-79,-88,-80,-100,-88,-88,-100,-88,-100,-100,-85,-100,-100,-86,-93,-85,-100,-87,-87,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
