38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,44:48:c1:91:d0:14,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,38:17:c3:1f:09:91,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:95:a3,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,38:17:c3:1f:09:90,38:17:c3:24:47:50,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:14:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:02,38:17:c3:1f:14:01,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:80,44:48:c1:91:95:a2,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:d0:01,38:17:c3:1f:14:00,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:43,44:48:c1:91:95:b1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:19:45:a2,20:a6:cd:42:0a:d2,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:09:80,38:17:c3:19:45:a0,44:48:c1:91:aa:30,38:17:c3:24:56:50,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:42,44:48:c1:91:95:a1,20:a6:cd:42:13:f2,44:48:c1:91:95:a0,20:a6:cd:42:0a:c2,20:a6:cd:42:13:f0,38:17:c3:22:61:90,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,38:17:c3:1f:09:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,20:a6:cd:42:13:f1,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:1f:09:82,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:e2,38:17:c3:1f:19:e0,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:e0,38:17:c3:19:d7:60,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:12,02:54:af:fe:54:11,38:17:c3:1e:ff:12,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:71:91,38:17:c3:19:36:31,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,38:17:c3:19:71:90,20:a6:cd:50:24:a1,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,20:a6:cd:50:24:a0,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,68:ff:7b:e4:af:38,00:4e:35:df:06:52,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,x,y,label
-66,-100,-67,-100,-90,-67,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-70,-100,-100,-100,-100,-100,-100,-82,-70,-70,-100,-100,-100,-71,-71,-100,-82,-83,-82,-100,-83,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-73,-100,-76,-76,-100,-66,-100,-100,-100,-100,-100,-65,-76,-75,-69,-76,-68,-68,-76,-70,-69,-69,-69,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-64,-100,-65,-100,-90,-65,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-71,-100,-100,-100,-100,-100,-100,-80,-70,-70,-100,-100,-100,-71,-71,-100,-82,-83,-82,-100,-83,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-74,-100,-75,-74,-100,-65,-100,-100,-100,-100,-100,-68,-76,-76,-69,-76,-69,-69,-73,-69,-69,-69,-69,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-65,-89,-65,-90,-100,-66,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-71,-100,-100,-100,-100,-100,-100,-82,-71,-70,-100,-86,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-74,-100,-76,-76,-100,-64,-100,-100,-100,-100,-100,-61,-77,-76,-69,-76,-69,-68,-76,-70,-70,-69,-69,-87,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-70,-89,-70,-100,-100,-70,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-72,-100,-100,-100,-100,-100,-100,-87,-71,-71,-100,-100,-100,-71,-72,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-94,-75,-100,-71,-72,-100,-67,-100,-100,-100,-100,-100,-70,-75,-100,-100,-75,-100,-69,-71,-72,-72,-72,-72,-89,-100,-85,-84,-89,-85,-85,-88,-100,-100,-100,-87,-87,-86,-85,-87,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-70,-89,-70,-100,-100,-70,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-72,-100,-100,-100,-100,-100,-100,-87,-71,-71,-100,-100,-100,-71,-72,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-94,-74,-100,-70,-70,-100,-67,-100,-100,-100,-100,-100,-70,-75,-76,-70,-76,-70,-69,-70,-72,-72,-72,-72,-89,-90,-85,-84,-89,-85,-85,-88,-100,-100,-100,-87,-87,-85,-85,-87,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-70,-88,-71,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-72,-100,-100,-100,-100,-100,-100,-86,-72,-71,-100,-100,-100,-72,-72,-100,-81,-80,-76,-100,-80,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-74,-100,-70,-70,-100,-67,-100,-100,-100,-100,-100,-69,-75,-76,-70,-76,-69,-69,-70,-72,-72,-72,-72,-88,-91,-85,-84,-89,-83,-84,-88,-100,-87,-100,-86,-86,-85,-85,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-70,-88,-71,-89,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-71,-100,-100,-100,-100,-100,-100,-86,-72,-71,-100,-87,-100,-72,-72,-100,-81,-80,-90,-100,-80,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-74,-100,-71,-71,-100,-67,-100,-100,-100,-100,-100,-69,-76,-76,-70,-76,-70,-69,-70,-72,-72,-72,-72,-88,-91,-85,-85,-87,-86,-86,-88,-100,-87,-100,-86,-87,-85,-86,-88,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-70,-88,-71,-89,-91,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-71,-100,-100,-100,-100,-100,-100,-86,-72,-72,-100,-87,-100,-72,-72,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-74,-100,-71,-71,-100,-66,-100,-100,-100,-100,-100,-70,-75,-76,-70,-76,-70,-69,-71,-72,-72,-72,-72,-87,-100,-85,-85,-89,-86,-86,-88,-87,-87,-100,-87,-87,-85,-86,-88,-86,-86,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-70,-100,-71,-69,-91,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-72,-100,-100,-100,-100,-100,-100,-87,-72,-72,-100,-100,-100,-72,-72,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-74,-100,-70,-70,-100,-66,-100,-100,-100,-100,-100,-70,-75,-76,-70,-76,-69,-69,-70,-72,-72,-72,-72,-87,-89,-85,-85,-88,-85,-84,-89,-87,-87,-100,-88,-89,-85,-85,-88,-84,-85,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-66,-91,-66,-87,-92,-66,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-100,-72,-100,-100,-100,-100,-100,-100,-88,-77,-78,-100,-100,-100,-78,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-73,-100,-69,-69,-100,-68,-100,-100,-100,-100,-100,-63,-70,-70,-69,-70,-69,-69,-69,-76,-76,-77,-76,-85,-100,-83,-83,-100,-82,-83,-100,-100,-100,-89,-84,-82,-86,-85,-84,-84,-84,-84,-87,-84,-85,-85,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-68,-91,-68,-87,-92,-68,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-75,-100,-100,-100,-100,-100,-100,-89,-78,-78,-100,-100,-100,-79,-74,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-74,-100,-68,-68,-100,-67,-100,-100,-100,-100,-100,-63,-71,-71,-70,-71,-69,-70,-69,-76,-76,-76,-76,-88,-100,-80,-82,-85,-82,-81,-100,-100,-100,-89,-83,-82,-84,-85,-84,-86,-85,-84,-87,-82,-84,-85,-94,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-68,-100,-68,-90,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-75,-100,-100,-100,-100,-100,-100,-87,-80,-79,-100,-100,-100,-80,-74,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-75,-100,-68,-68,-100,-67,-100,-100,-100,-100,-100,-63,-72,-72,-70,-72,-58,-70,-69,-76,-76,-76,-76,-88,-100,-81,-80,-85,-82,-81,-100,-100,-100,-100,-82,-83,-85,-85,-83,-86,-86,-84,-100,-82,-85,-100,-100,-92,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-67,-100,-68,-90,-100,-68,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-74,-100,-100,-100,-100,-100,-100,-87,-80,-80,-100,-100,-100,-80,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-75,-100,-70,-69,-100,-67,-100,-100,-100,-100,-100,-56,-72,-72,-70,-72,-70,-70,-70,-76,-76,-76,-76,-100,-100,-81,-81,-83,-82,-100,-100,-100,-100,-100,-85,-84,-85,-85,-84,-86,-86,-85,-100,-86,-85,-85,-91,-92,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-67,-100,-67,-100,-100,-68,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-74,-100,-100,-100,-100,-100,-100,-88,-78,-78,-88,-100,-100,-79,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-75,-100,-70,-69,-100,-67,-100,-100,-100,-100,-100,-61,-71,-71,-69,-100,-70,-70,-70,-74,-74,-74,-74,-86,-100,-82,-82,-86,-82,-82,-100,-100,-100,-100,-84,-84,-85,-84,-84,-85,-85,-84,-100,-84,-84,-84,-91,-88,-92,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-67,-100,-67,-100,-100,-67,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-75,-100,-100,-100,-100,-100,-100,-87,-77,-77,-88,-100,-100,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-75,-100,-69,-69,-100,-67,-100,-100,-100,-100,-100,-48,-71,-71,-69,-71,-69,-69,-69,-74,-74,-74,-74,-86,-100,-81,-82,-83,-82,-82,-100,-100,-100,-100,-82,-82,-86,-85,-82,-85,-85,-85,-100,-84,-83,-83,-100,-88,-92,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-73,-100,-73,-100,-100,-73,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-75,-100,-100,-100,-100,-100,-100,-89,-79,-79,-100,-100,-100,-80,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-65,-65,-100,-74,-100,-100,-100,-100,-100,-60,-100,-100,-79,-71,-79,-79,-65,-82,-82,-82,-82,-84,-100,-79,-79,-100,-79,-79,-100,-100,-100,-100,-84,-84,-84,-84,-84,-85,-84,-80,-100,-100,-100,-100,-92,-100,-91,-83,-83,-100,-85,-87,-87,-87,-87,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-74,-100,-74,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-74,-100,-100,-100,-100,-100,-100,-86,-80,-79,-100,-100,-100,-80,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-76,-100,-65,-65,-100,-75,-100,-100,-100,-100,-100,-63,-73,-73,-77,-73,-79,-77,-65,-78,-77,-78,-77,-84,-88,-79,-79,-100,-79,-79,-100,-100,-100,-100,-84,-84,-84,-84,-84,-85,-84,-87,-100,-100,-100,-100,-91,-100,-91,-83,-84,-100,-85,-87,-86,-87,-87,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-72,-100,-72,-79,-100,-72,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-74,-100,-100,-100,-100,-100,-100,-86,-78,-78,-100,-100,-100,-78,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-76,-100,-65,-65,-100,-72,-100,-100,-100,-100,-100,-59,-74,-75,-77,-71,-100,-77,-65,-79,-79,-80,-79,-71,-88,-78,-79,-100,-78,-79,-74,-74,-74,-100,-84,-84,-84,-85,-84,-85,-85,-87,-100,-100,-100,-100,-91,-100,-87,-100,-84,-83,-85,-87,-86,-87,-71,-74,-88,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-72,-100,-72,-88,-86,-71,-76,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-76,-100,-100,-100,-100,-100,-100,-87,-79,-79,-100,-100,-100,-79,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-92,-76,-100,-65,-65,-100,-77,-100,-100,-100,-100,-100,-63,-72,-72,-81,-72,-81,-81,-65,-80,-80,-80,-80,-79,-100,-78,-79,-84,-78,-78,-74,-74,-74,-100,-84,-83,-83,-83,-84,-84,-84,-82,-100,-84,-100,-85,-90,-100,-88,-100,-85,-83,-100,-100,-100,-100,-84,-74,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-71,-100,-72,-89,-86,-72,-76,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-76,-100,-100,-100,-100,-100,-100,-86,-79,-79,-100,-100,-100,-79,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-76,-100,-65,-66,-100,-77,-100,-100,-100,-100,-100,-62,-72,-72,-80,-72,-80,-80,-65,-80,-80,-80,-81,-83,-100,-78,-79,-85,-78,-78,-100,-85,-100,-100,-85,-84,-85,-84,-85,-84,-84,-83,-100,-84,-85,-85,-91,-100,-87,-83,-84,-100,-87,-100,-86,-100,-84,-100,-86,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
