60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c3,38:17:c3:1f:00:b2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:02,44:48:c1:91:d0:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:83,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:14:12,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:d0:12,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:95:a3,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,38:17:c3:1f:00:b0,44:48:c1:91:d0:01,38:17:c3:1f:14:00,38:17:c3:19:45:b0,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,44:48:c1:91:d0:11,44:48:c1:91:95:a2,38:17:c3:24:47:50,a8:bd:27:4c:aa:80,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,66:2a:2f:53:7c:99,44:48:c1:91:d0:04,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:a1,44:48:c1:91:95:a0,38:17:c3:1f:19:d1,38:17:c3:1f:09:91,38:17:c3:19:45:a0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:09:92,b4:5d:50:e1:96:50,38:17:c3:1f:09:80,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:90,86:0d:8e:aa:25:a4,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:93,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,38:17:c3:19:d7:62,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,80:8d:b7:55:3a:42,80:8d:b7:55:25:f3,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,80:8d:b7:55:39:c0,80:8d:b7:55:35:02,80:8d:b7:55:25:f1,80:8d:b7:55:39:d2,80:8d:b7:55:25:f2,80:8d:b7:55:39:d0,80:8d:b7:55:35:01,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a1,80:8d:b7:55:39:c1,ea:9e:b4:53:24:54,38:17:c3:19:36:21,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:29:d0,38:17:c3:1e:ff:10,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:82,38:17:c3:1e:ff:12,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:c2,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:1f:0e:02,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:71:80,00:4e:35:df:06:41,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:30,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:12,x,y,timestamp
-80,-91,-69,-74,-100,-100,-100,-87,-74,-100,-100,-100,-100,-100,-100,-82,-87,-72,-72,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-69,-100,-74,-100,-100,-72,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-68,-68,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-61,-100,-100,-100,-77,-71,-71,-83,-71,-71,-83,-83,-83,-75,-70,-71,-75,-75,-80,-100,-83,-83,-83,-100,-89,-100,-88,-91,-100,-100,-100,-100,-93,-100,-81,-89,-100,-90,-100,-81,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,644,1956136732038
-79,-100,-70,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-82,-82,-83,-73,-73,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-70,-100,-73,-100,-100,-73,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-68,-68,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-61,-100,-100,-100,-76,-70,-72,-83,-72,-71,-83,-83,-83,-75,-70,-71,-75,-75,-79,-82,-83,-82,-83,-81,-89,-100,-92,-90,-100,-100,-100,-100,-100,-100,-81,-89,-100,-90,-100,-81,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,644,1959674648731
-81,-100,-69,-76,-100,-100,-100,-88,-76,-100,-100,-100,-100,-100,-82,-82,-83,-75,-75,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-76,-100,-100,-75,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-70,-69,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-71,-66,-72,-83,-72,-71,-83,-83,-83,-75,-66,-66,-75,-76,-79,-82,-100,-82,-100,-81,-90,-81,-89,-88,-89,-81,-82,-100,-91,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-84,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,644,1963259471731
-81,-100,-69,-75,-100,-100,-100,-88,-75,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-75,-100,-100,-76,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-69,-69,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-73,-65,-74,-84,-75,-74,-84,-84,-84,-75,-65,-65,-75,-75,-100,-77,-77,-100,-100,-100,-90,-81,-89,-88,-89,-81,-82,-100,-91,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-87,-100,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,644,1966878198885
-100,-100,-71,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-88,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-74,-100,-100,-71,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-69,-73,-100,-100,-100,-100,-73,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-73,-68,-76,-82,-76,-76,-82,-82,-82,-71,-68,-68,-71,-71,-78,-83,-79,-79,-79,-100,-88,-79,-89,-88,-88,-78,-100,-100,-100,-100,-80,-88,-100,-88,-100,-80,-100,-100,-100,-100,-87,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,644,1970395137655
-100,-100,-67,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-76,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-73,-81,-100,-73,-81,-82,-81,-74,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,661,2019646568734
-100,-100,-68,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-76,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-75,-75,-100,-100,-100,-100,-75,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-74,-68,-73,-79,-73,-73,-79,-80,-79,-75,-68,-68,-75,-75,-80,-100,-79,-78,-79,-100,-87,-100,-88,-90,-91,-77,-100,-83,-89,-100,-100,-86,-100,-87,-100,-100,-100,-100,-100,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,661,2022979448042
-84,-100,-67,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-76,-100,-100,-76,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-74,-74,-100,-100,-100,-100,-74,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-74,-68,-73,-79,-73,-73,-79,-79,-79,-75,-68,-68,-75,-75,-81,-100,-79,-79,-79,-100,-87,-78,-86,-90,-91,-79,-78,-83,-90,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,661,2026435396735
-84,-100,-68,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-76,-100,-100,-76,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-74,-74,-100,-100,-100,-100,-74,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-74,-67,-100,-81,-73,-100,-81,-81,-81,-75,-68,-68,-75,-75,-81,-80,-79,-78,-79,-100,-87,-78,-86,-90,-91,-79,-78,-79,-90,-100,-78,-87,-100,-86,-100,-78,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,661,2029920208197
-100,-100,-67,-75,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-74,-74,-100,-100,-100,-100,-75,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-71,-67,-71,-82,-72,-71,-82,-82,-82,-74,-67,-67,-74,-74,-81,-80,-80,-80,-80,-100,-88,-79,-88,-100,-100,-78,-78,-79,-100,-100,-78,-87,-100,-87,-100,-78,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,661,2033510313043
-100,-100,-67,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-76,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-73,-73,-100,-100,-100,-100,-73,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-73,-65,-71,-82,-72,-74,-82,-82,-82,-76,-65,-65,-75,-75,-79,-80,-77,-77,-80,-100,-88,-79,-88,-100,-100,-79,-80,-85,-100,-100,-100,-89,-100,-87,-100,-79,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,661,2037023968197
-100,-100,-72,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-73,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-71,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-61,-70,-84,-73,-100,-84,-84,-84,-73,-62,-62,-73,-73,-76,-79,-78,-77,-78,-78,-89,-79,-88,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-89,-100,-78,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,678,2078211232276
-84,-100,-73,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-73,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-71,-71,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-72,-62,-73,-84,-73,-73,-84,-84,-84,-74,-62,-62,-74,-74,-79,-81,-78,-77,-78,-77,-88,-79,-86,-100,-91,-79,-100,-100,-100,-100,-77,-100,-100,-89,-100,-77,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-88,-89,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,678,2081684460892
-84,-100,-71,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-73,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-72,-71,-100,-100,-100,-100,-72,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-71,-62,-73,-84,-73,-73,-84,-84,-84,-74,-62,-62,-74,-74,-79,-80,-78,-77,-78,-78,-87,-79,-87,-100,-91,-79,-100,-100,-100,-100,-77,-100,-100,-89,-100,-78,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-89,-89,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,678,2085167494738
-100,-100,-72,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-73,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-72,-72,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-72,-62,-73,-84,-100,-73,-84,-84,-84,-74,-63,-62,-74,-74,-79,-80,-100,-100,-77,-78,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-77,-87,-100,-100,-100,-77,-100,-100,-100,-100,-83,-100,-100,-100,-100,-89,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,678,2088702214815
-85,-100,-74,-73,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-72,-72,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-72,-62,-100,-84,-74,-100,-84,-84,-84,-74,-62,-62,-74,-74,-79,-80,-100,-100,-77,-77,-87,-79,-87,-100,-100,-100,-100,-100,-91,-100,-77,-87,-100,-88,-100,-77,-100,-100,-100,-100,-83,-100,-100,-100,-100,-90,-100,-100,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,678,2092244052662
-85,-100,-72,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-74,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-71,-72,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-71,-62,-73,-84,-73,-72,-84,-84,-84,-74,-62,-63,-74,-74,-78,-80,-77,-100,-77,-77,-87,-79,-87,-90,-100,-100,-100,-100,-91,-100,-77,-87,-100,-88,-100,-77,-100,-100,-100,-100,-83,-100,-100,-100,-100,-90,-100,-100,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,678,2095670888124
-100,-100,-70,-73,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-74,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-75,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-59,-100,-87,-100,-100,-86,-87,-87,-72,-59,-59,-72,-72,-75,-100,-77,-77,-77,-100,-88,-75,-88,-87,-100,-100,-100,-100,-88,-100,-80,-87,-100,-88,-88,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-89,-100,-100,-100,-100,-91,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,696,2139259029819
-100,-100,-70,-74,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-73,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-75,-75,-100,-100,-100,-100,-75,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-76,-64,-100,-85,-72,-72,-84,-84,-84,-70,-64,-64,-70,-70,-75,-79,-77,-77,-77,-79,-85,-75,-85,-86,-86,-75,-76,-86,-89,-100,-80,-85,-100,-84,-88,-100,-100,-100,-100,-100,-83,-100,-100,-86,-100,-89,-88,-100,-100,-100,-91,-88,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,696,2142683975665
-85,-100,-63,-68,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-68,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-71,-71,-100,-100,-100,-100,-71,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-76,-59,-74,-82,-72,-74,-82,-82,-82,-71,-59,-59,-71,-71,-100,-75,-100,-100,-100,-79,-86,-75,-87,-87,-86,-75,-76,-86,-89,-100,-100,-86,-100,-87,-90,-100,-100,-100,-100,-100,-82,-100,-100,-86,-100,-100,-88,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,696,2146271162742
-85,-100,-68,-69,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-69,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-69,-69,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-61,-74,-84,-100,-78,-83,-84,-84,-69,-61,-61,-69,-69,-76,-79,-80,-100,-100,-100,-87,-78,-87,-84,-84,-79,-100,-100,-100,-100,-77,-87,-100,-87,-90,-77,-84,-100,-83,-100,-83,-100,-84,-100,-88,-86,-100,-100,-100,-100,-86,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,696,2149797861511
-100,-100,-69,-68,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-68,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-65,-65,-100,-100,-100,-100,-65,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-73,-60,-100,-83,-100,-78,-84,-84,-83,-69,-60,-60,-69,-69,-81,-78,-78,-77,-100,-78,-88,-76,-87,-85,-84,-76,-76,-100,-88,-100,-77,-87,-100,-87,-100,-77,-84,-100,-83,-100,-84,-100,-84,-85,-88,-86,-100,-100,-100,-100,-86,-100,-88,-100,-86,-84,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,696,2153508810666
-84,-100,-69,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-64,-63,-100,-100,-100,-100,-64,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-78,-61,-78,-83,-78,-78,-83,-83,-83,-69,-61,-61,-68,-68,-81,-79,-78,-78,-78,-78,-85,-76,-85,-86,-87,-77,-76,-100,-88,-100,-78,-85,-100,-86,-100,-78,-84,-100,-84,-100,-84,-100,-84,-86,-88,-86,-100,-100,-100,-100,-100,-100,-88,-100,-100,-84,-82,-82,-82,-81,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,696,2157075018512
