60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c3,38:17:c3:1f:00:b2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:02,44:48:c1:91:d0:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:83,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:14:12,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:d0:12,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:95:a3,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,38:17:c3:1f:00:b0,44:48:c1:91:d0:01,38:17:c3:1f:14:00,38:17:c3:19:45:b0,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,44:48:c1:91:d0:11,44:48:c1:91:95:a2,38:17:c3:24:47:50,a8:bd:27:4c:aa:80,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,66:2a:2f:53:7c:99,44:48:c1:91:d0:04,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:a1,44:48:c1:91:95:a0,38:17:c3:1f:19:d1,38:17:c3:1f:09:91,38:17:c3:19:45:a0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:09:92,b4:5d:50:e1:96:50,38:17:c3:1f:09:80,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:90,86:0d:8e:aa:25:a4,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:93,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,38:17:c3:19:d7:62,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,80:8d:b7:55:3a:42,80:8d:b7:55:25:f3,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,80:8d:b7:55:39:c0,80:8d:b7:55:35:02,80:8d:b7:55:25:f1,80:8d:b7:55:39:d2,80:8d:b7:55:25:f2,80:8d:b7:55:39:d0,80:8d:b7:55:35:01,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a1,80:8d:b7:55:39:c1,ea:9e:b4:53:24:54,38:17:c3:19:36:21,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:29:d0,38:17:c3:1e:ff:10,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:82,38:17:c3:1e:ff:12,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:c2,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:1f:0e:02,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:71:80,00:4e:35:df:06:41,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:30,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:12,x,y,timestamp
-84,-100,-62,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-79,-79,-100,-68,-68,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-71,-100,-100,-68,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-72,-72,-100,-100,-100,-100,-72,-62,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-69,-100,-100,-100,-69,-100,-67,-68,-68,-67,-68,-68,-68,-81,-72,-100,-81,-81,-83,-100,-100,-100,-100,-100,-100,-84,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,347,644,1689117032561
-84,-100,-62,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-79,-79,-100,-68,-68,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-71,-100,-100,-68,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-73,-72,-100,-100,-100,-100,-73,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-65,-100,-68,-68,-68,-67,-68,-68,-68,-81,-72,-72,-81,-81,-83,-100,-83,-100,-83,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,347,644,1692560675407
-84,-100,-62,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-71,-100,-100,-68,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-73,-73,-100,-100,-100,-100,-73,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-66,-71,-67,-68,-68,-67,-68,-68,-68,-81,-72,-72,-81,-81,-83,-100,-83,-100,-83,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,347,644,1695897168023
-100,-100,-62,-72,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-72,-100,-100,-68,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-73,-62,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-68,-100,-100,-100,-69,-73,-67,-68,-68,-67,-68,-68,-68,-81,-73,-72,-81,-80,-83,-84,-83,-100,-83,-100,-100,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,347,644,1699333099100
-100,-100,-69,-69,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-69,-100,-100,-67,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-72,-72,-100,-100,-100,-100,-72,-69,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-66,-100,-100,-100,-67,-67,-69,-70,-69,-69,-70,-70,-70,-75,-68,-68,-75,-75,-88,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,381,644,1763418102335
-100,-100,-69,-69,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-84,-67,-66,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-69,-100,-100,-66,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-72,-72,-100,-100,-100,-100,-72,-69,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-63,-100,-100,-100,-65,-67,-70,-70,-70,-69,-70,-70,-70,-75,-68,-67,-75,-75,-86,-82,-100,-85,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,381,644,1766685136796
-86,-100,-68,-69,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-84,-100,-84,-66,-66,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-69,-100,-100,-66,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-70,-71,-100,-100,-100,-100,-72,-68,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-64,-100,-100,-100,-69,-68,-70,-71,-70,-70,-71,-71,-71,-75,-68,-68,-75,-75,-86,-85,-100,-85,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,381,644,1770127669489
-85,-100,-69,-69,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-84,-100,-84,-66,-66,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-69,-100,-100,-66,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-71,-71,-100,-100,-100,-100,-71,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-69,-68,-70,-71,-70,-70,-71,-71,-71,-75,-68,-68,-75,-75,-86,-82,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,381,644,1773469630412
-85,-100,-68,-68,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-84,-100,-100,-67,-68,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-68,-100,-100,-68,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-70,-71,-100,-100,-100,-100,-71,-68,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-67,-100,-100,-100,-71,-69,-73,-70,-72,-72,-69,-69,-69,-75,-69,-69,-75,-75,-100,-82,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,381,644,1776875548489
-84,-100,-69,-68,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-68,-100,-100,-67,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-71,-72,-100,-100,-100,-100,-71,-69,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-63,-100,-100,-100,-73,-68,-70,-70,-70,-70,-70,-70,-70,-75,-68,-68,-75,-75,-85,-82,-100,-100,-100,-100,-88,-100,-88,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,381,644,1780312661951
-84,-100,-62,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-76,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-71,-72,-100,-100,-100,-100,-72,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-61,-100,-63,-73,-63,-63,-73,-72,-73,-75,-100,-100,-75,-75,-84,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,415,644,1828502124185
-83,-100,-68,-71,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-69,-70,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-63,-71,-62,-72,-64,-63,-72,-72,-72,-75,-100,-100,-75,-75,-84,-82,-84,-85,-85,-100,-100,-100,-89,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,415,644,1831732768031
-83,-100,-64,-72,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-72,-100,-100,-72,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-72,-71,-100,-100,-100,-100,-72,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-62,-71,-63,-72,-64,-63,-72,-72,-72,-75,-71,-71,-75,-75,-82,-81,-84,-85,-85,-100,-100,-100,-89,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,415,644,1834991429954
-82,-100,-67,-69,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-78,-100,-86,-69,-69,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-69,-100,-78,-69,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-72,-71,-100,-100,-100,-100,-72,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-61,-71,-62,-71,-62,-62,-71,-71,-71,-75,-71,-71,-75,-75,-83,-83,-82,-84,-85,-100,-100,-100,-89,-100,-100,-83,-100,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,415,644,1838379911954
-82,-100,-63,-69,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-78,-100,-86,-71,-71,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-69,-100,-78,-72,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-72,-71,-100,-100,-100,-100,-72,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-61,-69,-63,-71,-63,-63,-71,-71,-71,-74,-69,-69,-74,-74,-83,-82,-82,-84,-100,-100,-100,-100,-89,-100,-100,-100,-100,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,415,644,1841834054647
-82,-100,-61,-70,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-78,-78,-86,-72,-72,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-70,-100,-78,-72,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-71,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-61,-68,-62,-70,-63,-62,-70,-71,-70,-74,-70,-70,-74,-74,-84,-82,-83,-84,-83,-100,-100,-100,-89,-100,-100,-100,-100,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,415,644,1845337312109
-100,-100,-69,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-78,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-71,-71,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-70,-63,-69,-82,-100,-68,-82,-82,-82,-77,-62,-62,-77,-77,-81,-100,-82,-82,-83,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,433,644,1902803910727
-100,-100,-69,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-81,-80,-100,-74,-74,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-76,-100,-100,-74,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-71,-71,-100,-100,-100,-100,-71,-69,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-65,-100,-100,-100,-70,-63,-69,-80,-72,-71,-80,-79,-79,-76,-63,-63,-76,-76,-81,-100,-82,-82,-83,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-85,-83,-88,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,433,644,1906267225420
-100,-100,-69,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-81,-80,-100,-74,-74,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-75,-100,-100,-74,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-70,-70,-100,-100,-100,-100,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-63,-100,-100,-100,-70,-63,-69,-81,-72,-71,-80,-81,-80,-76,-63,-63,-76,-76,-80,-100,-82,-82,-83,-83,-88,-100,-88,-100,-100,-100,-100,-83,-100,-85,-83,-88,-88,-88,-88,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,433,644,1909744801266
-100,-100,-68,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-80,-100,-74,-74,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-74,-100,-100,-74,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-70,-70,-100,-100,-100,-100,-70,-68,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-66,-100,-100,-100,-67,-65,-100,-81,-72,-71,-81,-81,-81,-79,-65,-61,-79,-79,-80,-100,-100,-84,-100,-83,-89,-100,-89,-100,-100,-100,-100,-83,-100,-100,-83,-88,-88,-88,-88,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,433,644,1913212056497
-83,-100,-67,-73,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-81,-86,-75,-75,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-74,-100,-100,-75,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-71,-71,-100,-100,-100,-100,-71,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-68,-65,-70,-81,-70,-70,-81,-81,-81,-78,-65,-64,-77,-78,-80,-80,-80,-81,-81,-83,-89,-100,-89,-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-89,-83,-85,-89,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,433,644,1916639331574
-79,-100,-67,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-80,-78,-86,-75,-75,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-74,-100,-80,-75,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-71,-71,-100,-100,-100,-100,-71,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-67,-63,-70,-81,-70,-69,-81,-81,-81,-78,-63,-64,-78,-78,-80,-80,-80,-80,-81,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-85,-89,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,433,644,1920173557652
-81,-91,-71,-75,-100,-100,-100,-87,-75,-100,-100,-100,-100,-100,-100,-82,-87,-73,-73,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-75,-100,-100,-74,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-70,-70,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-72,-71,-71,-83,-71,-71,-82,-83,-83,-74,-68,-71,-73,-74,-80,-81,-84,-100,-100,-100,-89,-100,-89,-91,-100,-100,-100,-100,-93,-100,-81,-89,-100,-89,-100,-80,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,450,644,1952557089961
