60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,b4:5d:50:e1:96:43,38:17:c3:1f:14:02,38:17:c3:1f:14:01,44:48:c1:91:d0:04,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:00,44:48:c1:91:d0:02,38:17:c3:1f:09:83,44:48:c1:91:95:a1,38:17:c3:1f:09:82,44:48:c1:91:95:a3,38:17:c3:1f:09:81,38:17:c3:1f:19:d1,44:48:c1:91:95:b3,44:48:c1:91:95:b1,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:40,20:a6:cd:42:0a:d2,38:17:c3:1f:00:b0,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:1f:14:10,38:17:c3:19:45:b0,44:48:c1:91:d0:11,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:24:47:52,38:17:c3:24:47:51,44:48:c1:91:aa:21,44:48:c1:91:aa:22,44:48:c1:91:d0:01,38:17:c3:19:45:a0,44:48:c1:91:aa:20,86:0d:8e:aa:25:a4,38:17:c3:1f:00:a2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,44:48:c1:91:d0:10,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,38:17:c3:1f:09:80,38:17:c3:24:47:50,38:17:c3:1f:09:90,20:a6:cd:42:13:f0,44:48:c1:91:95:a0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:b0,38:17:c3:1f:09:93,38:17:c3:1f:09:92,44:48:c1:91:95:a2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:1f:09:91,a8:bd:27:4c:aa:92,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,b6:e6:2d:69:d5:58,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:1f:19:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:f0,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:13,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,38:17:c3:19:71:92,38:17:c3:19:71:90,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:19:71:91,80:8d:b7:55:35:12,80:8d:b7:55:29:d0,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,38:17:c3:19:71:81,38:17:c3:1e:ff:10,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:29:d2,38:17:c3:19:36:30,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:1e:ff:01,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,80:8d:b7:55:39:d1,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:10,00:4e:35:df:06:40,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,80:8d:b7:55:4d:01,38:17:c3:1f:0e:11,38:17:c3:1f:22:22,38:17:c3:1f:22:21,x,y,timestamp
-58,-65,-73,-79,-79,-81,-81,-81,-68,-68,-64,-70,-70,-74,-82,-81,-77,-77,-77,-77,-77,-77,-80,-82,-76,-80,-77,-87,-89,-90,-72,-79,-81,-68,-100,-73,-78,-82,-77,-86,-89,-90,-66,-73,-79,-78,-86,-100,-84,-84,-77,-79,-83,-100,-66,-76,-75,-76,-77,-74,-78,-86,-66,-75,-77,-86,-100,-100,-100,-77,-77,-100,-100,-100,-82,-100,-90,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,780,1946903624038
-56,-68,-73,-78,-78,-80,-80,-80,-70,-70,-74,-71,-71,-74,-82,-82,-79,-79,-80,-80,-77,-77,-100,-82,-76,-80,-76,-87,-89,-100,-73,-79,-80,-70,-71,-75,-79,-82,-80,-87,-100,-100,-66,-73,-79,-78,-100,-100,-84,-84,-77,-79,-83,-100,-66,-76,-75,-75,-80,-73,-78,-86,-67,-76,-76,-87,-100,-100,-100,-77,-77,-100,-100,-100,-82,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,780,1950524859346
-58,-72,-71,-74,-74,-77,-77,-77,-71,-71,-75,-69,-100,-100,-85,-85,-79,-78,-83,-83,-100,-100,-100,-100,-81,-80,-81,-100,-100,-100,-71,-75,-77,-71,-69,-80,-78,-85,-83,-89,-89,-100,-67,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-79,-79,-79,-83,-100,-100,-100,-67,-79,-81,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,765,2118004370740
-52,-72,-72,-74,-74,-77,-77,-77,-71,-71,-60,-69,-69,-67,-85,-84,-78,-79,-83,-82,-74,-74,-82,-100,-81,-82,-81,-100,-100,-100,-72,-74,-77,-71,-69,-80,-79,-85,-82,-88,-89,-100,-66,-71,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-66,-79,-79,-79,-82,-100,-77,-100,-66,-78,-81,-87,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,765,2121573641202
-53,-72,-72,-100,-74,-77,-77,-77,-71,-71,-75,-69,-69,-69,-85,-84,-78,-78,-82,-83,-75,-74,-83,-100,-81,-82,-80,-100,-89,-100,-72,-75,-77,-71,-69,-80,-78,-85,-82,-90,-100,-100,-66,-73,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-66,-79,-79,-79,-83,-100,-77,-100,-66,-79,-81,-86,-89,-100,-100,-76,-77,-100,-100,-100,-85,-100,-100,-100,-100,-100,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,765,2125225697972
-53,-73,-71,-74,-74,-77,-77,-77,-69,-69,-75,-69,-69,-71,-83,-83,-78,-78,-82,-83,-74,-74,-83,-100,-81,-82,-80,-100,-89,-100,-72,-74,-77,-69,-69,-79,-78,-83,-82,-89,-100,-100,-66,-73,-100,-78,-100,-89,-100,-100,-74,-77,-100,-100,-66,-78,-79,-79,-83,-100,-77,-100,-66,-79,-100,-90,-89,-100,-100,-77,-77,-100,-89,-100,-85,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,765,2128865659279
-59,-73,-72,-74,-74,-77,-77,-77,-71,-71,-76,-69,-68,-70,-83,-83,-78,-78,-83,-82,-74,-74,-76,-100,-80,-81,-100,-87,-90,-100,-71,-74,-78,-71,-69,-78,-78,-83,-82,-86,-100,-100,-66,-72,-78,-77,-100,-89,-100,-100,-74,-78,-100,-100,-66,-79,-79,-79,-83,-74,-77,-87,-66,-79,-100,-85,-100,-100,-100,-77,-77,-100,-89,-100,-100,-100,-100,-100,-100,-89,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,765,2132489863049
-59,-71,-73,-75,-74,-77,-77,-76,-71,-71,-76,-69,-69,-69,-84,-83,-78,-78,-83,-82,-74,-74,-82,-100,-80,-82,-80,-87,-90,-100,-73,-75,-77,-71,-69,-79,-78,-84,-83,-88,-100,-100,-64,-71,-77,-78,-87,-100,-100,-100,-74,-77,-100,-100,-66,-79,-79,-78,-83,-73,-77,-87,-65,-79,-80,-87,-88,-100,-86,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-89,-77,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,765,2136144461511
-54,-71,-75,-71,-71,-78,-78,-78,-66,-65,-74,-72,-72,-100,-82,-82,-76,-76,-81,-82,-76,-76,-78,-100,-81,-80,-81,-100,-100,-100,-74,-71,-78,-100,-100,-74,-76,-82,-81,-100,-100,-100,-63,-75,-100,-81,-100,-83,-100,-100,-76,-100,-100,-100,-63,-78,-78,-78,-81,-74,-82,-100,-63,-78,-81,-84,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,750,2188752854898
-62,-72,-74,-71,-71,-78,-78,-78,-67,-67,-74,-72,-72,-76,-83,-82,-76,-76,-80,-80,-75,-75,-78,-100,-81,-80,-81,-100,-100,-100,-74,-71,-78,-67,-72,-74,-76,-82,-80,-100,-100,-100,-63,-74,-100,-81,-85,-85,-100,-100,-75,-100,-100,-100,-63,-78,-77,-78,-80,-75,-82,-100,-63,-78,-81,-85,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-90,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,750,2192379780437
-56,-72,-73,-71,-71,-76,-77,-77,-66,-65,-74,-71,-70,-76,-82,-82,-76,-76,-79,-79,-75,-74,-80,-100,-81,-80,-81,-100,-100,-100,-73,-71,-77,-65,-71,-74,-75,-82,-79,-100,-100,-89,-61,-73,-100,-100,-85,-85,-100,-100,-75,-100,-100,-100,-61,-79,-78,-78,-79,-74,-82,-100,-61,-79,-81,-84,-100,-100,-100,-100,-80,-100,-89,-100,-100,-100,-100,-100,-100,-90,-82,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,750,2195969749822
-55,-72,-72,-72,-72,-76,-76,-76,-66,-66,-74,-70,-70,-74,-82,-82,-76,-76,-79,-79,-76,-75,-80,-82,-100,-79,-81,-100,-91,-100,-72,-72,-76,-66,-71,-73,-76,-83,-79,-100,-100,-90,-59,-73,-80,-100,-100,-100,-100,-100,-75,-81,-100,-100,-60,-78,-78,-78,-79,-74,-82,-100,-60,-78,-81,-83,-100,-100,-81,-81,-80,-100,-89,-100,-81,-100,-100,-90,-90,-100,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,750,2199646054976
-55,-72,-72,-72,-72,-77,-77,-77,-65,-65,-74,-71,-71,-74,-83,-83,-78,-78,-79,-79,-76,-75,-80,-81,-100,-79,-78,-100,-91,-100,-72,-72,-77,-65,-71,-74,-78,-83,-79,-100,-100,-90,-59,-72,-80,-100,-100,-100,-100,-100,-75,-81,-100,-100,-59,-79,-79,-79,-80,-71,-82,-100,-59,-79,-100,-83,-89,-100,-82,-81,-81,-100,-100,-100,-81,-100,-100,-90,-90,-100,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,750,2203376014899
-57,-71,-74,-73,-72,-76,-77,-76,-66,-66,-75,-71,-72,-75,-83,-83,-76,-76,-78,-78,-76,-76,-80,-82,-100,-100,-78,-100,-100,-100,-74,-73,-76,-66,-72,-73,-76,-83,-78,-100,-100,-89,-59,-73,-100,-100,-100,-84,-100,-100,-75,-100,-100,-100,-58,-79,-79,-79,-78,-72,-100,-100,-59,-80,-100,-84,-89,-100,-82,-100,-81,-100,-89,-90,-100,-100,-90,-100,-100,-100,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,750,2206900713669
-55,-72,-71,-75,-75,-78,-78,-77,-72,-72,-76,-68,-69,-72,-80,-80,-73,-73,-100,-100,-70,-70,-78,-78,-78,-78,-100,-100,-88,-100,-72,-75,-78,-72,-69,-79,-73,-80,-100,-100,-88,-100,-65,-72,-79,-79,-100,-100,-100,-100,-70,-78,-100,-100,-65,-80,-80,-80,-100,-72,-75,-100,-65,-80,-100,-100,-100,-100,-79,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,735,2252135324748
-56,-72,-71,-75,-75,-77,-78,-78,-71,-71,-75,-69,-69,-71,-80,-80,-75,-75,-78,-78,-70,-71,-75,-77,-77,-77,-77,-100,-88,-100,-72,-75,-78,-71,-69,-79,-75,-80,-78,-88,-88,-100,-63,-72,-78,-78,-100,-100,-100,-100,-71,-78,-100,-100,-63,-80,-80,-80,-78,-72,-74,-100,-63,-80,-100,-100,-100,-100,-79,-74,-74,-100,-100,-100,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,735,2255919704441
-56,-72,-72,-74,-74,-77,-78,-78,-71,-71,-75,-70,-69,-71,-80,-80,-74,-74,-78,-78,-70,-71,-76,-78,-78,-78,-77,-100,-88,-100,-72,-74,-77,-71,-69,-79,-74,-80,-78,-89,-88,-100,-65,-72,-78,-78,-100,-100,-100,-100,-71,-78,-100,-100,-65,-80,-80,-80,-78,-72,-76,-100,-65,-100,-77,-87,-100,-100,-100,-75,-74,-100,-100,-100,-78,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,735,2259522849056
-62,-72,-72,-74,-74,-78,-78,-78,-71,-71,-75,-69,-69,-71,-80,-80,-74,-74,-78,-79,-100,-70,-77,-78,-78,-78,-77,-100,-88,-100,-72,-74,-77,-71,-68,-79,-74,-80,-78,-88,-87,-100,-65,-72,-78,-100,-100,-87,-100,-100,-70,-78,-100,-100,-65,-80,-79,-79,-78,-71,-76,-100,-65,-80,-78,-88,-100,-100,-100,-75,-75,-100,-88,-100,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,735,2263205983364
-59,-72,-72,-74,-75,-78,-78,-78,-71,-71,-75,-69,-69,-71,-80,-80,-74,-74,-78,-78,-100,-70,-76,-78,-78,-78,-77,-100,-88,-100,-72,-74,-78,-71,-69,-78,-74,-80,-78,-87,-88,-100,-65,-72,-78,-100,-100,-87,-100,-100,-69,-78,-100,-100,-65,-79,-79,-80,-78,-72,-76,-100,-65,-80,-78,-88,-100,-100,-100,-76,-75,-100,-88,-100,-78,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,735,2266815595595
-61,-72,-72,-74,-74,-77,-78,-78,-71,-71,-75,-69,-69,-72,-80,-80,-74,-74,-78,-78,-71,-70,-76,-79,-76,-78,-76,-100,-89,-100,-72,-74,-78,-71,-69,-78,-75,-80,-78,-87,-88,-100,-65,-72,-78,-79,-87,-87,-100,-100,-70,-78,-100,-100,-65,-79,-79,-80,-78,-71,-76,-100,-65,-80,-76,-87,-100,-100,-79,-75,-75,-100,-87,-100,-78,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,735,2270477716288
-55,-74,-72,-76,-75,-78,-78,-78,-71,-71,-75,-66,-66,-73,-83,-83,-70,-70,-82,-82,-76,-76,-84,-100,-81,-81,-79,-100,-100,-100,-73,-100,-78,-71,-66,-79,-70,-83,-82,-87,-100,-100,-59,-73,-82,-83,-100,-100,-100,-100,-76,-83,-100,-100,-60,-83,-83,-83,-82,-69,-70,-100,-60,-83,-80,-100,-100,-100,-100,-72,-72,-100,-89,-100,-82,-100,-100,-100,-100,-100,-73,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,720,2309102803367
-55,-70,-72,-76,-75,-77,-77,-77,-67,-67,-75,-64,-64,-74,-82,-83,-70,-70,-87,-86,-76,-77,-84,-83,-80,-82,-81,-100,-100,-100,-72,-76,-77,-67,-64,-79,-70,-83,-82,-88,-100,-100,-60,-72,-82,-83,-86,-86,-100,-100,-76,-82,-100,-100,-60,-82,-82,-82,-82,-69,-78,-100,-60,-83,-80,-86,-100,-100,-83,-75,-75,-100,-89,-100,-82,-100,-100,-100,-100,-100,-75,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,720,2312780468983
-54,-69,-72,-73,-73,-77,-76,-77,-68,-68,-76,-64,-64,-74,-82,-82,-71,-71,-86,-86,-78,-78,-83,-83,-80,-82,-80,-88,-90,-100,-72,-76,-77,-68,-64,-81,-71,-83,-86,-88,-89,-100,-60,-72,-79,-78,-86,-86,-100,-100,-77,-78,-100,-100,-60,-81,-82,-81,-87,-71,-78,-88,-66,-82,-80,-86,-100,-100,-83,-75,-75,-100,-100,-100,-82,-100,-100,-100,-100,-100,-75,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,720,2316413863444
