60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,b4:5d:50:e1:96:43,38:17:c3:1f:14:02,38:17:c3:1f:14:01,44:48:c1:91:d0:04,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:00,44:48:c1:91:d0:02,38:17:c3:1f:09:83,44:48:c1:91:95:a1,38:17:c3:1f:09:82,44:48:c1:91:95:a3,38:17:c3:1f:09:81,38:17:c3:1f:19:d1,44:48:c1:91:95:b3,44:48:c1:91:95:b1,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:40,20:a6:cd:42:0a:d2,38:17:c3:1f:00:b0,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:1f:14:10,38:17:c3:19:45:b0,44:48:c1:91:d0:11,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:24:47:52,38:17:c3:24:47:51,44:48:c1:91:aa:21,44:48:c1:91:aa:22,44:48:c1:91:d0:01,38:17:c3:19:45:a0,44:48:c1:91:aa:20,86:0d:8e:aa:25:a4,38:17:c3:1f:00:a2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,44:48:c1:91:d0:10,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,38:17:c3:1f:09:80,38:17:c3:24:47:50,38:17:c3:1f:09:90,20:a6:cd:42:13:f0,44:48:c1:91:95:a0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:b0,38:17:c3:1f:09:93,38:17:c3:1f:09:92,44:48:c1:91:95:a2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:1f:09:91,a8:bd:27:4c:aa:92,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,b6:e6:2d:69:d5:58,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:1f:19:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:f0,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:13,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,38:17:c3:19:71:92,38:17:c3:19:71:90,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:19:71:91,80:8d:b7:55:35:12,80:8d:b7:55:29:d0,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,38:17:c3:19:71:81,38:17:c3:1e:ff:10,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:29:d2,38:17:c3:19:36:30,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:1e:ff:01,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,80:8d:b7:55:39:d1,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:10,00:4e:35:df:06:40,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,80:8d:b7:55:4d:01,38:17:c3:1f:0e:11,38:17:c3:1f:22:22,38:17:c3:1f:22:21,x,y,timestamp
-80,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-74,-74,-85,-85,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-85,-74,-100,-100,-100,-100,-64,-100,-71,-70,-100,-100,-100,-100,-100,-70,-100,-100,-64,-100,-100,-100,-100,-100,-90,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-65,-83,-58,-73,-74,-74,-69,-69,-74,-69,-78,-64,-64,-64,-77,-77,-86,-100,-100,-100,-83,-92,-100,-100,-83,-83,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,355,675,3505296012977
-85,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-79,-100,-75,-75,-85,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-85,-76,-100,-100,-100,-100,-64,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-63,-82,-60,-75,-74,-74,-70,-70,-74,-70,-77,-62,-62,-63,-76,-76,-86,-100,-100,-100,-83,-92,-100,-84,-100,-100,-100,-83,-83,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,355,675,3508819418131
-84,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-79,-100,-76,-76,-85,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-86,-76,-100,-100,-100,-100,-64,-100,-69,-69,-100,-100,-100,-100,-100,-70,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-63,-82,-61,-74,-74,-74,-71,-70,-74,-70,-78,-62,-62,-61,-78,-78,-100,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-83,-83,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,355,675,3512299534823
-84,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-79,-100,-76,-76,-83,-83,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-83,-76,-100,-100,-100,-100,-64,-100,-69,-69,-100,-100,-100,-100,-100,-69,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-63,-82,-58,-74,-74,-74,-70,-70,-74,-70,-77,-62,-62,-63,-77,-77,-83,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-83,-83,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,355,675,3515773335054
-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-80,-81,-100,-72,-72,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-80,-100,-82,-72,-100,-100,-100,-100,-71,-100,-71,-71,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-72,-100,-64,-75,-75,-75,-100,-100,-75,-65,-72,-68,-68,-69,-71,-71,-100,-100,-90,-100,-100,-100,-79,-100,-79,-100,-100,-79,-100,-100,-100,-87,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,370,675,3558213799749
-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-80,-81,-100,-70,-70,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-100,-83,-70,-100,-100,-100,-100,-72,-100,-72,-71,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-72,-76,-65,-78,-78,-78,-65,-64,-78,-65,-73,-70,-70,-70,-74,-73,-100,-100,-90,-100,-78,-100,-79,-78,-78,-79,-79,-79,-80,-100,-100,-86,-100,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,370,675,3561590595826
-82,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-80,-81,-100,-71,-71,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-100,-78,-71,-100,-100,-100,-100,-72,-100,-72,-72,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-68,-83,-60,-81,-81,-81,-64,-64,-81,-65,-72,-68,-68,-69,-72,-72,-77,-100,-90,-100,-78,-100,-81,-77,-79,-79,-80,-79,-80,-100,-100,-86,-100,-91,-87,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,370,675,3565208043442
-84,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-70,-70,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-79,-70,-100,-100,-100,-100,-72,-100,-73,-72,-100,-100,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-68,-82,-63,-82,-82,-82,-64,-64,-82,-65,-71,-68,-68,-68,-71,-71,-77,-100,-100,-100,-78,-90,-81,-78,-78,-80,-80,-81,-80,-100,-100,-86,-89,-90,-87,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,370,675,3568748998673
-84,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-71,-71,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-78,-71,-100,-100,-100,-100,-72,-100,-73,-73,-100,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-69,-82,-63,-82,-82,-82,-65,-65,-82,-65,-71,-68,-69,-69,-71,-72,-100,-100,-100,-100,-77,-90,-100,-78,-78,-80,-81,-81,-80,-100,-100,-100,-89,-90,-100,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,370,675,3572239941750
-83,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-71,-71,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-79,-71,-100,-100,-100,-100,-72,-100,-72,-72,-100,-100,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-70,-82,-63,-79,-79,-79,-65,-65,-79,-65,-73,-69,-69,-69,-72,-72,-100,-100,-100,-100,-78,-100,-100,-78,-78,-80,-81,-80,-100,-100,-100,-100,-100,-90,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,370,675,3575767601289
-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-84,-100,-100,-100,-100,-100,-68,-100,-71,-71,-100,-100,-100,-100,-100,-72,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-80,-61,-80,-80,-80,-65,-65,-80,-65,-78,-100,-100,-100,-77,-78,-100,-100,-86,-100,-82,-87,-78,-82,-82,-79,-78,-80,-80,-86,-100,-100,-90,-100,-100,-79,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,675,3614742406137
-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-84,-84,-100,-74,-73,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-83,-100,-83,-73,-100,-100,-100,-100,-66,-100,-71,-71,-100,-100,-100,-100,-100,-71,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-72,-81,-62,-82,-82,-82,-66,-66,-82,-66,-77,-74,-73,-73,-77,-77,-100,-85,-85,-100,-82,-85,-78,-82,-82,-79,-78,-80,-80,-86,-100,-100,-90,-100,-100,-79,-100,-83,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,675,3618181971907
-84,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-84,-84,-100,-71,-71,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-83,-100,-84,-71,-100,-100,-100,-100,-69,-100,-76,-77,-100,-100,-100,-100,-100,-77,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-74,-78,-58,-86,-87,-87,-64,-64,-86,-64,-76,-78,-78,-78,-76,-76,-82,-88,-88,-100,-82,-87,-78,-82,-82,-79,-82,-80,-80,-86,-100,-100,-88,-100,-86,-82,-85,-85,-85,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,675,3621768583753
-84,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-82,-100,-100,-73,-73,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-81,-74,-100,-100,-100,-100,-70,-100,-76,-77,-100,-100,-100,-100,-100,-73,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-73,-79,-52,-84,-85,-85,-63,-63,-85,-63,-76,-78,-78,-80,-76,-76,-82,-88,-88,-100,-100,-87,-78,-100,-100,-100,-79,-100,-80,-100,-90,-84,-90,-100,-86,-78,-85,-85,-100,-100,-88,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,675,3625496545753
-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-82,-100,-100,-73,-72,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-80,-72,-100,-100,-100,-100,-72,-100,-74,-74,-100,-100,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-72,-78,-57,-86,-86,-85,-61,-61,-85,-62,-75,-78,-100,-80,-75,-75,-100,-87,-86,-100,-100,-86,-78,-100,-82,-82,-80,-82,-82,-86,-90,-84,-89,-89,-100,-78,-100,-100,-100,-90,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,675,3629028833677
-83,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-72,-72,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-80,-72,-100,-100,-100,-100,-71,-100,-74,-74,-100,-100,-100,-100,-100,-74,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-71,-79,-57,-86,-86,-86,-62,-62,-85,-62,-75,-74,-73,-100,-75,-75,-100,-87,-87,-100,-100,-87,-81,-81,-81,-82,-80,-82,-82,-86,-100,-85,-89,-89,-100,-100,-100,-100,-100,-90,-89,-100,-100,-89,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,675,3632581691600
-86,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-72,-100,-100,-100,-100,-69,-100,-72,-72,-100,-100,-100,-100,-100,-74,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-76,-79,-59,-79,-79,-79,-66,-66,-79,-66,-71,-76,-76,-76,-71,-71,-100,-86,-85,-100,-100,-86,-100,-100,-100,-83,-100,-84,-83,-85,-100,-84,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,690,3671481495602
-86,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-72,-100,-100,-100,-100,-70,-100,-72,-72,-100,-100,-100,-100,-100,-71,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-79,-79,-61,-80,-80,-79,-67,-66,-79,-67,-70,-76,-76,-76,-70,-70,-100,-86,-85,-100,-81,-86,-77,-100,-81,-83,-77,-80,-80,-85,-100,-84,-87,-88,-84,-76,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,690,3674907785064
-86,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-73,-100,-100,-100,-100,-69,-100,-71,-71,-100,-100,-100,-100,-100,-71,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-79,-79,-60,-80,-80,-79,-65,-65,-79,-65,-70,-76,-76,-76,-70,-70,-76,-86,-85,-100,-81,-86,-78,-100,-81,-83,-77,-80,-80,-85,-100,-84,-88,-88,-84,-76,-100,-85,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,690,3678321282756
-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-71,-100,-100,-100,-100,-70,-100,-71,-71,-100,-100,-100,-100,-100,-71,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-79,-78,-59,-79,-79,-79,-65,-65,-79,-66,-71,-78,-100,-100,-70,-71,-76,-87,-86,-100,-100,-87,-77,-100,-100,-100,-77,-100,-80,-86,-100,-100,-87,-87,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-87,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,690,3681944125218
-84,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-88,-73,-100,-100,-100,-100,-69,-100,-71,-71,-100,-100,-100,-100,-100,-71,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-77,-60,-80,-81,-80,-65,-65,-80,-66,-71,-78,-78,-78,-71,-71,-76,-86,-86,-100,-100,-86,-78,-100,-100,-100,-78,-100,-80,-85,-100,-86,-87,-88,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,690,3685498842141
-84,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-89,-73,-100,-100,-100,-100,-69,-100,-71,-71,-100,-100,-100,-100,-100,-71,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-79,-78,-60,-80,-80,-80,-66,-66,-80,-66,-71,-77,-78,-78,-71,-71,-76,-86,-86,-100,-82,-86,-77,-82,-82,-100,-77,-100,-100,-85,-100,-86,-88,-88,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,690,3689101624295
-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-72,-100,-100,-100,-100,-74,-100,-69,-100,-100,-100,-100,-100,-100,-70,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-73,-73,-68,-85,-86,-86,-65,-65,-86,-65,-74,-71,-71,-72,-74,-74,-100,-87,-100,-100,-100,-87,-80,-80,-80,-100,-79,-100,-100,-87,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,385,705,3738186977145
