60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,38:17:c3:1f:00:a1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,38:17:c3:1f:14:11,20:a6:cd:42:0a:d0,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,38:17:c3:1f:00:b2,38:17:c3:1f:14:12,b4:5d:50:e1:96:43,44:48:c1:91:d0:00,44:48:c1:91:d0:02,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,38:17:c3:1f:14:01,44:48:c1:91:d0:04,38:17:c3:1f:14:02,38:17:c3:1f:09:82,38:17:c3:19:45:a2,38:17:c3:19:45:a1,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:09:93,38:17:c3:1f:09:91,44:48:c1:91:95:b3,38:17:c3:1f:09:92,44:48:c1:91:95:b1,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,44:48:c1:91:d0:11,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:19:45:a0,38:17:c3:1f:19:d0,38:17:c3:24:47:50,38:17:c3:1f:09:90,44:48:c1:91:95:b2,44:48:c1:91:95:a3,44:48:c1:91:95:a1,44:48:c1:91:95:a2,38:17:c3:19:45:b1,38:17:c3:1f:09:83,38:17:c3:1f:09:81,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,38:17:c3:19:45:b2,44:48:c1:91:95:a0,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:93,38:17:c3:1f:09:80,a8:bd:27:4c:aa:82,44:48:c1:91:95:b0,44:48:c1:91:aa:22,ac:e2:d3:c4:08:e6,66:2a:2f:53:7c:99,86:0d:8e:aa:25:a4,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:e2,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,38:17:c3:19:d7:70,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:03,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,80:8d:b7:55:35:01,80:8d:b7:55:25:f3,80:8d:b7:55:35:02,80:8d:b7:55:25:f1,80:8d:b7:55:35:00,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:3a:41,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,80:8d:b7:55:39:c2,ea:9e:b4:53:24:54,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:3a:42,38:17:c3:1e:ff:10,80:8d:b7:55:3a:50,38:17:c3:19:71:90,38:17:c3:19:71:80,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:19:71:81,38:17:c3:19:71:82,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:19:71:92,38:17:c3:19:36:30,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:19:36:21,38:17:c3:19:36:22,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,38:17:c3:19:36:20,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,20:a6:cd:50:24:b0,38:17:c3:1f:22:21,38:17:c3:1f:22:20,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,38:17:c3:1f:22:30,38:17:c3:1f:22:22,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,80:8d:b7:55:4d:02,38:17:c3:1f:0e:02,38:17:c3:1f:22:32,38:17:c3:1f:22:31,x,y,timestamp
-84,-100,-65,-100,-100,-100,-65,-100,-100,-100,-87,-100,-75,-100,-100,-75,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-86,-75,-100,-100,-100,-100,-85,-100,-65,-100,-100,-100,-100,-100,-100,-100,-69,-86,-100,-100,-100,-69,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-62,-88,-100,-100,-100,-100,-66,-100,-100,-100,-100,-79,-79,-72,-79,-72,-66,-66,-66,-74,-74,-72,-72,-74,-86,-86,-86,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,552,570,2004469842657
-83,-100,-66,-100,-100,-100,-66,-100,-100,-100,-87,-100,-75,-100,-100,-75,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-86,-75,-100,-100,-100,-100,-85,-100,-66,-100,-100,-100,-100,-100,-100,-100,-69,-86,-100,-100,-100,-69,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-68,-88,-100,-100,-100,-100,-65,-100,-100,-100,-100,-78,-79,-72,-79,-72,-66,-66,-65,-74,-75,-72,-72,-75,-86,-86,-86,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,552,570,2007942496658
-83,-100,-66,-100,-100,-100,-66,-100,-100,-100,-87,-100,-75,-100,-100,-75,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-88,-75,-100,-100,-100,-100,-85,-100,-66,-100,-100,-100,-100,-100,-100,-100,-68,-86,-100,-100,-100,-69,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-69,-89,-100,-100,-100,-100,-65,-100,-100,-100,-100,-80,-80,-72,-80,-72,-66,-66,-66,-74,-76,-72,-72,-75,-84,-86,-86,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,552,570,2011362129042
-83,-100,-66,-100,-100,-100,-66,-100,-100,-100,-87,-100,-75,-100,-100,-75,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-88,-75,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-69,-85,-100,-100,-100,-69,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-69,-87,-100,-100,-100,-100,-64,-100,-100,-100,-100,-78,-79,-72,-79,-72,-66,-66,-66,-75,-75,-72,-72,-75,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,552,570,2014885494658
-100,-100,-69,-100,-100,-100,-70,-100,-100,-100,-100,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-88,-71,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-71,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-64,-89,-100,-100,-100,-100,-65,-100,-100,-100,-100,-75,-75,-68,-75,-68,-67,-66,-65,-70,-100,-68,-68,-100,-81,-82,-83,-100,-100,-100,-90,-81,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,581,570,2053237914429
-100,-100,-72,-100,-100,-100,-73,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-88,-72,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-63,-84,-100,-100,-100,-100,-66,-100,-100,-100,-100,-76,-76,-69,-76,-69,-66,-66,-66,-70,-69,-69,-69,-100,-81,-82,-82,-100,-100,-100,-90,-81,-90,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,581,570,2056669598660
-100,-100,-72,-100,-100,-100,-72,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-88,-70,-100,-100,-100,-100,-83,-100,-67,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-65,-87,-100,-100,-100,-100,-67,-100,-100,-100,-100,-76,-76,-69,-76,-70,-66,-66,-66,-70,-69,-69,-69,-100,-80,-81,-82,-100,-81,-100,-89,-82,-89,-84,-89,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,581,570,2060058469814
-100,-100,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-88,-70,-100,-100,-100,-100,-83,-100,-70,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-64,-87,-100,-100,-100,-100,-67,-100,-100,-100,-100,-76,-76,-69,-76,-69,-68,-68,-67,-67,-69,-69,-69,-67,-81,-82,-82,-100,-81,-100,-90,-82,-89,-84,-89,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,581,570,2063466894584
-83,-100,-73,-100,-100,-100,-74,-100,-100,-100,-100,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-88,-71,-100,-100,-100,-100,-83,-100,-70,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-69,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-75,-75,-72,-75,-72,-69,-69,-69,-67,-67,-72,-72,-67,-82,-83,-82,-84,-82,-100,-90,-82,-90,-84,-89,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,581,570,2066865261738
-83,-100,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-70,-100,-100,-70,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-88,-70,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-69,-90,-100,-100,-100,-69,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-63,-87,-100,-100,-100,-100,-69,-100,-100,-100,-100,-75,-75,-71,-75,-72,-69,-69,-69,-67,-67,-71,-71,-67,-81,-82,-82,-84,-82,-100,-89,-100,-89,-100,-89,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,581,570,2070330848892
-100,-100,-66,-100,-100,-100,-66,-100,-100,-100,-84,-100,-74,-100,-100,-74,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-85,-73,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-72,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-60,-85,-100,-100,-100,-100,-68,-100,-100,-100,-100,-74,-74,-73,-75,-73,-68,-68,-100,-69,-70,-73,-73,-69,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,610,570,2113384636818
-100,-100,-68,-100,-100,-100,-68,-100,-100,-100,-85,-100,-74,-100,-100,-74,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-85,-74,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-71,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-62,-87,-100,-100,-100,-100,-69,-100,-100,-100,-100,-74,-74,-74,-75,-74,-68,-68,-68,-69,-70,-74,-73,-69,-85,-83,-83,-100,-100,-100,-90,-100,-89,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,610,570,2116718533433
-80,-100,-68,-100,-100,-100,-68,-100,-100,-100,-84,-100,-73,-100,-100,-73,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-84,-73,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-61,-86,-100,-100,-100,-100,-69,-100,-100,-100,-100,-74,-74,-74,-75,-74,-68,-68,-68,-69,-69,-74,-74,-69,-80,-83,-83,-100,-100,-100,-89,-100,-89,-82,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,610,570,2120092877280
-85,-100,-68,-100,-100,-100,-69,-100,-100,-100,-84,-100,-73,-100,-100,-73,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-83,-73,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-61,-85,-100,-100,-100,-100,-70,-100,-100,-100,-100,-74,-74,-74,-74,-74,-69,-69,-69,-69,-69,-74,-74,-69,-80,-79,-100,-82,-82,-100,-88,-100,-87,-82,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,610,570,2123535264511
-85,-100,-68,-100,-100,-100,-68,-100,-100,-100,-83,-100,-74,-100,-100,-74,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-89,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-83,-74,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-61,-87,-100,-100,-100,-100,-71,-100,-100,-100,-100,-74,-74,-75,-74,-75,-68,-68,-68,-69,-69,-75,-75,-69,-81,-82,-82,-80,-82,-100,-88,-100,-88,-82,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,610,570,2126937690742
-86,-100,-67,-100,-100,-100,-68,-100,-100,-100,-85,-100,-73,-100,-100,-74,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-89,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-84,-73,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-61,-86,-100,-100,-100,-100,-71,-100,-100,-100,-100,-74,-74,-75,-74,-75,-68,-68,-68,-70,-70,-75,-75,-70,-81,-82,-82,-82,-82,-100,-88,-100,-89,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,610,570,2130501023588
-100,-100,-69,-100,-100,-100,-69,-100,-100,-100,-79,-100,-74,-100,-100,-74,-79,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-80,-74,-100,-100,-100,-100,-81,-100,-69,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-66,-80,-100,-100,-100,-100,-69,-100,-100,-100,-100,-80,-80,-85,-80,-84,-68,-68,-68,-63,-63,-84,-84,-63,-76,-80,-80,-100,-80,-100,-91,-100,-89,-100,-100,-100,-100,-100,-87,-87,-84,-87,-91,-83,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,570,2176751529821
-100,-100,-69,-100,-100,-100,-70,-100,-100,-100,-79,-100,-74,-100,-100,-74,-79,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-100,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-79,-74,-100,-100,-100,-100,-81,-100,-72,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-63,-81,-100,-100,-100,-100,-69,-100,-100,-100,-100,-80,-80,-84,-80,-84,-68,-68,-68,-63,-63,-83,-83,-63,-76,-80,-80,-80,-80,-100,-89,-100,-88,-100,-100,-100,-100,-100,-88,-87,-84,-87,-91,-82,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,570,2180207284822
-100,-100,-69,-100,-100,-100,-69,-100,-100,-100,-79,-100,-75,-100,-100,-74,-79,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-80,-75,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-70,-81,-100,-100,-100,-100,-69,-100,-100,-100,-100,-81,-80,-84,-81,-84,-68,-68,-68,-63,-63,-84,-84,-63,-80,-82,-100,-100,-83,-84,-100,-100,-88,-100,-100,-100,-100,-100,-88,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,570,2193292305515
-100,-100,-69,-100,-100,-100,-69,-100,-100,-100,-79,-100,-75,-100,-100,-74,-79,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-79,-74,-100,-100,-100,-100,-82,-100,-70,-100,-100,-100,-100,-100,-100,-100,-73,-87,-100,-100,-100,-72,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-70,-81,-100,-100,-100,-100,-71,-100,-100,-100,-100,-81,-81,-83,-81,-83,-68,-68,-68,-62,-63,-83,-82,-63,-81,-82,-100,-100,-81,-84,-100,-100,-88,-100,-100,-100,-100,-100,-88,-88,-100,-88,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,570,2196668629207
-100,-100,-69,-100,-100,-100,-70,-100,-100,-100,-78,-100,-74,-100,-100,-75,-78,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-78,-74,-100,-100,-100,-100,-82,-100,-70,-100,-100,-100,-100,-100,-100,-100,-73,-87,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-69,-80,-100,-100,-100,-100,-71,-100,-100,-100,-100,-80,-80,-82,-81,-82,-67,-68,-68,-63,-63,-82,-82,-63,-81,-82,-82,-81,-82,-84,-90,-100,-90,-100,-100,-100,-90,-100,-87,-87,-83,-88,-91,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,570,2200083289746
-100,-100,-70,-100,-100,-100,-69,-100,-100,-100,-78,-100,-75,-100,-100,-75,-78,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-78,-75,-100,-100,-100,-100,-82,-100,-70,-100,-100,-100,-100,-100,-100,-100,-72,-87,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-68,-82,-100,-100,-100,-100,-69,-100,-100,-100,-100,-80,-80,-82,-80,-82,-67,-68,-68,-63,-63,-82,-82,-63,-80,-82,-82,-80,-82,-100,-90,-100,-91,-100,-100,-100,-90,-100,-88,-87,-83,-87,-91,-86,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,570,2203524289977
