60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,38:17:c3:1f:00:a1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,38:17:c3:1f:14:11,20:a6:cd:42:0a:d0,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,38:17:c3:1f:00:b2,38:17:c3:1f:14:12,b4:5d:50:e1:96:43,44:48:c1:91:d0:00,44:48:c1:91:d0:02,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,38:17:c3:1f:14:01,44:48:c1:91:d0:04,38:17:c3:1f:14:02,38:17:c3:1f:09:82,38:17:c3:19:45:a2,38:17:c3:19:45:a1,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:09:93,38:17:c3:1f:09:91,44:48:c1:91:95:b3,38:17:c3:1f:09:92,44:48:c1:91:95:b1,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,44:48:c1:91:d0:11,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:19:45:a0,38:17:c3:1f:19:d0,38:17:c3:24:47:50,38:17:c3:1f:09:90,44:48:c1:91:95:b2,44:48:c1:91:95:a3,44:48:c1:91:95:a1,44:48:c1:91:95:a2,38:17:c3:19:45:b1,38:17:c3:1f:09:83,38:17:c3:1f:09:81,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,38:17:c3:19:45:b2,44:48:c1:91:95:a0,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:93,38:17:c3:1f:09:80,a8:bd:27:4c:aa:82,44:48:c1:91:95:b0,44:48:c1:91:aa:22,ac:e2:d3:c4:08:e6,66:2a:2f:53:7c:99,86:0d:8e:aa:25:a4,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:e2,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,38:17:c3:19:d7:70,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:03,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,80:8d:b7:55:35:01,80:8d:b7:55:25:f3,80:8d:b7:55:35:02,80:8d:b7:55:25:f1,80:8d:b7:55:35:00,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:3a:41,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,80:8d:b7:55:39:c2,ea:9e:b4:53:24:54,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:3a:42,38:17:c3:1e:ff:10,80:8d:b7:55:3a:50,38:17:c3:19:71:90,38:17:c3:19:71:80,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:19:71:81,38:17:c3:19:71:82,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:19:71:92,38:17:c3:19:36:30,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:19:36:21,38:17:c3:19:36:22,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,38:17:c3:19:36:20,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,20:a6:cd:50:24:b0,38:17:c3:1f:22:21,38:17:c3:1f:22:20,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,38:17:c3:1f:22:30,38:17:c3:1f:22:22,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,80:8d:b7:55:4d:02,38:17:c3:1f:0e:02,38:17:c3:1f:22:32,38:17:c3:1f:22:31,x,y,timestamp
-59,-68,-65,-71,-73,-73,-65,-76,-76,-76,-73,-82,-69,-82,-82,-69,-73,-72,-72,-72,-71,-73,-84,-84,-85,-77,-71,-77,-79,-85,-100,-79,-87,-87,-87,-100,-87,-100,-87,-65,-73,-76,-73,-69,-82,-73,-73,-85,-77,-78,-100,-88,-86,-88,-87,-79,-100,-100,-82,-77,-79,-85,-86,-82,-78,-100,-82,-100,-78,-100,-79,-78,-87,-100,-100,-89,-100,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,773,587635308650
-58,-68,-66,-71,-72,-72,-65,-75,-75,-75,-74,-82,-69,-81,-82,-69,-74,-73,-72,-73,-73,-72,-84,-85,-85,-77,-71,-77,-79,-85,-84,-79,-100,-100,-88,-100,-87,-88,-86,-66,-72,-75,-74,-70,-82,-72,-73,-85,-77,-82,-85,-88,-86,-88,-87,-79,-100,-100,-82,-77,-79,-86,-86,-83,-78,-100,-83,-100,-77,-89,-79,-77,-88,-100,-100,-89,-89,-91,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,773,591323646265
-59,-72,-63,-81,-71,-72,-63,-82,-83,-83,-79,-85,-100,-85,-84,-100,-79,-74,-75,-75,-73,-73,-87,-87,-100,-68,-74,-68,-100,-78,-100,-77,-100,-100,-89,-100,-100,-90,-100,-63,-71,-83,-79,-100,-85,-75,-100,-86,-68,-100,-100,-100,-100,-90,-89,-100,-100,-100,-81,-79,-81,-100,-100,-81,-79,-100,-81,-100,-79,-100,-81,-79,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,744,650029387192
-59,-72,-62,-100,-100,-100,-62,-82,-82,-82,-79,-100,-71,-85,-84,-72,-79,-73,-78,-78,-74,-74,-100,-100,-100,-69,-100,-69,-79,-78,-78,-79,-100,-100,-100,-100,-100,-100,-100,-62,-100,-82,-79,-72,-85,-78,-74,-88,-100,-75,-79,-100,-86,-90,-100,-80,-100,-100,-81,-79,-79,-85,-85,-100,-78,-100,-81,-100,-79,-100,-79,-78,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,744,664342772424
-57,-72,-62,-79,-100,-100,-62,-82,-82,-82,-80,-85,-72,-84,-84,-72,-80,-74,-78,-78,-74,-74,-100,-100,-100,-69,-73,-69,-78,-78,-78,-77,-100,-100,-100,-100,-89,-100,-100,-62,-100,-82,-80,-72,-84,-78,-74,-88,-100,-76,-79,-100,-86,-90,-88,-81,-100,-100,-81,-76,-79,-85,-86,-81,-78,-100,-81,-100,-78,-100,-79,-78,-100,-100,-100,-89,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,744,667888644501
-60,-72,-62,-79,-100,-100,-62,-82,-82,-82,-80,-84,-70,-84,-84,-70,-79,-73,-78,-77,-74,-73,-100,-87,-100,-69,-74,-69,-78,-100,-100,-77,-100,-100,-90,-100,-89,-100,-100,-62,-100,-82,-80,-70,-83,-78,-74,-88,-69,-76,-100,-89,-86,-100,-88,-81,-82,-100,-81,-76,-79,-86,-86,-81,-78,-100,-81,-81,-78,-100,-79,-78,-100,-100,-100,-91,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,744,671414282193
-57,-72,-62,-100,-74,-74,-62,-82,-82,-82,-79,-84,-72,-84,-84,-72,-79,-73,-78,-77,-73,-73,-100,-87,-100,-69,-74,-69,-79,-100,-100,-77,-100,-100,-90,-100,-100,-100,-89,-62,-74,-82,-79,-72,-84,-78,-74,-88,-69,-75,-100,-89,-84,-100,-88,-100,-82,-82,-81,-77,-79,-86,-86,-81,-79,-100,-81,-82,-78,-100,-79,-78,-89,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,744,674983082193
-59,-73,-60,-100,-74,-74,-61,-85,-85,-85,-78,-84,-70,-85,-85,-70,-78,-74,-78,-78,-72,-72,-100,-91,-100,-69,-74,-69,-81,-80,-79,-76,-100,-100,-89,-100,-100,-89,-89,-61,-74,-85,-78,-70,-85,-77,-72,-90,-69,-77,-80,-89,-87,-100,-88,-81,-100,-82,-82,-79,-79,-100,-86,-81,-79,-100,-82,-82,-78,-100,-79,-78,-89,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,744,678565438963
-58,-73,-66,-75,-72,-72,-66,-86,-86,-86,-73,-81,-62,-81,-81,-63,-73,-75,-79,-100,-76,-77,-87,-100,-87,-69,-100,-69,-84,-78,-78,-78,-100,-100,-91,-100,-100,-100,-100,-66,-72,-85,-73,-62,-81,-79,-77,-87,-69,-80,-79,-89,-100,-100,-100,-100,-81,-81,-80,-79,-84,-100,-100,-80,-77,-100,-80,-80,-78,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,715,712927742965
-57,-74,-68,-71,-72,-72,-68,-86,-86,-87,-73,-81,-61,-81,-82,-61,-73,-77,-80,-80,-76,-77,-86,-86,-86,-68,-79,-68,-83,-78,-78,-76,-100,-100,-90,-100,-100,-90,-100,-68,-72,-86,-74,-61,-81,-80,-77,-86,-69,-84,-79,-89,-88,-100,-100,-83,-83,-81,-80,-79,-84,-88,-88,-81,-76,-100,-81,-80,-78,-100,-100,-75,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,715,716600775888
-56,-74,-68,-75,-71,-72,-68,-86,-87,-87,-74,-82,-63,-81,-81,-63,-73,-75,-80,-80,-77,-100,-86,-86,-86,-68,-79,-68,-83,-100,-100,-77,-89,-100,-90,-100,-100,-90,-100,-68,-71,-86,-74,-62,-82,-80,-77,-86,-69,-83,-100,-89,-88,-91,-100,-83,-83,-83,-81,-81,-83,-88,-88,-81,-77,-100,-81,-82,-76,-100,-83,-76,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,715,720370991042
-57,-73,-68,-71,-71,-71,-68,-85,-84,-84,-75,-82,-63,-82,-82,-63,-75,-75,-81,-100,-77,-100,-86,-86,-86,-68,-80,-68,-84,-100,-100,-77,-89,-100,-90,-100,-100,-100,-100,-68,-71,-84,-75,-63,-82,-81,-77,-86,-68,-83,-100,-87,-88,-89,-100,-83,-83,-83,-80,-80,-84,-100,-100,-80,-77,-100,-80,-83,-76,-91,-84,-77,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,715,723917022350
-55,-73,-100,-71,-71,-71,-100,-84,-84,-84,-75,-82,-62,-82,-82,-62,-75,-78,-81,-80,-75,-75,-86,-86,-86,-68,-78,-68,-84,-80,-100,-77,-100,-100,-90,-100,-100,-100,-100,-100,-71,-84,-75,-63,-82,-81,-75,-86,-68,-100,-80,-87,-100,-91,-100,-83,-83,-83,-80,-80,-84,-100,-100,-81,-77,-100,-80,-83,-76,-91,-84,-76,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,715,727480864966
-56,-73,-68,-71,-70,-71,-68,-85,-85,-84,-75,-82,-63,-81,-82,-64,-75,-78,-80,-80,-77,-76,-86,-86,-86,-68,-79,-68,-84,-80,-100,-75,-100,-100,-89,-100,-100,-100,-100,-67,-71,-85,-75,-63,-81,-81,-76,-86,-68,-84,-80,-88,-86,-89,-100,-81,-83,-82,-81,-83,-84,-100,-100,-81,-77,-100,-80,-83,-76,-100,-100,-77,-100,-100,-100,-90,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,715,731087474197
-59,-74,-66,-72,-71,-71,-66,-85,-85,-86,-73,-82,-63,-82,-82,-63,-73,-77,-100,-100,-100,-78,-85,-86,-86,-69,-82,-69,-100,-100,-100,-75,-89,-100,-100,-100,-100,-100,-100,-66,-71,-85,-73,-63,-82,-80,-79,-85,-69,-100,-100,-89,-87,-100,-100,-100,-82,-100,-79,-100,-100,-100,-87,-79,-77,-91,-79,-82,-77,-100,-100,-76,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,715,767709264891
-60,-74,-65,-73,-71,-71,-65,-86,-85,-86,-74,-83,-63,-83,-83,-63,-74,-77,-79,-79,-78,-78,-86,-86,-86,-69,-77,-69,-100,-100,-100,-76,-89,-88,-100,-100,-100,-100,-100,-65,-71,-86,-75,-63,-83,-78,-79,-86,-69,-83,-100,-89,-87,-100,-100,-100,-82,-100,-80,-100,-100,-86,-86,-80,-77,-91,-80,-82,-77,-91,-100,-77,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,715,771387646507
-57,-76,-66,-73,-71,-71,-66,-84,-85,-84,-74,-84,-63,-84,-83,-63,-74,-78,-80,-79,-78,-78,-86,-85,-86,-69,-81,-69,-100,-100,-100,-75,-88,-88,-100,-100,-100,-100,-100,-66,-71,-84,-74,-63,-83,-80,-78,-86,-69,-84,-100,-88,-86,-100,-100,-100,-100,-82,-80,-100,-100,-86,-86,-80,-77,-91,-80,-82,-78,-91,-100,-77,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,715,775011183507
-58,-74,-66,-76,-71,-71,-66,-84,-85,-85,-74,-83,-61,-83,-83,-61,-74,-76,-81,-81,-77,-77,-86,-87,-86,-69,-75,-69,-83,-100,-100,-75,-88,-100,-100,-100,-100,-100,-100,-67,-71,-85,-74,-61,-83,-80,-78,-86,-69,-84,-100,-88,-86,-100,-100,-100,-83,-82,-80,-80,-83,-86,-100,-80,-77,-91,-80,-82,-77,-91,-82,-77,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,715,778695263738
-58,-73,-65,-76,-71,-71,-65,-84,-84,-84,-73,-83,-63,-82,-83,-63,-73,-80,-81,-81,-77,-78,-86,-87,-87,-69,-78,-71,-83,-100,-78,-75,-100,-88,-100,-100,-100,-100,-100,-65,-71,-85,-74,-63,-83,-80,-77,-86,-69,-81,-79,-88,-100,-100,-100,-100,-83,-83,-80,-80,-83,-100,-100,-80,-77,-92,-80,-82,-78,-91,-82,-77,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,715,782383432431
-59,-73,-66,-100,-71,-71,-66,-84,-85,-85,-73,-81,-61,-81,-81,-61,-73,-80,-100,-100,-77,-78,-86,-87,-87,-68,-78,-68,-82,-100,-78,-76,-100,-88,-100,-100,-100,-100,-100,-66,-71,-85,-73,-61,-81,-100,-77,-86,-68,-82,-79,-88,-100,-100,-100,-83,-82,-83,-80,-80,-82,-100,-100,-80,-75,-92,-80,-83,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,715,785933337815
-62,-72,-59,-73,-79,-79,-57,-83,-84,-84,-73,-80,-64,-80,-80,-64,-73,-100,-78,-78,-100,-77,-88,-88,-88,-72,-78,-75,-79,-80,-80,-74,-87,-100,-89,-89,-100,-89,-100,-57,-79,-84,-73,-64,-80,-78,-78,-88,-73,-80,-80,-88,-85,-89,-100,-82,-82,-82,-82,-78,-79,-85,-85,-82,-78,-92,-82,-82,-78,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,686,839042866896
-61,-72,-59,-78,-79,-79,-59,-83,-83,-83,-73,-80,-65,-80,-80,-65,-72,-74,-78,-79,-78,-77,-87,-87,-88,-72,-79,-100,-80,-80,-80,-74,-87,-88,-89,-89,-100,-89,-100,-59,-79,-84,-73,-65,-80,-78,-78,-87,-74,-80,-80,-88,-85,-89,-100,-82,-82,-82,-82,-78,-80,-85,-85,-82,-77,-100,-82,-82,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,686,842759623511
