60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:51,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,b4:5d:50:e1:96:53,38:17:c3:1f:00:b1,b4:5d:50:e1:96:52,38:17:c3:1f:00:b2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,44:48:c1:91:d0:02,44:48:c1:91:d0:00,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:09:83,38:17:c3:1f:09:81,38:17:c3:1f:09:82,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:95:a3,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,44:48:c1:91:95:b3,38:17:c3:1f:09:93,b4:5d:50:e1:96:50,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,44:48:c1:91:d0:11,38:17:c3:1f:14:10,38:17:c3:19:45:a0,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,66:2a:2f:53:7c:99,20:a6:cd:42:0a:c0,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:aa:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:14:00,38:17:c3:1f:09:80,44:48:c1:91:95:b2,38:17:c3:24:47:50,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:96:40,20:a6:cd:42:0a:d2,38:17:c3:1f:19:c0,a8:bd:27:4c:aa:90,38:17:c3:19:45:a2,38:17:c3:19:45:a1,a8:bd:27:4c:aa:82,38:17:c3:1f:00:a0,38:17:c3:19:45:b0,44:48:c1:91:95:a2,a8:bd:27:4c:aa:92,38:17:c3:24:47:51,b6:e6:2d:69:d5:58,44:48:c1:91:aa:21,a8:bd:27:4c:aa:81,44:48:c1:91:aa:20,20:a6:cd:42:13:e0,a8:bd:27:4c:aa:80,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:1a:cf:d0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,38:17:c3:1f:19:e1,38:17:c3:1f:19:e0,38:17:c3:1f:19:e2,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,80:8d:b7:55:35:02,80:8d:b7:55:35:13,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:19:71:90,20:a6:cd:50:24:a1,38:17:c3:1e:ff:01,80:8d:b7:55:35:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,20:a6:cd:50:24:a2,38:17:c3:19:71:91,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:29:c2,38:17:c3:19:71:81,38:17:c3:19:71:82,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:12,80:8d:b7:55:29:c1,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,38:17:c3:19:36:22,38:17:c3:19:36:21,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c0,38:17:c3:19:36:20,20:a6:cd:50:24:a0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:0e:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:00,38:17:c3:1f:0e:11,x,y,timestamp
-100,-100,-68,-68,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-72,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-68,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-77,-100,-100,-100,-79,-78,-80,-80,-77,-78,-73,-73,-73,-66,-80,-80,-66,-66,-79,-88,-88,-88,-79,-79,-79,-87,-79,-78,-78,-100,-89,-100,-79,-79,-88,-81,-90,-90,-100,-100,-83,-91,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,689,2472772667223
-100,-100,-68,-69,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-72,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-68,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-77,-100,-100,-100,-78,-77,-79,-80,-77,-77,-72,-72,-72,-65,-80,-80,-66,-66,-80,-88,-88,-88,-80,-79,-79,-100,-78,-78,-78,-100,-88,-100,-81,-81,-88,-81,-89,-90,-89,-100,-85,-92,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,689,2476296502146
-100,-100,-68,-69,-100,-100,-100,-100,-100,-73,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-72,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-68,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-77,-100,-100,-100,-79,-77,-79,-80,-77,-77,-72,-72,-72,-66,-80,-80,-66,-66,-79,-86,-88,-88,-80,-79,-79,-100,-78,-78,-78,-100,-88,-100,-81,-81,-88,-81,-88,-90,-89,-100,-85,-92,-84,-85,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,689,2479784673377
-100,-100,-68,-68,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-72,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-68,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-77,-100,-100,-100,-79,-77,-80,-80,-77,-77,-72,-72,-72,-66,-80,-80,-67,-66,-79,-88,-88,-88,-79,-80,-79,-100,-78,-78,-76,-100,-88,-100,-81,-81,-88,-81,-88,-91,-89,-89,-85,-92,-83,-85,-88,-89,-89,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,689,2483314989839
-100,-100,-74,-74,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-69,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-100,-74,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-77,-100,-100,-100,-100,-73,-83,-82,-73,-100,-73,-73,-73,-62,-82,-82,-62,-62,-78,-87,-88,-87,-78,-78,-78,-84,-100,-100,-77,-86,-87,-100,-78,-78,-87,-77,-100,-100,-87,-100,-81,-87,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,704,2520189796841
-100,-100,-72,-72,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-69,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-77,-100,-100,-100,-77,-78,-85,-85,-77,-78,-74,-73,-74,-61,-85,-85,-61,-61,-76,-87,-86,-87,-76,-77,-77,-85,-77,-100,-77,-87,-86,-86,-77,-76,-87,-76,-86,-100,-87,-100,-85,-87,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,704,2523707627918
-87,-100,-73,-72,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-69,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-100,-72,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-77,-100,-100,-100,-80,-78,-85,-85,-77,-78,-73,-73,-73,-62,-85,-85,-62,-62,-76,-88,-88,-87,-76,-77,-78,-84,-79,-79,-79,-86,-87,-87,-81,-80,-87,-80,-85,-100,-85,-100,-82,-89,-100,-100,-100,-100,-88,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,704,2527191386995
-87,-100,-74,-74,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-70,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-74,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-74,-100,-100,-100,-79,-100,-82,-82,-73,-100,-73,-72,-72,-60,-83,-83,-61,-60,-80,-88,-88,-88,-78,-78,-78,-82,-79,-79,-79,-89,-87,-87,-81,-80,-100,-80,-85,-100,-86,-87,-81,-89,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,704,2530732599457
-100,-100,-71,-71,-100,-100,-100,-100,-100,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-71,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-71,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-73,-100,-100,-100,-79,-72,-83,-83,-72,-73,-72,-72,-72,-61,-83,-83,-61,-61,-80,-85,-100,-85,-79,-79,-100,-82,-79,-79,-79,-89,-100,-100,-79,-79,-100,-79,-85,-100,-85,-85,-81,-100,-100,-100,-85,-100,-100,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,704,2534379661073
-100,-100,-72,-73,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-72,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-75,-100,-100,-100,-80,-74,-82,-82,-74,-74,-74,-74,-74,-61,-82,-82,-61,-61,-80,-85,-100,-85,-77,-77,-78,-82,-79,-79,-79,-88,-100,-89,-79,-79,-100,-79,-86,-100,-86,-85,-81,-100,-100,-100,-86,-100,-100,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,704,2537835518227
-100,-100,-72,-73,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-70,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-73,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-75,-76,-76,-60,-85,-86,-60,-60,-100,-84,-84,-85,-80,-81,-81,-86,-79,-80,-100,-88,-88,-88,-100,-100,-83,-100,-85,-100,-85,-85,-80,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-85,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,719,2578809075922
-100,-100,-64,-63,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-70,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-64,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-73,-100,-100,-100,-77,-76,-85,-86,-76,-77,-72,-72,-72,-61,-85,-86,-61,-61,-78,-86,-87,-86,-80,-78,-77,-86,-74,-75,-74,-88,-88,-88,-77,-77,-87,-77,-87,-100,-85,-87,-86,-89,-100,-100,-85,-100,-100,-100,-100,-86,-85,-85,-85,-86,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,719,2582775293076
-100,-100,-74,-74,-100,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-66,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-66,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-73,-100,-100,-100,-80,-78,-85,-85,-78,-77,-72,-72,-72,-60,-85,-84,-60,-60,-82,-87,-88,-88,-80,-79,-80,-85,-75,-76,-76,-100,-100,-100,-77,-77,-88,-78,-87,-100,-87,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,719,2586190897076
-100,-100,-74,-74,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-69,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-74,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-73,-100,-100,-100,-80,-78,-83,-83,-78,-100,-70,-70,-70,-60,-82,-83,-60,-60,-82,-86,-87,-87,-78,-79,-80,-84,-77,-77,-78,-89,-100,-100,-77,-77,-87,-78,-87,-100,-87,-87,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,719,2589766860230
-100,-100,-78,-78,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-69,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-77,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-75,-100,-100,-100,-80,-77,-88,-87,-77,-100,-70,-69,-69,-60,-82,-83,-61,-60,-81,-86,-87,-87,-79,-79,-79,-84,-77,-77,-78,-88,-88,-88,-100,-77,-87,-78,-88,-100,-87,-88,-100,-90,-100,-100,-87,-85,-85,-100,-100,-85,-100,-100,-100,-100,-100,-85,-85,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,719,2593241845999
-100,-100,-77,-77,-100,-100,-100,-100,-100,-70,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-66,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-77,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-75,-100,-100,-100,-80,-77,-85,-85,-77,-78,-74,-74,-74,-61,-85,-85,-61,-61,-81,-85,-85,-86,-79,-79,-79,-84,-77,-77,-77,-88,-88,-88,-100,-77,-87,-78,-88,-100,-87,-88,-86,-90,-100,-81,-87,-85,-85,-83,-100,-85,-100,-100,-100,-100,-100,-85,-85,-85,-83,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,400,719,2596804407846
-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-75,-100,-100,-100,-77,-76,-82,-82,-76,-76,-67,-67,-67,-62,-83,-82,-62,-62,-100,-83,-100,-85,-73,-73,-100,-85,-79,-79,-80,-87,-87,-100,-79,-79,-100,-79,-86,-89,-85,-86,-81,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-88,-89,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,415,719,2642341962772
-83,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-75,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-74,-100,-100,-100,-77,-75,-82,-82,-75,-75,-67,-67,-67,-63,-82,-82,-63,-63,-81,-83,-83,-82,-74,-74,-74,-84,-80,-80,-80,-87,-87,-100,-79,-79,-100,-79,-86,-88,-87,-87,-81,-100,-100,-100,-87,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-87,-87,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,415,719,2645911584695
-83,-100,-73,-73,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-72,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-73,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-73,-100,-100,-100,-76,-75,-84,-84,-75,-75,-67,-67,-67,-64,-85,-84,-64,-64,-83,-84,-84,-84,-73,-73,-73,-84,-80,-80,-80,-100,-88,-100,-100,-100,-84,-79,-86,-86,-85,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-86,-86,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,415,719,2649452121772
-83,-100,-73,-73,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-71,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-73,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-74,-100,-100,-100,-76,-75,-85,-85,-75,-76,-67,-67,-67,-64,-84,-85,-64,-64,-83,-83,-84,-84,-73,-73,-73,-84,-80,-80,-80,-100,-88,-100,-80,-80,-84,-80,-85,-86,-85,-85,-86,-100,-100,-100,-85,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-82,-84,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,415,719,2653206006772
-100,-100,-73,-72,-100,-100,-100,-100,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-71,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-73,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-72,-100,-100,-100,-76,-75,-83,-83,-76,-76,-67,-67,-67,-64,-83,-84,-65,-64,-80,-83,-84,-84,-73,-73,-73,-84,-80,-100,-80,-100,-100,-100,-79,-78,-84,-79,-86,-87,-86,-85,-86,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-84,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,415,719,2656812282003
