60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:51,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,b4:5d:50:e1:96:53,38:17:c3:1f:00:b1,b4:5d:50:e1:96:52,38:17:c3:1f:00:b2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,44:48:c1:91:d0:02,44:48:c1:91:d0:00,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:09:83,38:17:c3:1f:09:81,38:17:c3:1f:09:82,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:95:a3,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,44:48:c1:91:95:b3,38:17:c3:1f:09:93,b4:5d:50:e1:96:50,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,44:48:c1:91:d0:11,38:17:c3:1f:14:10,38:17:c3:19:45:a0,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,66:2a:2f:53:7c:99,20:a6:cd:42:0a:c0,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:aa:22,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:14:00,38:17:c3:1f:09:80,44:48:c1:91:95:b2,38:17:c3:24:47:50,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:96:40,20:a6:cd:42:0a:d2,38:17:c3:1f:19:c0,a8:bd:27:4c:aa:90,38:17:c3:19:45:a2,38:17:c3:19:45:a1,a8:bd:27:4c:aa:82,38:17:c3:1f:00:a0,38:17:c3:19:45:b0,44:48:c1:91:95:a2,a8:bd:27:4c:aa:92,38:17:c3:24:47:51,b6:e6:2d:69:d5:58,44:48:c1:91:aa:21,a8:bd:27:4c:aa:81,44:48:c1:91:aa:20,20:a6:cd:42:13:e0,a8:bd:27:4c:aa:80,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:1a:cf:d0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,38:17:c3:1f:19:e1,38:17:c3:1f:19:e0,38:17:c3:1f:19:e2,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,80:8d:b7:55:35:02,80:8d:b7:55:35:13,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:19:71:90,20:a6:cd:50:24:a1,38:17:c3:1e:ff:01,80:8d:b7:55:35:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,20:a6:cd:50:24:a2,38:17:c3:19:71:91,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:29:c2,38:17:c3:19:71:81,38:17:c3:19:71:82,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:12,80:8d:b7:55:29:c1,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,38:17:c3:19:36:22,38:17:c3:19:36:21,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c0,38:17:c3:19:36:20,20:a6:cd:50:24:a0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:0e:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:00,38:17:c3:1f:0e:11,x,y,timestamp
-100,-100,-71,-71,-100,-100,-100,-100,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-78,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-71,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-85,-100,-100,-100,-74,-83,-89,-90,-83,-83,-63,-63,-63,-62,-100,-100,-62,-62,-67,-86,-83,-85,-78,-78,-78,-85,-76,-76,-75,-100,-90,-100,-75,-76,-87,-75,-84,-88,-84,-84,-100,-100,-100,-100,-83,-83,-83,-100,-100,-83,-100,-100,-100,-100,-100,-83,-83,-83,-100,-84,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,460,719,2831848420321
-100,-100,-69,-69,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-84,-100,-100,-100,-74,-83,-89,-90,-84,-100,-66,-66,-66,-58,-100,-100,-59,-58,-67,-86,-86,-86,-78,-78,-77,-84,-78,-78,-77,-100,-89,-100,-100,-100,-86,-100,-83,-87,-83,-83,-100,-100,-100,-100,-82,-83,-83,-84,-100,-83,-100,-100,-100,-100,-100,-83,-83,-83,-100,-84,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,460,719,2835443026014
-100,-100,-71,-71,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-80,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-84,-100,-100,-100,-76,-83,-100,-100,-84,-100,-63,-64,-64,-58,-100,-100,-58,-58,-74,-86,-85,-85,-78,-78,-78,-84,-78,-78,-79,-89,-89,-89,-77,-77,-86,-77,-83,-86,-83,-83,-100,-100,-100,-100,-83,-83,-100,-84,-100,-82,-100,-100,-100,-100,-100,-82,-82,-83,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,460,719,2838975052937
-100,-100,-74,-74,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-61,-61,-61,-54,-100,-100,-54,-54,-79,-83,-100,-83,-100,-76,-76,-82,-76,-76,-76,-84,-84,-84,-77,-77,-83,-77,-86,-88,-86,-100,-89,-100,-100,-100,-100,-100,-100,-82,-100,-78,-83,-82,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-88,-88,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,719,2878700588786
-100,-100,-74,-74,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-79,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-74,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-78,-83,-100,-100,-84,-100,-61,-61,-61,-54,-100,-100,-54,-54,-77,-83,-100,-82,-76,-76,-76,-79,-77,-77,-78,-84,-84,-84,-77,-77,-83,-77,-86,-88,-86,-87,-87,-100,-79,-80,-86,-82,-82,-82,-100,-78,-83,-82,-100,-100,-100,-78,-78,-82,-100,-100,-79,-100,-100,-88,-87,-83,-100,-79,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,719,2882344474555
-100,-100,-75,-75,-100,-100,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-84,-100,-100,-100,-78,-83,-100,-100,-84,-100,-61,-61,-61,-54,-100,-100,-54,-54,-77,-83,-83,-83,-76,-76,-76,-80,-77,-77,-78,-100,-100,-100,-77,-77,-83,-77,-86,-100,-86,-86,-87,-100,-80,-80,-86,-82,-82,-80,-100,-85,-83,-100,-100,-100,-100,-84,-83,-82,-100,-100,-79,-100,-100,-88,-88,-82,-100,-80,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,719,2886021477940
-100,-100,-74,-75,-100,-100,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-74,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-83,-100,-100,-100,-78,-100,-100,-100,-100,-100,-61,-61,-61,-55,-100,-100,-54,-55,-77,-83,-84,-85,-76,-76,-76,-80,-77,-77,-76,-85,-84,-85,-77,-76,-84,-76,-85,-100,-86,-86,-87,-100,-80,-80,-86,-82,-82,-80,-100,-85,-83,-100,-100,-100,-100,-84,-83,-82,-100,-79,-78,-100,-100,-88,-87,-82,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,719,2889618024017
-100,-100,-74,-74,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-80,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-74,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-84,-100,-100,-100,-79,-100,-100,-100,-100,-100,-61,-61,-61,-54,-100,-100,-54,-54,-76,-84,-84,-84,-76,-76,-76,-82,-77,-77,-77,-85,-85,-84,-76,-77,-85,-76,-86,-100,-86,-86,-100,-100,-80,-79,-86,-81,-81,-81,-100,-83,-100,-100,-100,-100,-100,-83,-83,-81,-100,-80,-79,-100,-100,-100,-87,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,719,2893210475710
-100,-100,-74,-74,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-79,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-75,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-84,-100,-100,-100,-79,-100,-100,-100,-100,-100,-61,-61,-61,-55,-100,-100,-55,-55,-76,-82,-84,-82,-75,-76,-76,-80,-77,-78,-77,-85,-85,-84,-76,-77,-83,-76,-86,-88,-86,-86,-86,-100,-80,-79,-86,-82,-82,-81,-100,-83,-100,-100,-100,-100,-100,-83,-83,-82,-100,-79,-79,-100,-100,-87,-88,-83,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,475,719,2896893491248
-100,-100,-79,-77,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-86,-100,-100,-100,-78,-100,-100,-100,-100,-100,-63,-63,-63,-53,-100,-100,-53,-53,-75,-82,-82,-82,-76,-76,-77,-84,-74,-74,-74,-85,-100,-100,-77,-76,-82,-77,-85,-87,-85,-85,-81,-100,-80,-79,-85,-81,-83,-80,-100,-79,-100,-100,-82,-100,-100,-100,-79,-81,-83,-79,-79,-100,-100,-100,-100,-100,-100,-80,-100,-82,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,490,719,2950761989328
-100,-100,-100,-78,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-78,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-86,-100,-100,-100,-77,-100,-100,-100,-100,-100,-62,-62,-62,-52,-100,-100,-52,-52,-78,-85,-84,-84,-77,-77,-77,-83,-72,-73,-72,-84,-85,-85,-77,-76,-84,-77,-85,-88,-85,-86,-84,-100,-80,-100,-85,-100,-83,-81,-100,-81,-78,-78,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,490,719,2954442105559
-100,-100,-100,-77,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-78,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-64,-64,-63,-54,-100,-100,-54,-54,-77,-83,-83,-83,-77,-78,-78,-83,-72,-72,-72,-86,-85,-86,-77,-77,-83,-77,-85,-88,-85,-86,-80,-100,-80,-100,-85,-100,-100,-81,-100,-81,-78,-78,-81,-100,-100,-81,-81,-100,-83,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,490,719,2957919355021
-100,-100,-100,-77,-100,-100,-100,-100,-100,-78,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-65,-65,-65,-53,-100,-100,-53,-53,-77,-83,-83,-83,-100,-78,-77,-85,-72,-72,-72,-87,-100,-86,-76,-76,-83,-76,-86,-87,-85,-86,-79,-100,-100,-80,-86,-82,-83,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-82,-83,-80,-80,-100,-100,-100,-86,-100,-100,-78,-100,-83,-100,-100,-100,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,490,719,2961561832791
-100,-100,-78,-78,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-100,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-86,-100,-100,-100,-77,-100,-100,-100,-100,-100,-62,-62,-61,-52,-100,-100,-52,-52,-77,-82,-82,-82,-76,-76,-76,-85,-72,-72,-72,-84,-85,-86,-75,-75,-83,-75,-86,-88,-86,-86,-79,-89,-79,-78,-86,-81,-81,-80,-100,-80,-79,-78,-100,-100,-100,-80,-80,-82,-100,-79,-78,-100,-100,-100,-86,-78,-100,-100,-100,-82,-100,-100,-85,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,490,719,2965271311099
-100,-100,-78,-79,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-100,-78,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-86,-100,-100,-100,-77,-100,-100,-100,-100,-100,-62,-62,-62,-53,-100,-100,-53,-53,-78,-80,-80,-80,-76,-76,-76,-82,-72,-72,-71,-84,-85,-86,-76,-76,-80,-75,-87,-88,-87,-86,-80,-89,-79,-77,-87,-81,-81,-79,-100,-77,-79,-78,-81,-100,-100,-80,-80,-82,-81,-79,-77,-100,-100,-88,-100,-78,-100,-100,-87,-81,-87,-100,-84,-83,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,490,719,2969034805330
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-60,-60,-60,-52,-100,-100,-52,-52,-76,-82,-82,-82,-74,-74,-74,-76,-74,-74,-75,-85,-100,-85,-100,-72,-82,-72,-86,-100,-86,-86,-83,-100,-79,-100,-86,-84,-83,-80,-100,-100,-82,-83,-100,-100,-100,-100,-78,-84,-100,-100,-100,-100,-100,-100,-100,-82,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,719,3013434035409
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-60,-60,-60,-54,-100,-100,-54,-54,-75,-82,-82,-82,-74,-74,-74,-79,-74,-74,-75,-83,-83,-83,-72,-73,-82,-72,-86,-100,-88,-86,-83,-100,-80,-100,-86,-84,-83,-80,-100,-77,-82,-83,-100,-100,-100,-78,-78,-84,-100,-100,-100,-100,-100,-100,-100,-82,-100,-79,-100,-100,-88,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,719,3016991307794
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-78,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-60,-61,-61,-53,-100,-100,-53,-53,-74,-84,-83,-83,-74,-74,-73,-80,-75,-74,-75,-83,-82,-83,-72,-72,-83,-72,-87,-100,-87,-100,-83,-100,-80,-100,-100,-100,-82,-80,-100,-83,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-87,-100,-88,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,719,3020428781179
-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-79,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-78,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-60,-60,-60,-53,-100,-100,-53,-53,-75,-82,-83,-82,-74,-74,-73,-80,-75,-75,-75,-83,-82,-83,-72,-72,-83,-72,-87,-100,-86,-87,-80,-100,-80,-77,-88,-100,-82,-80,-100,-83,-100,-100,-83,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-88,-100,-88,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,719,3023863211487
-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-77,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-59,-59,-59,-54,-100,-100,-54,-53,-75,-84,-84,-84,-74,-74,-74,-78,-74,-75,-75,-86,-100,-86,-72,-72,-84,-72,-87,-100,-87,-88,-81,-100,-81,-78,-88,-100,-78,-80,-100,-83,-100,-100,-83,-100,-100,-83,-83,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-81,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,719,3027547849179
-100,-100,-75,-76,-100,-100,-100,-100,-100,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-61,-61,-61,-53,-100,-100,-53,-53,-74,-84,-84,-85,-74,-74,-74,-78,-76,-76,-76,-84,-85,-86,-72,-72,-85,-71,-87,-100,-86,-86,-79,-100,-81,-80,-86,-100,-78,-80,-100,-77,-82,-82,-100,-100,-100,-77,-77,-100,-84,-81,-81,-100,-100,-100,-100,-82,-100,-81,-88,-84,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,719,3031071873718
