60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,b4:5d:50:e1:96:41,38:17:c3:1f:14:01,b4:5d:50:e1:96:42,38:17:c3:1f:14:02,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,44:48:c1:91:d0:02,44:48:c1:91:d0:00,38:17:c3:1f:09:82,44:48:c1:91:d0:04,38:17:c3:1f:09:83,38:17:c3:1f:09:81,a8:bd:27:4c:aa:82,44:48:c1:91:95:a3,a8:bd:27:4c:aa:81,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:1f:09:92,38:17:c3:24:47:52,38:17:c3:1f:09:91,38:17:c3:1f:09:93,44:48:c1:91:d0:10,38:17:c3:24:47:51,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:19:45:b0,b4:5d:50:e1:96:50,38:17:c3:1f:14:00,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:1f:09:80,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,38:17:c3:24:47:50,44:48:c1:91:d0:11,44:48:c1:91:95:b2,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:b0,44:48:c1:91:95:b1,20:a6:cd:42:0a:c2,66:2a:2f:53:7c:99,38:17:c3:19:45:a2,38:17:c3:19:45:a1,44:48:c1:91:aa:22,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:19:45:a0,44:48:c1:91:aa:20,a8:bd:27:4c:aa:90,44:48:c1:91:95:a1,44:48:c1:91:aa:21,ac:e2:d3:c4:08:e6,44:48:c1:91:95:a2,a8:bd:27:4c:aa:92,20:a6:cd:42:0b:e3,38:17:c3:1f:19:e0,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,38:17:c3:19:d7:70,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:f0,b0:be:76:f8:30:5e,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,ea:9e:b4:53:24:54,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:52,20:a6:cd:50:24:a1,80:8d:b7:55:39:c1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c0,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,38:17:c3:1e:ff:01,38:17:c3:19:36:30,38:17:c3:1e:ff:10,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,80:8d:b7:55:29:d0,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,20:a6:cd:50:24:b0,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,00:4e:35:de:e1:00,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:31,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:32,x,y,timestamp
-74,-55,-65,-65,-72,-72,-77,-77,-77,-78,-80,-78,-78,-78,-82,-82,-73,-68,-73,-69,-72,-74,-76,-76,-76,-73,-75,-76,-77,-100,-77,-87,-87,-83,-82,-100,-100,-100,-100,-100,-89,-83,-88,-100,-65,-72,-77,-79,-82,-78,-69,-73,-76,-76,-76,-78,-88,-100,-88,-82,-100,-72,-72,-100,-100,-73,-85,-100,-100,-84,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,755,676977041732
-74,-51,-65,-65,-72,-72,-77,-77,-77,-80,-79,-77,-77,-78,-81,-82,-72,-69,-73,-69,-71,-74,-76,-76,-76,-78,-76,-76,-78,-100,-78,-100,-100,-83,-82,-100,-82,-100,-100,-100,-89,-83,-88,-100,-65,-72,-77,-80,-82,-77,-69,-73,-76,-77,-76,-78,-88,-89,-100,-83,-100,-73,-72,-100,-100,-73,-100,-100,-80,-84,-100,-100,-80,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,755,680571292117
-71,-52,-67,-67,-66,-66,-81,-81,-80,-76,-76,-82,-82,-82,-82,-82,-74,-72,-74,-71,-73,-100,-77,-78,-81,-76,-84,-100,-78,-79,-78,-100,-100,-79,-79,-100,-78,-100,-86,-100,-100,-79,-85,-100,-67,-66,-81,-76,-82,-82,-71,-74,-77,-100,-71,-78,-100,-100,-86,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,738,734121451889
-74,-52,-66,-66,-67,-67,-79,-79,-79,-76,-76,-82,-82,-82,-80,-79,-74,-72,-74,-72,-73,-69,-78,-78,-82,-73,-84,-82,-77,-79,-78,-100,-100,-79,-79,-81,-79,-100,-86,-100,-100,-79,-85,-100,-66,-67,-79,-76,-80,-82,-71,-74,-78,-100,-74,-78,-100,-100,-87,-79,-100,-71,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-80,-100,-92,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,738,737650442812
-74,-52,-65,-65,-67,-67,-81,-81,-81,-75,-75,-81,-81,-81,-82,-82,-100,-71,-73,-72,-73,-69,-78,-100,-82,-73,-100,-82,-78,-79,-79,-100,-100,-79,-79,-81,-79,-100,-100,-100,-100,-79,-88,-100,-65,-67,-81,-75,-82,-81,-71,-100,-78,-100,-74,-100,-100,-100,-87,-79,-100,-71,-70,-100,-100,-70,-100,-79,-79,-100,-100,-100,-80,-100,-92,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,738,741212119197
-73,-47,-65,-65,-67,-67,-79,-80,-79,-77,-77,-84,-84,-83,-81,-81,-74,-71,-73,-71,-76,-100,-100,-100,-100,-72,-84,-82,-79,-100,-80,-100,-100,-79,-79,-81,-77,-100,-100,-100,-100,-79,-86,-89,-65,-67,-79,-78,-81,-81,-100,-74,-79,-100,-76,-100,-100,-100,-86,-79,-90,-71,-71,-100,-100,-71,-100,-79,-79,-100,-100,-90,-79,-100,-89,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,738,744841948967
-73,-51,-67,-67,-67,-67,-79,-79,-79,-76,-76,-84,-83,-84,-81,-81,-74,-71,-74,-71,-76,-71,-100,-78,-100,-72,-84,-82,-78,-83,-77,-100,-100,-79,-79,-81,-77,-100,-86,-100,-100,-79,-87,-89,-64,-67,-79,-76,-81,-84,-71,-74,-78,-100,-76,-100,-100,-100,-86,-79,-90,-72,-71,-100,-100,-72,-100,-78,-78,-100,-100,-91,-79,-100,-89,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,738,748493507813
-73,-51,-64,-64,-67,-67,-80,-80,-79,-76,-76,-84,-85,-84,-81,-81,-73,-71,-73,-71,-75,-71,-78,-79,-81,-72,-84,-83,-78,-83,-77,-100,-100,-79,-78,-81,-77,-100,-86,-100,-100,-79,-86,-100,-65,-67,-80,-76,-81,-84,-71,-73,-78,-82,-73,-100,-100,-100,-86,-79,-100,-72,-71,-100,-100,-71,-89,-78,-78,-100,-100,-91,-78,-100,-90,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,738,752084145736
-72,-54,-63,-63,-67,-67,-80,-80,-80,-75,-75,-100,-100,-100,-82,-82,-74,-65,-100,-65,-73,-76,-76,-100,-79,-77,-100,-79,-78,-82,-78,-100,-100,-80,-81,-100,-75,-100,-100,-100,-90,-80,-86,-100,-63,-67,-80,-75,-82,-100,-65,-100,-100,-80,-71,-100,-88,-100,-86,-80,-91,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,721,794017564893
-75,-53,-61,-61,-67,-67,-80,-80,-80,-75,-75,-82,-82,-82,-82,-82,-77,-65,-77,-65,-72,-78,-76,-100,-79,-77,-81,-79,-79,-82,-79,-100,-100,-80,-81,-100,-75,-100,-100,-100,-90,-81,-86,-100,-62,-67,-80,-75,-87,-82,-64,-77,-77,-80,-83,-79,-88,-100,-86,-81,-91,-76,-77,-100,-100,-76,-91,-77,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,721,797524999047
-76,-53,-63,-63,-63,-63,-82,-82,-82,-75,-75,-82,-81,-81,-83,-83,-74,-64,-74,-64,-73,-78,-76,-77,-100,-79,-79,-100,-78,-100,-78,-89,-88,-82,-82,-100,-74,-100,-100,-100,-100,-82,-100,-100,-63,-63,-82,-75,-83,-82,-64,-74,-76,-100,-78,-77,-88,-100,-100,-82,-100,-76,-75,-100,-100,-76,-89,-79,-78,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,721,801149773432
-71,-61,-61,-61,-67,-67,-82,-82,-82,-74,-74,-86,-81,-81,-85,-85,-74,-65,-74,-65,-74,-80,-81,-81,-100,-82,-79,-100,-79,-85,-78,-89,-88,-81,-81,-100,-74,-100,-100,-100,-89,-82,-100,-100,-63,-67,-82,-74,-85,-86,-65,-74,-80,-100,-77,-77,-88,-100,-100,-82,-100,-76,-78,-100,-100,-77,-89,-80,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,721,804312253509
-71,-55,-63,-62,-65,-65,-82,-82,-82,-73,-73,-81,-82,-82,-84,-84,-74,-65,-75,-65,-74,-76,-77,-78,-82,-82,-83,-82,-78,-83,-78,-89,-88,-81,-81,-100,-74,-100,-100,-100,-89,-81,-100,-100,-63,-66,-82,-73,-85,-86,-65,-74,-76,-100,-81,-78,-88,-100,-100,-81,-100,-77,-76,-100,-100,-76,-100,-80,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,721,807941713124
-72,-55,-62,-62,-66,-66,-82,-81,-81,-73,-74,-82,-82,-82,-84,-85,-75,-67,-75,-67,-74,-77,-77,-77,-82,-83,-83,-82,-78,-83,-78,-100,-88,-82,-82,-100,-73,-100,-100,-100,-89,-82,-100,-100,-62,-65,-81,-74,-84,-82,-67,-75,-77,-82,-81,-78,-88,-100,-100,-82,-100,-76,-76,-100,-100,-76,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,721,811521153894
-69,-57,-63,-63,-71,-71,-82,-83,-82,-71,-72,-83,-82,-82,-82,-82,-79,-68,-79,-68,-75,-74,-73,-73,-100,-77,-100,-100,-78,-82,-79,-100,-100,-83,-83,-83,-74,-100,-89,-100,-100,-84,-89,-100,-63,-71,-83,-72,-81,-82,-68,-100,-73,-100,-80,-78,-89,-100,-100,-83,-100,-100,-74,-100,-100,-74,-100,-82,-82,-100,-100,-100,-82,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,704,857557692512
-76,-57,-66,-66,-66,-66,-82,-82,-82,-73,-73,-83,-82,-83,-82,-81,-79,-68,-79,-68,-75,-74,-73,-73,-100,-74,-100,-100,-78,-82,-79,-100,-100,-87,-88,-82,-74,-100,-89,-100,-100,-87,-89,-100,-66,-66,-82,-73,-82,-83,-68,-100,-73,-100,-80,-78,-88,-100,-88,-88,-100,-100,-75,-100,-100,-75,-100,-82,-82,-100,-90,-90,-82,-100,-90,-82,-100,-100,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,704,861214962512
-76,-56,-60,-60,-66,-66,-82,-82,-82,-73,-74,-82,-82,-82,-83,-83,-75,-71,-75,-72,-77,-74,-72,-72,-100,-76,-77,-81,-74,-82,-75,-100,-100,-87,-88,-83,-77,-100,-89,-100,-100,-87,-89,-90,-61,-66,-82,-74,-83,-83,-71,-75,-72,-100,-76,-75,-88,-100,-88,-86,-90,-76,-77,-100,-100,-77,-100,-81,-82,-100,-90,-90,-81,-100,-90,-82,-100,-100,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,704,864443617974
-76,-57,-60,-60,-66,-66,-82,-82,-82,-73,-73,-82,-82,-82,-83,-83,-76,-71,-75,-71,-77,-74,-72,-73,-100,-77,-78,-81,-76,-82,-76,-100,-100,-87,-88,-84,-77,-100,-100,-100,-100,-87,-100,-90,-60,-66,-82,-73,-83,-83,-71,-76,-73,-100,-77,-74,-88,-100,-88,-87,-90,-77,-76,-100,-100,-76,-100,-81,-80,-100,-90,-90,-81,-100,-90,-83,-100,-100,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,704,868139292513
-77,-57,-60,-60,-65,-65,-82,-82,-82,-74,-74,-82,-82,-82,-83,-83,-76,-71,-76,-71,-100,-74,-72,-72,-100,-77,-78,-81,-75,-100,-75,-100,-100,-87,-88,-83,-76,-100,-100,-100,-100,-88,-100,-90,-61,-65,-82,-73,-84,-100,-71,-76,-72,-100,-76,-76,-100,-100,-88,-88,-100,-77,-76,-100,-100,-76,-100,-100,-80,-100,-100,-90,-100,-100,-89,-83,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,704,871956295282
-75,-63,-60,-60,-65,-65,-82,-82,-82,-74,-74,-82,-82,-82,-83,-83,-76,-71,-76,-71,-77,-75,-70,-73,-100,-75,-78,-100,-75,-100,-75,-100,-100,-86,-86,-83,-76,-100,-100,-100,-100,-87,-100,-90,-61,-66,-82,-74,-83,-82,-71,-76,-72,-100,-76,-75,-100,-100,-88,-87,-100,-77,-100,-100,-100,-76,-100,-80,-100,-100,-100,-90,-100,-100,-89,-83,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,704,875555406744
-74,-65,-60,-60,-68,-68,-82,-81,-81,-72,-72,-86,-100,-86,-80,-81,-76,-63,-76,-100,-74,-76,-75,-76,-100,-78,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-60,-68,-82,-72,-80,-86,-63,-76,-75,-100,-77,-74,-90,-100,-100,-100,-100,-73,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,687,914949766208
-74,-61,-61,-61,-67,-67,-81,-81,-81,-73,-73,-85,-86,-100,-81,-80,-78,-63,-78,-63,-75,-78,-75,-76,-100,-77,-81,-100,-73,-84,-73,-100,-100,-84,-84,-100,-74,-100,-100,-100,-100,-84,-100,-100,-61,-67,-81,-73,-81,-85,-63,-77,-75,-84,-77,-74,-90,-100,-100,-84,-100,-72,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-82,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,198,687,929266874285
