60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,b4:5d:50:e1:96:41,38:17:c3:1f:14:01,b4:5d:50:e1:96:42,38:17:c3:1f:14:02,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,44:48:c1:91:d0:02,44:48:c1:91:d0:00,38:17:c3:1f:09:82,44:48:c1:91:d0:04,38:17:c3:1f:09:83,38:17:c3:1f:09:81,a8:bd:27:4c:aa:82,44:48:c1:91:95:a3,a8:bd:27:4c:aa:81,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:1f:09:92,38:17:c3:24:47:52,38:17:c3:1f:09:91,38:17:c3:1f:09:93,44:48:c1:91:d0:10,38:17:c3:24:47:51,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:19:45:b0,b4:5d:50:e1:96:50,38:17:c3:1f:14:00,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:1f:09:80,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,38:17:c3:24:47:50,44:48:c1:91:d0:11,44:48:c1:91:95:b2,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:b0,44:48:c1:91:95:b1,20:a6:cd:42:0a:c2,66:2a:2f:53:7c:99,38:17:c3:19:45:a2,38:17:c3:19:45:a1,44:48:c1:91:aa:22,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:19:45:a0,44:48:c1:91:aa:20,a8:bd:27:4c:aa:90,44:48:c1:91:95:a1,44:48:c1:91:aa:21,ac:e2:d3:c4:08:e6,44:48:c1:91:95:a2,a8:bd:27:4c:aa:92,20:a6:cd:42:0b:e3,38:17:c3:1f:19:e0,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,38:17:c3:19:d7:70,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:f0,b0:be:76:f8:30:5e,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,ea:9e:b4:53:24:54,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:52,20:a6:cd:50:24:a1,80:8d:b7:55:39:c1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c0,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,38:17:c3:1e:ff:01,38:17:c3:19:36:30,38:17:c3:1e:ff:10,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,80:8d:b7:55:29:d0,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,20:a6:cd:50:24:b0,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,00:4e:35:de:e1:00,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:31,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:32,x,y,timestamp
-100,-80,-63,-63,-70,-70,-100,-100,-100,-86,-86,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-70,-100,-86,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-70,-70,-100,-100,-100,-70,-100,-100,-100,-100,-69,-100,-100,-64,-100,-70,-70,-66,-66,-66,-70,-76,-72,-72,-72,-76,-76,-70,-86,-100,-84,-84,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,455,635,2132666096665
-100,-80,-63,-63,-69,-69,-100,-100,-100,-86,-86,-100,-100,-100,-73,-73,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-69,-100,-86,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-70,-70,-100,-100,-100,-70,-100,-100,-100,-100,-69,-100,-100,-64,-100,-70,-70,-66,-66,-66,-70,-75,-72,-72,-72,-76,-75,-70,-86,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,455,635,2136135351511
-100,-100,-72,-72,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-87,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-63,-100,-73,-73,-66,-66,-67,-73,-75,-65,-65,-65,-76,-75,-73,-80,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,472,635,2178900841898
-100,-100,-72,-72,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-72,-75,-100,-87,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-72,-72,-100,-100,-100,-73,-100,-100,-100,-100,-65,-100,-100,-66,-100,-73,-73,-68,-66,-68,-73,-75,-65,-65,-65,-75,-75,-72,-80,-83,-100,-83,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,472,635,2182267883514
-100,-100,-72,-72,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-88,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-65,-100,-100,-66,-100,-73,-73,-68,-68,-68,-73,-76,-65,-65,-65,-76,-76,-73,-79,-83,-100,-83,-92,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,472,635,2185624965360
-100,-100,-72,-71,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-71,-74,-100,-88,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-66,-100,-100,-65,-100,-72,-72,-67,-67,-67,-73,-76,-69,-64,-65,-76,-76,-72,-79,-83,-84,-83,-92,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,472,635,2188998848514
-100,-100,-72,-72,-74,-74,-100,-100,-100,-87,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-74,-100,-87,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-65,-100,-100,-65,-100,-72,-73,-68,-68,-68,-72,-76,-65,-65,-65,-76,-76,-73,-79,-100,-84,-100,-92,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,472,635,2192413868591
-100,-100,-72,-71,-78,-78,-100,-100,-100,-87,-87,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-78,-100,-86,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-71,-72,-100,-100,-100,-72,-100,-100,-100,-100,-66,-100,-100,-64,-100,-73,-73,-67,-67,-66,-73,-76,-66,-65,-66,-76,-76,-73,-79,-100,-84,-100,-92,-100,-82,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,472,635,2195876285515
-100,-100,-70,-70,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-77,-100,-88,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-76,-75,-68,-68,-67,-75,-100,-68,-67,-68,-100,-100,-75,-100,-100,-79,-80,-100,-100,-83,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,489,635,2244318983825
-100,-83,-72,-72,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-76,-100,-89,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-67,-100,-100,-69,-100,-75,-76,-69,-69,-69,-76,-76,-68,-68,-68,-76,-76,-76,-80,-78,-79,-79,-88,-100,-82,-87,-100,-88,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,489,635,2247593698902
-100,-83,-72,-72,-75,-75,-100,-100,-100,-86,-87,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-100,-86,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-64,-100,-100,-69,-100,-75,-76,-69,-69,-69,-75,-75,-68,-68,-68,-75,-76,-75,-80,-80,-80,-79,-88,-100,-82,-87,-100,-88,-83,-83,-83,-81,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,489,635,2251017690441
-100,-83,-70,-70,-74,-74,-100,-100,-100,-86,-87,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-74,-100,-86,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-62,-100,-100,-61,-100,-73,-73,-64,-63,-64,-73,-76,-68,-68,-68,-76,-76,-73,-80,-80,-80,-79,-88,-100,-82,-88,-100,-91,-83,-85,-85,-81,-82,-82,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,489,635,2254571609672
-100,-83,-71,-71,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-75,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-64,-100,-100,-62,-100,-73,-73,-64,-63,-64,-73,-76,-69,-69,-69,-75,-75,-73,-78,-78,-78,-79,-88,-100,-84,-88,-100,-91,-84,-85,-86,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,489,635,2258078113595
-100,-83,-70,-70,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-75,-100,-87,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-63,-100,-100,-59,-100,-74,-73,-64,-64,-65,-73,-74,-69,-68,-69,-75,-74,-73,-82,-78,-78,-79,-88,-100,-84,-88,-100,-91,-84,-85,-86,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,489,635,2261540653826
-100,-100,-70,-70,-74,-74,-100,-100,-100,-81,-82,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-74,-100,-82,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-71,-100,-100,-100,-72,-100,-100,-100,-100,-62,-100,-100,-68,-100,-78,-78,-70,-70,-70,-78,-75,-66,-65,-100,-76,-75,-78,-100,-100,-80,-80,-100,-100,-100,-88,-100,-100,-100,-100,-100,-82,-100,-82,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,507,635,2302009313060
-100,-100,-69,-69,-78,-78,-100,-100,-100,-81,-82,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-78,-100,-82,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-71,-71,-100,-100,-100,-72,-100,-100,-100,-100,-68,-100,-100,-69,-100,-79,-79,-70,-70,-70,-79,-72,-65,-65,-65,-72,-72,-79,-85,-80,-80,-80,-86,-100,-100,-86,-92,-100,-100,-83,-100,-82,-100,-83,-86,-89,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,507,635,2305346911060
-100,-100,-70,-70,-75,-75,-100,-100,-100,-81,-82,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-75,-100,-89,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-70,-70,-100,-100,-100,-70,-100,-100,-100,-100,-65,-100,-100,-69,-100,-82,-82,-70,-71,-70,-82,-72,-69,-70,-70,-72,-72,-82,-76,-83,-83,-82,-86,-100,-80,-86,-92,-100,-79,-80,-80,-78,-78,-77,-86,-89,-86,-82,-88,-88,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,507,635,2308795898368
-100,-87,-69,-69,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-79,-100,-89,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-74,-74,-100,-100,-100,-70,-100,-100,-100,-100,-67,-100,-100,-69,-100,-82,-82,-74,-74,-74,-82,-76,-65,-65,-65,-75,-75,-82,-76,-80,-79,-80,-86,-83,-80,-86,-88,-100,-79,-80,-80,-79,-78,-79,-86,-88,-86,-82,-88,-88,-88,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,507,635,2312281191829
-100,-87,-72,-73,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-71,-71,-100,-100,-100,-71,-100,-100,-100,-100,-66,-100,-100,-71,-100,-85,-85,-72,-71,-72,-82,-76,-68,-68,-68,-76,-76,-86,-81,-78,-79,-80,-100,-83,-80,-100,-90,-100,-100,-100,-100,-79,-78,-79,-100,-88,-100,-86,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,507,635,2315769587830
-100,-100,-77,-77,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-76,-100,-88,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-71,-71,-100,-100,-100,-71,-100,-100,-100,-100,-58,-100,-100,-71,-100,-82,-81,-70,-72,-72,-81,-76,-66,-66,-66,-76,-76,-81,-81,-77,-77,-77,-87,-100,-100,-87,-88,-100,-100,-100,-100,-79,-100,-100,-87,-89,-88,-86,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,507,635,2319338992137
-100,-100,-65,-65,-72,-72,-100,-100,-100,-79,-80,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-72,-100,-79,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-72,-72,-100,-100,-100,-72,-100,-100,-100,-100,-60,-100,-100,-68,-100,-78,-78,-70,-70,-70,-78,-75,-70,-70,-70,-75,-76,-78,-86,-81,-82,-81,-91,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,524,635,2360665772448
-100,-83,-64,-64,-74,-74,-100,-100,-100,-80,-80,-100,-100,-100,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-74,-100,-81,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-72,-71,-100,-100,-100,-71,-100,-100,-100,-100,-60,-100,-100,-68,-100,-81,-80,-73,-74,-74,-81,-71,-67,-67,-68,-71,-71,-81,-86,-82,-83,-82,-91,-84,-100,-100,-100,-100,-100,-100,-100,-81,-81,-79,-100,-91,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,524,635,2364092879525
