38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,ea:9e:b4:53:24:54,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:10,80:8d:b7:55:35:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,80:8d:b7:55:35:13,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:35:02,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:01,38:17:c3:1f:01:82,80:8d:b7:55:25:f0,44:48:c1:a5:82:31,44:48:c1:a5:82:32,44:48:c1:a5:82:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,20:a6:cd:50:24:a1,80:8d:b7:55:25:e2,44:48:c1:a5:82:20,44:48:c1:a5:82:21,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e1,80:8d:b7:55:3a:52,44:48:c1:a5:82:22,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,00:4e:35:df:06:52,00:4e:35:df:06:51,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,00:4e:35:df:06:50,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:50:24:b2,38:17:c3:19:d7:62,b4:5d:50:e1:92:23,b4:5d:50:e1:96:53,38:17:c3:1f:22:30,38:17:c3:1f:0e:11,38:17:c3:1f:01:80,38:17:c3:1f:01:81,b0:be:76:f8:30:5e,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:25:e0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,00:4e:35:df:06:41,00:4e:35:df:06:42,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,72:32:b1:3e:1a:b7,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:55:50,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:50,60:32:b1:3e:1a:b7,66:2a:2f:53:7c:99,b4:5d:50:e1:92:33,38:17:c3:19:45:a2,38:17:c3:1f:09:90,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:de:e1:11,b4:5d:50:e1:92:31,b4:5d:50:e1:92:32,68:ff:7b:e4:af:38,38:17:c3:19:71:90,00:4e:35:de:e1:00,38:17:c3:19:45:a0,38:17:c3:19:45:a1,38:17:c3:1f:09:83,00:4e:35:de:e1:10,b4:5d:50:e1:96:52,b4:5d:50:e1:92:30,00:4e:35:de:e1:02,b4:5d:50:e1:96:51,20:a6:cd:42:0b:f3,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,b4:5d:50:e1:92:21,a8:bd:27:4c:bd:30,b4:5d:50:e1:92:22,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:20,a8:bd:27:4c:bd:31,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:1f:08:51,38:17:c3:1f:08:50,38:17:c3:1f:08:52,00:4e:35:de:e1:01,38:17:c3:19:55:40,44:48:c1:91:95:b0,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:1f:22:20,38:17:c3:1f:22:21,00:4e:35:de:d7:50,38:17:c3:19:71:92,00:4e:35:df:0e:12,44:48:c1:91:95:b3,38:17:c3:19:71:91,38:17:c3:1f:22:22,38:17:c3:1f:22:31,38:17:c3:1f:22:32,00:4e:35:de:d7:43,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:24:58:b0,64:e5:99:c3:13:3c,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:de:d7:41,00:4e:35:de:d7:42,00:4e:35:de:d7:40,x,y,timestamp
-76,-74,-67,-100,-100,-100,-71,-76,-64,-65,-64,-76,-77,-100,-100,-100,-80,-76,-79,-80,-81,-100,-76,-66,-67,-67,-77,-77,-77,-100,-80,-77,-76,-100,-80,-56,-76,-88,-87,-87,-56,-56,-73,-72,-100,-100,-100,-72,-100,-100,-100,-90,-90,-88,-100,-100,-87,-74,-100,-100,-73,-67,-67,-100,-80,-100,-100,-100,-100,-100,-74,-74,-81,-81,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-85,-88,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-88,-100,-100,-100,-89,-100,-100,-91,-100,-100,-100,-92,-100,-81,-82,-100,-100,-100,-89,-80,-100,-84,-83,-84,-100,-100,-84,-89,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,263,2151121240018
-100,-100,-100,-100,-100,-100,-72,-76,-64,-64,-64,-76,-76,-100,-100,-100,-80,-80,-78,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-77,-76,-100,-81,-56,-77,-100,-100,-100,-56,-56,-72,-73,-100,-100,-100,-73,-90,-89,-100,-100,-90,-100,-100,-100,-88,-100,-100,-100,-74,-100,-100,-100,-80,-100,-100,-100,-100,-74,-74,-73,-82,-82,-100,-100,-100,-100,-83,-81,-83,-100,-100,-100,-86,-100,-100,-86,-87,-100,-100,-82,-100,-82,-100,-100,-100,-100,-89,-100,-100,-100,-82,-100,-100,-88,-100,-100,-100,-91,-100,-100,-90,-89,-92,-100,-91,-91,-81,-80,-89,-88,-88,-88,-100,-100,-84,-84,-84,-100,-100,-86,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,263,2153823669767
-100,-100,-71,-100,-100,-82,-78,-79,-65,-66,-62,-79,-79,-100,-100,-100,-82,-78,-100,-81,-82,-100,-75,-70,-71,-71,-75,-75,-74,-100,-79,-76,-75,-91,-79,-60,-76,-89,-100,-100,-61,-61,-77,-77,-100,-100,-100,-77,-89,-90,-87,-87,-100,-87,-87,-100,-89,-73,-100,-100,-66,-73,-73,-73,-79,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-79,-78,-78,-100,-100,-87,-100,-100,-94,-80,-90,-100,-100,-80,-77,-80,-88,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-87,-100,-100,-100,-88,-100,-100,-91,-89,-91,-100,-100,-88,-100,-100,-100,-86,-100,-88,-100,-100,-90,-90,-92,-100,-100,-91,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,239,2212576505203
-100,-100,-71,-100,-100,-100,-79,-80,-65,-65,-61,-79,-79,-100,-100,-100,-83,-100,-100,-82,-83,-100,-73,-71,-72,-70,-74,-74,-74,-100,-100,-75,-76,-100,-100,-60,-75,-88,-100,-100,-60,-60,-72,-71,-93,-100,-100,-72,-90,-100,-87,-87,-100,-87,-86,-100,-100,-73,-100,-100,-100,-75,-75,-75,-79,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-80,-79,-79,-100,-100,-100,-100,-100,-100,-82,-89,-100,-100,-80,-100,-80,-87,-89,-100,-100,-88,-100,-100,-100,-80,-100,-89,-87,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-84,-100,-100,-100,-91,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,239,2215334910842
-100,-73,-71,-83,-84,-83,-80,-100,-65,-66,-61,-80,-80,-100,-100,-100,-83,-78,-100,-83,-82,-100,-74,-70,-70,-71,-74,-75,-74,-100,-80,-100,-76,-100,-100,-60,-76,-100,-100,-100,-61,-60,-76,-76,-100,-100,-100,-76,-90,-100,-89,-88,-100,-87,-87,-100,-89,-71,-100,-100,-67,-74,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-92,-81,-88,-100,-100,-80,-77,-79,-88,-87,-100,-100,-100,-100,-100,-100,-79,-100,-87,-87,-100,-100,-100,-100,-100,-100,-90,-100,-92,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,239,2217945947040
-73,-73,-74,-100,-100,-100,-79,-80,-66,-66,-62,-80,-100,-100,-100,-100,-83,-76,-82,-83,-83,-100,-75,-70,-71,-71,-75,-75,-75,-100,-100,-75,-75,-100,-80,-61,-76,-90,-89,-88,-60,-60,-71,-71,-100,-100,-100,-71,-90,-100,-88,-87,-100,-87,-87,-100,-90,-100,-100,-100,-66,-75,-75,-75,-81,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-79,-79,-80,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-79,-75,-79,-100,-100,-100,-88,-87,-100,-100,-100,-79,-100,-100,-88,-100,-100,-100,-88,-100,-100,-100,-91,-100,-100,-100,-90,-82,-81,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,239,2220699213096
-73,-74,-72,-100,-100,-100,-80,-80,-65,-65,-61,-80,-80,-92,-100,-100,-83,-79,-100,-83,-83,-100,-75,-71,-71,-71,-74,-75,-75,-100,-79,-76,-76,-86,-79,-60,-76,-100,-100,-100,-60,-60,-74,-75,-100,-100,-100,-74,-100,-100,-88,-87,-100,-88,-87,-100,-100,-75,-100,-100,-66,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-89,-100,-100,-79,-100,-79,-87,-88,-100,-100,-100,-100,-100,-100,-79,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-82,-83,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,239,2223247277256
-100,-100,-70,-100,-100,-100,-79,-80,-65,-66,-61,-79,-79,-92,-100,-100,-83,-100,-80,-83,-83,-100,-76,-71,-71,-71,-75,-76,-75,-100,-100,-75,-76,-86,-100,-60,-76,-100,-100,-100,-60,-60,-71,-71,-100,-100,-100,-72,-90,-100,-87,-87,-100,-87,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-78,-100,-78,-87,-88,-100,-100,-100,-100,-100,-100,-78,-100,-88,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-92,-100,-84,-82,-100,-100,-100,-100,-100,-100,-92,-91,-90,-100,-100,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,239,2225926238460
-100,-100,-73,-100,-100,-100,-80,-80,-62,-63,-61,-80,-80,-100,-100,-100,-81,-100,-100,-81,-82,-100,-76,-79,-79,-79,-75,-75,-76,-100,-100,-81,-81,-85,-100,-65,-81,-86,-87,-86,-66,-65,-71,-71,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-87,-78,-100,-100,-70,-71,-71,-71,-100,-100,-100,-100,-91,-100,-100,-100,-79,-100,-100,-100,-100,-100,-72,-72,-73,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-86,-78,-86,-89,-100,-100,-90,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-82,-100,-90,-89,-89,-100,-100,-90,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,214,2289695973667
-77,-100,-76,-90,-90,-100,-80,-80,-63,-62,-62,-80,-81,-100,-100,-100,-82,-100,-100,-82,-82,-100,-77,-79,-79,-80,-76,-76,-76,-100,-100,-82,-81,-86,-100,-67,-100,-100,-100,-100,-67,-66,-71,-70,-100,-100,-100,-71,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-75,-76,-100,-78,-78,-100,-100,-100,-100,-74,-72,-73,-100,-100,-81,-100,-100,-100,-87,-100,-100,-100,-86,-78,-87,-100,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-89,-100,-100,-100,-88,-82,-82,-100,-100,-100,-84,-81,-100,-89,-89,-91,-100,-100,-91,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,214,2292376090861
-79,-80,-74,-100,-100,-100,-80,-80,-64,-64,-62,-80,-80,-100,-100,-100,-82,-100,-100,-82,-82,-100,-73,-77,-78,-78,-73,-73,-73,-100,-82,-81,-81,-100,-100,-61,-81,-100,-87,-86,-61,-61,-70,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-93,-75,-76,-75,-79,-77,-100,-100,-100,-100,-73,-73,-72,-100,-100,-100,-100,-100,-100,-86,-88,-100,-100,-87,-79,-86,-88,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-81,-100,-89,-88,-88,-100,-100,-88,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,214,2295038161022
-100,-100,-74,-90,-92,-100,-79,-79,-100,-100,-62,-79,-80,-100,-100,-100,-82,-100,-100,-82,-82,-100,-75,-80,-81,-81,-75,-75,-75,-100,-82,-82,-81,-85,-82,-66,-80,-87,-87,-87,-67,-67,-70,-70,-100,-100,-100,-72,-92,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-68,-71,-71,-71,-100,-100,-100,-100,-93,-74,-74,-100,-79,-79,-100,-100,-100,-100,-76,-74,-74,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-86,-78,-86,-89,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-90,-89,-100,-100,-89,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,214,2297695216703
-100,-100,-77,-100,-100,-100,-80,-80,-65,-65,-62,-80,-80,-100,-100,-100,-81,-100,-100,-82,-82,-100,-74,-77,-77,-78,-74,-74,-74,-100,-100,-100,-100,-87,-100,-64,-100,-85,-84,-85,-64,-64,-71,-71,-100,-100,-100,-71,-100,-100,-100,-100,-100,-90,-100,-100,-86,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-91,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-89,-88,-100,-100,-88,-100,-89,-88,-100,-100,-91,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,214,2300376021189
-79,-78,-73,-88,-88,-87,-79,-80,-64,-64,-63,-80,-79,-100,-100,-100,-82,-73,-100,-81,-82,-100,-83,-77,-77,-78,-74,-73,-73,-100,-100,-100,-100,-88,-100,-67,-100,-100,-87,-86,-68,-68,-70,-71,-92,-100,-100,-70,-92,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-67,-70,-70,-70,-100,-100,-100,-100,-100,-70,-100,-73,-79,-79,-100,-100,-100,-100,-76,-76,-76,-100,-100,-87,-100,-100,-100,-90,-91,-100,-100,-87,-79,-86,-92,-100,-100,-100,-84,-100,-100,-100,-87,-100,-100,-84,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-81,-100,-100,-86,-100,-85,-81,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,214,2303035158069
-100,-100,-73,-100,-100,-81,-77,-76,-59,-59,-58,-76,-76,-100,-100,-100,-79,-73,-79,-79,-79,-100,-75,-100,-100,-100,-74,-74,-74,-100,-78,-73,-72,-100,-78,-61,-72,-100,-100,-100,-61,-61,-74,-74,-100,-100,-100,-74,-90,-100,-90,-89,-100,-90,-100,-100,-100,-72,-100,-100,-62,-100,-100,-73,-78,-91,-100,-85,-90,-72,-100,-72,-83,-83,-100,-100,-100,-100,-100,-74,-100,-100,-100,-85,-100,-100,-100,-84,-87,-100,-100,-82,-100,-82,-87,-87,-100,-100,-100,-100,-100,-100,-81,-100,-87,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-88,-75,-75,-100,-100,-100,-100,-75,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,190,2358321098003
-100,-100,-74,-100,-100,-100,-77,-77,-59,-59,-58,-77,-77,-90,-91,-91,-78,-75,-100,-78,-78,-100,-75,-72,-73,-73,-74,-75,-74,-100,-79,-100,-100,-100,-78,-62,-71,-100,-100,-100,-62,-62,-72,-72,-100,-100,-100,-72,-100,-100,-89,-100,-100,-88,-88,-100,-91,-72,-100,-100,-63,-100,-100,-73,-76,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-82,-88,-100,-100,-82,-100,-82,-87,-87,-100,-100,-100,-100,-100,-100,-81,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-75,-75,-100,-100,-100,-100,-75,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,190,2360967076652
-73,-100,-73,-82,-82,-82,-77,-100,-59,-59,-59,-77,-77,-100,-100,-100,-78,-100,-78,-78,-78,-100,-74,-73,-72,-73,-74,-74,-74,-100,-100,-72,-72,-100,-100,-63,-72,-100,-100,-100,-63,-62,-73,-72,-100,-100,-100,-72,-88,-100,-90,-89,-100,-100,-88,-100,-100,-100,-100,-100,-62,-73,-73,-74,-100,-100,-100,-100,-100,-72,-72,-73,-82,-82,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-84,-87,-100,-100,-80,-100,-80,-87,-88,-100,-100,-90,-100,-100,-100,-80,-100,-88,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-92,-90,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,190,2363646971607
-100,-73,-72,-100,-100,-100,-77,-76,-58,-59,-58,-77,-77,-91,-100,-91,-78,-100,-100,-78,-78,-100,-74,-73,-73,-73,-74,-73,-73,-100,-100,-73,-72,-92,-78,-63,-73,-100,-100,-100,-62,-62,-74,-73,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-63,-74,-73,-100,-78,-100,-100,-100,-92,-72,-72,-72,-83,-82,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-85,-87,-100,-100,-81,-83,-81,-86,-100,-100,-100,-100,-100,-100,-100,-81,-100,-87,-91,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-90,-75,-100,-90,-90,-90,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,190,2366324835103
-100,-100,-73,-100,-100,-100,-77,-100,-59,-59,-59,-77,-77,-100,-100,-100,-78,-74,-79,-79,-78,-100,-73,-100,-100,-100,-73,-73,-73,-100,-100,-73,-72,-88,-78,-62,-73,-91,-100,-100,-62,-62,-72,-73,-100,-100,-100,-72,-89,-100,-89,-90,-100,-90,-100,-100,-100,-73,-100,-100,-63,-74,-73,-74,-78,-100,-100,-100,-100,-100,-73,-100,-83,-82,-100,-100,-100,-100,-75,-75,-75,-100,-100,-84,-100,-100,-100,-84,-87,-100,-100,-80,-83,-80,-87,-100,-100,-100,-91,-100,-100,-100,-80,-100,-100,-90,-100,-100,-100,-90,-100,-100,-100,-90,-100,-100,-100,-90,-75,-75,-100,-100,-100,-89,-75,-100,-90,-90,-89,-100,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,190,2369085181159
-72,-100,-72,-100,-100,-100,-78,-78,-59,-59,-58,-78,-78,-90,-100,-100,-78,-100,-79,-78,-78,-100,-73,-72,-73,-74,-73,-73,-72,-100,-100,-72,-72,-86,-100,-62,-71,-90,-100,-100,-62,-62,-72,-72,-100,-100,-100,-73,-89,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-63,-73,-74,-74,-100,-100,-100,-100,-100,-73,-72,-73,-82,-82,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-94,-84,-87,-100,-100,-80,-100,-80,-100,-87,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-75,-100,-92,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,190,2371730098037
-100,-100,-73,-100,-86,-100,-78,-78,-66,-66,-64,-78,-77,-100,-100,-100,-81,-73,-100,-100,-100,-100,-73,-71,-71,-71,-73,-73,-73,-100,-76,-77,-78,-100,-77,-65,-77,-87,-87,-87,-64,-64,-75,-76,-100,-100,-100,-76,-88,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-76,-100,-100,-100,-92,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-85,-91,-100,-100,-80,-100,-80,-90,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,166,2428351056959
-72,-74,-75,-100,-100,-100,-100,-100,-67,-67,-64,-100,-100,-100,-100,-100,-81,-100,-100,-83,-82,-100,-74,-71,-71,-71,-74,-74,-74,-100,-100,-100,-77,-87,-100,-64,-78,-87,-88,-87,-63,-64,-74,-74,-100,-100,-100,-75,-88,-89,-91,-90,-88,-90,-88,-100,-89,-100,-100,-100,-73,-66,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-73,-71,-72,-100,-100,-84,-100,-100,-100,-86,-91,-100,-100,-82,-74,-81,-92,-100,-100,-88,-85,-100,-100,-100,-83,-100,-100,-85,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,166,2431036258164
