38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,ea:9e:b4:53:24:54,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:10,80:8d:b7:55:35:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,80:8d:b7:55:35:13,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:35:02,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:01,38:17:c3:1f:01:82,80:8d:b7:55:25:f0,44:48:c1:a5:82:31,44:48:c1:a5:82:32,44:48:c1:a5:82:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,20:a6:cd:50:24:a1,80:8d:b7:55:25:e2,44:48:c1:a5:82:20,44:48:c1:a5:82:21,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e1,80:8d:b7:55:3a:52,44:48:c1:a5:82:22,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,00:4e:35:df:06:52,00:4e:35:df:06:51,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,00:4e:35:df:06:50,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:50:24:b2,38:17:c3:19:d7:62,b4:5d:50:e1:92:23,b4:5d:50:e1:96:53,38:17:c3:1f:22:30,38:17:c3:1f:0e:11,38:17:c3:1f:01:80,38:17:c3:1f:01:81,b0:be:76:f8:30:5e,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:25:e0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,00:4e:35:df:06:41,00:4e:35:df:06:42,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,72:32:b1:3e:1a:b7,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:55:50,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:50,60:32:b1:3e:1a:b7,66:2a:2f:53:7c:99,b4:5d:50:e1:92:33,38:17:c3:19:45:a2,38:17:c3:1f:09:90,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:de:e1:11,b4:5d:50:e1:92:31,b4:5d:50:e1:92:32,68:ff:7b:e4:af:38,38:17:c3:19:71:90,00:4e:35:de:e1:00,38:17:c3:19:45:a0,38:17:c3:19:45:a1,38:17:c3:1f:09:83,00:4e:35:de:e1:10,b4:5d:50:e1:96:52,b4:5d:50:e1:92:30,00:4e:35:de:e1:02,b4:5d:50:e1:96:51,20:a6:cd:42:0b:f3,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,b4:5d:50:e1:92:21,a8:bd:27:4c:bd:30,b4:5d:50:e1:92:22,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:20,a8:bd:27:4c:bd:31,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:1f:08:51,38:17:c3:1f:08:50,38:17:c3:1f:08:52,00:4e:35:de:e1:01,38:17:c3:19:55:40,44:48:c1:91:95:b0,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:1f:22:20,38:17:c3:1f:22:21,00:4e:35:de:d7:50,38:17:c3:19:71:92,00:4e:35:df:0e:12,44:48:c1:91:95:b3,38:17:c3:19:71:91,38:17:c3:1f:22:22,38:17:c3:1f:22:31,38:17:c3:1f:22:32,00:4e:35:de:d7:43,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:24:58:b0,64:e5:99:c3:13:3c,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:de:d7:41,00:4e:35:de:d7:42,00:4e:35:de:d7:40,x,y,timestamp
-100,-100,-79,-100,-100,-100,-91,-100,-78,-78,-78,-91,-92,-100,-100,-100,-100,-100,-87,-100,-100,-100,-83,-86,-87,-85,-83,-83,-83,-100,-100,-89,-88,-86,-100,-80,-88,-100,-100,-100,-79,-80,-68,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-86,-100,-100,-100,-100,-78,-78,-78,-77,-76,-100,-100,-100,-100,-70,-71,-73,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-83,-77,-84,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-77,-100,-100,-100,-77,-75,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-126,3238097169239
-100,-100,-80,-88,-100,-88,-85,-86,-80,-80,-80,-87,-87,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-86,-87,-86,-83,-100,-83,-100,-84,-89,-91,-100,-83,-76,-90,-100,-100,-100,-76,-75,-66,-69,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-70,-70,-70,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-81,-73,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-90,-100,-100,-100,-67,-100,-100,-100,-84,-100,-100,-100,-67,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-151,3282307232705
-83,-83,-78,-100,-100,-100,-85,-87,-80,-80,-81,-86,-85,-100,-100,-100,-100,-100,-88,-100,-100,-100,-83,-87,-87,-87,-83,-83,-84,-100,-84,-91,-90,-100,-83,-76,-90,-100,-100,-100,-75,-76,-66,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-52,-100,-89,-88,-100,-100,-100,-100,-100,-85,-85,-85,-73,-73,-100,-100,-100,-100,-70,-71,-69,-100,-100,-84,-100,-100,-100,-91,-100,-100,-100,-81,-73,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-67,-78,-100,-100,-68,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-151,3284773306389
-83,-83,-78,-100,-100,-100,-86,-86,-80,-80,-80,-86,-86,-100,-100,-100,-100,-82,-89,-100,-100,-100,-83,-87,-86,-86,-82,-100,-82,-100,-83,-90,-93,-100,-83,-76,-100,-100,-100,-100,-76,-76,-66,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-51,-100,-87,-87,-83,-100,-100,-100,-100,-85,-84,-85,-75,-73,-100,-100,-100,-100,-80,-71,-70,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-81,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-90,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-151,3287448703791
-83,-83,-79,-100,-100,-100,-86,-86,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-87,-100,-93,-100,-100,-87,-86,-87,-100,-100,-100,-100,-100,-89,-90,-100,-100,-76,-90,-100,-100,-100,-76,-76,-67,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-51,-88,-87,-100,-100,-100,-100,-100,-100,-85,-84,-85,-73,-73,-100,-100,-100,-100,-70,-70,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-73,-82,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-151,3290090809731
-83,-84,-79,-100,-100,-100,-87,-87,-80,-80,-80,-86,-87,-100,-100,-100,-100,-80,-89,-100,-100,-100,-83,-87,-87,-88,-83,-100,-82,-100,-83,-90,-89,-100,-83,-76,-100,-100,-100,-100,-76,-75,-65,-70,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-73,-73,-100,-100,-100,-100,-70,-69,-71,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-80,-73,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-90,-100,-100,-100,-67,-100,-100,-100,-68,-100,-100,-100,-66,-80,-80,-100,-100,-100,-90,-80,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-151,3292647303788
-83,-82,-80,-100,-100,-100,-86,-86,-80,-81,-80,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-84,-87,-86,-87,-83,-84,-83,-100,-84,-90,-89,-100,-100,-75,-90,-100,-100,-100,-76,-76,-65,-69,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-52,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-71,-71,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-89,-100,-100,-100,-67,-100,-77,-100,-66,-100,-100,-100,-66,-80,-81,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-151,3295314827647
-100,-100,-77,-100,-100,-100,-89,-90,-80,-80,-81,-91,-90,-100,-100,-100,-92,-100,-100,-91,-90,-100,-86,-87,-87,-87,-85,-85,-86,-100,-100,-100,-100,-100,-86,-71,-100,-100,-100,-100,-71,-71,-69,-72,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-74,-100,-100,-85,-100,-100,-100,-89,-100,-100,-100,-81,-75,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-62,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-175,3345589022187
-100,-100,-77,-100,-100,-100,-90,-100,-79,-80,-80,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-85,-87,-87,-87,-86,-86,-86,-100,-86,-100,-100,-100,-87,-72,-100,-100,-100,-100,-72,-73,-67,-74,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-86,-100,-100,-100,-91,-100,-100,-100,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-62,-75,-72,-100,-62,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-175,3348146175879
-100,-100,-78,-86,-100,-100,-90,-90,-80,-80,-80,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-88,-88,-86,-87,-87,-100,-87,-100,-100,-100,-86,-71,-100,-100,-100,-100,-71,-71,-67,-71,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-87,-100,-100,-100,-100,-78,-78,-78,-75,-75,-100,-100,-100,-100,-72,-73,-74,-100,-100,-81,-100,-100,-100,-87,-100,-100,-100,-84,-76,-85,-100,-100,-100,-100,-86,-100,-100,-100,-84,-100,-100,-86,-100,-100,-74,-61,-75,-74,-100,-62,-100,-100,-100,-71,-77,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-175,3350734907126
-100,-100,-79,-100,-100,-100,-90,-100,-79,-79,-80,-91,-91,-100,-100,-100,-100,-100,-100,-90,-100,-100,-88,-87,-87,-87,-100,-100,-88,-100,-86,-100,-100,-100,-86,-74,-100,-100,-100,-100,-74,-74,-69,-74,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-78,-76,-75,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-86,-100,-100,-100,-62,-100,-100,-100,-61,-100,-100,-100,-61,-77,-76,-100,-100,-100,-87,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-175,3353492225422
-100,-100,-78,-86,-100,-100,-89,-89,-80,-80,-80,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-87,-88,-87,-84,-83,-83,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-73,-73,-68,-72,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-77,-76,-100,-100,-100,-100,-74,-73,-100,-100,-100,-83,-100,-100,-100,-88,-100,-100,-100,-82,-76,-82,-100,-100,-100,-100,-88,-100,-100,-100,-82,-100,-100,-88,-100,-100,-100,-63,-100,-76,-100,-70,-100,-100,-100,-62,-77,-77,-100,-100,-100,-87,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-175,3356140531154
-100,-100,-76,-100,-100,-100,-89,-100,-81,-81,-81,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-86,-86,-84,-85,-83,-100,-87,-100,-100,-100,-87,-74,-100,-100,-100,-100,-74,-74,-68,-73,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-64,-74,-74,-100,-100,-100,-100,-100,-63,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-175,3358707476254
-100,-100,-79,-100,-100,-100,-88,-89,-77,-76,-77,-89,-89,-100,-100,-100,-91,-100,-100,-100,-90,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-90,-100,-100,-100,-76,-89,-100,-100,-100,-76,-75,-70,-76,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-72,-100,-100,-71,-100,-67,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-200,3410103821270
-100,-100,-78,-100,-100,-100,-88,-88,-76,-77,-76,-87,-88,-100,-100,-100,-100,-82,-87,-100,-100,-100,-82,-84,-85,-85,-81,-82,-82,-100,-85,-100,-100,-100,-86,-77,-91,-100,-100,-100,-76,-76,-70,-74,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-77,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-68,-100,-100,-100,-68,-80,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-200,3412691658975
-100,-100,-77,-85,-86,-85,-88,-89,-76,-76,-77,-88,-89,-100,-100,-100,-91,-83,-85,-100,-92,-100,-83,-85,-85,-85,-82,-83,-83,-100,-85,-89,-90,-100,-85,-76,-100,-100,-100,-100,-76,-76,-70,-74,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-75,-77,-100,-100,-100,-100,-77,-78,-77,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-91,-76,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-67,-100,-100,-100,-67,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-200,3415327895280
-83,-83,-78,-100,-100,-100,-88,-88,-77,-77,-76,-88,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-83,-85,-85,-85,-83,-83,-82,-100,-84,-90,-100,-100,-100,-76,-100,-100,-100,-100,-75,-76,-70,-85,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-45,-90,-100,-91,-100,-100,-100,-100,-100,-83,-82,-84,-76,-76,-100,-100,-100,-100,-78,-78,-79,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-87,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-71,-100,-67,-100,-100,-100,-66,-80,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-200,3418003303515
-100,-100,-76,-100,-100,-100,-88,-100,-77,-77,-76,-89,-90,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-84,-84,-85,-81,-82,-82,-100,-84,-100,-100,-100,-85,-77,-100,-100,-100,-100,-76,-77,-71,-74,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-77,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-67,-73,-73,-100,-68,-100,-100,-100,-67,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-200,3420649789820
-82,-83,-77,-100,-100,-100,-89,-91,-77,-77,-77,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-84,-85,-82,-82,-82,-100,-84,-89,-100,-100,-85,-76,-100,-100,-100,-100,-76,-76,-71,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-75,-75,-100,-100,-100,-100,-78,-78,-78,-100,-100,-83,-100,-100,-100,-90,-100,-100,-100,-89,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-66,-100,-100,-100,-66,-80,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-200,3423215495232
-100,-100,-78,-100,-100,-100,-88,-88,-79,-79,-79,-88,-87,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-88,-88,-88,-80,-81,-81,-100,-88,-92,-100,-100,-87,-75,-100,-100,-100,-100,-75,-75,-68,-73,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-74,-73,-74,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-85,-77,-84,-100,-100,-91,-100,-90,-100,-100,-100,-85,-100,-100,-100,-100,-100,-66,-65,-66,-66,-100,-64,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-91,-85,-100,-100,-100,-89,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-224,3473818889648
-84,-85,-80,-100,-100,-100,-88,-88,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-82,-86,-86,-87,-81,-81,-81,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-75,-69,-71,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-77,-77,-100,-100,-100,-100,-73,-74,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-77,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-91,-100,-100,-66,-64,-66,-66,-100,-71,-100,-100,-100,-64,-72,-84,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,269,-224,3476476077100
