60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,9c:d6:43:60:92:e0,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,44:48:c1:91:d0:11,44:48:c1:91:d0:14,44:48:c1:91:d0:00,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:09:83,b4:5d:50:e1:96:41,38:17:c3:1f:09:82,b4:5d:50:e1:96:40,b4:5d:50:e1:96:42,38:17:c3:1f:14:11,38:17:c3:1f:09:91,38:17:c3:1f:09:92,20:a6:cd:42:0a:c1,38:17:c3:1f:09:90,38:17:c3:1f:09:93,38:17:c3:1f:14:12,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:19:45:b0,38:17:c3:1f:14:10,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:19:d2,a8:bd:27:4c:aa:92,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,a8:bd:27:4c:aa:90,38:17:c3:24:47:51,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:24:47:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,44:48:c1:91:d0:04,44:48:c1:91:d0:01,44:48:c1:91:d0:02,44:48:c1:91:d0:10,44:48:c1:91:d0:12,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:19:45:a2,38:17:c3:1f:09:81,38:17:c3:1f:09:80,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:19:45:b1,38:17:c3:19:45:b2,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,44:48:c1:91:aa:32,a8:bd:27:4c:aa:82,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:c3,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,38:17:c3:1f:19:e2,38:17:c3:1f:19:e0,38:17:c3:1f:19:e1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:70,38:17:c3:19:d7:71,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:36:30,38:17:c3:19:36:32,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,66:2a:2f:53:7c:99,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:03,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:35:02,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:1e:ff:10,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:19:71:81,ea:9e:b4:53:24:54,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:19:71:91,80:8d:b7:55:3a:40,38:17:c3:19:71:92,68:ff:7b:e4:af:39,38:17:c3:19:71:80,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1e:ff:11,80:8d:b7:55:35:01,38:17:c3:1e:ff:12,b0:be:76:f8:30:5e,80:8d:b7:55:35:00,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,38:17:c3:19:36:31,38:17:c3:1e:ff:01,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:c1,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:b1,38:17:c3:1f:22:30,20:a6:cd:50:24:b2,38:17:c3:1e:ff:02,38:17:c3:1f:22:32,00:4e:35:df:06:52,80:8d:b7:55:29:c2,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,00:4e:35:df:06:50,38:17:c3:1f:22:31,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,x,y,timestamp
-100,-100,-79,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-48,-48,-100,-100,-100,-100,-61,-62,-62,-100,-100,-77,-79,-78,-78,-100,-85,-83,-83,-100,-86,-100,-85,-84,-83,-83,-100,-81,-80,-85,-85,-100,-82,-100,-87,-88,-87,-100,-100,-100,-100,-100,-85,-85,-86,-82,-100,-81,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,641,720,3098080516645
-100,-100,-71,-70,-70,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-78,-78,-100,-87,-82,-83,-81,-100,-100,-83,-82,-83,-100,-79,-78,-78,-85,-86,-100,-89,-90,-89,-89,-88,-100,-100,-100,-100,-100,-81,-81,-80,-100,-84,-100,-100,-84,-100,-88,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-89,-100,-89,-81,-100,-93,-87,-100,-100,-100,-100,-100,-100,641,720,3099548467781
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-46,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-85,-85,-100,-84,-84,-85,-84,-82,-100,-89,-84,-84,-80,-100,-100,-100,-84,-84,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-78,-79,-77,-80,-90,-80,-85,-91,-100,-100,-100,-100,-79,-78,-82,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-87,-100,-100,-100,-100,-100,-100,656,720,3149820177737
-100,-100,-100,-77,-77,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-46,-47,-100,-100,-100,-100,-52,-53,-52,-100,-100,-84,-85,-83,-83,-89,-84,-85,-84,-100,-100,-100,-89,-84,-85,-81,-100,-100,-100,-83,-84,-100,-89,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-86,-100,-100,-85,-100,-100,-80,-79,-79,-100,-100,-100,-100,-100,-85,-100,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,720,3151229199596
-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-47,-46,-100,-100,-100,-100,-52,-52,-52,-100,-100,-84,-84,-84,-84,-100,-100,-84,-85,-100,-83,-100,-100,-84,-84,-100,-100,-100,-85,-100,-100,-100,-88,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-83,-100,-79,-80,-88,-100,-87,-100,-100,-100,-100,-100,-83,-100,-100,-86,-100,-100,-100,-100,-100,-100,656,720,3152614556765
-100,-100,-74,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-46,-46,-100,-100,-100,-100,-54,-54,-53,-100,-100,-100,-100,-100,-100,-87,-84,-84,-85,-84,-82,-84,-100,-85,-84,-100,-100,-100,-100,-84,-83,-100,-87,-100,-85,-84,-84,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-80,-79,-80,-100,-100,-86,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,720,3154007527165
-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-49,-50,-100,-100,-100,-100,-54,-100,-55,-100,-100,-88,-87,-88,-90,-88,-100,-87,-88,-84,-85,-100,-100,-88,-88,-78,-100,-100,-100,-100,-100,-100,-83,-100,-88,-87,-88,-100,-100,-100,-100,-100,-86,-84,-84,-77,-86,-78,-100,-86,-80,-90,-100,-80,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-87,-100,-100,-100,-100,-100,-100,656,720,3155429523296
-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-49,-50,-100,-100,-100,-100,-54,-54,-54,-100,-100,-88,-87,-88,-87,-88,-83,-100,-100,-100,-100,-100,-87,-100,-100,-100,-84,-83,-83,-83,-83,-100,-85,-100,-88,-88,-89,-100,-100,-100,-100,-100,-85,-86,-85,-100,-87,-100,-100,-100,-100,-88,-100,-100,-78,-79,-79,-86,-100,-86,-100,-100,-86,-100,-86,-80,-100,-100,-86,-100,-100,-100,-100,-100,-100,656,720,3156865790418
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-59,-59,-100,-100,-100,-100,-57,-57,-57,-100,-100,-84,-100,-100,-100,-100,-86,-87,-86,-83,-100,-100,-85,-100,-86,-100,-100,-100,-81,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,671,720,3205622596473
-100,-100,-71,-100,-72,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-63,-63,-100,-100,-100,-100,-57,-57,-58,-100,-100,-83,-83,-83,-83,-90,-87,-84,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-87,-86,-100,-86,-100,-88,-89,-89,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-100,-83,-100,-100,-84,-100,-100,-80,-80,-80,-86,-88,-85,-100,-100,-84,-100,-84,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,671,720,3206861499982
-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-62,-62,-82,-100,-100,-100,-57,-57,-57,-100,-100,-100,-100,-100,-100,-89,-87,-85,-85,-100,-100,-100,-85,-84,-85,-100,-100,-100,-100,-100,-84,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-81,-86,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,671,720,3208325796846
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-62,-100,-100,-100,-100,-58,-58,-58,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-86,-100,-86,-84,-84,-100,-100,-100,-100,-100,-83,-100,-85,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-88,-76,-100,-100,-100,-100,-100,-100,-85,-100,-100,-81,-80,-80,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,671,720,3209715897037
-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-60,-60,-100,-100,-100,-100,-58,-57,-57,-100,-100,-100,-100,-100,-100,-100,-86,-84,-85,-100,-87,-88,-83,-84,-85,-100,-81,-81,-89,-86,-86,-100,-100,-100,-87,-86,-88,-100,-100,-100,-100,-100,-80,-79,-79,-100,-100,-100,-100,-100,-81,-85,-100,-81,-84,-100,-100,-85,-90,-84,-100,-100,-84,-100,-84,-82,-100,-100,-84,-100,-100,-100,-100,-100,-100,671,720,3211161700775
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-61,-100,-100,-100,-100,-58,-100,-58,-100,-100,-82,-82,-82,-82,-100,-100,-83,-83,-100,-100,-100,-100,-83,-83,-100,-100,-100,-82,-100,-86,-100,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-81,-84,-84,-84,-84,-100,-83,-100,-100,-84,-100,-85,-81,-100,-100,-83,-100,-100,-100,-100,-100,-100,671,720,3212626886806
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-62,-62,-81,-100,-100,-100,-69,-69,-69,-100,-100,-80,-82,-81,-80,-88,-100,-82,-82,-83,-85,-85,-83,-82,-82,-78,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-79,-100,-100,-100,-82,-79,-82,-83,-79,-84,-100,-79,-75,-100,-75,-100,-88,-100,-88,-88,-83,-93,-100,-80,-90,-92,-100,-100,-100,-100,-100,-100,-100,686,720,3264159413398
-100,-100,-84,-84,-84,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-59,-100,-78,-100,-100,-100,-64,-64,-64,-100,-100,-79,-78,-79,-79,-100,-100,-100,-100,-100,-85,-100,-83,-100,-100,-71,-100,-100,-81,-100,-80,-100,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-78,-77,-77,-70,-83,-70,-86,-83,-79,-82,-100,-80,-74,-74,-74,-85,-87,-85,-100,-100,-82,-90,-82,-79,-100,-93,-85,-100,-100,-91,-100,-100,-100,686,720,3265613954793
-100,-100,-83,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-59,-58,-79,-100,-100,-100,-64,-64,-64,-100,-100,-81,-80,-80,-80,-89,-100,-83,-82,-80,-84,-100,-82,-82,-82,-73,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-74,-83,-74,-85,-83,-78,-83,-100,-100,-74,-74,-74,-85,-100,-85,-100,-100,-82,-100,-82,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,686,720,3267164690989
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-58,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-81,-86,-81,-82,-83,-79,-100,-100,-83,-83,-83,-73,-100,-100,-100,-81,-81,-100,-86,-100,-90,-89,-89,-100,-100,-100,-100,-100,-83,-80,-80,-73,-83,-73,-86,-83,-100,-84,-100,-79,-74,-74,-75,-100,-100,-100,-100,-100,-82,-100,-83,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,686,720,3268588362121
-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-58,-57,-79,-100,-100,-100,-64,-64,-64,-100,-100,-80,-80,-80,-80,-90,-82,-81,-82,-80,-84,-84,-84,-83,-82,-73,-80,-100,-82,-82,-82,-100,-100,-100,-88,-88,-86,-100,-84,-100,-100,-100,-100,-100,-100,-72,-83,-74,-100,-84,-78,-100,-100,-78,-73,-74,-74,-100,-100,-83,-88,-100,-100,-100,-100,-78,-100,-100,-84,-100,-100,-100,-100,-100,-100,686,720,3270088750708
-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-59,-59,-80,-100,-100,-100,-64,-64,-65,-100,-100,-82,-81,-81,-81,-87,-83,-82,-81,-79,-84,-100,-83,-82,-82,-73,-82,-81,-81,-82,-83,-100,-88,-100,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-73,-82,-74,-86,-83,-78,-87,-100,-77,-74,-74,-75,-84,-100,-83,-100,-100,-82,-100,-82,-78,-100,-100,-84,-100,-100,-100,-100,-100,-100,686,720,3271583925023
-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-63,-62,-100,-100,-100,-100,-66,-100,-100,-100,-100,-82,-82,-81,-82,-90,-88,-84,-83,-100,-82,-82,-84,-84,-84,-70,-100,-100,-100,-86,-88,-100,-85,-100,-85,-85,-86,-100,-82,-100,-100,-100,-100,-100,-100,-75,-84,-74,-100,-100,-81,-78,-100,-81,-75,-75,-76,-87,-100,-89,-100,-100,-79,-89,-78,-81,-90,-100,-88,-100,-100,-100,-90,-100,-100,701,720,3327706167749
-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-61,-61,-78,-100,-100,-100,-67,-67,-67,-100,-100,-80,-80,-80,-81,-92,-88,-84,-84,-100,-84,-83,-100,-83,-84,-100,-100,-100,-100,-89,-87,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-78,-77,-77,-100,-84,-100,-87,-85,-83,-79,-100,-84,-73,-74,-74,-86,-100,-86,-100,-100,-79,-100,-79,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,701,720,3329165645968
