60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d2,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d0,38:17:c3:1f:00:a0,44:48:c1:91:d0:10,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,38:17:c3:1f:00:a1,b4:5d:50:e1:96:42,b4:5d:50:e1:96:40,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:1f:19:d1,38:17:c3:1f:14:11,38:17:c3:1f:19:d0,38:17:c3:1f:14:00,38:17:c3:1f:14:02,38:17:c3:1f:14:12,38:17:c3:1f:14:01,9c:d6:43:60:92:e0,38:17:c3:1f:19:d2,38:17:c3:1f:14:10,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,38:17:c3:19:45:a1,38:17:c3:19:45:b0,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,44:48:c1:91:95:a2,38:17:c3:1f:09:80,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:09:81,38:17:c3:24:47:52,44:48:c1:91:95:a1,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:90,38:17:c3:24:47:50,38:17:c3:24:47:51,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,60:32:b1:3e:1a:b8,44:48:c1:91:d0:04,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:d0:01,44:48:c1:91:95:a3,38:17:c3:1f:09:82,80:8d:b7:55:25:e3,38:17:c3:22:61:90,a8:bd:27:4c:aa:83,38:17:c3:1f:09:83,38:17:c3:19:45:a2,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c0,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:82,38:17:c3:1a:cf:d0,38:17:c3:22:5e:f0,66:2a:2f:53:7c:99,38:17:c3:19:45:a0,44:48:c1:91:95:a0,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:70,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,38:17:c3:19:d7:72,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1e:ff:10,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:01,38:17:c3:19:71:90,80:8d:b7:55:29:d0,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:df:06:52,80:8d:b7:55:39:d0,38:17:c3:19:36:20,38:17:c3:19:36:21,38:17:c3:19:36:22,ea:9e:b4:53:24:54,38:17:c3:19:36:32,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:b0,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,68:ff:7b:e4:af:38,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:29:c2,38:17:c3:1e:ff:00,20:a6:cd:50:24:a2,80:8d:b7:55:29:d2,20:a6:cd:50:24:b2,80:8d:b7:55:29:d1,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,38:17:c3:1f:22:30,00:4e:35:df:06:50,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:a1,38:17:c3:1f:0e:01,38:17:c3:1f:22:32,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:31,38:17:c3:1f:22:20,38:17:c3:1f:22:21,38:17:c3:1f:22:22,b4:5d:50:e1:92:23,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,x,y,timestamp
-67,-68,-70,-68,-68,-79,-69,-76,-79,-100,-75,-75,-76,-100,-79,-80,-69,-79,-78,-79,-79,-77,-77,-77,-78,-84,-78,-85,-83,-83,-79,-82,-100,-86,-79,-81,-82,-100,-100,-85,-89,-88,-88,-89,-84,-85,-87,-87,-87,-86,-100,-86,-84,-85,-86,-84,-100,-84,-84,-88,-85,-100,-100,-69,-100,-100,-100,-100,-100,-86,-100,-100,-82,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,779,1948887363518
-66,-68,-68,-68,-85,-78,-69,-100,-78,-70,-74,-74,-74,-74,-78,-78,-70,-78,-77,-78,-80,-79,-80,-79,-79,-83,-79,-84,-83,-84,-78,-83,-100,-83,-78,-100,-80,-81,-100,-85,-87,-87,-87,-86,-85,-84,-87,-87,-87,-88,-100,-86,-85,-85,-86,-84,-86,-86,-85,-87,-84,-100,-100,-61,-78,-81,-82,-100,-100,-86,-100,-100,-86,-83,-100,-100,-100,-100,-100,-100,-87,-100,-100,-90,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,779,1951559357847
-63,-64,-100,-63,-64,-100,-72,-80,-100,-73,-72,-72,-72,-71,-100,-100,-73,-80,-81,-81,-80,-83,-84,-84,-84,-83,-77,-84,-80,-79,-77,-79,-82,-83,-77,-100,-100,-100,-100,-83,-100,-100,-91,-89,-83,-83,-90,-100,-100,-90,-100,-87,-100,-100,-100,-84,-100,-100,-100,-85,-83,-100,-100,-59,-100,-80,-100,-81,-81,-100,-100,-100,-81,-83,-100,-89,-100,-100,-100,-100,-87,-100,-100,-88,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,764,2131480735510
-64,-64,-64,-65,-64,-74,-72,-79,-75,-100,-73,-72,-72,-72,-74,-75,-73,-81,-81,-80,-100,-83,-100,-100,-100,-83,-77,-83,-80,-79,-78,-79,-83,-83,-77,-84,-100,-100,-100,-100,-100,-100,-92,-92,-100,-84,-100,-89,-91,-90,-87,-87,-87,-86,-86,-84,-100,-87,-88,-83,-84,-100,-100,-100,-100,-81,-100,-100,-85,-87,-100,-100,-79,-84,-100,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,764,2134130076399
-64,-64,-57,-65,-65,-100,-73,-79,-100,-73,-72,-72,-73,-72,-100,-100,-73,-81,-80,-80,-100,-100,-100,-100,-100,-84,-77,-83,-80,-79,-77,-79,-81,-83,-78,-100,-100,-100,-100,-84,-100,-100,-91,-92,-84,-83,-90,-100,-100,-90,-88,-88,-88,-88,-100,-83,-100,-87,-88,-83,-83,-100,-100,-59,-100,-82,-100,-81,-100,-86,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,764,2136602247166
-64,-65,-65,-65,-64,-74,-72,-100,-74,-72,-73,-72,-72,-73,-74,-76,-73,-100,-80,-100,-80,-84,-83,-85,-84,-84,-77,-84,-80,-80,-77,-80,-84,-83,-78,-84,-100,-84,-85,-83,-100,-100,-93,-100,-84,-83,-89,-100,-100,-90,-89,-88,-88,-88,-100,-84,-88,-86,-86,-85,-84,-100,-100,-59,-100,-82,-100,-100,-100,-100,-100,-94,-82,-77,-86,-88,-100,-100,-100,-88,-87,-100,-100,-89,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,764,2139276151339
-65,-64,-100,-65,-65,-75,-75,-100,-74,-74,-72,-72,-73,-71,-74,-74,-73,-100,-100,-100,-100,-83,-82,-83,-83,-84,-76,-84,-80,-80,-77,-80,-80,-83,-77,-82,-82,-82,-100,-82,-90,-100,-91,-90,-83,-83,-88,-100,-89,-88,-86,-86,-86,-86,-87,-85,-100,-87,-86,-86,-85,-100,-100,-61,-100,-80,-100,-80,-82,-87,-100,-100,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,764,2141929046395
-65,-64,-63,-64,-65,-75,-73,-100,-75,-73,-70,-71,-70,-71,-75,-75,-73,-100,-100,-80,-79,-82,-100,-83,-100,-82,-77,-83,-80,-80,-77,-80,-80,-83,-78,-83,-83,-100,-100,-83,-100,-100,-100,-100,-100,-82,-89,-100,-88,-88,-100,-88,-86,-85,-100,-84,-87,-86,-86,-86,-85,-100,-100,-62,-100,-100,-80,-80,-100,-87,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-90,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,764,2144573963794
-66,-68,-66,-68,-69,-80,-69,-100,-80,-69,-78,-78,-78,-78,-80,-81,-69,-80,-81,-78,-100,-83,-83,-82,-83,-87,-77,-88,-77,-78,-77,-76,-100,-88,-77,-100,-100,-100,-100,-85,-87,-88,-87,-87,-84,-85,-85,-86,-88,-87,-100,-100,-91,-100,-100,-84,-100,-100,-90,-85,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,749,2200296234501
-66,-68,-100,-69,-69,-100,-69,-100,-100,-69,-79,-79,-78,-79,-100,-100,-69,-77,-79,-79,-79,-82,-100,-100,-100,-89,-77,-89,-78,-78,-77,-78,-86,-88,-77,-84,-83,-84,-100,-100,-89,-88,-88,-89,-100,-100,-88,-87,-86,-86,-100,-100,-100,-100,-88,-84,-100,-100,-100,-85,-85,-86,-100,-100,-83,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,749,2202946415442
-67,-68,-68,-68,-68,-85,-68,-100,-86,-71,-78,-78,-78,-78,-85,-85,-68,-79,-80,-79,-100,-83,-83,-83,-83,-89,-76,-90,-77,-76,-76,-77,-85,-90,-76,-100,-83,-84,-100,-83,-87,-87,-88,-87,-83,-84,-88,-89,-87,-88,-100,-100,-90,-91,-100,-84,-91,-88,-91,-86,-84,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,749,2205622009406
-69,-67,-100,-69,-70,-81,-71,-100,-82,-72,-78,-78,-78,-77,-82,-82,-70,-79,-100,-100,-100,-100,-100,-100,-100,-89,-77,-90,-78,-78,-76,-78,-82,-90,-77,-86,-87,-100,-100,-83,-86,-87,-86,-86,-83,-83,-100,-88,-86,-86,-100,-88,-90,-100,-88,-85,-100,-100,-90,-83,-84,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-90,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,749,2208280983786
-70,-68,-100,-69,-70,-81,-68,-100,-80,-69,-77,-77,-76,-77,-80,-80,-69,-79,-79,-79,-100,-84,-83,-100,-84,-88,-76,-88,-77,-77,-76,-77,-81,-100,-76,-100,-100,-89,-100,-100,-89,-89,-88,-87,-82,-83,-89,-88,-89,-86,-100,-87,-90,-100,-88,-84,-100,-100,-91,-85,-84,-88,-100,-100,-100,-100,-100,-100,-84,-88,-100,-100,-86,-87,-100,-90,-100,-100,-100,-100,-89,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,749,2210932189883
-68,-68,-67,-69,-69,-80,-68,-100,-81,-69,-77,-77,-78,-77,-80,-81,-69,-78,-79,-80,-100,-83,-83,-83,-82,-100,-77,-89,-77,-77,-77,-78,-84,-100,-76,-86,-85,-86,-100,-83,-87,-87,-87,-87,-82,-83,-87,-87,-87,-87,-100,-89,-100,-100,-88,-84,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-84,-89,-100,-100,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,749,2213618497234
-69,-63,-100,-63,-63,-100,-72,-81,-100,-72,-78,-79,-78,-78,-100,-100,-72,-79,-100,-100,-100,-83,-81,-82,-82,-88,-74,-87,-72,-71,-74,-72,-80,-88,-73,-82,-83,-82,-100,-84,-90,-100,-100,-92,-84,-83,-100,-100,-100,-91,-100,-89,-88,-89,-90,-84,-100,-89,-88,-83,-83,-100,-100,-100,-100,-100,-81,-100,-100,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,734,2258218777979
-68,-64,-69,-63,-64,-81,-72,-81,-80,-73,-78,-78,-79,-78,-79,-80,-73,-80,-81,-79,-81,-81,-82,-82,-82,-88,-74,-88,-72,-72,-73,-72,-100,-87,-74,-100,-100,-100,-100,-84,-100,-91,-91,-92,-84,-83,-91,-92,-100,-90,-100,-90,-100,-100,-89,-83,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,734,2260799664434
-68,-63,-100,-64,-64,-80,-72,-80,-79,-72,-79,-78,-79,-79,-79,-79,-73,-79,-100,-80,-81,-83,-83,-83,-83,-88,-73,-87,-72,-100,-74,-100,-79,-88,-74,-100,-100,-82,-100,-83,-100,-91,-92,-91,-82,-83,-100,-100,-100,-100,-100,-89,-87,-87,-89,-85,-100,-87,-87,-83,-84,-100,-100,-66,-100,-100,-100,-100,-100,-90,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,734,2263461974179
-68,-63,-69,-64,-64,-80,-72,-79,-79,-73,-78,-79,-78,-78,-80,-78,-72,-100,-100,-100,-78,-82,-83,-100,-100,-88,-73,-88,-72,-72,-73,-72,-85,-87,-73,-83,-82,-82,-100,-100,-91,-92,-89,-90,-100,-82,-90,-91,-90,-90,-100,-100,-88,-88,-100,-84,-100,-87,-88,-83,-84,-89,-100,-100,-100,-81,-81,-81,-100,-100,-100,-100,-83,-86,-100,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,734,2266126115382
-69,-63,-69,-63,-63,-80,-72,-79,-81,-72,-79,-79,-79,-79,-81,-81,-72,-80,-100,-80,-100,-82,-82,-83,-82,-88,-74,-89,-71,-71,-75,-71,-80,-87,-75,-100,-82,-100,-100,-83,-100,-91,-90,-100,-83,-83,-100,-100,-100,-100,-100,-90,-87,-87,-90,-83,-100,-86,-87,-83,-84,-100,-100,-67,-100,-100,-100,-79,-100,-89,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,734,2268805254555
-70,-63,-69,-63,-63,-100,-100,-100,-100,-73,-79,-79,-79,-79,-100,-100,-100,-80,-80,-80,-81,-83,-83,-100,-100,-88,-74,-88,-71,-71,-74,-72,-87,-87,-75,-83,-83,-83,-100,-100,-93,-93,-90,-91,-100,-84,-91,-91,-100,-92,-100,-88,-87,-87,-89,-84,-100,-87,-87,-84,-83,-100,-100,-67,-77,-80,-79,-79,-87,-90,-100,-100,-84,-100,-100,-85,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,734,2271465426591
-65,-62,-64,-64,-64,-83,-70,-80,-83,-70,-80,-79,-79,-79,-83,-84,-70,-85,-85,-85,-100,-86,-86,-86,-85,-100,-74,-89,-74,-74,-74,-74,-100,-100,-74,-87,-87,-88,-100,-100,-91,-90,-90,-89,-100,-100,-90,-89,-90,-90,-100,-88,-100,-100,-87,-100,-100,-100,-92,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-88,-100,-100,-100,-88,-100,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,129,719,2320614816851
