60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:b0,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:11,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,9c:d6:43:60:92:e0,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c2,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:1f:14:01,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:14:00,38:17:c3:19:45:b1,38:17:c3:1f:14:10,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:1f:09:81,38:17:c3:1f:14:02,38:17:c3:1f:09:92,44:48:c1:91:95:b2,38:17:c3:1f:09:80,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:24:47:50,38:17:c3:24:47:51,38:17:c3:1f:09:82,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,38:17:c3:19:45:a0,66:2a:2f:53:7c:99,44:48:c1:91:aa:32,a8:bd:27:4c:aa:90,44:48:c1:91:aa:30,44:48:c1:91:d0:04,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,20:a6:cd:42:0a:c1,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:82,20:a6:cd:42:13:f2,44:48:c1:91:aa:31,38:17:c3:1f:19:f0,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,80:8d:b7:55:25:f3,44:48:c1:91:95:a0,38:17:c3:24:56:50,38:17:c3:1f:09:83,44:48:c1:91:95:a1,44:48:c1:91:95:a2,38:17:c3:19:45:a1,b4:5d:50:e1:96:40,44:48:c1:91:95:a3,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,b4:5d:50:e1:96:41,38:17:c3:19:d7:70,b6:e6:2d:69:d5:58,38:17:c3:19:45:a2,38:17:c3:22:61:90,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,80:8d:b7:55:3a:50,38:17:c3:19:36:30,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ea:9e:b4:53:24:54,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:02,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:3a:41,38:17:c3:19:71:90,38:17:c3:1e:ff:10,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:11,38:17:c3:19:71:91,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:92,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:12,80:8d:b7:55:29:c1,38:17:c3:1e:ff:02,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,00:4e:35:df:06:52,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,80:8d:b7:55:39:c2,38:17:c3:1e:ff:00,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,38:17:c3:1f:22:32,00:4e:35:de:e1:12,38:17:c3:1f:0e:10,00:4e:35:df:06:40,00:4e:35:df:06:50,38:17:c3:1f:22:31,00:4e:35:df:06:41,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:22:22,x,y,timestamp
-100,-100,-70,-70,-68,-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-88,-100,-100,-100,-88,-68,-89,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-75,-73,-71,-71,-71,-81,-100,-72,-74,-81,-76,-77,-89,-100,-100,-100,-100,-100,-100,-100,-100,-94,-92,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,349,645,1700065010189
-100,-100,-71,-70,-68,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-89,-100,-100,-100,-88,-70,-90,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-72,-73,-72,-72,-72,-100,-100,-72,-73,-100,-77,-77,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,349,645,1702627835288
-100,-100,-71,-71,-68,-84,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-89,-89,-100,-100,-89,-70,-90,-92,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-89,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-86,-100,-100,-79,-100,-100,-100,-100,-100,-77,-100,-79,-100,-100,-100,-100,-73,-73,-73,-71,-72,-81,-81,-72,-73,-81,-77,-77,-100,-90,-100,-100,-100,-100,-100,-100,-100,-93,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,349,645,1705186085438
-100,-100,-71,-71,-68,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-70,-90,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-73,-74,-100,-100,-100,-81,-81,-100,-73,-81,-77,-77,-88,-90,-100,-89,-100,-100,-100,-100,-100,-94,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,349,645,1707752148350
-100,-100,-63,-64,-64,-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-89,-100,-100,-100,-70,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-67,-69,-69,-66,-65,-65,-78,-100,-66,-69,-100,-76,-76,-100,-88,-87,-100,-90,-89,-100,-89,-100,-100,-100,-88,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,645,1776056704373
-100,-100,-65,-64,-64,-100,-85,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-71,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-89,-100,-100,-69,-100,-100,-100,-100,-100,-76,-100,-70,-100,-100,-100,-100,-100,-100,-65,-66,-66,-78,-78,-66,-100,-78,-76,-75,-100,-87,-87,-100,-100,-100,-88,-100,-100,-94,-100,-88,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,645,1778607455304
-95,-100,-65,-65,-65,-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-72,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-69,-69,-69,-66,-66,-66,-78,-100,-66,-70,-78,-75,-75,-100,-88,-88,-100,-100,-100,-100,-90,-91,-93,-100,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,645,1781159510715
-100,-100,-65,-64,-64,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-87,-100,-100,-100,-71,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-68,-69,-69,-65,-66,-65,-100,-79,-66,-70,-100,-76,-76,-100,-88,-87,-100,-100,-100,-100,-89,-91,-100,-100,-88,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,645,1783727325710
-93,-100,-64,-64,-64,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-71,-82,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-89,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-77,-100,-70,-100,-100,-100,-100,-100,-69,-66,-65,-66,-78,-79,-66,-69,-79,-77,-76,-88,-88,-87,-88,-89,-89,-88,-100,-100,-100,-100,-86,-100,-100,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,645,1786385941079
-95,-100,-66,-66,-65,-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-88,-100,-100,-100,-71,-85,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-76,-100,-70,-100,-100,-100,-68,-69,-69,-66,-67,-67,-79,-79,-66,-70,-79,-76,-77,-100,-88,-87,-100,-100,-100,-100,-89,-92,-100,-100,-88,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,645,1788946970032
-100,-100,-64,-65,-63,-83,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-70,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-85,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-72,-72,-69,-70,-71,-80,-80,-70,-72,-80,-72,-72,-82,-83,-82,-87,-100,-100,-100,-100,-100,-91,-90,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,645,1844040854583
-100,-100,-62,-62,-62,-100,-100,-71,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-100,-100,-100,-100,-100,-70,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-68,-69,-68,-80,-81,-69,-74,-80,-73,-72,-100,-81,-81,-100,-100,-100,-100,-93,-100,-91,-91,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,645,1846596987807
-100,-100,-68,-68,-63,-85,-100,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-89,-100,-100,-100,-89,-70,-87,-88,-87,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-87,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-68,-68,-68,-80,-81,-68,-100,-81,-72,-71,-83,-83,-83,-88,-100,-100,-100,-91,-100,-92,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,645,1849151935145
-93,-100,-61,-61,-62,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-70,-88,-88,-100,-100,-88,-70,-83,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-75,-74,-69,-68,-69,-100,-100,-69,-75,-79,-72,-72,-84,-84,-82,-100,-100,-100,-100,-89,-100,-88,-90,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,645,1851828166192
-92,-100,-61,-62,-63,-100,-100,-72,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-88,-90,-100,-100,-89,-70,-83,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-73,-73,-68,-69,-69,-100,-100,-69,-73,-80,-72,-71,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,645,1854389580562
-90,-100,-62,-62,-63,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-88,-100,-100,-100,-88,-70,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-88,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-71,-100,-70,-100,-100,-100,-69,-73,-72,-68,-69,-68,-80,-81,-69,-73,-80,-71,-71,-85,-84,-82,-87,-100,-100,-100,-92,-100,-89,-90,-82,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,645,1856947196338
-100,-100,-72,-72,-67,-100,-100,-76,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-75,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-68,-100,-100,-75,-75,-74,-73,-74,-75,-100,-74,-73,-73,-100,-83,-84,-87,-86,-88,-87,-88,-93,-88,-90,-84,-100,-100,-86,-86,-100,-88,-87,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,645,1905585840037
-100,-100,-73,-73,-68,-100,-100,-76,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-86,-100,-100,-100,-86,-77,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-87,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-74,-76,-75,-76,-75,-100,-100,-75,-76,-100,-73,-74,-100,-83,-83,-100,-88,-88,-100,-85,-100,-88,-90,-83,-100,-100,-86,-86,-100,-88,-87,-90,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,645,1908154216178
-92,-100,-70,-71,-69,-100,-84,-74,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-87,-100,-100,-100,-87,-75,-84,-84,-84,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-85,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-100,-76,-100,-75,-74,-74,-74,-74,-74,-100,-73,-75,-75,-78,-85,-83,-100,-88,-88,-87,-100,-92,-89,-89,-85,-100,-100,-100,-100,-100,-89,-89,-89,-92,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,645,1910816131287
-92,-100,-70,-70,-68,-100,-86,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-87,-100,-100,-100,-100,-75,-84,-84,-84,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-87,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-74,-74,-73,-73,-73,-74,-100,-100,-74,-75,-100,-84,-84,-89,-86,-87,-88,-86,-92,-89,-89,-83,-100,-100,-87,-85,-92,-89,-90,-91,-92,-100,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,645,1913469751448
-94,-100,-71,-70,-68,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-77,-80,-80,-80,-73,-73,-80,-77,-100,-75,-75,-100,-83,-83,-85,-100,-86,-100,-86,-100,-88,-89,-84,-100,-100,-85,-85,-93,-89,-89,-100,-92,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,645,1916035076547
