38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:3a:50,44:48:c1:a5:82:30,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:51,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,38:17:c3:19:d7:70,80:8d:b7:55:3a:52,80:8d:b7:55:35:00,b0:be:76:f8:30:5e,38:17:c3:19:d7:71,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:01,80:8d:b7:55:35:02,44:48:c1:a5:82:20,44:48:c1:a5:82:21,38:17:c3:19:d7:60,38:17:c3:19:d7:61,44:48:c1:a5:82:22,38:17:c3:19:d7:62,66:2a:2f:53:7c:99,38:17:c3:1e:ff:11,00:4e:35:df:06:42,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,b4:5d:50:e1:92:33,00:4e:35:df:06:52,b4:5d:50:e1:92:31,ea:9e:b4:53:24:54,38:17:c3:1f:01:80,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:19:d7:72,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:3a:41,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:50,20:a6:cd:50:24:b0,00:4e:35:df:06:51,ac:e2:d3:c4:08:e6,00:4e:35:df:06:40,00:4e:35:df:06:41,80:8d:b7:55:35:03,80:8d:b7:55:25:e1,20:a6:cd:50:24:a0,80:8d:b7:55:25:e2,38:17:c3:19:45:b0,80:8d:b7:55:25:e3,80:8d:b7:55:39:c0,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,60:32:b1:3e:1a:b8,38:17:c3:19:55:50,68:ff:7b:e4:af:39,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:22:30,00:4e:35:de:e1:12,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,80:8d:b7:55:25:e0,b4:5d:50:e1:92:23,38:17:c3:19:71:90,38:17:c3:1e:ff:00,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:1f:09:83,38:17:c3:1f:09:93,38:17:c3:19:71:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,00:4e:35:de:e1:10,00:4e:35:de:e1:11,b4:5d:50:e1:92:21,00:4e:35:de:e1:02,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,38:17:c3:1f:08:50,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:40,38:17:c3:1f:08:41,a8:bd:27:4c:bd:31,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,a8:bd:27:4c:bd:30,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,44:48:c1:91:95:b2,44:48:c1:91:95:b3,72:32:b1:3e:1a:b7,00:4e:35:de:d7:43,38:17:c3:19:71:92,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,00:4e:35:de:d7:42,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:19:36:30,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,38:17:c3:1f:08:42,38:17:c3:19:45:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,a8:bd:27:4c:bd:20,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:de:d7:41,00:4e:35:de:d7:40,x,y,timestamp
-51,-52,-51,-56,-57,-56,-69,-68,-68,-69,-69,-73,-72,-71,-70,-72,-81,-77,-77,-76,-80,-77,-76,-77,-77,-77,-81,-75,-77,-77,-77,-76,-75,-75,-81,-81,-83,-84,-82,-84,-100,-88,-100,-90,-90,-87,-88,-88,-52,-100,-100,-100,-77,-100,-100,-88,-86,-86,-88,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-88,-86,-100,-85,-100,-85,-85,-100,-81,-100,-100,-100,-100,-100,-100,-92,-100,-100,-92,-100,-91,-92,-93,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,689,2379241268368
-53,-54,-53,-58,-58,-57,-68,-68,-68,-68,-68,-69,-70,-71,-71,-72,-82,-78,-78,-78,-81,-78,-78,-76,-76,-78,-81,-74,-80,-78,-100,-100,-74,-100,-82,-100,-83,-83,-100,-83,-100,-87,-100,-87,-87,-87,-89,-89,-49,-100,-100,-100,-78,-100,-100,-100,-84,-82,-89,-100,-87,-86,-100,-100,-100,-100,-88,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-92,-92,-100,-100,-90,-100,-100,-91,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,689,2381913273843
-59,-58,-58,-58,-58,-58,-65,-65,-65,-66,-65,-70,-70,-100,-73,-73,-82,-77,-77,-77,-82,-78,-77,-78,-78,-74,-82,-73,-78,-74,-100,-78,-73,-73,-81,-80,-81,-81,-80,-80,-100,-81,-88,-82,-81,-92,-85,-100,-58,-100,-100,-100,-74,-89,-89,-100,-81,-81,-88,-81,-85,-100,-100,-87,-69,-100,-90,-100,-88,-75,-78,-100,-84,-100,-100,-85,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-100,-100,-85,-100,-94,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,672,2434723507437
-58,-59,-58,-58,-100,-58,-64,-65,-65,-65,-65,-68,-69,-100,-100,-100,-82,-78,-78,-78,-82,-76,-76,-76,-76,-72,-82,-100,-79,-71,-100,-78,-72,-72,-81,-80,-81,-80,-80,-81,-89,-81,-89,-81,-81,-100,-88,-91,-57,-100,-100,-100,-72,-100,-88,-100,-81,-81,-100,-81,-87,-81,-100,-89,-68,-100,-100,-100,-100,-100,-78,-100,-100,-84,-89,-84,-89,-89,-89,-88,-100,-100,-100,-100,-100,-91,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,672,2437394025099
-58,-57,-56,-58,-58,-57,-65,-67,-66,-66,-64,-67,-66,-72,-72,-70,-80,-75,-74,-75,-80,-78,-78,-77,-78,-73,-80,-72,-84,-72,-100,-100,-72,-72,-81,-80,-81,-81,-80,-80,-100,-81,-87,-82,-81,-91,-85,-100,-56,-100,-100,-100,-72,-100,-100,-84,-79,-78,-85,-79,-85,-100,-100,-88,-68,-77,-89,-100,-91,-100,-100,-84,-84,-100,-86,-100,-87,-86,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,672,2439835097269
-59,-57,-57,-57,-58,-57,-66,-66,-66,-66,-65,-66,-66,-72,-71,-76,-80,-74,-75,-74,-80,-77,-78,-77,-78,-72,-80,-71,-74,-71,-79,-78,-71,-71,-100,-81,-100,-100,-82,-81,-89,-81,-89,-81,-81,-100,-87,-100,-56,-100,-100,-100,-72,-100,-100,-84,-100,-100,-88,-100,-87,-100,-100,-100,-67,-100,-100,-100,-88,-100,-100,-100,-84,-84,-87,-100,-86,-87,-90,-88,-100,-100,-100,-100,-100,-93,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,672,2442509543994
-56,-57,-100,-58,-57,-58,-67,-66,-67,-67,-65,-66,-66,-73,-74,-74,-80,-74,-74,-74,-80,-78,-78,-77,-78,-72,-79,-72,-100,-72,-77,-78,-72,-72,-79,-81,-80,-80,-80,-80,-100,-80,-89,-81,-80,-100,-86,-100,-61,-100,-100,-100,-72,-100,-100,-100,-79,-79,-87,-79,-87,-100,-88,-100,-67,-79,-100,-100,-88,-100,-100,-100,-86,-100,-85,-100,-86,-86,-88,-88,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,672,2445177756030
-57,-57,-57,-58,-58,-58,-66,-66,-65,-66,-66,-69,-69,-100,-100,-100,-80,-77,-76,-76,-81,-77,-76,-77,-76,-73,-81,-71,-74,-73,-100,-100,-72,-71,-81,-81,-81,-100,-81,-100,-100,-82,-88,-82,-81,-90,-86,-92,-54,-100,-100,-100,-73,-89,-89,-83,-80,-80,-86,-80,-87,-100,-89,-89,-67,-100,-100,-100,-92,-100,-100,-100,-82,-100,-83,-100,-83,-84,-91,-91,-100,-100,-92,-100,-100,-100,-93,-100,-83,-100,-100,-100,-91,-94,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,672,2447829753742
-55,-56,-55,-67,-69,-68,-66,-66,-66,-66,-65,-69,-70,-69,-71,-71,-78,-73,-73,-73,-77,-78,-78,-78,-78,-100,-78,-72,-75,-74,-100,-100,-73,-72,-82,-82,-80,-80,-82,-80,-89,-82,-100,-82,-81,-86,-86,-86,-50,-100,-81,-100,-74,-100,-84,-100,-85,-84,-86,-85,-86,-80,-100,-100,-69,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-90,-100,-100,-85,-100,-100,-100,-94,-100,-86,-85,-100,-87,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,655,2518423313796
-56,-55,-55,-69,-67,-70,-68,-67,-69,-68,-66,-68,-67,-70,-72,-72,-76,-72,-72,-73,-76,-78,-78,-77,-78,-100,-76,-100,-77,-100,-100,-100,-71,-71,-83,-83,-80,-80,-83,-80,-100,-83,-100,-84,-82,-85,-90,-85,-53,-100,-100,-100,-76,-100,-100,-100,-85,-86,-90,-86,-90,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-90,-90,-90,-100,-100,-100,-100,-100,-90,-91,-100,-87,-84,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,655,2520829242369
-55,-55,-55,-68,-67,-67,-66,-67,-70,-67,-66,-68,-69,-71,-71,-72,-77,-74,-73,-74,-78,-79,-79,-79,-79,-73,-77,-72,-76,-73,-78,-77,-72,-100,-82,-81,-79,-80,-82,-80,-88,-83,-85,-82,-81,-86,-83,-100,-53,-100,-100,-100,-73,-85,-84,-81,-100,-84,-83,-84,-83,-80,-100,-100,-100,-100,-85,-100,-85,-73,-78,-100,-82,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-90,-91,-100,-90,-100,-100,-100,-100,-91,-100,-100,-100,-100,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,655,2523502075395
-55,-55,-55,-67,-68,-67,-67,-68,-68,-68,-66,-69,-69,-72,-71,-70,-77,-75,-75,-74,-77,-87,-78,-78,-78,-74,-77,-73,-75,-74,-79,-78,-72,-71,-82,-100,-82,-100,-100,-77,-100,-82,-85,-82,-82,-86,-86,-100,-51,-100,-100,-100,-74,-84,-85,-100,-100,-100,-87,-100,-87,-79,-85,-85,-70,-100,-84,-100,-86,-100,-80,-100,-100,-83,-100,-100,-100,-100,-86,-87,-100,-89,-100,-90,-100,-89,-100,-93,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-94,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,655,2526191334622
-55,-55,-55,-100,-100,-100,-67,-68,-66,-67,-65,-69,-69,-70,-70,-70,-77,-74,-73,-73,-77,-86,-78,-77,-78,-74,-78,-100,-76,-74,-100,-100,-100,-100,-82,-82,-80,-80,-82,-80,-89,-82,-100,-83,-82,-87,-85,-87,-57,-78,-79,-80,-74,-100,-100,-84,-85,-85,-85,-85,-85,-100,-100,-100,-66,-100,-100,-100,-100,-100,-80,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,655,2528846966345
-55,-55,-55,-68,-67,-67,-69,-68,-68,-68,-66,-68,-68,-74,-71,-82,-78,-74,-73,-73,-78,-78,-78,-78,-78,-75,-77,-72,-75,-75,-77,-79,-72,-72,-100,-100,-80,-80,-100,-80,-88,-82,-85,-82,-82,-88,-90,-88,-52,-100,-100,-100,-75,-100,-100,-84,-100,-85,-100,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-90,-87,-89,-88,-88,-87,-100,-100,-100,-89,-88,-90,-100,-100,-85,-100,-93,-100,-94,-100,-88,-87,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,655,2531501384057
-65,-63,-64,-68,-68,-68,-65,-66,-66,-66,-63,-66,-65,-73,-75,-74,-79,-72,-70,-71,-80,-79,-78,-78,-78,-74,-79,-70,-73,-74,-73,-100,-71,-70,-100,-100,-80,-79,-83,-79,-87,-84,-88,-83,-84,-89,-81,-88,-49,-100,-80,-100,-75,-100,-100,-100,-100,-100,-82,-100,-82,-85,-100,-89,-67,-100,-100,-100,-100,-74,-100,-100,-100,-85,-100,-86,-100,-100,-100,-78,-100,-86,-96,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-100,-90,-93,-100,-90,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,638,2580438207213
-60,-61,-61,-68,-68,-69,-65,-66,-66,-66,-64,-65,-65,-75,-75,-75,-80,-70,-69,-69,-80,-77,-75,-77,-78,-73,-79,-71,-76,-73,-100,-71,-71,-71,-81,-81,-79,-79,-81,-79,-100,-84,-100,-85,-84,-88,-84,-89,-50,-100,-81,-80,-73,-100,-100,-100,-77,-78,-83,-78,-83,-82,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-78,-100,-100,-95,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,638,2583025334867
-61,-61,-62,-69,-70,-70,-65,-66,-66,-66,-65,-65,-65,-74,-75,-77,-78,-72,-72,-72,-79,-77,-77,-77,-77,-73,-79,-100,-75,-73,-71,-71,-100,-100,-83,-82,-100,-100,-83,-79,-90,-84,-100,-84,-84,-87,-84,-87,-50,-100,-100,-100,-74,-100,-100,-100,-78,-77,-84,-79,-84,-82,-100,-100,-69,-100,-100,-76,-100,-100,-100,-78,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,638,2585667705547
-62,-61,-62,-68,-68,-68,-66,-65,-66,-66,-64,-65,-66,-74,-74,-74,-81,-100,-100,-100,-80,-76,-76,-76,-77,-73,-81,-70,-100,-72,-100,-100,-70,-70,-100,-100,-79,-79,-100,-78,-89,-84,-88,-83,-84,-90,-83,-100,-49,-80,-81,-80,-73,-100,-100,-79,-78,-78,-83,-77,-83,-76,-89,-88,-68,-100,-100,-76,-78,-100,-100,-79,-79,-100,-88,-100,-90,-89,-78,-78,-100,-100,-94,-100,-90,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,638,2588337542219
-61,-61,-62,-100,-69,-66,-67,-67,-67,-67,-63,-67,-66,-100,-100,-100,-77,-71,-70,-72,-77,-75,-76,-78,-76,-74,-76,-69,-72,-72,-73,-71,-68,-68,-84,-83,-100,-100,-82,-100,-90,-83,-88,-83,-83,-86,-83,-87,-51,-100,-100,-100,-73,-100,-100,-100,-78,-78,-84,-78,-83,-79,-88,-87,-100,-76,-100,-77,-100,-76,-72,-100,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-85,-86,-87,-100,-90,-100,-100,-100,-100,-100,-100,-89,-88,-77,-88,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,638,2591094298223
-61,-61,-62,-100,-68,-67,-65,-65,-65,-66,-64,-66,-66,-100,-100,-100,-78,-71,-71,-70,-78,-77,-77,-77,-77,-73,-78,-71,-100,-74,-72,-72,-71,-70,-85,-84,-78,-78,-85,-78,-88,-82,-100,-83,-82,-89,-82,-88,-50,-100,-82,-100,-74,-100,-100,-77,-77,-76,-82,-78,-83,-83,-88,-87,-67,-100,-100,-100,-100,-76,-100,-78,-79,-100,-89,-100,-88,-90,-100,-79,-100,-100,-92,-100,-100,-88,-100,-100,-100,-100,-100,-100,-93,-100,-89,-90,-100,-100,-90,-86,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,638,2593773060000
-64,-63,-79,-64,-65,-65,-64,-65,-64,-62,-69,-70,-70,-87,-75,-74,-75,-70,-70,-70,-75,-78,-77,-78,-78,-74,-75,-74,-78,-74,-100,-100,-72,-72,-79,-79,-83,-82,-78,-82,-88,-83,-100,-82,-83,-88,-84,-100,-54,-100,-100,-100,-74,-100,-100,-78,-79,-79,-85,-80,-85,-100,-87,-88,-73,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,261,620,2647133069118
