72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,b4:5d:50:e1:96:43,38:17:c3:1f:00:a2,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:14,b4:5d:50:e1:96:40,44:48:c1:91:d0:04,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,44:48:c1:91:d0:10,44:48:c1:91:d0:11,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,9c:d6:43:60:92:e0,38:17:c3:24:47:50,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:19:d0,44:48:c1:91:95:a3,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:83,38:17:c3:1f:09:80,38:17:c3:1f:09:82,38:17:c3:1f:14:10,38:17:c3:1f:09:81,38:17:c3:1f:14:11,44:48:c1:91:95:a1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:aa:22,44:48:c1:91:aa:21,38:17:c3:19:45:b0,00:4e:35:de:d7:43,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:91,38:17:c3:22:5e:f0,38:17:c3:1f:00:a1,38:17:c3:1f:14:12,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:83,38:17:c3:1f:09:90,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:92,b6:e6:2d:69:d5:58,38:17:c3:19:36:30,44:48:c1:91:95:a2,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,44:48:c1:91:95:a0,38:17:c3:19:45:a2,38:17:c3:19:d7:70,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:71,38:17:c3:19:d7:62,80:8d:b7:55:25:e3,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:3a:41,80:8d:b7:55:35:10,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:3a:40,80:8d:b7:55:3a:50,80:8d:b7:55:25:e2,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,80:8d:b7:55:39:d0,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ea:9e:b4:53:24:54,80:8d:b7:55:35:00,80:8d:b7:55:35:01,38:17:c3:19:71:90,80:8d:b7:55:35:02,80:8d:b7:55:25:e0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:b0,38:17:c3:1e:ff:02,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,38:17:c3:1f:22:30,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1f:0e:11,20:a6:cd:50:24:b1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,38:17:c3:1f:22:31,80:8d:b7:55:29:d1,00:4e:35:df:06:52,38:17:c3:1f:22:32,00:4e:35:df:06:50,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,x,y,timestamp
-100,-88,-82,-49,-49,-50,-100,-56,-56,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-85,-100,-84,-100,-81,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-56,-84,-100,-100,-100,-100,-100,-85,-91,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-84,-77,-77,-100,-100,-100,-80,-84,-84,-85,-84,-85,-85,-86,-88,-85,-85,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,646,1450942601309
-80,-87,-100,-49,-49,-49,-100,-56,-57,-100,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-100,-100,-100,-86,-100,-85,-100,-78,-79,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-57,-85,-100,-100,-100,-100,-100,-85,-91,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-87,-100,-100,-100,-100,-100,-100,-81,-81,-81,-87,-80,-81,-100,-100,-80,-80,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,646,1453496195210
-100,-88,-79,-50,-49,-49,-100,-58,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-72,-100,-85,-88,-100,-84,-100,-100,-100,-80,-100,-100,-100,-86,-83,-83,-86,-100,-84,-83,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,646,1456057384631
-100,-90,-80,-50,-50,-50,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-85,-100,-85,-100,-79,-79,-100,-100,-100,-100,-100,-100,-79,-100,-92,-90,-90,-100,-100,-55,-85,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-82,-100,-100,-100,-100,-100,-100,-100,-84,-81,-81,-90,-91,-81,-81,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,646,1458619030928
-79,-89,-81,-50,-61,-61,-100,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-90,-100,-86,-100,-85,-100,-74,-75,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-53,-85,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-84,-81,-81,-100,-100,-100,-100,-82,-82,-83,-84,-83,-84,-87,-88,-84,-83,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,646,1461181842850
-100,-87,-100,-51,-52,-52,-100,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-73,-74,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-52,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-80,-83,-100,-80,-100,-100,-100,-81,-100,-100,-100,-82,-85,-86,-86,-87,-85,-86,-82,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,271,646,1463741180709
-100,-88,-100,-49,-54,-54,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-88,-100,-88,-100,-74,-75,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-55,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-77,-100,-82,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,288,646,1547515518846
-100,-89,-100,-50,-52,-52,-100,-54,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-87,-90,-90,-86,-100,-86,-100,-76,-76,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-54,-87,-100,-100,-100,-100,-100,-86,-94,-100,-100,-100,-91,-100,-100,-100,-81,-100,-82,-79,-82,-82,-100,-100,-100,-78,-79,-79,-79,-79,-100,-88,-84,-84,-100,-100,-78,-85,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,288,646,1550057059777
-77,-88,-79,-49,-53,-52,-100,-55,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-87,-100,-90,-86,-90,-86,-100,-76,-77,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-54,-86,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-92,-100,-100,-100,-90,-100,-100,-79,-100,-100,-100,-100,-100,-100,-79,-79,-79,-79,-84,-84,-100,-100,-83,-84,-79,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,288,646,1552607826489
-79,-88,-100,-49,-52,-52,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-85,-92,-100,-87,-100,-87,-100,-77,-77,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-55,-86,-86,-100,-100,-100,-100,-86,-93,-100,-100,-100,-100,-100,-100,-100,-76,-100,-80,-78,-79,-80,-100,-100,-100,-100,-79,-78,-79,-79,-100,-87,-84,-84,-100,-100,-79,-85,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,288,646,1555206103154
-83,-87,-100,-50,-53,-52,-100,-54,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-86,-90,-92,-86,-90,-86,-100,-77,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-54,-86,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-92,-100,-100,-100,-84,-100,-79,-100,-79,-79,-100,-100,-100,-79,-79,-78,-79,-100,-85,-86,-84,-84,-100,-86,-100,-84,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,288,646,1557860043835
-100,-85,-78,-50,-53,-53,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-87,-100,-91,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-88,-91,-100,-100,-100,-90,-100,-100,-100,-82,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-79,-79,-80,-87,-100,-85,-85,-100,-100,-79,-85,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,288,646,1560399033672
-81,-88,-100,-54,-55,-56,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-90,-91,-89,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-100,-100,-76,-100,-100,-81,-100,-100,-100,-100,-100,-82,-83,-84,-84,-82,-79,-80,-85,-100,-79,-79,-81,-100,-100,-92,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,305,646,1602713541949
-82,-90,-86,-54,-55,-54,-100,-60,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-90,-100,-73,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-60,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-80,-80,-87,-100,-81,-80,-100,-86,-100,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,305,646,1605254716005
-84,-90,-84,-55,-56,-55,-100,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-89,-100,-89,-100,-73,-73,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-59,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-79,-80,-100,-100,-78,-79,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,305,646,1607811276988
-100,-89,-84,-56,-55,-55,-100,-60,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-89,-88,-100,-100,-90,-100,-89,-100,-73,-73,-100,-100,-100,-100,-100,-100,-73,-100,-90,-100,-100,-100,-100,-60,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-81,-85,-83,-84,-79,-80,-80,-100,-100,-79,-80,-79,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,305,646,1610375307765
-100,-89,-82,-53,-55,-54,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-89,-100,-100,-83,-100,-82,-100,-72,-72,-100,-100,-100,-100,-100,-100,-72,-100,-91,-100,-100,-100,-100,-63,-83,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-92,-100,-100,-100,-79,-100,-80,-83,-100,-100,-100,-100,-100,-100,-86,-100,-86,-84,-79,-79,-100,-100,-79,-79,-83,-100,-100,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,305,646,1612941339843
-100,-92,-86,-56,-53,-54,-100,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-92,-100,-100,-91,-82,-100,-82,-100,-71,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-66,-81,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-92,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-86,-100,-86,-84,-77,-78,-83,-100,-79,-78,-82,-85,-100,-92,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,305,646,1615499080202
-100,-100,-100,-57,-60,-59,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-83,-100,-83,-100,-72,-71,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-62,-83,-87,-100,-100,-100,-100,-88,-93,-100,-100,-100,-93,-100,-100,-100,-75,-100,-78,-82,-78,-78,-100,-100,-100,-100,-100,-82,-81,-82,-79,-79,-100,-100,-79,-79,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,322,646,1670589450274
-89,-91,-100,-61,-55,-56,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-86,-100,-86,-100,-74,-74,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-67,-87,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-92,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-100,-100,-76,-100,-81,-100,-79,-100,-100,-89,-89,-100,-100,-79,-89,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,322,646,1673157916102
-83,-90,-100,-57,-58,-57,-100,-65,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-70,-72,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-65,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-73,-100,-79,-82,-79,-80,-100,-100,-100,-100,-80,-80,-80,-82,-79,-79,-83,-84,-79,-78,-81,-84,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,322,646,1675715763180
-100,-88,-100,-58,-57,-57,-100,-64,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-100,-72,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-63,-89,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-86,-100,-79,-100,-100,-100,-100,-80,-100,-80,-85,-80,-79,-85,-85,-80,-80,-85,-85,-100,-100,-100,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,322,646,1678277572289
