38:17:c3:1f:0e:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:39:c2,44:48:c1:a5:82:31,80:8d:b7:55:39:c0,ac:e2:d3:c4:08:e6,44:48:c1:a5:82:30,80:8d:b7:55:39:c1,44:48:c1:a5:82:32,b0:be:76:f8:30:5e,44:48:c1:a5:82:22,44:48:c1:a5:82:20,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:3a:50,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:f2,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1e:ff:12,38:17:c3:19:d7:60,38:17:c3:19:45:b2,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,66:2a:2f:53:7c:99,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,20:a6:cd:50:24:b1,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,38:17:c3:1e:ff:02,b4:5d:50:e1:96:53,38:17:c3:1e:ff:00,b4:5d:50:e1:96:51,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:70,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:d7:61,20:a6:cd:50:24:b0,b4:5d:50:e1:92:23,00:4e:35:de:e1:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,20:a6:cd:50:24:a0,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:19:45:b1,38:17:c3:1f:01:80,00:4e:35:df:06:42,00:4e:35:df:06:40,b4:5d:50:e1:92:33,00:4e:35:df:06:41,20:a6:cd:42:0b:e3,68:ff:7b:e4:af:38,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,38:17:c3:1f:09:90,72:32:b1:3e:1a:b8,38:17:c3:1f:09:83,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:71:90,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,38:17:c3:19:45:b0,38:17:c3:19:71:92,b4:5d:50:e1:92:32,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,38:17:c3:1f:08:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,38:17:c3:19:55:41,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:19:55:40,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:de:d7:43,38:17:c3:1f:22:31,72:32:b1:3e:1a:b7,00:4e:35:df:0e:12,38:17:c3:19:71:91,a8:bd:27:4c:bd:22,00:4e:35:de:e1:00,38:17:c3:19:36:31,38:17:c3:1f:22:32,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:42,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:1f:22:21,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:20,00:4e:35:df:0e:00,a8:bd:27:4c:bd:20,00:4e:35:df:0e:02,00:4e:35:df:0e:01,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:1f:0f:90,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,x,y,timestamp
-100,-73,-100,-100,-100,-100,-100,-100,-68,-68,-69,-78,-78,-78,-78,-100,-100,-100,-68,-70,-68,-100,-65,-68,-70,-77,-100,-75,-100,-61,-61,-100,-100,-62,-100,-67,-70,-100,-100,-80,-79,-80,-100,-100,-100,-100,-100,-100,-87,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-83,-100,-100,-100,-100,-100,-80,-81,-100,-80,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-81,-80,-88,-88,-100,-89,-89,-87,-89,-100,-100,-84,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,444,2383092153074
-100,-73,-100,-100,-100,-100,-100,-100,-60,-61,-62,-100,-80,-79,-80,-100,-100,-100,-100,-73,-100,-100,-65,-100,-73,-71,-76,-100,-100,-63,-62,-79,-78,-63,-78,-68,-68,-67,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-90,-100,-100,-100,-100,-88,-77,-86,-85,-86,-100,-100,-100,-100,-100,-80,-80,-91,-80,-100,-100,-100,-80,-100,-100,-85,-100,-100,-100,-100,-77,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-92,-90,-82,-81,-87,-87,-100,-88,-87,-88,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,444,2385740585890
-100,-71,-100,-100,-100,-86,-86,-86,-61,-61,-61,-76,-76,-76,-76,-100,-100,-100,-68,-66,-69,-100,-63,-69,-67,-100,-100,-78,-78,-62,-62,-76,-76,-62,-77,-67,-67,-68,-77,-77,-77,-77,-100,-100,-100,-100,-100,-100,-85,-75,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-92,-100,-100,-100,-100,-100,-76,-84,-84,-84,-100,-100,-100,-100,-100,-80,-80,-87,-80,-100,-100,-82,-100,-83,-100,-86,-100,-100,-100,-76,-76,-100,-100,-100,-87,-87,-100,-100,-88,-100,-100,-100,-100,-91,-92,-89,-100,-88,-79,-79,-86,-87,-100,-89,-100,-86,-86,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,444,2388414074750
-80,-73,-78,-100,-81,-100,-100,-100,-64,-65,-64,-75,-75,-75,-76,-100,-100,-100,-70,-66,-82,-100,-65,-70,-66,-75,-78,-78,-78,-65,-65,-77,-77,-65,-78,-69,-69,-69,-78,-77,-76,-75,-100,-91,-100,-100,-100,-90,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-76,-82,-81,-81,-100,-100,-100,-100,-100,-79,-79,-89,-79,-100,-100,-82,-83,-82,-100,-100,-100,-100,-100,-77,-77,-100,-83,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-89,-89,-88,-80,-100,-87,-87,-100,-87,-100,-87,-86,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,444,2391069391942
-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-63,-76,-76,-76,-75,-100,-100,-100,-100,-68,-100,-86,-64,-100,-67,-78,-76,-77,-77,-59,-59,-78,-80,-59,-80,-70,-70,-69,-79,-76,-77,-77,-100,-100,-100,-100,-100,-100,-83,-77,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-88,-89,-88,-100,-100,-100,-100,-87,-76,-83,-83,-84,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-81,-81,-80,-100,-100,-87,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-100,-100,-89,-100,-100,-78,-100,-92,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,444,2393732648457
-100,-71,-77,-100,-100,-87,-87,-88,-62,-62,-62,-100,-100,-100,-100,-100,-100,-100,-68,-66,-68,-100,-64,-68,-66,-100,-75,-100,-100,-61,-61,-78,-78,-62,-78,-69,-69,-68,-80,-79,-80,-79,-100,-100,-100,-100,-100,-100,-86,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-100,-100,-100,-100,-100,-81,-84,-84,-85,-100,-100,-100,-100,-100,-80,-80,-100,-80,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-89,-89,-89,-80,-80,-89,-89,-80,-100,-100,-90,-90,-100,-100,-85,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,444,2396378944450
-83,-74,-100,-83,-82,-86,-87,-86,-70,-69,-69,-100,-76,-76,-76,-100,-100,-100,-71,-65,-71,-100,-63,-71,-66,-65,-79,-100,-100,-60,-60,-75,-75,-60,-77,-70,-100,-100,-76,-77,-77,-100,-100,-89,-100,-100,-100,-100,-81,-80,-100,-80,-100,-100,-89,-100,-100,-100,-100,-100,-100,-86,-86,-87,-100,-100,-100,-89,-100,-76,-78,-78,-79,-100,-100,-100,-100,-100,-77,-100,-84,-77,-100,-100,-100,-100,-100,-84,-89,-100,-87,-100,-76,-76,-100,-100,-100,-84,-85,-100,-100,-84,-100,-100,-100,-100,-89,-90,-89,-89,-88,-100,-100,-90,-91,-100,-85,-84,-91,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,444,2457129339825
-100,-79,-75,-100,-100,-100,-83,-100,-70,-71,-70,-77,-77,-77,-77,-91,-100,-100,-72,-100,-71,-100,-65,-71,-100,-67,-100,-100,-100,-60,-60,-75,-76,-60,-77,-71,-71,-71,-76,-76,-77,-77,-100,-92,-100,-100,-100,-91,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-87,-100,-100,-100,-91,-100,-76,-79,-79,-80,-100,-100,-100,-100,-100,-77,-77,-83,-77,-100,-100,-82,-83,-82,-100,-88,-100,-84,-100,-77,-76,-100,-100,-100,-84,-84,-100,-100,-83,-100,-100,-100,-91,-91,-100,-100,-89,-90,-100,-100,-89,-89,-100,-85,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,444,2459559887723
-80,-100,-78,-100,-79,-100,-100,-100,-69,-69,-69,-100,-79,-77,-78,-91,-100,-100,-68,-67,-69,-100,-67,-69,-66,-65,-100,-77,-100,-59,-59,-75,-76,-59,-75,-70,-69,-70,-75,-72,-73,-100,-100,-91,-100,-100,-100,-90,-81,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-100,-100,-90,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-85,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-89,-100,-89,-100,-100,-92,-91,-100,-86,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,444,2462235632104
-100,-76,-79,-100,-100,-100,-100,-100,-69,-68,-68,-78,-77,-77,-77,-93,-100,-100,-69,-68,-69,-82,-65,-68,-69,-73,-77,-77,-78,-60,-60,-76,-77,-60,-77,-71,-69,-70,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-87,-100,-100,-100,-100,-100,-82,-80,-80,-81,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-82,-82,-88,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-87,-86,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,444,2464930975810
-100,-100,-79,-100,-100,-100,-100,-100,-69,-69,-69,-74,-76,-75,-75,-100,-100,-100,-68,-69,-68,-100,-65,-68,-67,-100,-74,-74,-74,-61,-61,-76,-76,-60,-79,-68,-68,-68,-77,-76,-76,-76,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-86,-100,-100,-100,-100,-100,-80,-81,-81,-82,-100,-100,-100,-100,-100,-76,-77,-86,-77,-100,-100,-80,-81,-80,-83,-87,-100,-100,-100,-80,-80,-100,-100,-100,-87,-86,-100,-100,-86,-100,-100,-100,-87,-100,-100,-90,-87,-87,-100,-100,-85,-84,-100,-85,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,444,2467549282842
-100,-74,-100,-100,-100,-100,-100,-100,-66,-67,-66,-75,-74,-73,-74,-100,-100,-100,-69,-66,-70,-88,-65,-69,-67,-69,-100,-100,-100,-59,-60,-76,-76,-61,-76,-68,-67,-67,-76,-77,-77,-78,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-80,-82,-100,-100,-100,-100,-100,-100,-100,-77,-77,-86,-77,-100,-100,-100,-100,-81,-100,-100,-100,-85,-100,-80,-79,-100,-100,-100,-87,-86,-100,-100,-86,-100,-100,-100,-89,-89,-90,-91,-89,-88,-100,-100,-88,-89,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,444,2470214784774
-78,-78,-100,-78,-78,-83,-83,-83,-70,-70,-70,-75,-75,-75,-74,-100,-100,-100,-72,-64,-73,-100,-65,-73,-64,-69,-100,-76,-76,-63,-62,-76,-76,-62,-76,-100,-100,-100,-76,-74,-75,-75,-100,-100,-90,-100,-100,-100,-87,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-80,-83,-83,-83,-100,-100,-100,-90,-100,-78,-100,-88,-78,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-80,-80,-87,-100,-100,-89,-88,-93,-87,-87,-100,-100,-100,-100,-88,-88,-88,-90,-89,-81,-100,-89,-88,-100,-85,-100,-87,-88,-100,-100,-100,-100,-90,-88,-100,-85,-92,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,427,2529918693430
-100,-77,-100,-100,-100,-100,-100,-100,-69,-68,-69,-76,-76,-76,-77,-100,-100,-100,-72,-67,-100,-100,-65,-100,-66,-68,-76,-77,-77,-63,-63,-76,-76,-64,-76,-70,-100,-70,-77,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-86,-86,-87,-100,-100,-100,-90,-90,-81,-83,-83,-83,-100,-100,-100,-100,-100,-76,-77,-87,-77,-100,-100,-83,-83,-83,-100,-92,-100,-100,-100,-81,-100,-90,-100,-100,-87,-100,-100,-90,-100,-100,-100,-100,-89,-86,-86,-87,-88,-88,-100,-100,-90,-89,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-90,-100,-86,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,427,2532594120207
-100,-80,-80,-100,-100,-100,-100,-100,-71,-70,-69,-75,-75,-75,-75,-100,-100,-100,-100,-65,-100,-100,-65,-100,-66,-64,-75,-74,-74,-63,-63,-77,-76,-63,-77,-100,-100,-100,-77,-73,-73,-72,-100,-100,-100,-100,-100,-100,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-85,-85,-85,-100,-100,-100,-100,-88,-85,-81,-81,-82,-100,-100,-100,-100,-100,-77,-100,-89,-77,-100,-100,-100,-83,-100,-82,-89,-100,-100,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-84,-87,-84,-88,-88,-100,-100,-89,-89,-100,-89,-100,-91,-90,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,427,2535236364741
-100,-78,-100,-100,-100,-100,-100,-100,-66,-67,-67,-100,-100,-100,-100,-100,-100,-100,-71,-66,-72,-92,-66,-71,-66,-67,-77,-77,-77,-62,-61,-75,-75,-61,-75,-70,-71,-70,-75,-74,-75,-74,-100,-100,-100,-100,-100,-100,-86,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-84,-83,-82,-83,-100,-100,-100,-100,-100,-77,-77,-88,-77,-100,-100,-100,-81,-100,-100,-91,-100,-100,-100,-84,-84,-100,-100,-100,-86,-100,-100,-89,-100,-100,-100,-100,-100,-85,-86,-86,-100,-100,-100,-100,-88,-90,-100,-88,-88,-89,-90,-100,-100,-100,-100,-94,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,427,2537935325687
-100,-77,-100,-100,-100,-100,-100,-100,-66,-66,-67,-76,-76,-76,-76,-93,-100,-100,-72,-67,-72,-100,-65,-71,-67,-68,-75,-76,-76,-62,-61,-76,-77,-62,-77,-100,-100,-100,-77,-76,-77,-76,-100,-100,-100,-100,-100,-100,-87,-77,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-85,-82,-82,-100,-100,-100,-100,-100,-100,-77,-77,-100,-77,-100,-100,-82,-81,-80,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-88,-86,-86,-86,-100,-89,-100,-100,-93,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,427,2540356588116
-82,-76,-79,-83,-84,-89,-89,-88,-68,-70,-70,-78,-78,-77,-78,-100,-100,-100,-73,-67,-73,-100,-66,-100,-66,-67,-75,-76,-75,-62,-62,-75,-75,-62,-75,-70,-69,-69,-74,-75,-100,-75,-100,-100,-100,-100,-100,-100,-89,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-83,-82,-81,-81,-100,-100,-100,-100,-100,-77,-100,-87,-85,-100,-100,-100,-81,-81,-81,-88,-100,-100,-100,-82,-83,-100,-100,-100,-86,-87,-92,-89,-86,-100,-100,-100,-100,-84,-86,-85,-86,-87,-82,-83,-100,-100,-82,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-94,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,427,2543034557601
-100,-76,-100,-77,-100,-83,-82,-82,-68,-69,-69,-79,-79,-79,-80,-89,-100,-100,-100,-69,-100,-100,-67,-100,-70,-100,-78,-100,-100,-60,-59,-79,-79,-59,-79,-100,-100,-100,-80,-72,-72,-72,-100,-100,-100,-100,-100,-100,-87,-71,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-90,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-83,-81,-81,-100,-89,-100,-100,-100,-86,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-87,-84,-84,-84,-100,-100,-100,-100,-90,-91,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,411,2598403665982
-100,-100,-75,-100,-76,-100,-83,-83,-68,-68,-67,-78,-78,-79,-79,-92,-100,-100,-100,-69,-100,-85,-68,-100,-69,-67,-77,-100,-78,-58,-58,-78,-78,-58,-79,-100,-100,-100,-79,-74,-75,-100,-100,-100,-100,-100,-100,-100,-85,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-86,-90,-100,-78,-79,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-81,-81,-100,-100,-89,-100,-100,-100,-89,-91,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-87,-85,-84,-84,-88,-88,-78,-78,-87,-88,-79,-100,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,411,2600992778167
-75,-76,-100,-100,-75,-82,-83,-82,-67,-67,-68,-77,-77,-77,-77,-100,-100,-100,-79,-68,-79,-86,-68,-79,-69,-71,-78,-78,-78,-57,-58,-76,-76,-58,-77,-100,-68,-69,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-72,-75,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-86,-86,-79,-79,-79,-100,-100,-100,-100,-100,-84,-84,-85,-84,-100,-100,-82,-81,-81,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-85,-91,-90,-100,-100,-100,-100,-100,-100,-84,-84,-83,-100,-88,-100,-100,-90,-100,-100,-100,-87,-100,-100,-100,-100,-100,-94,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,411,2603631077388
-74,-78,-100,-100,-100,-83,-100,-83,-68,-68,-68,-100,-100,-100,-100,-100,-100,-100,-79,-71,-78,-87,-68,-79,-71,-65,-100,-100,-100,-58,-58,-77,-78,-59,-77,-69,-69,-69,-77,-78,-79,-79,-100,-100,-100,-93,-100,-100,-87,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-87,-79,-79,-79,-100,-100,-100,-100,-100,-100,-84,-85,-84,-100,-100,-81,-100,-80,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-85,-86,-88,-79,-79,-92,-91,-100,-100,-84,-100,-100,-100,-100,-100,-93,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,411,2606320953854
