38:17:c3:1f:0e:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:39:c2,44:48:c1:a5:82:31,80:8d:b7:55:39:c0,ac:e2:d3:c4:08:e6,44:48:c1:a5:82:30,80:8d:b7:55:39:c1,44:48:c1:a5:82:32,b0:be:76:f8:30:5e,44:48:c1:a5:82:22,44:48:c1:a5:82:20,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:3a:50,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:f2,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1e:ff:12,38:17:c3:19:d7:60,38:17:c3:19:45:b2,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,66:2a:2f:53:7c:99,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,20:a6:cd:50:24:b1,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,38:17:c3:1e:ff:02,b4:5d:50:e1:96:53,38:17:c3:1e:ff:00,b4:5d:50:e1:96:51,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:70,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:d7:61,20:a6:cd:50:24:b0,b4:5d:50:e1:92:23,00:4e:35:de:e1:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,20:a6:cd:50:24:a0,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:19:45:b1,38:17:c3:1f:01:80,00:4e:35:df:06:42,00:4e:35:df:06:40,b4:5d:50:e1:92:33,00:4e:35:df:06:41,20:a6:cd:42:0b:e3,68:ff:7b:e4:af:38,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,38:17:c3:1f:09:90,72:32:b1:3e:1a:b8,38:17:c3:1f:09:83,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:71:90,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,38:17:c3:19:45:b0,38:17:c3:19:71:92,b4:5d:50:e1:92:32,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,38:17:c3:1f:08:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,38:17:c3:19:55:41,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:19:55:40,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:de:d7:43,38:17:c3:1f:22:31,72:32:b1:3e:1a:b7,00:4e:35:df:0e:12,38:17:c3:19:71:91,a8:bd:27:4c:bd:22,00:4e:35:de:e1:00,38:17:c3:19:36:31,38:17:c3:1f:22:32,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:42,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:1f:22:21,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:20,00:4e:35:df:0e:00,a8:bd:27:4c:bd:20,00:4e:35:df:0e:02,00:4e:35:df:0e:01,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:b1,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:1f:0f:90,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,x,y,timestamp
-100,-82,-86,-88,-89,-100,-100,-100,-79,-78,-79,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-100,-85,-85,-84,-57,-86,-87,-100,-73,-74,-74,-74,-69,-75,-100,-100,-72,-73,-65,-64,-64,-100,-100,-100,-100,-100,-100,-88,-67,-83,-67,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-76,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-83,-82,-74,-100,-100,-100,-73,-77,-78,-100,-100,-100,-100,-100,-100,-88,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,279,3188230521146
-82,-75,-100,-83,-83,-100,-100,-100,-100,-100,-100,-82,-83,-84,-83,-100,-100,-100,-81,-78,-100,-100,-77,-81,-77,-57,-84,-84,-84,-77,-77,-73,-73,-69,-74,-72,-100,-72,-73,-66,-65,-65,-100,-100,-100,-100,-100,-100,-89,-65,-65,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-90,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-93,-100,-100,-81,-81,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,279,3190888468286
-82,-72,-100,-82,-83,-100,-100,-100,-74,-76,-74,-100,-84,-84,-83,-100,-100,-100,-100,-77,-81,-100,-76,-100,-77,-57,-85,-85,-86,-72,-72,-74,-74,-68,-74,-71,-71,-70,-75,-71,-69,-69,-100,-100,-100,-100,-100,-100,-87,-66,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,279,3193572609959
-100,-72,-100,-100,-100,-84,-84,-100,-76,-76,-76,-100,-83,-83,-83,-100,-100,-100,-80,-77,-100,-100,-78,-80,-78,-57,-85,-85,-84,-71,-72,-73,-73,-70,-74,-71,-71,-71,-73,-64,-63,-63,-100,-100,-100,-100,-100,-100,-86,-66,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-71,-68,-100,-71,-100,-100,-100,-78,-80,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-80,-72,-72,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,279,3196009921556
-81,-100,-86,-81,-81,-100,-100,-100,-100,-100,-100,-100,-83,-84,-83,-100,-100,-100,-100,-79,-82,-100,-79,-81,-79,-62,-100,-87,-86,-66,-67,-74,-73,-67,-74,-74,-73,-73,-74,-57,-57,-57,-100,-100,-100,-100,-100,-100,-87,-59,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-78,-88,-88,-88,-100,-100,-100,-100,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-63,-64,-100,-100,-64,-80,-80,-100,-100,-100,-100,-100,-100,-84,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,263,3415268574075
-80,-100,-100,-79,-80,-100,-100,-100,-75,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-81,-62,-100,-85,-100,-66,-67,-74,-74,-67,-73,-100,-100,-100,-74,-57,-57,-57,-100,-100,-100,-100,-100,-100,-88,-67,-76,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-89,-88,-90,-100,-100,-100,-100,-100,-69,-100,-100,-70,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-66,-66,-100,-100,-66,-81,-81,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,263,3417915005172
-82,-80,-84,-81,-80,-100,-100,-100,-75,-75,-75,-100,-81,-81,-81,-100,-100,-100,-83,-80,-100,-100,-81,-83,-80,-65,-100,-100,-100,-66,-66,-75,-75,-66,-100,-100,-100,-100,-100,-58,-58,-58,-100,-100,-100,-100,-100,-100,-87,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-89,-100,-100,-100,-100,-100,-100,-67,-100,-100,-67,-100,-94,-100,-100,-100,-82,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-80,-79,-100,-100,-100,-100,-66,-83,-81,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,263,3420570596218
-78,-79,-100,-79,-78,-100,-100,-100,-75,-75,-76,-83,-84,-84,-83,-100,-100,-100,-82,-80,-83,-100,-80,-82,-79,-67,-86,-86,-86,-66,-65,-74,-73,-66,-75,-100,-100,-100,-100,-63,-63,-63,-100,-100,-100,-100,-100,-100,-89,-66,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-89,-100,-100,-100,-100,-100,-67,-67,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-65,-64,-100,-100,-66,-80,-79,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,263,3423225861066
-80,-80,-85,-81,-82,-100,-100,-100,-76,-75,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-62,-86,-100,-86,-65,-64,-100,-72,-65,-72,-100,-100,-100,-73,-60,-60,-60,-100,-100,-100,-100,-100,-100,-89,-64,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-76,-90,-88,-89,-100,-100,-100,-100,-100,-65,-66,-100,-66,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-78,-79,-65,-65,-100,-100,-66,-81,-80,-100,-100,-100,-100,-100,-100,-78,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-84,-100,-89,-89,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,263,3425900241072
-81,-100,-87,-82,-82,-89,-89,-88,-77,-78,-77,-100,-100,-83,-100,-100,-100,-100,-81,-100,-81,-100,-100,-82,-100,-64,-86,-87,-86,-64,-65,-100,-100,-66,-100,-100,-100,-100,-100,-52,-57,-58,-100,-100,-100,-100,-100,-100,-100,-68,-81,-68,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-86,-100,-100,-100,-100,-100,-75,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-91,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,263,3428553174409
-100,-78,-100,-100,-100,-100,-100,-100,-76,-75,-77,-85,-86,-85,-100,-100,-100,-100,-82,-87,-100,-100,-86,-82,-88,-59,-100,-85,-100,-71,-71,-78,-78,-72,-78,-100,-100,-100,-79,-64,-63,-64,-100,-100,-100,-100,-100,-100,-88,-64,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-71,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-68,-68,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,246,3519785465529
-100,-84,-100,-100,-100,-100,-100,-100,-76,-76,-76,-84,-85,-83,-87,-100,-100,-100,-85,-90,-100,-100,-88,-100,-90,-56,-100,-100,-100,-75,-75,-100,-100,-71,-100,-100,-70,-71,-100,-55,-56,-56,-100,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-66,-68,-100,-67,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-68,-68,-100,-100,-68,-79,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-90,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,246,3522350080316
-80,-82,-86,-80,-81,-100,-100,-100,-76,-76,-76,-86,-86,-86,-87,-100,-100,-100,-100,-87,-83,-100,-88,-82,-88,-61,-100,-85,-86,-74,-74,-79,-78,-69,-78,-100,-100,-100,-100,-59,-53,-59,-100,-100,-100,-100,-100,-100,-100,-67,-65,-67,-100,-100,-100,-100,-100,-100,-100,-100,-74,-87,-88,-87,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-93,-74,-100,-74,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-66,-66,-100,-100,-67,-79,-79,-100,-100,-100,-100,-100,-100,-86,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,246,3525030992666
-80,-100,-100,-79,-79,-100,-100,-100,-76,-75,-75,-100,-85,-84,-85,-100,-100,-100,-82,-87,-100,-100,-88,-100,-87,-57,-100,-84,-84,-73,-72,-74,-75,-70,-75,-73,-73,-71,-74,-61,-61,-61,-100,-100,-100,-100,-100,-100,-87,-64,-63,-64,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-75,-76,-67,-68,-100,-100,-68,-82,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,246,3527681638086
-100,-100,-86,-100,-100,-89,-89,-90,-76,-77,-77,-88,-88,-88,-87,-100,-100,-100,-84,-87,-83,-100,-86,-83,-87,-56,-85,-86,-86,-74,-74,-74,-75,-71,-74,-73,-72,-71,-74,-60,-60,-59,-100,-100,-100,-100,-100,-100,-100,-64,-64,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-69,-71,-100,-69,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-78,-100,-100,-100,-77,-78,-71,-72,-100,-100,-71,-81,-81,-100,-100,-100,-100,-100,-100,-86,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,246,3530253611416
-100,-79,-100,-100,-100,-100,-100,-100,-75,-75,-76,-84,-84,-84,-84,-100,-100,-100,-84,-84,-100,-100,-83,-100,-83,-55,-100,-100,-100,-74,-74,-75,-74,-72,-76,-72,-72,-100,-74,-61,-62,-61,-100,-100,-100,-100,-100,-100,-88,-65,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-88,-88,-88,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-76,-100,-68,-68,-100,-100,-68,-80,-80,-100,-100,-100,-100,-100,-100,-86,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,246,3532908605899
-90,-83,-100,-100,-100,-100,-100,-100,-77,-76,-76,-100,-100,-100,-100,-100,-100,-100,-87,-84,-86,-100,-84,-88,-84,-51,-100,-90,-100,-71,-71,-76,-76,-71,-75,-100,-100,-100,-100,-58,-60,-60,-100,-100,-100,-100,-100,-100,-91,-57,-57,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-90,-100,-100,-100,-100,-100,-66,-65,-100,-64,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-76,-76,-62,-61,-100,-100,-62,-82,-83,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,230,3603670863521
-87,-100,-85,-87,-89,-100,-100,-100,-76,-77,-76,-91,-91,-100,-91,-100,-100,-100,-87,-83,-100,-100,-84,-100,-84,-52,-100,-100,-100,-72,-72,-79,-100,-72,-77,-100,-100,-100,-77,-58,-60,-60,-100,-100,-100,-100,-100,-100,-89,-57,-57,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-81,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-61,-61,-100,-100,-61,-83,-83,-100,-100,-100,-100,-100,-100,-80,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,230,3606331685661
-87,-78,-100,-88,-86,-100,-100,-100,-79,-78,-78,-86,-86,-87,-86,-100,-100,-100,-87,-83,-100,-100,-84,-100,-84,-54,-100,-100,-100,-72,-72,-76,-76,-73,-76,-100,-100,-100,-77,-57,-59,-59,-100,-100,-100,-100,-100,-100,-89,-57,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-72,-89,-89,-90,-100,-100,-100,-100,-100,-64,-63,-100,-64,-100,-91,-83,-83,-83,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-78,-100,-100,-100,-77,-77,-64,-64,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,230,3608992767384
-100,-81,-86,-100,-100,-100,-100,-100,-79,-79,-79,-90,-92,-92,-100,-100,-100,-100,-86,-87,-86,-100,-87,-86,-86,-52,-100,-100,-100,-74,-75,-80,-80,-74,-79,-100,-100,-100,-80,-55,-57,-56,-100,-100,-100,-100,-100,-100,-89,-60,-60,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-89,-87,-89,-100,-100,-100,-100,-100,-63,-62,-100,-63,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-64,-100,-100,-64,-80,-80,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,230,3611650918118
-100,-84,-100,-100,-100,-100,-100,-100,-76,-76,-78,-91,-91,-91,-91,-100,-100,-100,-100,-86,-85,-100,-87,-86,-87,-55,-100,-100,-100,-72,-73,-100,-100,-86,-100,-100,-100,-100,-100,-56,-56,-57,-100,-100,-90,-100,-100,-100,-88,-56,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-91,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-92,-100,-65,-64,-100,-66,-100,-93,-80,-80,-79,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-85,-100,-100,-100,-77,-78,-66,-66,-100,-100,-66,-81,-81,-100,-100,-100,-100,-100,-100,-80,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,230,3614310801873
-100,-82,-100,-100,-100,-92,-100,-100,-77,-76,-77,-88,-87,-87,-88,-100,-100,-100,-86,-82,-86,-100,-83,-86,-82,-54,-91,-90,-100,-73,-74,-78,-77,-74,-77,-100,-81,-82,-100,-56,-59,-59,-100,-100,-100,-100,-100,-100,-100,-57,-58,-57,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-89,-100,-100,-100,-91,-100,-65,-67,-100,-65,-100,-94,-80,-80,-79,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-75,-100,-100,-100,-77,-76,-63,-63,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,257,230,3616977077190
