60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:10,44:48:c1:91:d0:11,38:17:c3:1f:14:12,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:1f:14:11,44:48:c1:91:d0:10,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:00,38:17:c3:1f:14:00,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:82,44:48:c1:91:d0:02,44:48:c1:91:95:a2,44:48:c1:91:95:b2,44:48:c1:91:95:b0,44:48:c1:91:95:b3,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,38:17:c3:24:47:50,20:a6:cd:42:0a:c1,44:48:c1:91:95:b1,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,38:17:c3:24:47:52,a8:bd:27:4c:aa:90,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,00:4e:35:de:d7:43,44:48:c1:91:d0:04,38:17:c3:1f:09:81,44:48:c1:91:95:a0,b4:5d:50:e1:96:43,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:95:a3,38:17:c3:1f:09:80,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,b4:5d:50:e1:96:40,38:17:c3:19:45:a0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:83,38:17:c3:24:56:50,44:48:c1:91:aa:21,38:17:c3:1f:09:83,44:48:c1:91:95:a1,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,38:17:c3:19:d7:71,20:a6:cd:42:0b:f1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,68:ff:7b:e4:af:39,80:8d:b7:55:25:f2,72:32:b1:3e:1a:b7,80:8d:b7:55:35:10,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,80:8d:b7:55:35:11,80:8d:b7:55:3a:42,38:17:c3:1e:ff:10,80:8d:b7:55:3a:40,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,ea:9e:b4:53:24:54,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:19:71:91,38:17:c3:19:71:81,38:17:c3:19:71:80,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:02,80:8d:b7:55:29:c1,80:8d:b7:55:29:d0,80:8d:b7:55:29:c2,68:ff:7b:e4:af:38,80:8d:b7:55:29:d2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,00:4e:35:df:06:52,38:17:c3:1f:0e:10,80:8d:b7:55:29:d1,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,80:8d:b7:55:29:c0,20:a6:cd:50:24:b2,00:4e:35:df:06:41,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:df:06:42,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:22,x,y,timestamp
-100,-100,-92,-62,-63,-73,-72,-72,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-85,-100,-100,-73,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-76,-76,-76,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-82,-82,-70,-82,-76,-100,-77,-76,-76,-69,-76,-69,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,371,687,1829340646296
-100,-87,-94,-64,-64,-71,-71,-71,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-86,-100,-100,-72,-72,-72,-88,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-75,-74,-75,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-76,-78,-78,-78,-76,-68,-77,-68,-100,-100,-89,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,371,687,1831901177853
-100,-87,-100,-64,-64,-71,-71,-70,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-100,-100,-87,-100,-100,-71,-71,-72,-87,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-75,-75,-74,-66,-90,-100,-100,-89,-100,-76,-100,-100,-100,-67,-82,-82,-68,-82,-76,-78,-78,-77,-75,-67,-76,-67,-100,-100,-89,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,371,687,1834557418066
-100,-84,-94,-64,-63,-72,-72,-71,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-85,-100,-100,-73,-72,-72,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-75,-100,-100,-67,-100,-100,-100,-92,-100,-100,-100,-100,-100,-66,-81,-81,-66,-81,-100,-78,-78,-78,-100,-67,-100,-66,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,371,687,1837221970467
-100,-100,-91,-64,-64,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-87,-100,-100,-73,-72,-72,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-90,-100,-100,-90,-100,-100,-100,-100,-100,-67,-100,-100,-67,-100,-76,-100,-78,-77,-77,-67,-77,-67,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,371,687,1839781213690
-100,-100,-93,-64,-63,-72,-71,-71,-64,-100,-100,-100,-100,-88,-100,-100,-100,-100,-88,-100,-87,-100,-100,-86,-100,-100,-72,-72,-72,-88,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-75,-75,-75,-67,-100,-100,-100,-91,-100,-77,-100,-100,-100,-67,-81,-81,-67,-81,-76,-77,-78,-77,-76,-67,-76,-66,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,371,687,1842362747437
-87,-86,-100,-67,-67,-73,-72,-72,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-100,-100,-84,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-86,-100,-76,-77,-77,-66,-80,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-69,-100,-73,-83,-82,-83,-73,-69,-74,-69,-100,-100,-87,-87,-87,-87,-91,-87,-88,-88,-100,-87,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,386,687,1883831733547
-85,-100,-100,-67,-68,-73,-73,-73,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-100,-100,-84,-100,-100,-77,-77,-77,-88,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-74,-100,-100,-100,-69,-100,-100,-68,-100,-73,-81,-100,-100,-73,-68,-73,-68,-100,-100,-86,-86,-100,-87,-92,-100,-100,-100,-100,-86,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,386,687,1886488587614
-85,-100,-100,-67,-67,-73,-73,-73,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-83,-100,-100,-75,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-77,-100,-77,-66,-100,-100,-100,-100,-100,-78,-100,-100,-100,-68,-80,-80,-69,-80,-73,-82,-100,-100,-73,-68,-73,-69,-87,-100,-86,-87,-88,-86,-92,-88,-100,-100,-100,-87,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,386,687,1889040230681
-100,-100,-92,-67,-67,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-83,-100,-100,-76,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-76,-76,-100,-68,-100,-100,-100,-100,-100,-75,-100,-100,-100,-69,-81,-80,-69,-80,-73,-81,-82,-82,-73,-68,-74,-69,-100,-100,-87,-87,-100,-86,-93,-88,-100,-100,-100,-86,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,386,687,1891606233957
-100,-87,-100,-67,-69,-73,-100,-73,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-83,-100,-100,-76,-76,-76,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-77,-77,-76,-66,-100,-100,-100,-100,-100,-75,-100,-100,-100,-69,-80,-79,-69,-81,-73,-80,-82,-82,-73,-68,-73,-68,-100,-100,-87,-87,-87,-87,-91,-89,-88,-89,-100,-87,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,386,687,1894170830098
-100,-100,-100,-67,-68,-73,-74,-73,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-84,-100,-100,-76,-76,-76,-87,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-76,-100,-77,-66,-100,-100,-100,-100,-100,-77,-100,-100,-100,-69,-80,-80,-68,-79,-73,-81,-81,-81,-72,-69,-73,-69,-85,-100,-87,-86,-100,-86,-94,-89,-100,-90,-100,-87,-92,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,386,687,1896831158228
-100,-100,-100,-64,-63,-73,-73,-73,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-84,-100,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-79,-80,-80,-70,-85,-100,-100,-100,-100,-71,-100,-100,-100,-68,-74,-73,-67,-74,-67,-100,-74,-75,-68,-68,-68,-67,-84,-100,-87,-88,-100,-88,-100,-100,-100,-100,-100,-88,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,687,1958884015816
-100,-100,-100,-63,-63,-73,-73,-73,-63,-100,-100,-100,-100,-87,-100,-100,-100,-100,-83,-100,-83,-100,-100,-83,-100,-100,-69,-69,-70,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-73,-73,-68,-73,-69,-73,-74,-74,-68,-68,-68,-68,-100,-100,-88,-88,-100,-88,-93,-100,-100,-100,-100,-88,-100,-92,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,687,1961541873685
-100,-84,-100,-64,-63,-73,-74,-73,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-84,-100,-100,-72,-70,-70,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-73,-68,-73,-69,-73,-73,-73,-68,-68,-69,-68,-84,-100,-87,-89,-87,-88,-93,-100,-100,-100,-100,-88,-100,-100,-100,-92,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,687,1964101552950
-100,-100,-100,-63,-63,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-100,-100,-83,-100,-100,-70,-71,-70,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-77,-68,-100,-100,-100,-89,-100,-71,-100,-100,-100,-100,-73,-73,-100,-73,-68,-100,-73,-73,-68,-100,-68,-100,-84,-100,-88,-87,-100,-88,-100,-89,-100,-100,-100,-88,-100,-92,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,687,1966673982425
-100,-86,-100,-63,-63,-73,-73,-72,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-84,-100,-100,-70,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-78,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-73,-73,-67,-73,-70,-73,-73,-72,-69,-68,-68,-68,-83,-100,-88,-88,-100,-88,-92,-100,-100,-100,-100,-87,-100,-92,-100,-91,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,687,1969237710285
-87,-100,-100,-64,-63,-73,-73,-100,-65,-100,-100,-100,-100,-91,-100,-100,-100,-100,-84,-100,-83,-100,-100,-84,-100,-100,-70,-70,-70,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-59,-100,-100,-100,-88,-100,-73,-100,-100,-100,-69,-73,-73,-68,-73,-69,-100,-74,-72,-68,-67,-68,-68,-83,-100,-87,-88,-87,-87,-92,-90,-89,-100,-100,-87,-100,-100,-100,-91,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,687,1971770067204
-85,-100,-100,-67,-69,-74,-75,-75,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-100,-86,-100,-100,-76,-77,-76,-86,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-57,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-73,-72,-73,-72,-72,-83,-84,-84,-72,-72,-100,-73,-100,-100,-86,-86,-88,-86,-88,-88,-88,-100,-86,-86,-100,-89,-88,-100,-100,-100,-100,-86,-88,-88,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,416,687,2018797594649
-100,-100,-100,-68,-67,-76,-75,-75,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-84,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-72,-72,-75,-72,-72,-84,-100,-100,-72,-74,-73,-74,-100,-100,-87,-86,-89,-86,-88,-100,-100,-100,-100,-86,-100,-89,-89,-100,-100,-100,-100,-86,-88,-87,-89,-93,-87,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,416,687,2021448592934
-100,-100,-100,-68,-69,-76,-77,-76,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-100,-100,-84,-100,-100,-75,-74,-76,-86,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-75,-75,-75,-75,-100,-100,-100,-100,-100,-79,-100,-100,-100,-74,-72,-72,-75,-72,-72,-83,-83,-83,-72,-74,-71,-74,-85,-100,-88,-88,-88,-88,-88,-86,-100,-88,-88,-87,-100,-88,-87,-87,-100,-100,-100,-87,-100,-88,-88,-93,-88,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,416,687,2024114855283
