60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,44:48:c1:91:d0:12,44:48:c1:91:d0:10,44:48:c1:91:d0:11,44:48:c1:91:d0:14,9c:d6:43:60:92:e0,b4:5d:50:e1:96:50,38:17:c3:1f:00:a2,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:00:a1,44:48:c1:91:d0:04,38:17:c3:1f:19:d1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,44:48:c1:91:95:b1,38:17:c3:1f:09:83,44:48:c1:91:95:b0,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:d0:02,38:17:c3:19:45:b2,44:48:c1:91:d0:01,38:17:c3:19:45:b1,38:17:c3:24:47:52,38:17:c3:19:45:b0,38:17:c3:1f:09:92,38:17:c3:24:47:50,38:17:c3:24:47:51,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:93,a8:bd:27:4c:aa:93,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:90,38:17:c3:1f:00:a0,38:17:c3:22:5e:f0,20:a6:cd:42:13:f0,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:40,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c2,44:48:c1:91:d0:00,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c1,44:48:c1:91:95:a2,44:48:c1:91:95:a1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c0,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,38:17:c3:24:56:50,a8:bd:27:4c:aa:82,b4:5d:50:e1:96:43,38:17:c3:19:45:a2,38:17:c3:19:45:a0,ac:e2:d3:c4:08:e6,38:17:c3:1a:cf:d0,38:17:c3:19:45:a1,38:17:c3:22:61:90,38:17:c3:19:d7:70,44:48:c1:91:95:a0,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:22:61:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:71,38:17:c3:19:d7:62,80:8d:b7:55:25:e3,38:17:c3:19:36:30,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:25:f2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:12,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,72:32:b1:3e:1a:b7,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:19:71:92,38:17:c3:19:71:91,ea:9e:b4:53:24:54,80:8d:b7:55:29:d2,80:8d:b7:55:39:d1,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:39:d0,20:a6:cd:50:24:b0,38:17:c3:19:36:20,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:71:81,68:ff:7b:e4:af:39,80:8d:b7:55:39:d2,80:8d:b7:55:39:c2,38:17:c3:1e:ff:12,38:17:c3:19:71:80,38:17:c3:1f:22:30,38:17:c3:19:71:82,38:17:c3:1e:ff:01,80:8d:b7:55:29:c1,38:17:c3:1e:ff:02,38:17:c3:1e:ff:11,20:a6:cd:50:24:b1,80:8d:b7:55:29:c2,80:8d:b7:55:39:c1,38:17:c3:1e:ff:00,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:df:06:50,80:8d:b7:55:29:c0,20:a6:cd:50:24:b2,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,b4:5d:50:e1:92:23,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:22,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,x,y,timestamp
-100,-100,-68,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-59,-58,-57,-100,-77,-100,-100,-100,-79,-80,-100,-85,-84,-82,-80,-83,-83,-79,-100,-87,-100,-100,-100,-100,-100,-100,-86,-83,-100,-100,-85,-100,-93,-100,-100,-100,-85,-100,-88,-100,-100,-87,-89,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,697,692,2778479547203
-100,-100,-70,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-58,-58,-56,-58,-100,-100,-100,-100,-81,-91,-82,-84,-84,-83,-80,-83,-83,-81,-100,-86,-100,-100,-100,-100,-86,-86,-86,-82,-100,-100,-83,-100,-93,-90,-100,-100,-84,-100,-100,-100,-100,-87,-90,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-88,-100,-100,-100,-86,-100,-85,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,697,692,2781041978188
-100,-100,-70,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-59,-59,-58,-59,-78,-100,-100,-100,-100,-100,-83,-85,-84,-83,-100,-83,-84,-100,-100,-86,-100,-80,-100,-100,-84,-84,-85,-84,-82,-82,-84,-100,-93,-91,-100,-100,-85,-81,-100,-82,-81,-87,-89,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-91,-85,-84,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,697,692,2783703052151
-100,-100,-71,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-57,-100,-100,-59,-59,-58,-59,-100,-100,-100,-100,-100,-100,-100,-85,-84,-84,-100,-83,-83,-100,-100,-85,-80,-100,-100,-100,-84,-85,-85,-100,-83,-82,-83,-100,-93,-92,-100,-100,-84,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-88,-100,-100,-85,-100,-100,-100,-100,-93,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,697,692,2786345975278
-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-53,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-53,-100,-100,-62,-62,-52,-62,-100,-100,-100,-100,-81,-81,-100,-80,-81,-83,-81,-83,-84,-81,-83,-83,-100,-100,-100,-80,-81,-82,-100,-81,-80,-80,-80,-100,-100,-92,-100,-100,-83,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-85,-100,-100,-91,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,746,692,2842864012107
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-53,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-52,-100,-100,-61,-61,-52,-61,-77,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-83,-100,-100,-79,-83,-100,-100,-100,-83,-82,-83,-100,-80,-79,-100,-100,-100,-91,-100,-100,-83,-100,-88,-100,-100,-88,-87,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-85,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,746,692,2845440808405
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-52,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-53,-100,-100,-62,-61,-54,-62,-100,-100,-100,-100,-82,-80,-100,-81,-81,-83,-81,-83,-83,-81,-100,-82,-100,-100,-100,-100,-83,-82,-83,-80,-80,-80,-81,-100,-100,-92,-100,-100,-86,-100,-88,-100,-100,-89,-86,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,746,692,2847981134648
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-62,-62,-51,-61,-100,-100,-100,-100,-82,-81,-100,-100,-100,-83,-81,-84,-82,-82,-100,-84,-100,-83,-100,-100,-82,-83,-82,-100,-100,-80,-100,-100,-100,-93,-100,-100,-81,-84,-89,-84,-84,-89,-87,-100,-100,-100,-100,-100,-88,-87,-100,-100,-91,-100,-100,-100,-100,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,746,692,2850567099228
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-53,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-53,-100,-100,-62,-61,-53,-62,-77,-100,-100,-100,-82,-82,-81,-80,-80,-81,-82,-81,-81,-81,-100,-84,-100,-100,-100,-100,-83,-83,-82,-81,-100,-100,-80,-100,-100,-90,-100,-100,-100,-100,-87,-100,-100,-87,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,746,692,2853142446985
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-63,-62,-53,-100,-100,-100,-100,-100,-82,-81,-100,-81,-81,-82,-82,-81,-83,-82,-100,-100,-100,-100,-100,-100,-82,-83,-82,-81,-100,-100,-81,-100,-100,-94,-100,-100,-100,-100,-88,-100,-100,-87,-86,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,746,692,2855658467235
-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-58,-59,-54,-58,-100,-100,-100,-100,-100,-100,-100,-86,-87,-79,-100,-79,-79,-100,-100,-84,-100,-100,-100,-85,-83,-84,-100,-85,-86,-86,-86,-100,-100,-100,-100,-100,-100,-79,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-88,-100,-85,-86,-100,-100,-100,-86,-100,-100,-80,-100,-80,-100,-100,-100,-87,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,770,692,2906878370723
-100,-100,-73,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-51,-100,-83,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-58,-100,-55,-100,-100,-100,-100,-100,-82,-100,-100,-86,-87,-79,-82,-79,-79,-90,-100,-83,-100,-100,-100,-100,-83,-83,-84,-87,-100,-86,-87,-100,-100,-100,-100,-100,-100,-79,-88,-79,-79,-88,-100,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,770,692,2909437515509
-100,-100,-75,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-57,-57,-53,-57,-78,-100,-100,-100,-81,-81,-100,-87,-86,-79,-81,-79,-79,-81,-100,-83,-100,-84,-84,-100,-100,-100,-100,-87,-100,-84,-86,-100,-89,-93,-100,-100,-100,-80,-85,-80,-81,-85,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-90,-100,-83,-100,-84,-100,-87,-100,-100,-100,-80,-81,-80,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,770,692,2912004371859
-100,-100,-75,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-58,-58,-55,-58,-100,-100,-100,-100,-82,-100,-100,-88,-87,-77,-83,-77,-77,-82,-100,-85,-100,-100,-100,-100,-100,-100,-100,-88,-100,-84,-87,-100,-100,-100,-100,-100,-100,-83,-87,-100,-100,-87,-87,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-100,-84,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,770,692,2914667767020
-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-58,-58,-56,-58,-100,-100,-100,-100,-83,-85,-100,-87,-87,-78,-85,-78,-77,-83,-100,-83,-100,-100,-100,-100,-83,-83,-83,-86,-100,-100,-86,-100,-89,-100,-100,-100,-100,-80,-87,-100,-100,-85,-87,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-84,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,770,692,2917326350254
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-53,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-58,-58,-59,-58,-100,-100,-100,-100,-82,-83,-100,-87,-88,-77,-82,-78,-77,-83,-100,-84,-100,-100,-100,-100,-83,-84,-84,-87,-100,-100,-87,-100,-90,-100,-100,-100,-100,-80,-86,-80,-100,-87,-87,-100,-100,-100,-100,-100,-86,-100,-100,-100,-89,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,770,692,2919880248477
-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-52,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-52,-100,-100,-59,-59,-52,-59,-100,-100,-100,-100,-83,-83,-100,-84,-85,-79,-83,-79,-79,-82,-100,-100,-100,-100,-100,-100,-87,-87,-86,-85,-100,-100,-85,-100,-94,-93,-100,-100,-100,-100,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-86,-100,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,794,692,2964625827361
-100,-100,-79,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-59,-59,-52,-100,-100,-100,-100,-100,-84,-83,-82,-86,-85,-79,-84,-79,-78,-84,-100,-100,-80,-100,-100,-83,-87,-87,-87,-85,-81,-82,-85,-100,-92,-90,-93,-100,-100,-77,-100,-77,-77,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-100,-89,-88,-100,-90,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,794,692,2967208946317
-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-52,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-51,-100,-100,-58,-58,-51,-58,-78,-100,-100,-100,-82,-82,-80,-85,-84,-79,-81,-79,-79,-81,-100,-87,-81,-100,-83,-100,-100,-100,-100,-85,-100,-100,-85,-100,-92,-92,-100,-100,-85,-77,-87,-77,-77,-100,-88,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-89,-100,-88,-100,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,794,692,2969867070123
-100,-100,-73,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-59,-59,-52,-59,-100,-100,-100,-100,-100,-100,-82,-87,-87,-79,-100,-79,-79,-100,-100,-100,-100,-100,-100,-83,-85,-85,-85,-87,-83,-100,-87,-100,-100,-94,-100,-100,-100,-100,-85,-100,-100,-85,-89,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-85,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,794,692,2972509100022
