60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:14:11,b4:5d:50:e1:96:51,38:17:c3:1f:14:12,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,60:32:b1:3e:1a:b8,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:c3,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:95:b0,44:48:c1:91:95:b3,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:1f:09:92,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,20:a6:cd:42:13:f2,20:a6:cd:42:13:f1,38:17:c3:1f:00:b0,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,44:48:c1:91:d0:11,38:17:c3:1f:00:a0,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:1f:09:90,38:17:c3:24:47:50,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,20:a6:cd:42:13:f0,38:17:c3:19:36:30,38:17:c3:22:61:90,38:17:c3:19:d7:70,72:32:b1:3e:1a:b8,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:04,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:14:00,38:17:c3:24:56:50,38:17:c3:22:5e:f0,b6:e6:2d:69:d5:58,38:17:c3:22:61:92,20:a6:cd:42:13:e2,00:4e:35:de:d7:43,20:a6:cd:42:13:e0,38:17:c3:1f:1c:10,38:17:c3:1a:cf:d0,b4:5d:50:e1:96:43,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c1,44:48:c1:91:d0:02,20:a6:cd:42:0a:c0,38:17:c3:1f:19:c2,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c2,66:2a:2f:53:7c:99,44:48:c1:91:aa:21,44:48:c1:91:aa:22,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,44:48:c1:91:d0:01,44:48:c1:91:aa:20,38:17:c3:1f:09:81,44:48:c1:91:95:a0,ac:e2:d3:c4:08:e6,38:17:c3:1f:09:80,38:17:c3:1f:19:c0,80:8d:b7:55:25:e3,44:48:c1:91:95:a1,38:17:c3:19:45:a1,44:48:c1:91:95:a2,38:17:c3:1f:19:f2,38:17:c3:1f:19:c1,20:a6:cd:42:0b:e3,38:17:c3:19:45:a0,44:48:c1:91:d0:00,38:17:c3:19:45:a2,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:60,38:17:c3:19:d7:62,20:a6:cd:42:0b:e2,72:32:b1:3e:1a:b7,38:17:c3:19:d7:61,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,ea:9e:b4:53:24:54,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:12,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,80:8d:b7:55:3a:40,80:8d:b7:55:29:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,68:ff:7b:e4:af:39,38:17:c3:19:71:90,38:17:c3:19:71:91,00:4e:35:df:06:52,38:17:c3:1e:ff:11,20:a6:cd:50:24:b0,68:ff:7b:e4:af:38,38:17:c3:19:71:92,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1e:ff:01,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:1e:ff:00,38:17:c3:19:71:80,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:1e:ff:12,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:0e:10,80:8d:b7:55:39:c2,00:4e:35:df:06:40,80:8d:b7:55:39:c0,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,38:17:c3:19:36:22,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,00:4e:35:df:06:41,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:51,44:48:c1:a5:82:30,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:50,38:17:c3:1f:0e:01,00:4e:35:de:e1:11,38:17:c3:1f:22:20,00:4e:35:de:e1:10,38:17:c3:1f:22:22,38:17:c3:1f:22:21,00:4e:35:de:e1:01,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:0e:00,80:8d:b7:55:4d:10,80:8d:b7:55:4d:01,38:17:c3:1f:0e:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:11,80:8d:b7:55:4d:12,80:8d:b7:55:4d:02,x,y,label
-100,-72,-72,-80,-100,-80,-100,-100,-83,-100,-100,-100,-100,-100,-100,-85,-63,-63,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-80,-100,-100,-100,-63,-100,-100,-100,-69,-100,-100,-100,-100,-100,-87,-100,-66,-100,-84,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-67,-100,-100,-100,-65,-67,-100,-67,-100,-100,-66,-70,-70,-70,-68,-66,-70,-68,-65,-65,-67,-85,-65,-87,-100,-79,-78,-78,-79,-79,-79,-80,-79,-82,-83,-84,-83,-86,-79,-83,-83,-100,-100,-100,-81,-84,-100,-88,-78,-82,-100,-83,-100,-87,-86,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-73,-72,-79,-100,-79,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-60,-60,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-79,-100,-100,-100,-60,-100,-100,-100,-70,-100,-100,-100,-100,-100,-87,-100,-65,-81,-82,-82,-100,-100,-85,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-65,-70,-70,-70,-68,-65,-70,-68,-65,-65,-67,-85,-71,-87,-100,-80,-81,-80,-78,-81,-78,-78,-79,-82,-83,-83,-83,-83,-81,-84,-84,-100,-100,-100,-81,-83,-100,-88,-100,-82,-100,-83,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-72,-72,-81,-100,-82,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-60,-60,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-81,-100,-100,-100,-61,-100,-100,-100,-67,-100,-100,-100,-100,-100,-86,-100,-66,-81,-82,-82,-100,-85,-85,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-78,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-66,-69,-70,-70,-68,-65,-69,-68,-65,-65,-67,-86,-71,-100,-100,-80,-80,-80,-78,-80,-78,-78,-78,-84,-83,-83,-83,-86,-81,-84,-83,-100,-89,-100,-81,-82,-100,-89,-100,-82,-100,-100,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-72,-72,-81,-100,-81,-100,-100,-81,-100,-100,-89,-100,-100,-100,-100,-61,-60,-100,-100,-100,-100,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-82,-100,-100,-100,-61,-100,-100,-100,-68,-100,-100,-100,-100,-100,-86,-100,-66,-81,-82,-82,-100,-85,-84,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-78,-100,-100,-100,-100,-100,-64,-70,-100,-100,-100,-100,-65,-70,-69,-70,-68,-65,-69,-67,-69,-100,-67,-86,-71,-100,-88,-80,-80,-80,-78,-80,-78,-78,-78,-84,-83,-82,-83,-84,-82,-84,-83,-100,-89,-100,-100,-82,-100,-89,-100,-82,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-68,-68,-81,-100,-81,-100,-100,-81,-100,-100,-89,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-82,-100,-100,-100,-71,-100,-100,-100,-67,-100,-100,-100,-100,-100,-85,-100,-69,-100,-82,-100,-100,-85,-84,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-78,-100,-100,-100,-100,-100,-66,-70,-100,-100,-100,-100,-69,-74,-74,-74,-68,-69,-74,-67,-69,-64,-67,-85,-64,-84,-88,-81,-82,-82,-81,-82,-78,-78,-78,-82,-81,-80,-81,-84,-87,-82,-81,-100,-89,-100,-100,-81,-83,-89,-79,-79,-100,-100,-100,-100,-88,-100,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-69,-69,-80,-100,-79,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-79,-100,-100,-100,-67,-100,-100,-100,-67,-100,-100,-100,-100,-100,-87,-100,-68,-100,-100,-100,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-78,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-67,-72,-72,-72,-100,-67,-72,-71,-62,-61,-100,-85,-62,-84,-100,-80,-82,-81,-85,-82,-100,-100,-100,-83,-81,-80,-80,-100,-84,-83,-83,-100,-100,-100,-100,-81,-83,-89,-78,-79,-100,-79,-100,-100,-88,-100,-86,-100,-87,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-68,-67,-80,-100,-81,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-72,-64,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-81,-100,-100,-100,-72,-100,-100,-100,-70,-100,-100,-100,-100,-100,-87,-100,-68,-100,-100,-100,-100,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-78,-100,-100,-100,-100,-100,-65,-70,-100,-100,-100,-100,-68,-73,-73,-73,-100,-67,-72,-71,-63,-61,-100,-86,-62,-84,-85,-81,-81,-81,-80,-81,-100,-79,-100,-83,-81,-81,-81,-82,-84,-83,-83,-100,-100,-100,-100,-81,-83,-89,-78,-79,-100,-79,-100,-100,-88,-100,-88,-100,-87,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-70,-70,-80,-100,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-80,-100,-100,-100,-71,-100,-100,-100,-71,-100,-100,-100,-100,-100,-85,-100,-68,-100,-100,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-77,-100,-70,-100,-100,-100,-67,-70,-100,-70,-100,-100,-68,-74,-74,-74,-73,-68,-74,-73,-63,-61,-73,-87,-62,-85,-85,-82,-81,-81,-78,-81,-78,-79,-79,-84,-80,-80,-81,-83,-83,-83,-83,-100,-100,-100,-100,-79,-100,-100,-78,-78,-100,-79,-100,-100,-100,-100,-88,-100,-100,-86,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-72,-72,-80,-100,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-80,-100,-100,-100,-73,-100,-100,-100,-72,-100,-100,-100,-100,-100,-85,-100,-67,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-67,-100,-70,-100,-100,-100,-67,-70,-100,-70,-100,-100,-67,-74,-75,-75,-73,-67,-75,-73,-63,-100,-73,-87,-100,-86,-86,-82,-81,-82,-78,-82,-67,-79,-79,-84,-81,-82,-81,-89,-86,-82,-83,-100,-100,-100,-100,-80,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-89,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-69,-69,-80,-100,-80,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-80,-100,-100,-100,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-86,-100,-68,-100,-100,-100,-100,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-67,-100,-70,-100,-100,-100,-67,-70,-100,-70,-100,-100,-68,-75,-75,-75,-73,-68,-75,-71,-61,-61,-71,-87,-62,-85,-85,-81,-81,-80,-78,-81,-67,-79,-79,-84,-79,-79,-80,-89,-86,-83,-83,-100,-100,-100,-100,-80,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-90,-87,-84,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-73,-73,-84,-100,-84,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-84,-100,-100,-100,-71,-100,-100,-100,-66,-100,-100,-100,-100,-100,-84,-100,-65,-83,-83,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-76,-100,-100,-100,-100,-100,-72,-100,-100,-70,-100,-100,-65,-75,-75,-75,-100,-65,-75,-71,-65,-61,-70,-100,-65,-83,-85,-79,-79,-79,-100,-79,-67,-100,-100,-80,-81,-82,-82,-86,-83,-79,-79,-100,-100,-100,-100,-82,-100,-100,-79,-100,-100,-100,-87,-100,-100,-100,-84,-84,-100,-100,-90,-87,-84,-86,-86,-84,-84,-85,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-70,-69,-78,-100,-78,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-79,-100,-100,-100,-68,-100,-100,-100,-71,-100,-100,-100,-100,-100,-81,-100,-68,-83,-83,-100,-100,-86,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-76,-100,-100,-100,-85,-100,-72,-100,-100,-100,-100,-100,-68,-77,-76,-77,-100,-68,-76,-100,-65,-100,-70,-83,-65,-81,-81,-78,-78,-78,-100,-78,-100,-100,-100,-84,-82,-82,-82,-86,-84,-84,-83,-100,-88,-100,-100,-82,-100,-86,-79,-81,-100,-100,-87,-86,-86,-100,-81,-80,-100,-100,-100,-100,-80,-100,-100,-84,-84,-85,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-71,-71,-78,-100,-78,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-78,-100,-100,-100,-68,-100,-100,-100,-68,-100,-100,-100,-100,-100,-81,-100,-67,-83,-83,-100,-100,-86,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-78,-100,-100,-100,-85,-100,-72,-100,-100,-100,-100,-100,-66,-74,-74,-75,-100,-67,-74,-72,-67,-67,-70,-85,-66,-81,-81,-77,-78,-78,-80,-78,-100,-100,-100,-84,-80,-80,-81,-79,-84,-84,-79,-100,-89,-100,-100,-80,-100,-87,-79,-81,-100,-100,-87,-87,-87,-100,-81,-80,-87,-100,-100,-100,-80,-100,-100,-84,-82,-85,-83,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-71,-71,-77,-100,-77,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-77,-100,-100,-100,-69,-100,-100,-100,-70,-100,-100,-100,-100,-100,-85,-100,-66,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-78,-100,-100,-100,-85,-100,-71,-72,-100,-100,-100,-86,-66,-76,-76,-76,-100,-66,-77,-72,-66,-65,-72,-85,-66,-85,-86,-78,-78,-78,-78,-77,-100,-100,-100,-78,-78,-79,-80,-81,-83,-78,-78,-100,-89,-80,-80,-79,-100,-88,-100,-81,-100,-82,-100,-86,-86,-100,-82,-82,-87,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-71,-71,-77,-100,-77,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-78,-100,-100,-100,-68,-100,-100,-100,-70,-100,-100,-100,-100,-100,-86,-100,-66,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-77,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-86,-66,-76,-76,-77,-73,-66,-77,-73,-65,-65,-72,-85,-65,-86,-85,-78,-78,-78,-80,-78,-73,-100,-100,-78,-80,-79,-79,-81,-84,-78,-78,-100,-89,-79,-79,-78,-81,-88,-82,-81,-100,-82,-100,-86,-86,-100,-82,-81,-87,-100,-100,-85,-82,-100,-100,-100,-82,-100,-100,-100,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-72,-72,-77,-100,-77,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-77,-100,-100,-100,-69,-100,-100,-100,-70,-100,-100,-100,-100,-100,-87,-100,-66,-80,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-76,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-86,-66,-77,-76,-76,-73,-66,-76,-73,-65,-65,-72,-85,-65,-86,-88,-77,-78,-78,-80,-78,-73,-100,-100,-78,-79,-80,-79,-81,-84,-79,-79,-100,-100,-79,-79,-79,-81,-87,-82,-81,-100,-82,-100,-86,-87,-100,-82,-82,-100,-100,-100,-85,-81,-100,-100,-100,-100,-100,-100,-100,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-69,-69,-77,-100,-77,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-69,-67,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-77,-100,-100,-100,-68,-100,-100,-100,-65,-100,-100,-100,-100,-100,-82,-100,-64,-83,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-69,-100,-100,-64,-76,-76,-76,-73,-64,-76,-73,-62,-65,-72,-86,-63,-82,-81,-76,-76,-76,-72,-76,-73,-100,-100,-78,-79,-80,-79,-81,-79,-79,-79,-100,-100,-79,-79,-79,-81,-85,-82,-100,-100,-82,-100,-85,-85,-100,-82,-81,-87,-100,-100,-85,-81,-100,-100,-85,-100,-100,-100,-100,-83,-82,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
