38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,b4:5d:50:e1:96:51,38:17:c3:1f:14:12,b4:5d:50:e1:96:53,38:17:c3:1f:14:11,b4:5d:50:e1:96:52,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,20:a6:cd:42:0a:d1,44:48:c1:91:d0:12,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,44:48:c1:91:d0:10,44:48:c1:91:d0:14,38:17:c3:1f:14:01,44:48:c1:91:d0:04,b4:5d:50:e1:96:41,38:17:c3:1f:14:02,a8:bd:27:4c:aa:82,44:48:c1:91:d0:00,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c0,38:17:c3:1f:09:92,38:17:c3:24:47:52,38:17:c3:1f:09:91,38:17:c3:24:47:51,38:17:c3:1f:09:93,44:48:c1:91:95:a3,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:81,38:17:c3:1f:09:82,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:31,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,44:48:c1:91:d0:11,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,38:17:c3:1f:19:d0,38:17:c3:19:45:b0,44:48:c1:91:95:b2,9c:d6:43:60:92:e0,38:17:c3:1f:09:90,38:17:c3:24:47:50,38:17:c3:1f:09:80,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,38:17:c3:22:61:90,38:17:c3:19:36:30,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c1,38:17:c3:19:45:a2,38:17:c3:19:45:a1,44:48:c1:91:95:a0,38:17:c3:1f:09:81,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,20:a6:cd:42:13:e1,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:40,38:17:c3:19:45:a0,38:17:c3:22:5e:f0,38:17:c3:1a:cf:d0,38:17:c3:1f:1c:10,72:32:b1:3e:1a:b8,44:48:c1:91:95:a1,44:48:c1:91:aa:22,b0:b8:67:3d:c2:f1,b0:b8:67:3d:c2:f0,38:17:c3:19:d7:70,b0:b8:67:3d:c2:f2,44:48:c1:91:d0:02,38:17:c3:1f:19:c1,20:a6:cd:42:13:e2,38:17:c3:1f:1c:12,20:a6:cd:42:13:e0,44:48:c1:91:aa:21,44:48:c1:91:aa:20,44:48:c1:91:9d:50,38:17:c3:1a:cf:d1,38:17:c3:1a:cf:d2,38:17:c3:1f:19:c2,44:48:c1:91:95:a2,b6:e6:2d:69:d5:58,38:17:c3:1f:19:f0,38:17:c3:1f:19:c0,86:0d:8e:aa:25:a4,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:19:36:31,38:17:c3:19:36:32,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:72,20:a6:cd:42:0b:e1,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:71,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:e3,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,80:8d:b7:55:35:02,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,80:8d:b7:55:29:d0,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:42,80:8d:b7:55:35:01,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:00,20:a6:cd:50:24:a2,68:ff:7b:e4:af:39,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,68:ff:7b:e4:af:38,20:a6:cd:50:24:b2,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,20:a6:cd:50:24:a1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,38:17:c3:1e:ff:11,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,00:4e:35:df:06:52,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,38:17:c3:1e:ff:12,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:1e:ff:10,38:17:c3:19:36:20,38:17:c3:1e:ff:00,38:17:c3:1f:22:31,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,00:4e:35:df:06:42,38:17:c3:1f:22:32,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:51,00:4e:35:de:e1:12,00:4e:35:df:06:50,00:4e:35:de:e1:11,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:de:e1:10,44:48:c1:a5:82:30,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,b4:5d:50:e1:92:23,00:4e:35:de:e1:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,80:8d:b7:55:4d:02,38:17:c3:1f:0e:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,80:8d:b7:55:4d:11,80:8d:b7:55:4d:10,80:8d:b7:55:4d:12,x,y,label
-69,-100,-69,-69,-100,-84,-100,-85,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-77,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-87,-76,-100,-100,-100,-78,-100,-57,-100,-84,-100,-64,-100,-100,-100,-79,-100,-100,-71,-100,-100,-100,-100,-100,-100,-78,-100,-100,-85,-74,-87,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-76,-71,-77,-71,-76,-76,-62,-71,-67,-67,-68,-62,-81,-79,-80,-80,-79,-82,-79,-80,-78,-100,-84,-100,-84,-83,-85,-100,-83,-83,-83,-83,-100,-80,-80,-81,-100,-84,-100,-100,-100,-87,-88,-88,-100,-100,-100,-100,-87,-86,-86,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-67,-100,-69,-69,-100,-85,-100,-85,-100,-100,-62,-64,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-77,-100,-100,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-87,-76,-100,-100,-100,-78,-100,-57,-100,-85,-100,-64,-100,-100,-100,-79,-100,-100,-69,-100,-100,-100,-100,-100,-100,-78,-100,-100,-87,-79,-86,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-77,-71,-77,-71,-77,-78,-62,-71,-64,-64,-64,-62,-82,-80,-79,-80,-79,-82,-80,-83,-78,-100,-85,-100,-84,-83,-77,-100,-83,-83,-85,-85,-100,-84,-80,-81,-100,-84,-100,-100,-100,-89,-88,-88,-100,-100,-100,-100,-84,-84,-85,-84,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-68,-100,-69,-69,-100,-84,-100,-84,-100,-83,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-62,-100,-84,-100,-65,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-82,-86,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-72,-100,-68,-100,-100,-100,-85,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-78,-70,-78,-71,-78,-77,-63,-71,-66,-64,-66,-63,-51,-79,-79,-80,-79,-82,-79,-84,-78,-81,-83,-100,-83,-83,-80,-100,-83,-82,-83,-83,-82,-84,-100,-82,-100,-100,-87,-100,-100,-89,-88,-88,-100,-100,-100,-100,-84,-84,-84,-100,-100,-83,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-69,-100,-70,-70,-100,-83,-100,-82,-100,-76,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-58,-100,-84,-100,-64,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-79,-86,-100,-100,-100,-70,-69,-100,-100,-100,-100,-100,-76,-100,-69,-100,-100,-100,-84,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-78,-70,-78,-100,-77,-78,-64,-100,-66,-66,-66,-64,-80,-79,-78,-100,-78,-83,-78,-84,-100,-77,-82,-78,-84,-84,-85,-100,-83,-82,-81,-81,-81,-84,-82,-81,-100,-84,-87,-100,-100,-87,-100,-88,-100,-100,-100,-100,-83,-81,-84,-100,-100,-83,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-69,-100,-70,-70,-100,-82,-100,-83,-100,-81,-64,-64,-100,-100,-90,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-100,-60,-100,-83,-100,-65,-90,-100,-100,-80,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-78,-86,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-68,-100,-69,-100,-100,-100,-81,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-77,-72,-78,-100,-78,-78,-65,-100,-66,-66,-66,-65,-80,-78,-79,-80,-79,-82,-79,-84,-79,-79,-82,-78,-84,-84,-82,-100,-83,-83,-81,-82,-80,-100,-80,-81,-100,-84,-87,-100,-100,-89,-100,-88,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-71,-100,-71,-71,-100,-81,-100,-80,-100,-77,-74,-74,-100,-100,-90,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-100,-63,-100,-80,-100,-74,-90,-100,-100,-80,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-73,-86,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-68,-100,-69,-100,-100,-100,-84,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-78,-70,-78,-100,-77,-77,-66,-72,-64,-64,-62,-66,-80,-83,-83,-79,-83,-82,-83,-80,-79,-78,-82,-79,-85,-84,-85,-100,-83,-83,-81,-83,-82,-100,-83,-82,-100,-84,-86,-100,-100,-88,-100,-87,-100,-100,-100,-100,-84,-86,-83,-84,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-71,-100,-72,-72,-100,-82,-100,-82,-100,-77,-66,-69,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-63,-100,-83,-100,-69,-100,-100,-100,-81,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-73,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-79,-70,-79,-100,-79,-79,-65,-72,-64,-65,-62,-65,-80,-82,-82,-79,-83,-81,-83,-80,-79,-78,-100,-79,-85,-82,-85,-100,-81,-81,-100,-84,-82,-100,-81,-81,-100,-100,-86,-100,-100,-88,-100,-87,-100,-100,-100,-100,-87,-86,-100,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-71,-100,-71,-71,-100,-85,-100,-86,-100,-77,-66,-72,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-59,-100,-85,-100,-72,-100,-100,-100,-84,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-72,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-81,-70,-81,-100,-81,-82,-66,-72,-64,-65,-65,-66,-80,-83,-84,-77,-83,-80,-83,-80,-78,-78,-84,-78,-84,-82,-85,-100,-81,-81,-83,-83,-82,-100,-81,-81,-100,-100,-86,-100,-100,-88,-100,-87,-100,-100,-100,-100,-86,-86,-100,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-71,-100,-71,-71,-100,-84,-100,-84,-100,-85,-73,-73,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-64,-100,-84,-100,-73,-100,-100,-100,-84,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-73,-88,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-71,-100,-69,-100,-100,-100,-84,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-82,-70,-83,-70,-82,-82,-67,-70,-64,-64,-64,-67,-79,-84,-83,-78,-83,-81,-83,-100,-79,-78,-84,-78,-84,-81,-86,-100,-81,-81,-83,-82,-82,-80,-83,-81,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-84,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-71,-100,-72,-72,-100,-84,-100,-84,-100,-85,-73,-73,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-85,-100,-74,-100,-100,-100,-84,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-47,-88,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-71,-100,-70,-100,-100,-100,-84,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-82,-70,-82,-70,-82,-81,-67,-70,-64,-64,-64,-66,-79,-83,-84,-77,-83,-82,-84,-100,-79,-78,-84,-78,-88,-82,-84,-88,-81,-81,-83,-84,-81,-80,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-86,-84,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-71,-100,-71,-71,-100,-85,-100,-86,-100,-85,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-86,-100,-74,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-72,-88,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-71,-100,-70,-100,-100,-100,-84,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-81,-70,-81,-70,-80,-80,-66,-70,-64,-65,-65,-66,-79,-83,-83,-77,-83,-81,-83,-79,-79,-100,-83,-100,-88,-82,-84,-88,-82,-82,-82,-83,-81,-80,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-87,-85,-86,-84,-100,-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-69,-100,-71,-71,-100,-85,-100,-86,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-57,-100,-86,-100,-70,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-69,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-72,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-77,-100,-77,-73,-77,-77,-63,-100,-64,-64,-65,-63,-100,-75,-75,-77,-74,-80,-75,-75,-100,-100,-82,-100,-77,-80,-81,-88,-79,-80,-83,-82,-79,-75,-82,-82,-76,-100,-100,-100,-100,-88,-87,-87,-100,-89,-85,-100,-79,-81,-81,-100,-100,-100,-100,-100,-82,-82,-82,-79,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-70,-100,-71,-71,-100,-89,-100,-88,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-56,-100,-88,-100,-70,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-69,-84,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-72,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-77,-100,-77,-73,-77,-77,-64,-100,-63,-64,-64,-64,-76,-75,-75,-74,-74,-80,-75,-75,-100,-100,-82,-100,-78,-80,-81,-87,-80,-80,-82,-82,-80,-75,-79,-80,-76,-100,-100,-88,-100,-86,-88,-88,-100,-100,-85,-100,-79,-81,-81,-100,-100,-100,-100,-100,-82,-82,-82,-80,-86,-88,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-71,-84,-71,-72,-100,-89,-100,-88,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-58,-100,-88,-100,-70,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-69,-84,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-72,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-77,-100,-77,-73,-77,-77,-64,-100,-63,-64,-64,-63,-76,-74,-74,-74,-74,-79,-75,-75,-100,-100,-82,-100,-75,-79,-78,-87,-79,-80,-83,-82,-80,-75,-79,-80,-76,-100,-100,-88,-100,-86,-87,-87,-100,-100,-85,-100,-81,-81,-82,-100,-100,-82,-100,-100,-82,-82,-82,-81,-86,-88,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-70,-84,-73,-73,-100,-89,-100,-88,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-58,-100,-88,-100,-70,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-69,-84,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-54,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-77,-72,-77,-73,-77,-77,-63,-72,-64,-64,-64,-63,-77,-74,-74,-74,-74,-79,-74,-75,-73,-74,-82,-100,-79,-79,-79,-87,-80,-80,-83,-81,-80,-76,-79,-80,-76,-100,-100,-88,-100,-87,-87,-86,-100,-100,-84,-100,-82,-82,-81,-100,-100,-82,-100,-100,-100,-100,-80,-81,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-71,-84,-71,-70,-100,-100,-100,-100,-100,-86,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-70,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-73,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-77,-73,-77,-73,-77,-77,-65,-73,-64,-64,-64,-65,-74,-74,-74,-74,-74,-80,-74,-77,-73,-73,-82,-100,-79,-80,-81,-100,-80,-80,-83,-82,-100,-76,-79,-100,-76,-100,-100,-100,-100,-86,-86,-87,-100,-100,-84,-100,-82,-83,-81,-100,-83,-84,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
