38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,b0:be:76:f8:30:5e,68:ff:7b:e4:af:38,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:a2,38:17:c3:24:58:a1,32:f7:72:50:57:3b,00:4e:35:df:06:50,00:4e:35:df:06:51,70:56:81:c9:91:ab,38:17:c3:19:55:50,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,80:8d:b7:55:3a:50,00:4e:35:df:06:52,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:24:58:a0,38:17:c3:19:55:41,68:ff:7b:e4:af:39,66:2a:2f:53:7c:99,38:17:c3:1f:08:51,38:17:c3:1f:08:50,44:48:c1:a5:82:30,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1f:08:42,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:19:d7:72,38:17:c3:19:d7:71,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,38:17:c3:1f:01:81,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,80:8d:b7:55:3a:51,80:8d:b7:55:25:e3,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:12,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,20:a6:cd:50:24:b2,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:41,a8:bd:27:4c:bd:32,38:17:c3:1f:09:93,b4:5d:50:e1:92:33,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:39:c0,38:17:c3:1e:ff:10,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:1f:09:90,38:17:c3:19:71:90,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b7,44:48:c1:a5:82:22,80:8d:b7:55:3a:42,38:17:c3:19:d7:61,38:17:c3:19:d7:62,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:96:53,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,b4:5d:50:e1:96:50,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:31,60:32:b1:3e:1a:b8,38:17:c3:1f:01:82,80:8d:b7:55:25:e1,44:48:c1:a5:82:21,38:17:c3:19:45:a1,38:17:c3:19:45:a2,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:1f:01:80,44:48:c1:a5:82:20,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,20:a6:cd:50:24:a2,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,38:17:c3:1f:09:91,b4:5d:50:e1:96:43,20:a6:cd:50:24:a0,b4:5d:50:e1:92:21,38:17:c3:19:71:92,38:17:c3:19:71:91,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:09:92,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,38:17:c3:1f:22:30,00:4e:35:df:06:40,00:4e:35:de:e1:01,38:17:c3:19:45:a0,38:17:c3:1f:00:b0,38:17:c3:1f:22:31,38:17:c3:1f:22:32,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,00:4e:35:de:e1:00,38:17:c3:1e:ff:02,00:4e:35:de:e1:02,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,00:4e:35:de:d7:52,00:4e:35:df:0e:12,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:52,38:17:c3:1f:22:22,38:17:c3:1f:22:21,00:4e:35:de:d7:53,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:43,00:4e:35:df:0e:10,00:4e:35:de:d7:41,00:4e:35:de:d7:42,00:4e:35:de:d7:40,00:4e:35:df:0e:02,38:17:c3:19:36:31,38:17:c3:19:36:30,38:17:c3:19:36:32,00:4e:35:df:0e:11,38:17:c3:1f:22:20,00:4e:35:df:0e:00,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:4f:10,00:4e:35:df:27:01,00:4e:35:df:27:02,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,00:4e:35:df:27:12,38:17:c3:1b:08:b2,38:17:c3:1f:0f:90,38:17:c3:1b:08:b1,00:4e:35:df:27:11,00:4e:35:df:27:10,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,x,y,label
-58,-58,-100,-100,-45,-89,-100,-100,-100,-100,-100,-56,-56,-100,-58,-83,-100,-70,-55,-100,-100,-100,-100,-79,-87,-100,-100,-79,-83,-83,-84,-100,-100,-78,-78,-81,-81,-81,-100,-100,-77,-77,-73,-100,-100,-100,-100,-79,-79,-69,-69,-100,-70,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-57,-69,-100,-100,-78,-82,-100,-78,-100,-70,-100,-100,-100,-100,-56,-68,-100,-100,-83,-85,-78,-100,-100,-71,-100,-100,-71,-100,-100,-68,-68,-100,-100,-84,-100,-100,-76,-100,-100,-100,-84,-100,-100,-100,-76,-100,-100,-100,-72,-100,-100,-100,-76,-71,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-82,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-59,-59,-100,-100,-46,-89,-100,-100,-100,-100,-100,-55,-54,-100,-59,-83,-100,-69,-54,-100,-100,-100,-100,-79,-88,-100,-100,-79,-83,-83,-84,-100,-80,-78,-78,-80,-81,-81,-100,-100,-78,-78,-80,-100,-100,-100,-100,-79,-80,-71,-71,-100,-69,-71,-69,-75,-100,-100,-100,-100,-100,-100,-100,-56,-69,-100,-100,-78,-80,-100,-78,-100,-71,-79,-100,-100,-100,-57,-68,-100,-100,-84,-84,-78,-78,-78,-71,-100,-84,-71,-100,-85,-68,-68,-100,-100,-84,-100,-100,-76,-100,-100,-100,-84,-89,-100,-100,-76,-100,-100,-100,-72,-100,-100,-100,-76,-71,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-71,-100,-100,-100,-100,-100,-100,-69,-100,-71,-100,-100,-100,-84,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-83,-100,-82,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-59,-59,-85,-84,-47,-89,-100,-100,-100,-100,-100,-55,-55,-100,-59,-84,-100,-70,-55,-100,-69,-100,-100,-79,-87,-100,-100,-78,-83,-83,-84,-100,-77,-78,-78,-81,-81,-80,-100,-100,-76,-76,-67,-100,-100,-100,-100,-78,-77,-72,-72,-100,-70,-72,-70,-75,-100,-100,-100,-100,-100,-100,-100,-57,-66,-100,-100,-78,-81,-100,-77,-100,-72,-79,-100,-100,-100,-57,-69,-100,-100,-84,-83,-78,-78,-78,-71,-100,-83,-70,-100,-88,-69,-69,-100,-100,-84,-100,-100,-76,-100,-100,-100,-84,-89,-100,-100,-76,-83,-100,-100,-72,-100,-100,-84,-76,-71,-100,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-72,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-81,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-82,-100,-82,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-60,-60,-85,-84,-46,-87,-100,-100,-100,-100,-100,-57,-57,-100,-60,-84,-100,-69,-55,-100,-69,-100,-100,-100,-87,-100,-100,-79,-83,-83,-84,-100,-77,-77,-77,-81,-81,-80,-100,-100,-78,-78,-69,-100,-100,-100,-100,-80,-79,-72,-72,-100,-69,-72,-69,-74,-100,-100,-100,-100,-100,-100,-100,-58,-68,-100,-100,-77,-81,-100,-78,-100,-72,-78,-100,-100,-89,-58,-71,-100,-100,-84,-83,-78,-77,-77,-100,-100,-83,-72,-100,-88,-70,-70,-100,-100,-100,-100,-100,-76,-100,-100,-100,-85,-89,-100,-100,-100,-83,-100,-100,-100,-100,-100,-84,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-73,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-82,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-81,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-60,-60,-84,-85,-47,-87,-100,-100,-100,-100,-100,-58,-58,-100,-60,-84,-100,-69,-55,-100,-69,-100,-100,-100,-87,-100,-100,-79,-83,-82,-84,-100,-77,-77,-77,-81,-81,-80,-100,-100,-76,-76,-69,-100,-100,-100,-100,-79,-78,-74,-73,-100,-69,-73,-69,-74,-100,-100,-100,-100,-100,-100,-100,-58,-66,-100,-100,-77,-81,-100,-77,-100,-73,-78,-100,-100,-89,-58,-70,-100,-100,-84,-84,-77,-79,-77,-100,-100,-83,-72,-100,-88,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-79,-100,-72,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-72,-100,-100,-100,-100,-100,-100,-73,-100,-72,-100,-100,-100,-83,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-82,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-58,-58,-84,-85,-49,-87,-100,-100,-100,-100,-100,-56,-56,-100,-58,-84,-100,-70,-55,-65,-65,-100,-65,-100,-86,-100,-100,-81,-83,-82,-84,-100,-100,-78,-78,-100,-100,-100,-100,-100,-76,-76,-68,-100,-100,-100,-100,-81,-81,-76,-73,-100,-70,-76,-70,-74,-100,-100,-100,-100,-100,-100,-100,-57,-65,-100,-100,-79,-100,-100,-77,-100,-76,-75,-100,-100,-89,-57,-70,-100,-100,-84,-84,-77,-79,-74,-100,-100,-100,-72,-100,-100,-70,-70,-100,-100,-100,-100,-100,-78,-100,-100,-100,-86,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-79,-78,-72,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-74,-100,-100,-100,-100,-100,-100,-75,-100,-74,-100,-100,-100,-80,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-82,-100,-100,-100,-80,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-57,-57,-100,-100,-49,-100,-100,-100,-100,-100,-100,-54,-54,-100,-57,-86,-100,-69,-54,-65,-64,-100,-65,-77,-86,-100,-100,-81,-81,-82,-83,-100,-100,-78,-78,-100,-100,-100,-100,-100,-79,-78,-69,-100,-100,-100,-100,-81,-81,-77,-77,-100,-69,-77,-70,-74,-100,-100,-100,-100,-100,-100,-100,-57,-65,-100,-100,-79,-100,-100,-79,-100,-77,-75,-100,-100,-100,-57,-72,-100,-100,-100,-100,-80,-100,-74,-71,-100,-100,-70,-100,-100,-73,-72,-100,-100,-100,-100,-100,-77,-100,-100,-100,-86,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-79,-70,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-74,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-81,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-62,-62,-100,-100,-47,-100,-100,-100,-100,-100,-100,-54,-54,-100,-63,-86,-100,-72,-52,-66,-64,-100,-65,-83,-86,-100,-100,-81,-81,-82,-83,-100,-79,-76,-76,-100,-100,-100,-100,-100,-76,-76,-69,-100,-100,-100,-100,-80,-80,-75,-75,-100,-71,-75,-71,-75,-100,-100,-100,-100,-100,-100,-100,-57,-65,-100,-100,-76,-100,-100,-76,-86,-75,-73,-100,-100,-100,-57,-72,-100,-100,-100,-80,-85,-73,-73,-71,-100,-80,-70,-100,-100,-72,-71,-100,-100,-100,-100,-100,-80,-100,-100,-100,-85,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-70,-100,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-74,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-82,-71,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-82,-100,-83,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-60,-60,-86,-100,-47,-100,-100,-100,-100,-100,-100,-54,-54,-100,-60,-85,-100,-70,-54,-66,-64,-100,-100,-80,-87,-100,-100,-81,-81,-82,-83,-100,-79,-76,-76,-100,-100,-100,-100,-100,-76,-76,-72,-100,-100,-100,-100,-81,-81,-77,-76,-100,-70,-76,-70,-78,-100,-100,-100,-100,-100,-100,-100,-57,-65,-100,-100,-76,-100,-100,-76,-86,-76,-75,-100,-100,-100,-57,-71,-100,-100,-80,-79,-82,-74,-74,-71,-100,-80,-70,-100,-100,-71,-70,-100,-100,-100,-100,-100,-80,-100,-100,-100,-85,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-70,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-74,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-80,-71,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-84,-100,-100,-100,-80,-100,-100,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-61,-61,-86,-85,-47,-100,-100,-100,-100,-100,-100,-55,-55,-100,-61,-86,-100,-71,-54,-66,-100,-100,-100,-80,-87,-100,-100,-82,-100,-100,-100,-100,-80,-76,-76,-100,-100,-100,-100,-100,-77,-77,-72,-79,-81,-100,-100,-82,-82,-77,-77,-100,-71,-77,-71,-78,-100,-100,-100,-100,-100,-100,-100,-56,-65,-100,-100,-76,-100,-100,-77,-86,-76,-75,-100,-100,-100,-56,-71,-100,-100,-80,-79,-82,-73,-73,-100,-100,-80,-100,-100,-100,-71,-70,-100,-100,-100,-100,-100,-80,-100,-100,-100,-85,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-73,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-78,-71,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-84,-100,-100,-100,-78,-100,-100,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-61,-61,-84,-85,-47,-100,-100,-100,-100,-100,-100,-54,-55,-100,-62,-87,-100,-71,-54,-66,-67,-100,-67,-80,-87,-100,-100,-82,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-77,-78,-70,-79,-81,-100,-100,-82,-81,-76,-76,-100,-71,-75,-72,-79,-100,-100,-100,-100,-100,-100,-100,-56,-65,-100,-100,-100,-100,-100,-77,-86,-76,-75,-100,-100,-100,-56,-71,-100,-100,-80,-79,-80,-73,-73,-100,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-100,-100,-80,-100,-100,-100,-83,-100,-100,-100,-80,-100,-100,-100,-86,-100,-100,-81,-81,-100,-100,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-72,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-67,-67,-84,-85,-38,-100,-100,-100,-100,-100,-100,-60,-61,-100,-68,-87,-100,-73,-59,-66,-67,-100,-67,-100,-86,-100,-100,-85,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-78,-78,-73,-79,-81,-100,-100,-84,-85,-75,-75,-100,-73,-75,-73,-77,-100,-100,-100,-100,-100,-100,-100,-58,-63,-100,-100,-100,-100,-100,-78,-100,-74,-73,-100,-100,-100,-58,-74,-100,-100,-84,-79,-80,-73,-73,-71,-100,-81,-72,-100,-100,-74,-74,-100,-100,-100,-100,-100,-80,-100,-100,-100,-85,-100,-100,-100,-80,-81,-100,-100,-88,-100,-100,-81,-81,-73,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-72,-100,-100,-100,-100,-100,-100,-73,-100,-78,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-80,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-67,-67,-100,-100,-38,-100,-100,-100,-100,-100,-100,-59,-59,-100,-68,-100,-100,-73,-59,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-77,-77,-74,-100,-100,-100,-100,-84,-85,-74,-74,-100,-73,-75,-73,-68,-100,-100,-100,-100,-100,-100,-100,-58,-63,-100,-100,-80,-100,-100,-78,-100,-75,-73,-100,-100,-100,-61,-73,-100,-100,-84,-100,-80,-100,-100,-71,-100,-81,-72,-100,-85,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-81,-100,-100,-88,-100,-100,-100,-100,-73,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-78,-100,-100,-100,-100,-100,-100,-79,-100,-78,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-66,-67,-100,-100,-41,-100,-100,-100,-100,-100,-100,-59,-59,-100,-67,-85,-100,-73,-59,-63,-100,-100,-100,-82,-87,-100,-100,-83,-85,-100,-86,-100,-100,-80,-80,-100,-100,-100,-100,-100,-77,-77,-74,-100,-100,-100,-100,-83,-84,-75,-75,-100,-73,-74,-73,-71,-100,-100,-100,-100,-100,-100,-100,-61,-64,-100,-100,-81,-100,-100,-78,-100,-75,-73,-100,-100,-100,-61,-73,-100,-100,-84,-85,-80,-100,-100,-74,-100,-81,-74,-100,-85,-73,-73,-100,-100,-100,-100,-100,-72,-100,-100,-100,-83,-100,-100,-100,-69,-81,-100,-100,-88,-100,-100,-100,-69,-75,-100,-64,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-78,-100,-100,-100,-100,-100,-100,-79,-100,-80,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-66,-67,-100,-100,-41,-100,-100,-100,-100,-100,-100,-59,-59,-100,-67,-85,-100,-73,-59,-63,-100,-100,-100,-82,-87,-100,-100,-83,-85,-100,-86,-100,-100,-80,-80,-100,-100,-100,-100,-100,-77,-77,-74,-100,-100,-100,-100,-83,-84,-75,-75,-100,-73,-74,-73,-71,-100,-100,-100,-100,-100,-100,-100,-61,-64,-100,-100,-81,-100,-100,-78,-100,-75,-73,-100,-100,-100,-61,-73,-100,-100,-84,-85,-80,-100,-100,-74,-100,-81,-74,-100,-85,-73,-73,-100,-100,-100,-100,-100,-72,-100,-100,-100,-83,-100,-100,-100,-69,-81,-100,-100,-88,-100,-100,-100,-69,-75,-100,-64,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-78,-100,-100,-100,-100,-100,-100,-79,-100,-80,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-70,-70,-100,-100,-41,-100,-100,-100,-100,-100,-100,-62,-62,-100,-67,-87,-100,-75,-61,-63,-100,-100,-100,-80,-87,-100,-100,-84,-84,-87,-85,-100,-100,-80,-80,-100,-100,-100,-100,-100,-78,-78,-76,-100,-100,-100,-100,-84,-84,-72,-72,-100,-75,-72,-75,-69,-100,-100,-100,-100,-100,-100,-100,-61,-64,-100,-100,-80,-100,-100,-78,-87,-72,-100,-100,-100,-100,-61,-74,-100,-100,-100,-85,-82,-100,-100,-74,-100,-100,-74,-100,-100,-74,-74,-100,-100,-100,-100,-100,-71,-100,-100,-100,-81,-100,-100,-100,-71,-81,-100,-100,-88,-100,-100,-100,-71,-75,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-79,-100,-100,-100,-100,-100,-100,-79,-100,-80,-100,-100,-100,-87,-67,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-69,-68,-100,-100,-42,-100,-100,-100,-100,-100,-100,-61,-61,-100,-69,-86,-100,-72,-59,-100,-66,-100,-100,-84,-88,-100,-100,-83,-84,-84,-84,-100,-100,-79,-79,-100,-100,-100,-100,-100,-78,-78,-44,-100,-100,-100,-100,-83,-83,-76,-76,-100,-72,-75,-71,-68,-100,-100,-100,-100,-100,-100,-100,-62,-64,-100,-100,-79,-100,-100,-78,-87,-76,-100,-100,-100,-100,-62,-74,-100,-100,-100,-100,-79,-100,-77,-67,-100,-82,-67,-100,-100,-74,-74,-100,-100,-100,-100,-100,-71,-100,-100,-100,-82,-100,-100,-100,-70,-82,-100,-100,-100,-100,-100,-100,-71,-67,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-87,-67,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-72,-72,-100,-100,-39,-100,-100,-100,-100,-100,-100,-67,-67,-100,-72,-86,-100,-74,-66,-70,-70,-100,-100,-84,-88,-100,-100,-86,-84,-84,-84,-100,-100,-84,-83,-82,-100,-82,-100,-100,-81,-82,-75,-100,-100,-100,-100,-85,-85,-78,-79,-100,-74,-79,-75,-74,-100,-100,-100,-100,-100,-100,-100,-62,-55,-100,-100,-84,-81,-100,-82,-100,-78,-100,-100,-100,-100,-62,-79,-100,-100,-100,-100,-79,-100,-77,-67,-100,-82,-67,-100,-100,-79,-80,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-82,-67,-100,-55,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-86,-61,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
