38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,b0:be:76:f8:30:5e,68:ff:7b:e4:af:38,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:a2,38:17:c3:24:58:a1,32:f7:72:50:57:3b,00:4e:35:df:06:50,00:4e:35:df:06:51,70:56:81:c9:91:ab,38:17:c3:19:55:50,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,80:8d:b7:55:3a:50,00:4e:35:df:06:52,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:24:58:a0,38:17:c3:19:55:41,68:ff:7b:e4:af:39,66:2a:2f:53:7c:99,38:17:c3:1f:08:51,38:17:c3:1f:08:50,44:48:c1:a5:82:30,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1f:08:42,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:19:d7:72,38:17:c3:19:d7:71,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,38:17:c3:1f:01:81,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,80:8d:b7:55:3a:51,80:8d:b7:55:25:e3,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:12,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,20:a6:cd:50:24:b2,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:41,a8:bd:27:4c:bd:32,38:17:c3:1f:09:93,b4:5d:50:e1:92:33,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:39:c0,38:17:c3:1e:ff:10,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:1f:09:90,38:17:c3:19:71:90,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b7,44:48:c1:a5:82:22,80:8d:b7:55:3a:42,38:17:c3:19:d7:61,38:17:c3:19:d7:62,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:96:53,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,b4:5d:50:e1:96:50,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:31,60:32:b1:3e:1a:b8,38:17:c3:1f:01:82,80:8d:b7:55:25:e1,44:48:c1:a5:82:21,38:17:c3:19:45:a1,38:17:c3:19:45:a2,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:1f:01:80,44:48:c1:a5:82:20,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,20:a6:cd:50:24:a2,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,38:17:c3:1f:09:91,b4:5d:50:e1:96:43,20:a6:cd:50:24:a0,b4:5d:50:e1:92:21,38:17:c3:19:71:92,38:17:c3:19:71:91,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:09:92,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,38:17:c3:1f:22:30,00:4e:35:df:06:40,00:4e:35:de:e1:01,38:17:c3:19:45:a0,38:17:c3:1f:00:b0,38:17:c3:1f:22:31,38:17:c3:1f:22:32,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,00:4e:35:de:e1:00,38:17:c3:1e:ff:02,00:4e:35:de:e1:02,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,00:4e:35:de:d7:52,00:4e:35:df:0e:12,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:52,38:17:c3:1f:22:22,38:17:c3:1f:22:21,00:4e:35:de:d7:53,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:43,00:4e:35:df:0e:10,00:4e:35:de:d7:41,00:4e:35:de:d7:42,00:4e:35:de:d7:40,00:4e:35:df:0e:02,38:17:c3:19:36:31,38:17:c3:19:36:30,38:17:c3:19:36:32,00:4e:35:df:0e:11,38:17:c3:1f:22:20,00:4e:35:df:0e:00,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:4f:10,00:4e:35:df:27:01,00:4e:35:df:27:02,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,00:4e:35:df:27:12,38:17:c3:1b:08:b2,38:17:c3:1f:0f:90,38:17:c3:1b:08:b1,00:4e:35:df:27:11,00:4e:35:df:27:10,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,x,y,label
-81,-81,-100,-100,-70,-86,-100,-100,-100,-100,-100,-76,-76,-100,-81,-100,-100,-68,-76,-85,-100,-100,-100,-100,-86,-100,-86,-69,-100,-100,-100,-100,-50,-48,-48,-62,-62,-61,-66,-66,-63,-63,-47,-50,-50,-100,-100,-69,-69,-70,-71,-67,-100,-71,-100,-68,-84,-77,-75,-77,-75,-84,-83,-100,-87,-100,-86,-48,-62,-66,-63,-100,-71,-64,-77,-75,-84,-100,-84,-87,-86,-62,-57,-65,-65,-65,-100,-84,-71,-100,-69,-70,-85,-85,-89,-86,-63,-69,-88,-100,-79,-100,-100,-79,-100,-82,-66,-100,-71,-100,-100,-82,-100,-66,-71,-100,-100,-78,-100,-88,-100,-100,-79,-83,-100,-100,-80,-88,-86,-100,-100,-100,-83,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-100,-100,-100,-100,-70,-85,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-69,-76,-100,-100,-100,-100,-100,-86,-100,-87,-69,-100,-100,-100,-100,-50,-49,-49,-62,-62,-62,-66,-66,-63,-63,-47,-50,-50,-74,-74,-69,-69,-70,-70,-63,-70,-70,-70,-69,-100,-77,-74,-77,-75,-85,-84,-80,-100,-100,-86,-48,-62,-66,-63,-74,-70,-65,-78,-75,-85,-80,-83,-100,-86,-62,-63,-64,-64,-64,-73,-85,-72,-73,-100,-100,-83,-84,-89,-100,-61,-100,-100,-69,-79,-100,-100,-80,-100,-82,-66,-69,-71,-82,-81,-100,-100,-67,-71,-69,-74,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-88,-88,-100,-100,-100,-100,-100,-87,-80,-83,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-100,-100,-100,-100,-70,-85,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-69,-76,-100,-100,-100,-100,-100,-86,-100,-87,-69,-100,-100,-100,-100,-50,-49,-49,-62,-62,-62,-66,-66,-63,-63,-47,-50,-50,-74,-74,-69,-69,-70,-70,-63,-70,-70,-70,-69,-100,-77,-74,-77,-75,-85,-84,-80,-100,-100,-86,-48,-62,-66,-63,-74,-70,-65,-78,-75,-85,-80,-83,-100,-86,-62,-63,-64,-64,-64,-73,-85,-72,-73,-100,-100,-83,-84,-89,-100,-61,-100,-100,-69,-79,-100,-100,-80,-100,-82,-66,-69,-71,-82,-81,-100,-100,-67,-71,-69,-74,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-88,-88,-100,-100,-100,-100,-100,-87,-80,-83,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-77,-78,-100,-100,-68,-100,-100,-100,-100,-100,-100,-76,-76,-100,-77,-100,-100,-71,-76,-100,-100,-100,-100,-82,-83,-100,-100,-66,-100,-100,-100,-100,-53,-54,-54,-60,-59,-60,-69,-69,-65,-65,-47,-100,-53,-69,-69,-66,-66,-72,-72,-100,-71,-72,-71,-70,-83,-77,-80,-77,-79,-100,-100,-100,-82,-87,-82,-54,-60,-69,-66,-69,-71,-65,-78,-80,-100,-100,-85,-86,-100,-100,-65,-65,-65,-65,-100,-100,-66,-100,-71,-71,-85,-100,-100,-100,-67,-71,-100,-100,-100,-82,-81,-74,-82,-84,-68,-100,-66,-100,-100,-82,-100,-100,-68,-100,-100,-100,-83,-83,-87,-100,-100,-84,-100,-100,-84,-100,-100,-100,-87,-88,-100,-83,-86,-100,-84,-100,-100,-86,-86,-87,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-77,-78,-100,-100,-68,-87,-100,-100,-100,-100,-100,-77,-77,-100,-77,-100,-100,-72,-76,-100,-100,-100,-100,-82,-86,-100,-87,-66,-100,-100,-100,-100,-53,-54,-54,-59,-59,-59,-69,-69,-65,-65,-47,-53,-54,-69,-69,-66,-66,-71,-72,-100,-71,-72,-71,-70,-83,-78,-79,-77,-79,-78,-77,-78,-82,-87,-82,-54,-59,-69,-65,-70,-72,-65,-77,-80,-78,-79,-85,-86,-100,-66,-65,-62,-65,-65,-100,-85,-68,-100,-71,-71,-84,-86,-100,-100,-66,-71,-100,-69,-83,-82,-81,-75,-82,-84,-68,-69,-68,-100,-100,-83,-100,-100,-68,-69,-100,-82,-83,-83,-87,-100,-100,-84,-100,-100,-84,-100,-100,-100,-87,-88,-100,-83,-85,-80,-84,-81,-100,-86,-86,-87,-88,-84,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-77,-100,-100,-100,-68,-86,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-71,-76,-100,-100,-100,-100,-100,-85,-100,-88,-66,-100,-100,-100,-100,-53,-55,-54,-60,-61,-61,-68,-68,-66,-66,-47,-53,-54,-70,-70,-66,-66,-71,-71,-100,-71,-71,-71,-70,-83,-78,-78,-78,-78,-78,-78,-78,-82,-87,-81,-54,-61,-68,-66,-70,-71,-65,-78,-78,-79,-79,-85,-86,-87,-65,-65,-63,-65,-65,-100,-84,-68,-100,-71,-70,-84,-86,-100,-100,-65,-71,-100,-69,-83,-82,-81,-75,-82,-85,-100,-69,-68,-100,-100,-82,-100,-100,-68,-69,-100,-82,-100,-83,-87,-100,-100,-84,-100,-100,-84,-100,-100,-100,-87,-88,-100,-83,-85,-80,-84,-81,-100,-100,-100,-87,-88,-84,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-77,-100,-100,-100,-68,-86,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-71,-77,-100,-84,-100,-84,-100,-85,-100,-88,-66,-100,-100,-100,-100,-54,-54,-54,-61,-61,-61,-68,-69,-65,-65,-47,-53,-53,-70,-70,-65,-65,-71,-71,-100,-71,-71,-71,-69,-100,-78,-79,-78,-78,-78,-78,-73,-100,-87,-81,-53,-61,-69,-66,-70,-71,-65,-78,-78,-79,-79,-86,-87,-88,-65,-65,-61,-65,-65,-100,-84,-68,-100,-71,-70,-84,-86,-100,-100,-65,-100,-100,-69,-83,-100,-100,-73,-100,-85,-100,-69,-67,-100,-100,-85,-100,-100,-68,-69,-100,-82,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-86,-80,-100,-81,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-77,-100,-100,-100,-67,-86,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-72,-77,-100,-84,-100,-84,-81,-84,-100,-88,-66,-100,-100,-100,-100,-54,-55,-55,-62,-61,-61,-68,-68,-66,-65,-46,-54,-54,-71,-71,-66,-66,-72,-72,-70,-72,-71,-72,-68,-84,-79,-79,-79,-79,-78,-78,-73,-100,-87,-81,-55,-62,-68,-66,-71,-72,-66,-78,-79,-79,-79,-83,-87,-88,-65,-65,-61,-66,-66,-100,-84,-67,-72,-71,-71,-84,-100,-100,-100,-66,-71,-100,-69,-100,-100,-100,-75,-100,-84,-100,-69,-67,-100,-100,-85,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-87,-87,-83,-85,-86,-100,-84,-100,-100,-100,-100,-89,-88,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-77,-100,-100,-100,-68,-84,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-72,-73,-80,-79,-100,-84,-81,-85,-100,-87,-69,-100,-100,-100,-100,-61,-55,-55,-57,-57,-57,-68,-68,-64,-64,-46,-61,-61,-74,-74,-69,-69,-75,-74,-70,-72,-74,-72,-68,-84,-76,-76,-76,-76,-77,-77,-79,-100,-87,-78,-55,-57,-71,-64,-74,-75,-61,-76,-75,-77,-78,-82,-82,-82,-62,-63,-63,-60,-61,-73,-84,-68,-72,-71,-71,-84,-100,-100,-100,-63,-71,-100,-69,-100,-100,-100,-78,-100,-84,-73,-70,-68,-100,-100,-86,-87,-100,-68,-70,-73,-100,-100,-100,-100,-100,-78,-81,-85,-81,-100,-100,-100,-100,-87,-87,-80,-81,-84,-100,-83,-100,-100,-85,-83,-89,-88,-84,-78,-84,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-78,-78,-100,-100,-67,-85,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-71,-74,-80,-79,-100,-100,-100,-84,-100,-87,-70,-100,-100,-100,-100,-60,-56,-56,-58,-58,-59,-100,-68,-61,-61,-51,-61,-60,-73,-73,-70,-70,-75,-75,-72,-71,-76,-71,-77,-100,-76,-77,-77,-77,-79,-80,-79,-100,-100,-79,-56,-58,-69,-61,-74,-76,-61,-77,-77,-79,-80,-83,-82,-85,-63,-63,-65,-61,-62,-72,-84,-68,-72,-100,-72,-83,-83,-85,-100,-63,-72,-85,-100,-100,-100,-100,-77,-100,-86,-73,-69,-68,-100,-100,-83,-87,-100,-68,-70,-73,-100,-100,-100,-100,-100,-78,-81,-85,-84,-84,-84,-85,-100,-100,-100,-81,-81,-85,-100,-83,-100,-100,-85,-83,-100,-100,-83,-78,-84,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-78,-78,-100,-100,-67,-84,-100,-100,-100,-100,-100,-74,-74,-100,-78,-100,-100,-71,-74,-80,-79,-100,-100,-100,-85,-100,-87,-69,-100,-100,-100,-100,-60,-56,-56,-57,-57,-57,-70,-69,-62,-62,-45,-61,-60,-74,-74,-69,-69,-75,-75,-72,-71,-75,-71,-73,-100,-76,-77,-76,-77,-79,-80,-79,-82,-100,-79,-56,-57,-71,-62,-74,-75,-61,-77,-77,-79,-80,-81,-83,-85,-62,-63,-60,-61,-62,-72,-85,-68,-72,-100,-72,-82,-81,-85,-87,-63,-72,-85,-100,-100,-100,-100,-73,-100,-85,-73,-69,-68,-100,-100,-83,-87,-100,-68,-70,-73,-65,-83,-83,-100,-100,-78,-81,-85,-86,-84,-84,-85,-100,-100,-100,-81,-80,-85,-100,-83,-100,-100,-84,-84,-100,-100,-83,-78,-84,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-78,-78,-100,-100,-66,-84,-100,-100,-100,-100,-100,-74,-74,-100,-78,-100,-100,-70,-75,-100,-100,-100,-100,-100,-85,-100,-100,-67,-100,-100,-100,-100,-60,-55,-55,-56,-57,-57,-70,-70,-63,-62,-46,-100,-61,-73,-73,-66,-67,-75,-76,-72,-71,-76,-71,-72,-100,-77,-77,-77,-76,-77,-77,-79,-82,-100,-79,-55,-57,-80,-63,-74,-76,-60,-77,-77,-77,-79,-81,-82,-83,-63,-63,-61,-61,-61,-72,-85,-69,-72,-100,-72,-80,-81,-84,-92,-63,-72,-83,-70,-78,-100,-100,-64,-100,-85,-100,-70,-69,-100,-100,-59,-100,-100,-70,-70,-72,-77,-83,-83,-100,-100,-78,-100,-83,-85,-84,-83,-83,-100,-100,-100,-81,-80,-83,-78,-100,-100,-100,-84,-84,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-78,-78,-100,-100,-65,-84,-100,-100,-100,-100,-100,-74,-74,-100,-78,-100,-100,-71,-74,-100,-100,-100,-100,-100,-85,-100,-100,-66,-100,-100,-100,-100,-61,-55,-55,-58,-58,-58,-70,-69,-63,-63,-46,-60,-61,-74,-74,-66,-66,-75,-75,-71,-71,-75,-71,-74,-83,-76,-77,-76,-77,-77,-77,-78,-82,-100,-79,-55,-58,-69,-63,-74,-75,-61,-76,-77,-77,-78,-84,-81,-83,-63,-66,-83,-61,-61,-71,-85,-69,-72,-71,-100,-84,-81,-84,-92,-63,-71,-83,-70,-77,-100,-100,-74,-100,-82,-72,-70,-69,-80,-80,-80,-100,-100,-70,-70,-72,-78,-83,-83,-100,-100,-78,-100,-83,-85,-100,-83,-83,-100,-100,-100,-100,-81,-84,-73,-100,-80,-100,-83,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-77,-77,-100,-100,-67,-84,-100,-100,-100,-100,-100,-74,-74,-100,-77,-100,-100,-71,-73,-100,-100,-100,-100,-100,-84,-100,-100,-68,-100,-100,-100,-100,-61,-55,-55,-58,-57,-58,-70,-70,-62,-63,-49,-61,-61,-75,-74,-68,-68,-76,-76,-71,-71,-76,-70,-74,-83,-77,-77,-77,-77,-77,-77,-79,-100,-82,-79,-55,-58,-70,-64,-74,-77,-60,-77,-77,-77,-80,-82,-81,-86,-63,-66,-62,-60,-61,-73,-100,-69,-70,-70,-100,-82,-100,-84,-92,-63,-70,-83,-70,-77,-79,-100,-81,-80,-82,-72,-70,-69,-80,-80,-80,-85,-100,-70,-70,-72,-78,-100,-100,-83,-100,-100,-100,-83,-86,-100,-83,-83,-100,-89,-100,-100,-81,-85,-79,-84,-80,-100,-85,-84,-100,-100,-100,-100,-84,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-77,-77,-100,-100,-71,-100,-100,-100,-100,-100,-100,-76,-76,-100,-77,-100,-100,-69,-75,-100,-100,-100,-100,-86,-84,-100,-100,-61,-100,-100,-100,-100,-59,-57,-57,-64,-64,-64,-77,-70,-60,-60,-46,-59,-58,-78,-78,-61,-61,-74,-73,-71,-69,-74,-69,-74,-83,-79,-76,-79,-75,-77,-77,-79,-100,-82,-79,-57,-64,-77,-60,-78,-74,-62,-79,-76,-77,-79,-82,-86,-86,-63,-66,-62,-62,-62,-72,-83,-66,-70,-70,-100,-82,-83,-100,-100,-63,-70,-100,-100,-77,-81,-80,-83,-80,-83,-72,-100,-66,-80,-80,-84,-85,-100,-66,-100,-72,-78,-100,-100,-83,-100,-100,-100,-100,-86,-100,-100,-100,-100,-89,-90,-100,-85,-85,-79,-83,-80,-100,-85,-84,-100,-100,-84,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-77,-77,-100,-100,-71,-100,-100,-100,-100,-100,-100,-76,-76,-100,-77,-100,-100,-69,-75,-100,-100,-100,-100,-86,-84,-100,-100,-61,-100,-100,-100,-100,-59,-57,-57,-64,-64,-64,-77,-70,-60,-60,-46,-59,-58,-78,-78,-61,-61,-74,-73,-71,-69,-74,-69,-74,-83,-79,-76,-79,-75,-77,-77,-79,-100,-82,-79,-57,-64,-77,-60,-78,-74,-62,-79,-76,-77,-79,-82,-86,-86,-63,-66,-62,-62,-62,-72,-83,-66,-70,-70,-100,-82,-83,-100,-100,-63,-70,-100,-100,-77,-81,-80,-83,-80,-83,-72,-100,-66,-80,-80,-84,-85,-100,-66,-100,-72,-78,-100,-100,-83,-100,-100,-100,-100,-86,-100,-100,-100,-100,-89,-90,-100,-85,-85,-79,-83,-80,-100,-85,-84,-100,-100,-84,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-100,-100,-100,-100,-72,-85,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-68,-75,-100,-100,-100,-100,-86,-84,-100,-100,-63,-100,-100,-100,-100,-61,-57,-57,-62,-62,-62,-78,-100,-62,-62,-46,-61,-61,-78,-79,-63,-63,-73,-73,-100,-68,-73,-68,-73,-100,-79,-77,-80,-77,-100,-100,-79,-100,-87,-80,-57,-62,-78,-62,-78,-74,-62,-80,-77,-100,-80,-83,-86,-87,-64,-65,-64,-61,-62,-73,-83,-66,-73,-76,-100,-82,-84,-100,-100,-66,-76,-100,-71,-78,-81,-80,-71,-80,-85,-72,-72,-66,-100,-100,-84,-100,-100,-66,-100,-73,-80,-100,-100,-100,-85,-71,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-85,-87,-80,-83,-100,-100,-100,-100,-100,-100,-84,-78,-83,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-100,-100,-100,-100,-72,-85,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-68,-76,-81,-82,-100,-82,-100,-86,-100,-100,-62,-100,-100,-100,-100,-60,-57,-57,-62,-62,-62,-77,-78,-64,-64,-46,-60,-59,-77,-77,-62,-63,-73,-73,-100,-68,-73,-68,-73,-83,-80,-77,-80,-77,-100,-100,-79,-100,-87,-80,-57,-62,-77,-64,-77,-73,-62,-80,-77,-100,-80,-83,-100,-87,-64,-65,-64,-62,-62,-73,-83,-66,-73,-76,-76,-83,-82,-100,-100,-66,-76,-100,-71,-78,-100,-100,-73,-100,-82,-72,-72,-66,-100,-100,-82,-88,-100,-100,-100,-73,-80,-100,-100,-100,-85,-71,-83,-100,-100,-100,-100,-100,-100,-88,-90,-100,-84,-85,-82,-85,-100,-100,-100,-100,-100,-100,-100,-78,-84,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
