80:8d:b7:55:39:c0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:19:d7:72,38:17:c3:19:d7:71,00:4e:35:df:06:50,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:52,80:8d:b7:55:25:f3,80:8d:b7:55:3a:51,60:32:b1:3e:1a:b7,20:a6:cd:50:24:b2,38:17:c3:19:55:52,20:a6:cd:50:24:b1,38:17:c3:19:55:51,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:d7:61,00:4e:35:df:06:41,20:a6:cd:50:24:a2,ac:e2:d3:c4:08:e6,00:4e:35:df:06:40,80:8d:b7:55:25:e3,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,38:17:c3:1f:09:93,00:4e:35:de:e1:11,b4:5d:50:e1:92:30,38:17:c3:1f:09:91,38:17:c3:1f:09:92,68:ff:7b:e4:af:39,a8:bd:27:4c:bd:31,38:17:c3:19:71:91,a8:bd:27:4c:bd:32,38:17:c3:1f:09:83,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,38:17:c3:19:d7:70,00:4e:35:df:06:52,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,44:48:c1:a5:82:20,80:8d:b7:55:3a:40,38:17:c3:19:55:50,38:17:c3:1e:ff:10,38:17:c3:19:d7:60,00:4e:35:df:06:42,00:4e:35:de:e1:12,b4:5d:50:e1:92:31,38:17:c3:1f:09:90,38:17:c3:19:71:90,a8:bd:27:4c:bd:30,b4:5d:50:e1:92:21,38:17:c3:1f:22:30,66:2a:2f:53:7c:99,00:4e:35:df:06:51,38:17:c3:19:d7:62,72:32:b1:3e:1a:b7,38:17:c3:19:45:b2,38:17:c3:19:45:b1,b4:5d:50:e1:92:23,00:4e:35:de:e1:10,72:32:b1:3e:1a:b8,38:17:c3:19:55:42,38:17:c3:19:55:41,20:a6:cd:42:0b:e3,38:17:c3:1f:01:80,20:a6:cd:50:24:b0,38:17:c3:19:55:40,68:ff:7b:e4:af:38,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:19:45:b0,38:17:c3:1e:ff:00,b4:5d:50:e1:96:50,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:41,38:17:c3:19:71:92,80:8d:b7:55:25:e0,80:8d:b7:55:3a:42,b4:5d:50:e1:92:20,b4:5d:50:e1:96:53,38:17:c3:1f:22:31,38:17:c3:1f:22:32,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:50:24:a0,38:17:c3:1f:08:50,20:a6:cd:42:0b:f0,38:17:c3:19:45:a2,38:17:c3:19:45:a1,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:19:45:a0,00:4e:35:de:e1:01,00:4e:35:de:e1:02,20:a6:cd:42:0b:f2,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:22,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:00:b0,00:4e:35:de:e1:00,44:48:c1:91:95:b2,20:a6:cd:42:0b:e2,44:48:c1:91:95:b3,38:17:c3:1f:22:22,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:df:0e:12,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:21,00:4e:35:de:d7:50,00:4e:35:de:d7:51,00:4e:35:de:d7:43,38:17:c3:1f:22:21,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:df:0e:11,00:4e:35:df:0e:10,a8:bd:27:4c:bd:20,38:17:c3:19:36:30,00:4e:35:df:0e:02,38:17:c3:19:36:21,38:17:c3:19:36:22,38:17:c3:19:36:20,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:de:d7:40,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1f:22:20,00:4e:35:df:0e:01,00:4e:35:df:0e:00,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:27:12,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:df:27:11,00:4e:35:df:27:10,00:4e:35:de:d7:41,da:3b:bf:91:24:81,x,y,label
-78,-33,-79,-79,-83,-82,-83,-81,-81,-100,-100,-21,-72,-100,-100,-100,-100,-85,-100,-100,-68,-100,-100,-78,-77,-83,-83,-87,-87,-79,-84,-79,-100,-100,-72,-100,-71,-100,-100,-100,-68,-100,-100,-68,-82,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-59,-100,-59,-100,-79,-82,-81,-100,-100,-100,-100,-66,-87,-83,-78,-100,-100,-71,-100,-100,-68,-80,-100,-100,-100,-60,-100,-100,-84,-68,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-64,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-85,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-77,-34,-79,-79,-82,-83,-83,-80,-79,-100,-100,-23,-73,-100,-100,-100,-100,-84,-100,-100,-66,-100,-100,-76,-77,-83,-84,-89,-89,-78,-82,-78,-100,-100,-73,-100,-73,-100,-100,-100,-69,-100,-100,-69,-82,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-58,-100,-58,-100,-79,-82,-80,-100,-100,-100,-100,-65,-88,-82,-78,-81,-100,-73,-100,-100,-68,-79,-100,-100,-100,-58,-100,-100,-88,-65,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-81,-82,-72,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-64,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-77,-35,-78,-78,-82,-84,-84,-79,-79,-100,-100,-22,-71,-100,-100,-100,-100,-84,-100,-100,-67,-100,-100,-78,-76,-85,-85,-86,-87,-78,-84,-78,-100,-100,-72,-100,-73,-100,-100,-100,-68,-100,-100,-68,-81,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-58,-100,-58,-100,-77,-83,-79,-100,-100,-100,-100,-65,-87,-85,-79,-81,-100,-72,-100,-100,-68,-82,-100,-100,-100,-58,-100,-100,-88,-67,-100,-100,-100,-100,-100,-81,-100,-71,-71,-100,-100,-100,-71,-87,-100,-100,-100,-100,-100,-100,-100,-81,-82,-72,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-64,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-66,-100,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-77,-34,-78,-78,-82,-84,-84,-79,-79,-100,-100,-22,-72,-100,-79,-100,-100,-83,-100,-100,-66,-100,-100,-78,-76,-83,-83,-87,-86,-78,-83,-78,-100,-100,-73,-100,-73,-100,-100,-100,-70,-100,-100,-70,-81,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-58,-100,-59,-100,-78,-83,-79,-100,-78,-100,-100,-65,-87,-83,-77,-81,-100,-73,-100,-100,-70,-78,-100,-100,-100,-59,-100,-100,-86,-66,-100,-100,-100,-100,-100,-74,-100,-70,-70,-100,-100,-100,-70,-87,-100,-100,-100,-100,-100,-79,-80,-81,-82,-73,-100,-79,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-66,-100,-100,-100,-100,-100,-84,-83,-85,-100,-85,-100,-85,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-78,-34,-78,-78,-100,-84,-84,-79,-79,-100,-100,-22,-59,-100,-79,-100,-100,-83,-100,-100,-66,-100,-100,-79,-78,-85,-84,-87,-87,-77,-85,-78,-100,-100,-72,-100,-72,-100,-100,-100,-70,-100,-100,-69,-81,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-59,-100,-59,-100,-78,-83,-79,-100,-78,-100,-100,-66,-87,-85,-77,-81,-73,-72,-100,-100,-69,-78,-100,-100,-100,-59,-100,-100,-87,-67,-100,-100,-100,-100,-100,-74,-100,-70,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-79,-80,-100,-81,-71,-100,-79,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-66,-100,-100,-100,-100,-100,-84,-85,-84,-100,-85,-100,-85,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-78,-38,-78,-78,-100,-100,-100,-82,-83,-100,-100,-19,-74,-100,-79,-100,-100,-83,-100,-100,-68,-100,-100,-79,-78,-78,-78,-85,-85,-76,-78,-75,-100,-100,-73,-100,-73,-100,-100,-100,-70,-100,-100,-69,-84,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-61,-100,-61,-100,-78,-100,-82,-100,-78,-100,-100,-68,-85,-79,-76,-81,-73,-73,-100,-100,-71,-82,-100,-100,-100,-61,-100,-100,-87,-68,-100,-100,-100,-100,-100,-81,-100,-70,-70,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-84,-84,-100,-81,-76,-100,-79,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-59,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-82,-82,-82,-100,-85,-81,-85,-100,-100,-100,-81,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-41,-100,-100,-100,-100,-100,-81,-81,-100,-100,-20,-74,-100,-100,-100,-100,-86,-100,-100,-73,-100,-100,-100,-100,-78,-77,-84,-85,-76,-78,-76,-100,-100,-73,-100,-73,-100,-100,-100,-71,-100,-100,-70,-84,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-61,-100,-62,-100,-100,-100,-81,-100,-100,-100,-100,-71,-84,-78,-76,-100,-100,-73,-100,-100,-70,-81,-100,-100,-100,-62,-100,-100,-88,-73,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-59,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-83,-83,-82,-100,-100,-81,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-79,-34,-100,-100,-100,-100,-100,-81,-81,-100,-100,-20,-75,-82,-100,-100,-100,-86,-100,-100,-75,-100,-100,-78,-100,-79,-79,-85,-86,-73,-80,-74,-100,-100,-76,-100,-77,-100,-100,-100,-71,-100,-100,-70,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-59,-100,-59,-100,-100,-88,-82,-100,-100,-100,-100,-73,-85,-80,-74,-100,-75,-76,-100,-100,-70,-79,-100,-100,-100,-59,-100,-100,-88,-75,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-76,-100,-83,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-59,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-84,-83,-83,-100,-81,-81,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-79,-41,-100,-100,-100,-100,-100,-82,-82,-100,-100,-19,-76,-82,-100,-100,-100,-84,-100,-100,-71,-100,-100,-78,-100,-79,-80,-84,-84,-76,-80,-76,-100,-100,-75,-100,-75,-100,-100,-100,-67,-100,-100,-70,-82,-100,-100,-100,-100,-100,-79,-100,-100,-100,-78,-60,-100,-60,-100,-100,-88,-82,-100,-100,-100,-100,-71,-85,-80,-76,-100,-75,-75,-100,-100,-67,-79,-100,-100,-100,-60,-100,-100,-87,-71,-100,-100,-100,-100,-100,-79,-100,-100,-72,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-83,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-79,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-84,-83,-83,-100,-81,-100,-82,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-79,-38,-100,-100,-100,-100,-100,-82,-83,-100,-100,-19,-71,-82,-100,-100,-100,-83,-100,-100,-68,-100,-100,-78,-100,-81,-81,-84,-85,-78,-80,-78,-100,-100,-75,-100,-75,-100,-100,-100,-68,-100,-100,-68,-84,-100,-100,-100,-100,-100,-80,-100,-100,-100,-78,-60,-100,-60,-100,-100,-88,-83,-100,-100,-100,-100,-68,-85,-82,-82,-100,-75,-75,-100,-100,-65,-79,-100,-100,-100,-60,-100,-100,-88,-68,-100,-100,-100,-100,-100,-79,-100,-71,-72,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-83,-83,-100,-84,-75,-100,-83,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-84,-83,-83,-100,-81,-100,-82,-100,-100,-100,-83,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-36,-100,-100,-100,-100,-100,-80,-81,-100,-100,-19,-68,-100,-100,-100,-86,-78,-100,-100,-70,-100,-100,-100,-100,-85,-85,-83,-84,-78,-85,-79,-100,-100,-77,-100,-77,-100,-100,-100,-70,-100,-100,-70,-84,-100,-100,-100,-100,-100,-80,-100,-100,-100,-77,-62,-100,-62,-100,-100,-100,-81,-100,-100,-100,-100,-69,-84,-85,-79,-100,-78,-78,-100,-100,-70,-80,-100,-100,-100,-62,-100,-100,-84,-70,-100,-100,-100,-100,-100,-79,-100,-71,-72,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-83,-83,-100,-85,-75,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-83,-82,-83,-100,-82,-82,-82,-100,-100,-100,-83,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-39,-84,-85,-100,-100,-100,-81,-80,-100,-100,-21,-53,-100,-100,-84,-84,-78,-100,-100,-70,-100,-100,-100,-100,-85,-85,-86,-86,-78,-84,-77,-100,-100,-71,-100,-71,-100,-100,-100,-67,-100,-100,-67,-79,-100,-100,-100,-100,-100,-83,-100,-100,-100,-77,-59,-100,-59,-100,-85,-100,-81,-100,-100,-100,-100,-70,-87,-84,-77,-83,-72,-71,-100,-100,-69,-83,-100,-100,-100,-59,-100,-100,-84,-71,-100,-100,-100,-100,-100,-83,-100,-74,-74,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-83,-81,-82,-85,-72,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-85,-82,-83,-100,-82,-82,-100,-100,-100,-100,-53,-78,-78,-78,-81,-81,-88,-89,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-37,-84,-85,-100,-100,-100,-80,-80,-100,-100,-21,-74,-100,-100,-84,-84,-100,-100,-100,-69,-100,-100,-80,-100,-86,-85,-87,-87,-79,-85,-78,-100,-100,-71,-100,-71,-100,-100,-100,-70,-100,-100,-65,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-60,-100,-60,-100,-85,-87,-80,-100,-100,-100,-100,-69,-88,-86,-79,-83,-73,-71,-100,-100,-70,-83,-100,-100,-100,-60,-100,-100,-85,-69,-100,-100,-100,-100,-100,-83,-100,-74,-74,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-83,-83,-82,-100,-74,-100,-85,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-68,-77,-77,-78,-80,-81,-88,-89,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-40,-84,-85,-100,-100,-100,-80,-80,-100,-100,-23,-74,-100,-100,-84,-84,-100,-100,-100,-70,-100,-100,-81,-100,-87,-85,-87,-87,-78,-86,-79,-100,-100,-70,-100,-71,-100,-100,-100,-70,-100,-100,-70,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-60,-100,-60,-100,-85,-87,-80,-100,-100,-100,-100,-70,-87,-85,-78,-83,-73,-71,-100,-100,-70,-83,-100,-100,-100,-61,-100,-100,-77,-70,-100,-100,-100,-100,-100,-83,-100,-73,-74,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-83,-83,-83,-83,-74,-100,-85,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-70,-78,-78,-78,-81,-81,-87,-88,-81,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-43,-100,-100,-100,-100,-100,-79,-79,-100,-100,-22,-74,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-81,-100,-84,-85,-88,-87,-78,-84,-78,-100,-100,-71,-100,-71,-100,-100,-100,-69,-100,-100,-69,-83,-100,-100,-100,-100,-100,-85,-100,-100,-100,-81,-60,-100,-60,-100,-100,-87,-79,-100,-100,-100,-100,-70,-87,-84,-78,-83,-73,-71,-100,-100,-69,-84,-100,-100,-100,-61,-100,-100,-84,-73,-100,-100,-100,-100,-100,-84,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-83,-74,-100,-85,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-84,-85,-83,-100,-100,-100,-100,-100,-100,-100,-70,-79,-78,-78,-81,-81,-89,-88,-81,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-43,-100,-100,-100,-100,-100,-79,-79,-100,-100,-21,-70,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-81,-100,-86,-84,-87,-87,-77,-85,-76,-100,-100,-71,-100,-70,-100,-100,-100,-69,-100,-89,-70,-84,-100,-100,-100,-100,-100,-85,-100,-100,-100,-80,-59,-100,-60,-100,-100,-100,-79,-100,-100,-100,-100,-70,-86,-85,-77,-83,-100,-71,-100,-100,-70,-84,-100,-100,-100,-60,-100,-100,-84,-72,-100,-100,-100,-100,-100,-84,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-71,-79,-81,-78,-81,-81,-88,-87,-82,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-38,-83,-83,-100,-100,-100,-82,-82,-100,-100,-22,-80,-100,-100,-100,-86,-100,-100,-100,-71,-100,-100,-100,-100,-86,-84,-87,-87,-77,-86,-76,-100,-100,-72,-100,-72,-100,-100,-100,-72,-100,-89,-73,-84,-100,-100,-100,-100,-100,-85,-100,-100,-100,-84,-62,-100,-62,-100,-83,-100,-82,-100,-100,-85,-100,-70,-86,-85,-77,-100,-75,-72,-100,-100,-72,-84,-100,-100,-100,-61,-100,-100,-84,-71,-100,-100,-100,-100,-100,-84,-100,-73,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-85,-84,-85,-100,-81,-100,-100,-100,-100,-100,-71,-78,-78,-78,-81,-81,-89,-87,-81,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
