80:8d:b7:55:39:c0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:19:d7:72,38:17:c3:19:d7:71,00:4e:35:df:06:50,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:52,80:8d:b7:55:25:f3,80:8d:b7:55:3a:51,60:32:b1:3e:1a:b7,20:a6:cd:50:24:b2,38:17:c3:19:55:52,20:a6:cd:50:24:b1,38:17:c3:19:55:51,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:d7:61,00:4e:35:df:06:41,20:a6:cd:50:24:a2,ac:e2:d3:c4:08:e6,00:4e:35:df:06:40,80:8d:b7:55:25:e3,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,38:17:c3:1f:09:93,00:4e:35:de:e1:11,b4:5d:50:e1:92:30,38:17:c3:1f:09:91,38:17:c3:1f:09:92,68:ff:7b:e4:af:39,a8:bd:27:4c:bd:31,38:17:c3:19:71:91,a8:bd:27:4c:bd:32,38:17:c3:1f:09:83,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,38:17:c3:19:d7:70,00:4e:35:df:06:52,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,44:48:c1:a5:82:20,80:8d:b7:55:3a:40,38:17:c3:19:55:50,38:17:c3:1e:ff:10,38:17:c3:19:d7:60,00:4e:35:df:06:42,00:4e:35:de:e1:12,b4:5d:50:e1:92:31,38:17:c3:1f:09:90,38:17:c3:19:71:90,a8:bd:27:4c:bd:30,b4:5d:50:e1:92:21,38:17:c3:1f:22:30,66:2a:2f:53:7c:99,00:4e:35:df:06:51,38:17:c3:19:d7:62,72:32:b1:3e:1a:b7,38:17:c3:19:45:b2,38:17:c3:19:45:b1,b4:5d:50:e1:92:23,00:4e:35:de:e1:10,72:32:b1:3e:1a:b8,38:17:c3:19:55:42,38:17:c3:19:55:41,20:a6:cd:42:0b:e3,38:17:c3:1f:01:80,20:a6:cd:50:24:b0,38:17:c3:19:55:40,68:ff:7b:e4:af:38,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:19:45:b0,38:17:c3:1e:ff:00,b4:5d:50:e1:96:50,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:41,38:17:c3:19:71:92,80:8d:b7:55:25:e0,80:8d:b7:55:3a:42,b4:5d:50:e1:92:20,b4:5d:50:e1:96:53,38:17:c3:1f:22:31,38:17:c3:1f:22:32,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:50:24:a0,38:17:c3:1f:08:50,20:a6:cd:42:0b:f0,38:17:c3:19:45:a2,38:17:c3:19:45:a1,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:19:45:a0,00:4e:35:de:e1:01,00:4e:35:de:e1:02,20:a6:cd:42:0b:f2,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:22,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:00:b0,00:4e:35:de:e1:00,44:48:c1:91:95:b2,20:a6:cd:42:0b:e2,44:48:c1:91:95:b3,38:17:c3:1f:22:22,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:df:0e:12,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:21,00:4e:35:de:d7:50,00:4e:35:de:d7:51,00:4e:35:de:d7:43,38:17:c3:1f:22:21,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:df:0e:11,00:4e:35:df:0e:10,a8:bd:27:4c:bd:20,38:17:c3:19:36:30,00:4e:35:df:0e:02,38:17:c3:19:36:21,38:17:c3:19:36:22,38:17:c3:19:36:20,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:de:d7:40,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1f:22:20,00:4e:35:df:0e:01,00:4e:35:df:0e:00,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:27:12,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:df:27:11,00:4e:35:df:27:10,00:4e:35:de:d7:41,da:3b:bf:91:24:81,x,y,label
-66,-64,-49,-50,-59,-60,-59,-61,-61,-67,-67,-22,-41,-47,-47,-65,-65,-62,-70,-70,-77,-69,-69,-65,-66,-67,-67,-65,-66,-73,-67,-73,-81,-74,-79,-74,-80,-77,-78,-70,-78,-76,-75,-79,-71,-75,-82,-86,-87,-100,-84,-86,-100,-100,-78,-87,-100,-87,-100,-50,-60,-61,-67,-47,-66,-71,-77,-66,-67,-73,-66,-70,-79,-78,-70,-100,-83,-86,-100,-84,-88,-84,-86,-84,-77,-71,-82,-78,-78,-84,-83,-82,-100,-100,-84,-67,-74,-100,-87,-100,-100,-78,-100,-100,-69,-69,-66,-66,-70,-100,-69,-70,-85,-100,-86,-85,-88,-89,-75,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-66,-65,-50,-50,-60,-60,-60,-61,-61,-66,-67,-22,-41,-47,-47,-66,-65,-68,-70,-71,-76,-69,-68,-66,-66,-67,-67,-66,-65,-73,-67,-73,-81,-74,-79,-74,-80,-79,-79,-70,-78,-100,-76,-79,-72,-100,-81,-86,-86,-84,-84,-87,-84,-85,-82,-100,-86,-86,-100,-50,-60,-61,-67,-47,-65,-70,-77,-66,-67,-73,-100,-100,-100,-79,-70,-100,-82,-86,-84,-86,-100,-84,-86,-81,-77,-69,-82,-78,-78,-85,-82,-100,-100,-100,-84,-67,-74,-100,-87,-100,-100,-78,-100,-100,-100,-100,-100,-100,-70,-100,-69,-100,-85,-100,-86,-85,-88,-89,-75,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-66,-69,-51,-52,-56,-56,-56,-63,-63,-62,-62,-21,-47,-53,-54,-64,-65,-63,-71,-70,-76,-66,-66,-64,-64,-70,-70,-69,-69,-70,-70,-70,-81,-76,-79,-76,-80,-79,-79,-70,-78,-78,-74,-77,-71,-78,-80,-85,-85,-84,-82,-85,-84,-85,-82,-87,-86,-87,-87,-52,-57,-63,-63,-53,-64,-70,-76,-69,-70,-70,-100,-71,-100,-79,-100,-77,-81,-85,-84,-85,-87,-84,-86,-81,-76,-70,-82,-100,-100,-85,-82,-100,-100,-100,-100,-67,-77,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-71,-100,-68,-69,-85,-100,-100,-85,-88,-89,-75,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-65,-69,-50,-50,-56,-56,-56,-65,-63,-64,-64,-22,-45,-51,-51,-64,-65,-65,-71,-70,-76,-66,-67,-65,-64,-70,-70,-68,-68,-70,-70,-70,-100,-76,-100,-76,-100,-79,-78,-70,-78,-78,-69,-77,-71,-78,-81,-85,-84,-100,-82,-85,-100,-100,-100,-87,-84,-87,-87,-50,-56,-62,-65,-51,-64,-70,-78,-68,-70,-70,-70,-71,-100,-79,-100,-78,-83,-85,-86,-84,-87,-100,-85,-84,-78,-70,-84,-83,-83,-80,-82,-81,-100,-100,-100,-100,-76,-100,-100,-80,-78,-84,-81,-87,-67,-100,-69,-69,-72,-84,-68,-69,-100,-87,-86,-100,-89,-100,-100,-100,-100,-81,-81,-88,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-65,-68,-46,-46,-57,-57,-57,-62,-62,-63,-63,-21,-48,-50,-51,-63,-63,-65,-71,-71,-78,-66,-67,-64,-64,-70,-71,-69,-68,-70,-71,-70,-83,-77,-81,-76,-82,-79,-78,-72,-78,-78,-69,-77,-69,-78,-81,-84,-84,-100,-82,-84,-100,-100,-100,-86,-84,-86,-88,-47,-57,-62,-63,-51,-63,-71,-78,-68,-71,-70,-70,-72,-82,-79,-72,-78,-83,-84,-86,-85,-85,-100,-84,-84,-78,-72,-84,-84,-84,-80,-82,-81,-100,-100,-100,-100,-77,-100,-85,-80,-78,-84,-81,-87,-67,-100,-69,-69,-71,-86,-67,-71,-100,-87,-84,-85,-89,-100,-100,-100,-100,-81,-81,-88,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-65,-69,-46,-46,-56,-56,-56,-62,-62,-64,-64,-22,-45,-51,-51,-62,-62,-56,-72,-72,-81,-100,-67,-64,-64,-70,-70,-69,-69,-70,-70,-70,-84,-75,-81,-75,-82,-78,-78,-72,-77,-100,-75,-78,-69,-100,-79,-83,-85,-87,-82,-84,-100,-100,-100,-85,-85,-86,-88,-46,-56,-62,-64,-51,-64,-72,-81,-69,-70,-70,-70,-71,-82,-78,-72,-78,-83,-83,-86,-87,-86,-100,-86,-63,-80,-72,-84,-82,-84,-80,-82,-81,-100,-100,-100,-100,-75,-100,-85,-80,-78,-84,-81,-87,-100,-100,-69,-69,-72,-86,-67,-71,-100,-88,-86,-85,-89,-100,-100,-100,-100,-83,-81,-88,-87,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-61,-72,-48,-48,-56,-56,-56,-62,-62,-63,-63,-22,-44,-51,-51,-64,-63,-64,-72,-72,-76,-66,-66,-63,-63,-71,-71,-70,-70,-70,-71,-70,-84,-75,-81,-75,-82,-77,-78,-72,-77,-100,-75,-79,-69,-100,-79,-83,-84,-87,-82,-84,-100,-100,-100,-85,-85,-86,-88,-48,-56,-62,-63,-51,-64,-72,-77,-70,-71,-71,-70,-71,-82,-78,-72,-79,-82,-83,-86,-86,-86,-100,-86,-88,-76,-72,-85,-82,-84,-100,-83,-100,-100,-100,-100,-67,-75,-100,-85,-100,-100,-100,-80,-100,-100,-100,-70,-70,-71,-87,-67,-71,-100,-88,-86,-85,-100,-100,-100,-87,-100,-83,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-61,-67,-50,-50,-55,-55,-55,-62,-63,-62,-62,-22,-46,-54,-54,-64,-55,-54,-71,-71,-76,-66,-66,-64,-64,-70,-70,-69,-70,-69,-70,-69,-83,-76,-83,-76,-83,-77,-77,-70,-77,-100,-74,-79,-66,-100,-79,-83,-84,-87,-82,-84,-100,-100,-100,-85,-85,-86,-100,-50,-55,-63,-63,-55,-64,-71,-77,-69,-71,-70,-70,-72,-84,-77,-70,-79,-82,-83,-86,-87,-86,-83,-85,-86,-76,-70,-85,-84,-85,-80,-83,-100,-100,-100,-100,-67,-76,-100,-86,-100,-100,-84,-80,-87,-68,-100,-70,-70,-71,-87,-100,-71,-83,-88,-84,-84,-100,-100,-100,-87,-100,-83,-81,-86,-87,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-61,-64,-60,-60,-57,-57,-57,-62,-62,-64,-65,-22,-53,-54,-53,-60,-59,-61,-70,-70,-76,-66,-66,-64,-64,-70,-70,-65,-65,-75,-70,-74,-83,-77,-83,-77,-83,-78,-78,-69,-77,-100,-68,-79,-71,-100,-81,-82,-80,-87,-83,-82,-100,-100,-100,-86,-86,-86,-87,-60,-57,-61,-64,-54,-61,-69,-76,-66,-70,-74,-70,-70,-84,-79,-69,-79,-83,-82,-86,-86,-86,-83,-86,-84,-76,-69,-85,-84,-85,-84,-82,-81,-100,-100,-100,-67,-77,-100,-86,-75,-100,-84,-80,-87,-68,-100,-70,-70,-71,-86,-100,-100,-83,-100,-84,-84,-86,-100,-100,-87,-100,-100,-100,-86,-100,-100,-83,-82,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-100,-65,-54,-55,-57,-57,-58,-64,-64,-65,-66,-65,-51,-52,-53,-62,-59,-62,-70,-70,-77,-100,-100,-100,-64,-70,-70,-65,-65,-76,-70,-76,-100,-78,-100,-78,-100,-78,-78,-69,-79,-100,-70,-100,-69,-100,-81,-82,-80,-100,-85,-82,-100,-100,-100,-86,-86,-86,-87,-55,-58,-63,-66,-54,-61,-70,-77,-65,-70,-76,-67,-71,-100,-78,-69,-100,-85,-82,-100,-85,-86,-100,-85,-87,-77,-69,-83,-79,-79,-84,-85,-81,-100,-100,-100,-100,-78,-100,-100,-75,-100,-79,-100,-88,-100,-100,-67,-67,-100,-86,-100,-100,-100,-88,-100,-100,-86,-86,-100,-100,-100,-100,-100,-88,-87,-100,-83,-82,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-63,-64,-54,-54,-58,-58,-58,-63,-63,-66,-66,-65,-48,-51,-51,-62,-100,-62,-70,-70,-77,-65,-100,-63,-63,-70,-70,-66,-66,-75,-70,-75,-100,-79,-100,-79,-100,-78,-78,-100,-78,-78,-71,-78,-69,-78,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-87,-54,-58,-62,-66,-100,-60,-69,-77,-66,-70,-76,-67,-70,-100,-78,-69,-78,-84,-100,-100,-86,-100,-100,-85,-85,-77,-69,-83,-79,-79,-86,-85,-74,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-87,-100,-68,-67,-67,-71,-86,-100,-71,-100,-87,-100,-100,-100,-86,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-64,-65,-60,-60,-58,-59,-58,-63,-63,-65,-65,-24,-46,-50,-50,-61,-61,-61,-70,-70,-75,-65,-100,-64,-63,-70,-70,-66,-66,-76,-70,-76,-100,-78,-100,-78,-100,-79,-79,-100,-79,-78,-71,-78,-75,-78,-79,-100,-83,-100,-85,-100,-100,-100,-100,-100,-100,-100,-87,-60,-59,-63,-66,-50,-64,-70,-75,-66,-70,-76,-68,-70,-100,-79,-69,-78,-84,-100,-100,-87,-100,-100,-85,-85,-75,-69,-83,-79,-79,-86,-85,-74,-100,-100,-100,-100,-78,-100,-100,-100,-100,-79,-100,-87,-100,-68,-68,-68,-71,-86,-100,-72,-100,-87,-100,-100,-87,-86,-100,-100,-86,-79,-81,-87,-88,-81,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-63,-64,-54,-54,-58,-58,-58,-63,-63,-66,-66,-23,-46,-51,-51,-62,-61,-82,-70,-70,-75,-65,-65,-63,-62,-70,-69,-66,-66,-76,-70,-75,-100,-78,-100,-78,-100,-79,-78,-100,-78,-78,-57,-78,-71,-78,-83,-85,-84,-100,-85,-84,-100,-100,-63,-85,-85,-86,-87,-54,-58,-63,-66,-51,-61,-70,-75,-65,-70,-75,-68,-70,-100,-78,-70,-78,-84,-84,-86,-85,-85,-100,-86,-85,-75,-100,-83,-79,-79,-81,-85,-74,-100,-100,-100,-100,-78,-100,-100,-100,-100,-79,-100,-87,-67,-67,-67,-67,-70,-86,-63,-71,-100,-87,-100,-100,-87,-86,-100,-100,-86,-79,-81,-87,-88,-81,-100,-100,-87,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-63,-64,-59,-59,-57,-57,-57,-64,-64,-64,-65,-25,-49,-51,-51,-62,-61,-60,-70,-70,-75,-100,-65,-63,-63,-70,-70,-66,-66,-76,-70,-76,-100,-78,-100,-78,-100,-79,-79,-69,-78,-100,-72,-77,-75,-100,-82,-85,-84,-100,-84,-84,-100,-100,-63,-85,-86,-86,-100,-59,-57,-62,-64,-51,-61,-71,-75,-66,-70,-76,-68,-70,-100,-79,-70,-78,-83,-84,-86,-85,-85,-100,-86,-85,-75,-69,-82,-79,-79,-83,-83,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-79,-100,-86,-67,-67,-67,-67,-70,-85,-63,-71,-100,-86,-100,-100,-87,-86,-78,-87,-86,-79,-81,-87,-87,-81,-100,-100,-87,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-64,-64,-58,-58,-55,-55,-55,-61,-61,-68,-68,-22,-47,-59,-59,-63,-62,-65,-71,-70,-71,-100,-65,-64,-64,-72,-71,-62,-61,-68,-71,-67,-100,-75,-100,-76,-100,-77,-77,-69,-75,-100,-77,-75,-70,-100,-82,-83,-82,-100,-84,-84,-100,-100,-79,-84,-86,-84,-87,-58,-55,-61,-68,-60,-63,-71,-71,-62,-71,-68,-69,-70,-100,-77,-70,-74,-83,-84,-86,-85,-83,-100,-86,-83,-75,-69,-82,-77,-79,-79,-83,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-79,-100,-86,-69,-69,-67,-67,-70,-85,-69,-69,-100,-86,-100,-100,-100,-100,-78,-87,-100,-100,-100,-87,-87,-100,-100,-100,-100,-83,-84,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-64,-62,-66,-64,-54,-54,-54,-62,-62,-70,-70,-21,-50,-59,-59,-61,-61,-65,-71,-71,-72,-71,-72,-64,-64,-73,-73,-61,-61,-68,-72,-68,-100,-76,-83,-76,-100,-77,-76,-100,-75,-100,-73,-75,-67,-100,-81,-83,-82,-100,-86,-84,-100,-100,-79,-84,-100,-84,-87,-64,-55,-61,-70,-60,-62,-71,-72,-61,-72,-68,-68,-70,-100,-77,-100,-74,-84,-84,-82,-85,-83,-80,-85,-85,-72,-70,-82,-78,-77,-78,-85,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-86,-69,-69,-69,-69,-70,-100,-69,-69,-100,-86,-100,-100,-84,-86,-72,-87,-85,-100,-100,-86,-86,-100,-100,-100,-84,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-64,-66,-56,-56,-55,-55,-55,-60,-60,-68,-68,-22,-53,-59,-58,-62,-62,-59,-68,-68,-73,-71,-72,-63,-64,-73,-73,-61,-62,-68,-73,-68,-82,-76,-83,-76,-83,-77,-77,-69,-75,-100,-78,-75,-54,-100,-83,-82,-82,-84,-86,-83,-83,-84,-79,-84,-100,-84,-87,-56,-55,-60,-68,-59,-63,-68,-73,-62,-74,-68,-68,-71,-83,-77,-69,-75,-84,-81,-83,-85,-83,-85,-85,-84,-73,-69,-82,-76,-77,-81,-85,-76,-100,-100,-100,-100,-76,-100,-83,-100,-100,-100,-100,-86,-69,-69,-70,-70,-70,-100,-69,-69,-81,-86,-86,-86,-84,-86,-72,-87,-85,-100,-100,-86,-86,-100,-100,-100,-84,-100,-100,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
