60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:14:12,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,b4:5d:50:e1:96:43,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:24:47:51,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,44:48:c1:91:95:b1,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:24:47:52,44:48:c1:91:95:b0,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:82,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,20:a6:cd:42:0a:c2,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,38:17:c3:24:47:50,38:17:c3:1f:09:90,a8:bd:27:4c:aa:90,38:17:c3:22:5e:f1,38:17:c3:22:5e:f0,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,38:17:c3:1f:14:01,38:17:c3:1f:14:02,a8:bd:27:4c:aa:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:14:00,38:17:c3:19:d7:70,72:32:b1:3e:1a:b7,92:32:4b:b2:cc:47,b4:5d:50:e1:96:40,38:17:c3:1a:cf:d0,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:19:45:a2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f2,38:17:c3:22:5e:f2,44:48:c1:91:95:a2,b4:5d:50:e1:96:42,38:17:c3:19:d7:71,38:17:c3:1f:09:80,66:2a:2f:53:7c:99,b0:b8:67:3d:c2:f0,b0:b8:67:3d:c2:f1,38:17:c3:19:45:a0,b0:b8:67:3d:c2:f2,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:e2,44:48:c1:91:d0:01,a8:bd:27:4c:aa:80,44:48:c1:91:9d:50,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:aa:21,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,38:17:c3:1f:19:c0,38:17:c3:19:45:a1,38:17:c3:22:5e:e1,38:17:c3:1f:09:81,80:8d:b7:55:25:e3,38:17:c3:19:36:30,20:a6:cd:42:0b:e3,b6:e6:2d:69:d5:58,86:0d:8e:aa:25:a4,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:e1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:60,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:29:d0,80:8d:b7:55:25:e0,80:8d:b7:55:25:f2,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:25:f1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:3a:42,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:00,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:10,68:ff:7b:e4:af:39,20:a6:cd:50:24:a1,38:17:c3:19:71:90,20:a6:cd:50:24:a0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,68:ff:7b:e4:af:38,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,00:4e:35:df:06:52,80:8d:b7:55:39:c2,38:17:c3:19:36:22,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:01,38:17:c3:19:36:20,38:17:c3:1f:0e:10,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,38:17:c3:1f:0e:12,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:81,38:17:c3:1f:0e:11,38:17:c3:19:71:82,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:de:e1:12,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:df:06:40,00:4e:35:df:06:42,00:4e:35:df:06:41,00:4e:35:de:e1:10,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,00:4e:35:de:e1:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,80:8d:b7:55:4d:12,80:8d:b7:55:4d:10,80:8d:b7:55:4d:11,x,y,label
-100,-66,-66,-100,-63,-63,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-66,-100,-82,-63,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-87,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-68,-100,-85,-100,-100,-67,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-83,-87,-60,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-63,-63,-63,-66,-66,-100,-100,-68,-100,-84,-83,-85,-90,-100,-85,-100,-100,-84,-81,-81,-84,-85,-85,-85,-85,-87,-86,-100,-88,-85,-85,-85,-85,-85,-85,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-66,-66,-100,-65,-65,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-66,-100,-83,-65,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-69,-87,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-69,-100,-86,-100,-100,-68,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-83,-87,-60,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-63,-63,-63,-69,-69,-100,-100,-69,-100,-84,-83,-84,-90,-81,-85,-100,-100,-84,-81,-82,-84,-86,-86,-85,-87,-87,-86,-100,-88,-85,-85,-100,-100,-85,-85,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-66,-66,-100,-65,-65,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-76,-100,-100,-66,-100,-83,-65,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-77,-100,-100,-100,-69,-87,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-69,-100,-88,-100,-100,-68,-100,-64,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-83,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-63,-63,-63,-69,-69,-69,-69,-69,-69,-84,-87,-84,-90,-82,-84,-100,-100,-83,-81,-82,-84,-86,-85,-100,-86,-87,-86,-100,-86,-85,-85,-100,-100,-85,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-67,-67,-100,-65,-65,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-85,-100,-100,-66,-100,-84,-66,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-77,-100,-86,-100,-67,-86,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-67,-100,-87,-100,-100,-68,-100,-64,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-82,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-63,-63,-58,-69,-69,-69,-69,-67,-59,-83,-87,-84,-90,-81,-83,-100,-100,-83,-81,-82,-100,-85,-85,-100,-87,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-67,-67,-100,-71,-71,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-85,-100,-100,-66,-100,-85,-72,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-77,-100,-88,-100,-69,-87,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-69,-100,-82,-100,-100,-70,-100,-60,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-82,-88,-61,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-61,-61,-58,-62,-63,-66,-66,-69,-67,-85,-87,-84,-89,-81,-84,-100,-100,-84,-81,-82,-100,-86,-86,-84,-86,-100,-86,-87,-86,-100,-100,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-67,-67,-100,-71,-71,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-85,-100,-100,-66,-100,-85,-72,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-77,-100,-88,-100,-69,-87,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-69,-100,-82,-100,-100,-70,-100,-60,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-82,-88,-61,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-61,-61,-58,-62,-63,-66,-66,-69,-67,-85,-87,-84,-89,-81,-84,-100,-100,-84,-81,-82,-100,-86,-86,-84,-86,-100,-86,-87,-86,-100,-100,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-86,-67,-67,-100,-71,-72,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-90,-84,-72,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-87,-100,-68,-87,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-68,-100,-83,-100,-100,-73,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-84,-87,-62,-100,-100,-100,-100,-100,-100,-100,-100,-62,-63,-62,-62,-100,-63,-63,-67,-68,-68,-67,-84,-82,-85,-89,-82,-83,-100,-100,-84,-81,-82,-100,-86,-86,-85,-86,-100,-86,-87,-85,-100,-100,-100,-100,-83,-85,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-86,-67,-67,-100,-72,-72,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-67,-90,-85,-72,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-85,-100,-68,-86,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-68,-100,-82,-100,-100,-71,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-84,-87,-61,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-62,-100,-62,-62,-68,-67,-68,-67,-84,-82,-84,-90,-81,-84,-100,-100,-83,-81,-82,-100,-86,-86,-84,-84,-100,-86,-87,-85,-100,-100,-100,-100,-83,-83,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-67,-67,-100,-74,-74,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-67,-100,-84,-73,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-83,-77,-100,-100,-100,-100,-100,-100,-86,-100,-68,-86,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-67,-100,-87,-100,-100,-72,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-85,-87,-61,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-61,-100,-62,-62,-67,-67,-67,-72,-84,-81,-84,-90,-81,-85,-100,-100,-84,-81,-82,-100,-86,-85,-84,-84,-100,-87,-87,-87,-83,-100,-100,-100,-83,-85,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-66,-66,-100,-72,-71,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-66,-100,-83,-72,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-83,-77,-100,-100,-100,-100,-100,-100,-85,-100,-68,-86,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-68,-100,-82,-100,-100,-70,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-83,-86,-61,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-62,-62,-62,-62,-68,-68,-68,-68,-83,-81,-84,-88,-83,-84,-87,-87,-83,-82,-84,-100,-86,-86,-85,-86,-100,-87,-87,-87,-83,-100,-100,-100,-83,-86,-100,-89,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-72,-72,-100,-67,-68,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-71,-100,-81,-68,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-68,-100,-83,-100,-100,-69,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-80,-87,-65,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-62,-72,-62,-68,-68,-62,-62,-68,-68,-81,-81,-81,-88,-82,-81,-87,-87,-81,-80,-81,-78,-83,-84,-85,-86,-84,-82,-83,-85,-83,-100,-100,-100,-83,-86,-84,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-72,-72,-100,-65,-65,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-71,-100,-81,-65,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-68,-100,-83,-100,-100,-69,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-80,-86,-63,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-71,-72,-68,-68,-68,-62,-62,-68,-100,-83,-100,-82,-89,-82,-82,-87,-100,-82,-83,-81,-78,-83,-83,-83,-83,-84,-83,-81,-85,-100,-100,-79,-78,-100,-82,-84,-100,-100,-88,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-72,-72,-87,-67,-67,-80,-100,-81,-89,-100,-100,-100,-100,-100,-100,-100,-63,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-71,-88,-81,-65,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-84,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-68,-100,-82,-100,-100,-71,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-78,-87,-65,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-70,-70,-68,-67,-67,-63,-62,-68,-62,-81,-81,-82,-89,-82,-81,-87,-100,-82,-82,-81,-78,-83,-83,-82,-83,-84,-83,-79,-84,-100,-100,-79,-78,-100,-83,-86,-100,-100,-88,-100,-84,-85,-85,-86,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-73,-73,-87,-66,-66,-83,-100,-83,-89,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-85,-100,-100,-72,-88,-83,-66,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-75,-100,-84,-100,-68,-88,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-68,-100,-82,-100,-100,-71,-100,-59,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-78,-86,-65,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-70,-70,-68,-69,-69,-63,-62,-68,-62,-81,-81,-82,-90,-100,-81,-87,-100,-82,-82,-81,-79,-83,-83,-84,-83,-83,-84,-82,-84,-100,-100,-79,-78,-100,-83,-86,-89,-89,-100,-100,-84,-85,-85,-86,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-72,-72,-87,-66,-66,-83,-100,-83,-89,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-87,-100,-100,-72,-88,-83,-66,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-75,-100,-85,-100,-68,-88,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-68,-100,-82,-100,-100,-71,-100,-54,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-78,-86,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-70,-70,-100,-69,-68,-63,-62,-68,-62,-82,-81,-83,-90,-100,-81,-87,-88,-82,-82,-81,-78,-83,-84,-83,-83,-83,-83,-83,-83,-100,-100,-100,-100,-100,-82,-86,-89,-89,-100,-100,-100,-87,-100,-86,-86,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-72,-73,-100,-66,-66,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-87,-100,-100,-72,-100,-84,-66,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-75,-100,-85,-100,-68,-88,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-68,-100,-84,-100,-100,-71,-100,-55,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-88,-68,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-67,-68,-68,-68,-63,-62,-68,-63,-82,-100,-82,-90,-100,-82,-87,-88,-82,-100,-100,-78,-83,-83,-83,-83,-83,-83,-82,-87,-100,-100,-100,-100,-100,-82,-100,-89,-89,-100,-100,-84,-87,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-87,-68,-68,-100,-66,-66,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-68,-100,-83,-66,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-100,-86,-84,-67,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-67,-100,-71,-100,-100,-71,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-78,-88,-70,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-68,-68,-68,-75,-75,-64,-64,-67,-64,-80,-82,-80,-100,-100,-80,-100,-88,-80,-80,-100,-79,-83,-83,-83,-83,-82,-82,-81,-87,-83,-83,-78,-78,-83,-83,-87,-100,-100,-88,-84,-84,-86,-100,-88,-87,-89,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
