60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:14:12,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,b4:5d:50:e1:96:43,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:24:47:51,b4:5d:50:e1:96:41,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,44:48:c1:91:95:b1,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:24:47:52,44:48:c1:91:95:b0,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:82,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,20:a6:cd:42:0a:c2,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,38:17:c3:24:47:50,38:17:c3:1f:09:90,a8:bd:27:4c:aa:90,38:17:c3:22:5e:f1,38:17:c3:22:5e:f0,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,38:17:c3:1f:14:01,38:17:c3:1f:14:02,a8:bd:27:4c:aa:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:14:00,38:17:c3:19:d7:70,72:32:b1:3e:1a:b7,92:32:4b:b2:cc:47,b4:5d:50:e1:96:40,38:17:c3:1a:cf:d0,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:19:45:a2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f2,38:17:c3:22:5e:f2,44:48:c1:91:95:a2,b4:5d:50:e1:96:42,38:17:c3:19:d7:71,38:17:c3:1f:09:80,66:2a:2f:53:7c:99,b0:b8:67:3d:c2:f0,b0:b8:67:3d:c2:f1,38:17:c3:19:45:a0,b0:b8:67:3d:c2:f2,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:e2,44:48:c1:91:d0:01,a8:bd:27:4c:aa:80,44:48:c1:91:9d:50,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:aa:21,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,38:17:c3:1f:19:c0,38:17:c3:19:45:a1,38:17:c3:22:5e:e1,38:17:c3:1f:09:81,80:8d:b7:55:25:e3,38:17:c3:19:36:30,20:a6:cd:42:0b:e3,b6:e6:2d:69:d5:58,86:0d:8e:aa:25:a4,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:e1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:60,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:29:d0,80:8d:b7:55:25:e0,80:8d:b7:55:25:f2,38:17:c3:19:36:31,38:17:c3:19:36:32,80:8d:b7:55:25:f1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:3a:42,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:00,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:10,68:ff:7b:e4:af:39,20:a6:cd:50:24:a1,38:17:c3:19:71:90,20:a6:cd:50:24:a0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,68:ff:7b:e4:af:38,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,00:4e:35:df:06:52,80:8d:b7:55:39:c2,38:17:c3:19:36:22,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:01,38:17:c3:19:36:20,38:17:c3:1f:0e:10,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,38:17:c3:1f:0e:12,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:81,38:17:c3:1f:0e:11,38:17:c3:19:71:82,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:de:e1:12,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:df:06:40,00:4e:35:df:06:42,00:4e:35:df:06:41,00:4e:35:de:e1:10,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,00:4e:35:de:e1:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,80:8d:b7:55:4d:12,80:8d:b7:55:4d:10,80:8d:b7:55:4d:11,x,y,label
-59,-60,-60,-73,-63,-63,-72,-73,-72,-73,-72,-72,-72,-73,-73,-73,-72,-78,-78,-76,-71,-69,-73,-82,-81,-81,-76,-82,-82,-84,-83,-83,-84,-77,-76,-78,-84,-84,-60,-73,-73,-63,-73,-72,-73,-72,-78,-81,-82,-76,-84,-83,-88,-89,-59,-55,-73,-73,-70,-70,-77,-78,-75,-70,-100,-59,-100,-70,-100,-100,-100,-100,-100,-76,-100,-100,-100,-78,-67,-100,-100,-88,-100,-100,-76,-100,-81,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-58,-60,-60,-73,-64,-63,-72,-73,-72,-73,-72,-72,-72,-73,-73,-73,-74,-78,-78,-76,-71,-70,-72,-81,-81,-81,-76,-81,-81,-83,-83,-84,-83,-77,-75,-78,-84,-84,-59,-73,-73,-63,-73,-72,-72,-72,-78,-81,-81,-76,-83,-84,-100,-89,-59,-56,-73,-72,-70,-70,-77,-78,-75,-70,-100,-59,-100,-70,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-69,-100,-78,-88,-100,-100,-76,-100,-80,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-76,-100,-78,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-62,-59,-59,-77,-66,-66,-71,-77,-71,-77,-76,-75,-75,-73,-73,-72,-71,-80,-81,-83,-73,-72,-76,-84,-82,-82,-83,-86,-86,-82,-82,-83,-85,-78,-74,-76,-84,-85,-58,-77,-71,-66,-72,-76,-76,-76,-81,-82,-85,-84,-81,-83,-100,-100,-49,-49,-77,-76,-69,-69,-64,-79,-75,-70,-100,-100,-100,-100,-100,-80,-80,-100,-100,-78,-100,-100,-100,-80,-72,-100,-79,-100,-100,-100,-100,-100,-100,-86,-75,-100,-100,-76,-75,-100,-100,-100,-84,-100,-100,-79,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-59,-59,-77,-65,-66,-71,-78,-71,-78,-76,-75,-75,-73,-73,-73,-54,-79,-79,-83,-72,-72,-78,-86,-81,-82,-83,-86,-85,-82,-83,-82,-83,-77,-74,-75,-84,-84,-58,-78,-71,-64,-73,-76,-74,-75,-79,-82,-87,-82,-82,-84,-100,-100,-50,-50,-74,-75,-69,-69,-76,-78,-72,-69,-100,-100,-100,-100,-100,-80,-79,-100,-100,-78,-100,-100,-100,-80,-72,-100,-79,-100,-100,-100,-100,-100,-70,-100,-76,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-79,-100,-100,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-59,-59,-76,-100,-100,-71,-77,-71,-77,-75,-75,-75,-72,-72,-72,-71,-79,-79,-83,-100,-100,-75,-85,-82,-82,-84,-86,-86,-82,-84,-82,-84,-100,-80,-100,-82,-83,-58,-77,-71,-100,-72,-75,-100,-75,-80,-82,-87,-83,-82,-85,-100,-100,-100,-49,-100,-100,-69,-69,-100,-79,-76,-69,-100,-100,-100,-100,-100,-81,-80,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-61,-59,-58,-76,-66,-66,-71,-77,-71,-77,-76,-76,-75,-73,-73,-73,-72,-80,-79,-84,-73,-73,-75,-84,-82,-82,-84,-87,-86,-82,-82,-83,-85,-77,-80,-100,-84,-85,-58,-77,-71,-67,-73,-76,-76,-76,-79,-82,-86,-83,-81,-83,-100,-100,-60,-50,-77,-77,-69,-68,-100,-79,-78,-69,-100,-100,-100,-73,-100,-81,-80,-100,-100,-77,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-78,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-63,-60,-60,-77,-66,-66,-71,-77,-71,-77,-77,-77,-77,-74,-74,-73,-71,-79,-79,-82,-73,-71,-72,-85,-82,-82,-82,-85,-86,-83,-82,-82,-83,-77,-74,-74,-83,-82,-58,-77,-71,-66,-73,-77,-74,-74,-80,-82,-87,-82,-81,-83,-100,-90,-55,-50,-76,-75,-69,-69,-78,-79,-75,-69,-100,-63,-100,-73,-100,-79,-79,-100,-100,-80,-100,-100,-100,-79,-73,-100,-79,-88,-100,-100,-80,-100,-81,-100,-76,-100,-100,-77,-77,-84,-100,-100,-84,-78,-100,-78,-100,-100,-86,-100,-88,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-63,-60,-60,-77,-64,-63,-71,-77,-71,-77,-75,-75,-75,-72,-72,-72,-71,-78,-78,-83,-100,-70,-72,-86,-82,-82,-84,-85,-85,-83,-82,-82,-84,-77,-81,-78,-83,-83,-59,-77,-71,-63,-72,-75,-72,-72,-79,-82,-85,-84,-82,-83,-100,-100,-59,-49,-73,-72,-69,-70,-77,-79,-76,-69,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-78,-88,-100,-100,-100,-100,-80,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-67,-63,-63,-78,-65,-66,-68,-78,-68,-78,-75,-75,-75,-76,-75,-75,-75,-81,-81,-80,-74,-75,-77,-85,-85,-85,-80,-86,-85,-84,-85,-84,-83,-74,-76,-72,-84,-83,-63,-78,-68,-66,-75,-75,-77,-72,-81,-85,-84,-80,-84,-85,-100,-89,-64,-57,-76,-77,-67,-67,-77,-75,-74,-67,-86,-100,-100,-100,-100,-81,-81,-100,-100,-79,-100,-100,-100,-80,-100,-100,-76,-85,-100,-100,-78,-100,-86,-100,-77,-77,-100,-76,-100,-100,-100,-100,-100,-78,-100,-75,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-67,-63,-63,-78,-65,-66,-68,-78,-68,-78,-75,-75,-75,-76,-75,-75,-75,-81,-81,-80,-74,-75,-77,-85,-85,-85,-80,-86,-85,-84,-85,-84,-83,-74,-76,-72,-84,-83,-63,-78,-68,-66,-75,-75,-77,-72,-81,-85,-84,-80,-84,-85,-100,-89,-64,-57,-76,-77,-67,-67,-77,-75,-74,-67,-86,-100,-100,-100,-100,-81,-81,-100,-100,-79,-100,-100,-100,-80,-100,-100,-76,-85,-100,-100,-78,-100,-86,-100,-77,-77,-100,-76,-100,-100,-100,-100,-100,-78,-100,-75,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-68,-63,-63,-79,-64,-64,-68,-78,-68,-78,-76,-76,-76,-76,-76,-76,-83,-81,-81,-80,-74,-74,-83,-84,-87,-86,-80,-85,-83,-84,-84,-84,-83,-72,-76,-76,-84,-84,-63,-78,-68,-65,-75,-76,-76,-75,-81,-86,-83,-79,-82,-83,-100,-100,-59,-60,-76,-76,-67,-68,-75,-74,-75,-67,-86,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-76,-85,-100,-100,-100,-100,-86,-100,-79,-75,-100,-100,-100,-100,-100,-100,-85,-100,-100,-77,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-68,-64,-64,-78,-65,-65,-69,-78,-68,-78,-76,-76,-76,-75,-76,-76,-83,-81,-81,-79,-74,-74,-83,-84,-85,-86,-79,-86,-85,-84,-84,-84,-83,-72,-76,-77,-84,-84,-63,-78,-69,-65,-76,-79,-77,-75,-81,-86,-84,-79,-85,-84,-100,-100,-59,-60,-77,-78,-67,-68,-75,-74,-75,-67,-86,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-76,-100,-100,-100,-100,-100,-86,-100,-79,-75,-100,-100,-100,-100,-100,-100,-85,-100,-100,-77,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-67,-64,-64,-77,-66,-66,-68,-77,-68,-77,-75,-76,-76,-75,-75,-76,-85,-81,-81,-81,-74,-80,-75,-85,-85,-85,-80,-85,-85,-84,-85,-84,-84,-75,-100,-74,-83,-84,-63,-77,-68,-66,-75,-75,-77,-74,-81,-85,-84,-81,-83,-84,-100,-100,-59,-58,-77,-78,-68,-67,-75,-77,-76,-67,-87,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-78,-88,-100,-100,-100,-100,-85,-100,-100,-75,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-87,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-67,-65,-65,-77,-65,-65,-68,-78,-68,-77,-75,-75,-75,-76,-76,-75,-74,-82,-80,-80,-100,-80,-86,-84,-84,-84,-80,-85,-84,-85,-84,-84,-84,-75,-77,-75,-84,-85,-65,-77,-68,-65,-76,-75,-77,-76,-81,-85,-83,-80,-83,-83,-100,-100,-54,-55,-77,-78,-68,-67,-74,-77,-75,-67,-87,-67,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-75,-100,-77,-90,-100,-100,-77,-100,-85,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-63,-57,-57,-74,-61,-61,-63,-74,-63,-74,-78,-78,-78,-77,-77,-77,-74,-80,-80,-78,-100,-73,-76,-86,-82,-82,-78,-86,-84,-85,-84,-84,-83,-74,-89,-73,-83,-83,-57,-74,-63,-61,-77,-78,-75,-76,-80,-82,-85,-78,-84,-84,-100,-100,-54,-62,-75,-75,-68,-64,-74,-77,-78,-64,-87,-63,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-75,-100,-77,-90,-100,-100,-77,-100,-86,-100,-100,-75,-100,-100,-78,-100,-100,-100,-100,-76,-100,-100,-100,-100,-87,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-63,-63,-63,-75,-60,-61,-64,-75,-64,-75,-78,-78,-78,-78,-78,-78,-48,-81,-81,-81,-100,-74,-72,-86,-83,-84,-81,-86,-85,-81,-81,-82,-86,-76,-83,-77,-84,-85,-62,-75,-64,-60,-78,-78,-74,-76,-81,-83,-84,-82,-81,-85,-100,-100,-62,-57,-75,-75,-63,-64,-100,-82,-80,-64,-100,-63,-100,-100,-100,-100,-82,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-79,-100,-86,-100,-100,-100,-100,-100,-78,-100,-100,-100,-82,-78,-100,-81,-100,-100,-100,-100,-100,-84,-82,-78,-79,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-63,-62,-62,-76,-60,-60,-65,-76,-65,-75,-78,-78,-78,-78,-79,-78,-72,-80,-80,-83,-100,-75,-72,-85,-82,-83,-82,-85,-86,-82,-82,-82,-85,-75,-80,-74,-85,-85,-62,-76,-65,-60,-78,-78,-75,-77,-81,-82,-85,-82,-81,-86,-100,-100,-62,-60,-75,-75,-63,-63,-74,-82,-80,-63,-100,-63,-100,-100,-90,-100,-82,-100,-100,-79,-100,-100,-100,-100,-100,-100,-81,-87,-100,-100,-79,-100,-84,-100,-100,-75,-100,-100,-78,-100,-100,-100,-82,-78,-100,-81,-100,-100,-88,-100,-100,-84,-82,-78,-79,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
