44:48:c1:a5:82:30,b0:be:76:f8:30:5e,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,38:17:c3:1f:01:82,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,ac:e2:d3:c4:08:e6,00:4e:35:df:06:41,20:a6:cd:50:24:a1,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:32,00:4e:35:de:e1:10,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:31,00:4e:35:de:e1:11,38:17:c3:19:45:a2,38:17:c3:19:45:a1,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,38:17:c3:19:55:41,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,38:17:c3:19:55:50,38:17:c3:1e:ff:10,00:4e:35:df:06:42,b4:5d:50:e1:92:31,00:4e:35:de:e1:12,a8:bd:27:4c:bd:30,38:17:c3:19:45:a0,38:17:c3:1f:09:90,38:17:c3:19:55:40,80:8d:b7:55:35:01,80:8d:b7:55:35:03,60:32:b1:3e:1a:b7,44:48:c1:a5:82:21,38:17:c3:19:45:b1,38:17:c3:19:45:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:19:d7:62,38:17:c3:19:d7:61,68:ff:7b:e4:af:38,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,38:17:c3:19:45:b0,20:a6:cd:50:24:b0,38:17:c3:19:d7:60,66:2a:2f:53:7c:99,80:8d:b7:55:39:c1,44:48:c1:a5:82:22,72:32:b1:3e:1a:b7,00:4e:35:df:06:40,38:17:c3:1e:ff:01,80:8d:b7:55:39:c0,44:48:c1:a5:82:20,38:17:c3:1e:ff:00,80:8d:b7:55:35:02,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:42,20:a6:cd:50:24:a2,b4:5d:50:e1:92:22,38:17:c3:1f:09:83,68:ff:7b:e4:af:39,80:8d:b7:55:35:00,80:8d:b7:55:25:e0,b4:5d:50:e1:96:50,38:17:c3:1f:01:81,b4:5d:50:e1:92:23,38:17:c3:1e:ff:02,38:17:c3:1f:22:31,38:17:c3:1f:22:32,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,b4:5d:50:e1:96:43,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,38:17:c3:1f:22:30,38:17:c3:19:71:90,00:4e:35:de:e1:02,20:a6:cd:42:0b:f0,20:a6:cd:50:24:a0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f2,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,38:17:c3:1f:22:22,00:4e:35:de:e1:01,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,72:32:b1:3e:1a:b8,38:17:c3:19:71:91,80:8d:b7:55:29:d0,38:17:c3:1f:08:51,38:17:c3:1f:08:50,38:17:c3:19:71:92,38:17:c3:1f:08:52,00:4e:35:de:e1:00,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:09:91,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:09:92,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:df:0e:12,44:48:c1:91:95:b3,38:17:c3:1f:08:42,44:48:c1:91:95:b0,44:48:c1:91:95:b2,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:50,00:4e:35:de:d7:51,00:4e:35:df:0e:11,a8:bd:27:4c:bd:22,38:17:c3:19:71:82,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:df:0e:10,00:4e:35:de:d7:41,38:17:c3:19:36:30,44:48:c1:91:95:b1,38:17:c3:19:36:31,00:4e:35:df:0e:02,38:17:c3:19:36:32,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:19:36:22,00:4e:35:df:0e:01,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:58:a1,38:17:c3:24:58:a2,32:f7:72:50:57:3b,38:17:c3:24:58:a0,00:4e:35:df:27:02,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,00:4e:35:df:27:12,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:11,00:4e:35:df:27:10,x,y,label
-86,-51,-100,-100,-82,-83,-82,-79,-79,-100,-100,-80,-100,-100,-86,-86,-100,-100,-80,-79,-78,-77,-100,-78,-74,-75,-74,-66,-67,-65,-64,-100,-100,-86,-63,-100,-54,-100,-100,-76,-100,-54,-77,-100,-100,-100,-100,-100,-100,-84,-79,-100,-100,-100,-78,-66,-73,-65,-100,-63,-100,-76,-54,-100,-100,-67,-100,-85,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-82,-100,-63,-100,-100,-82,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-64,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-83,-34,-100,-100,-82,-83,-82,-78,-78,-100,-100,-49,-100,-100,-84,-83,-100,-100,-80,-79,-79,-81,-100,-77,-74,-75,-76,-66,-66,-68,-68,-100,-100,-86,-72,-100,-56,-100,-100,-76,-100,-55,-75,-100,-100,-100,-100,-100,-100,-84,-79,-100,-100,-100,-79,-66,-73,-68,-100,-70,-100,-76,-56,-100,-100,-67,-85,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-66,-100,-100,-82,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-64,-65,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-83,-33,-83,-82,-84,-100,-84,-77,-77,-100,-100,-75,-100,-100,-84,-83,-100,-100,-79,-79,-79,-81,-100,-77,-74,-75,-75,-68,-68,-69,-69,-100,-100,-100,-67,-100,-56,-100,-100,-83,-100,-56,-75,-100,-100,-100,-100,-68,-83,-85,-77,-100,-100,-100,-79,-68,-73,-69,-100,-67,-100,-82,-56,-100,-100,-69,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-82,-100,-100,-67,-100,-100,-100,-100,-100,-80,-100,-75,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-83,-38,-83,-82,-85,-83,-83,-80,-81,-100,-100,-77,-100,-100,-84,-83,-100,-100,-78,-78,-78,-81,-100,-79,-74,-77,-77,-68,-68,-66,-66,-100,-100,-100,-70,-100,-57,-100,-100,-81,-100,-57,-80,-100,-100,-100,-100,-68,-83,-83,-81,-100,-100,-100,-79,-67,-74,-66,-100,-71,-100,-80,-57,-100,-100,-69,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-80,-100,-100,-66,-100,-82,-100,-100,-100,-80,-81,-75,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-69,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-84,-37,-83,-82,-86,-86,-86,-81,-80,-100,-100,-77,-100,-100,-85,-86,-100,-100,-79,-79,-79,-80,-100,-79,-74,-75,-75,-66,-66,-68,-68,-100,-100,-100,-70,-100,-57,-100,-100,-80,-100,-57,-80,-100,-100,-100,-100,-68,-83,-85,-81,-100,-100,-100,-79,-66,-74,-68,-100,-69,-100,-80,-57,-100,-100,-69,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-81,-100,-100,-68,-100,-82,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-69,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-84,-46,-100,-100,-84,-86,-83,-81,-81,-100,-100,-81,-100,-100,-84,-83,-100,-100,-79,-79,-79,-80,-100,-79,-74,-74,-74,-65,-65,-66,-66,-100,-100,-100,-69,-100,-57,-100,-100,-80,-100,-57,-81,-100,-100,-100,-100,-68,-100,-84,-81,-100,-100,-100,-79,-65,-74,-66,-100,-69,-100,-81,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-68,-100,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-61,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-84,-32,-100,-100,-84,-85,-83,-79,-78,-100,-100,-81,-100,-82,-84,-83,-100,-100,-81,-82,-81,-82,-100,-79,-74,-78,-78,-64,-64,-66,-66,-100,-100,-100,-67,-100,-57,-100,-100,-82,-100,-56,-81,-100,-100,-100,-100,-68,-100,-83,-79,-100,-100,-100,-81,-64,-72,-66,-100,-68,-100,-82,-57,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-81,-100,-100,-68,-100,-81,-100,-100,-84,-79,-79,-74,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-84,-34,-84,-85,-84,-85,-86,-85,-85,-100,-100,-81,-83,-82,-84,-83,-100,-100,-83,-83,-82,-84,-100,-79,-73,-77,-77,-72,-72,-71,-71,-100,-100,-100,-70,-100,-60,-100,-100,-79,-100,-60,-81,-100,-100,-100,-100,-68,-85,-87,-85,-100,-83,-100,-83,-72,-77,-71,-100,-70,-100,-79,-60,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-82,-100,-100,-69,-100,-82,-100,-100,-84,-79,-79,-72,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-83,-35,-84,-85,-100,-100,-87,-81,-81,-100,-100,-77,-83,-82,-84,-84,-100,-100,-84,-83,-84,-84,-100,-80,-73,-77,-77,-69,-69,-74,-74,-100,-100,-100,-69,-100,-59,-100,-100,-79,-100,-59,-79,-100,-100,-100,-100,-100,-85,-87,-81,-100,-83,-100,-83,-69,-75,-71,-100,-69,-100,-79,-59,-100,-100,-100,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-82,-100,-100,-69,-100,-82,-100,-100,-100,-100,-100,-74,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-62,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-83,-36,-84,-85,-100,-100,-87,-82,-81,-100,-100,-76,-83,-82,-84,-84,-100,-100,-80,-80,-79,-84,-100,-82,-73,-75,-75,-72,-71,-73,-73,-100,-100,-100,-70,-100,-60,-100,-100,-79,-100,-60,-79,-100,-100,-100,-100,-69,-85,-87,-82,-100,-83,-100,-80,-71,-75,-73,-100,-70,-100,-79,-60,-100,-100,-100,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-82,-85,-100,-70,-100,-82,-100,-100,-100,-100,-83,-73,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-83,-36,-84,-85,-100,-100,-87,-82,-81,-100,-100,-76,-83,-82,-84,-84,-100,-100,-80,-80,-79,-84,-100,-82,-73,-75,-75,-72,-71,-73,-73,-100,-100,-100,-70,-100,-60,-100,-100,-79,-100,-60,-79,-100,-100,-100,-100,-69,-85,-87,-82,-100,-83,-100,-80,-71,-75,-73,-100,-70,-100,-79,-60,-100,-100,-100,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-82,-85,-100,-70,-100,-82,-100,-100,-100,-100,-83,-73,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-83,-36,-84,-85,-100,-100,-87,-82,-81,-100,-100,-76,-83,-82,-84,-84,-100,-100,-80,-80,-79,-84,-100,-82,-73,-75,-75,-72,-71,-73,-73,-100,-100,-100,-70,-100,-60,-100,-100,-79,-100,-60,-79,-100,-100,-100,-100,-69,-85,-87,-82,-100,-83,-100,-80,-71,-75,-73,-100,-70,-100,-79,-60,-100,-100,-100,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-82,-85,-100,-70,-100,-82,-100,-100,-100,-100,-83,-73,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-83,-36,-84,-85,-100,-100,-87,-82,-81,-100,-100,-76,-83,-82,-84,-84,-100,-100,-80,-80,-79,-84,-100,-82,-73,-75,-75,-72,-71,-73,-73,-100,-100,-100,-70,-100,-60,-100,-100,-79,-100,-60,-79,-100,-100,-100,-100,-69,-85,-87,-82,-100,-83,-100,-80,-71,-75,-73,-100,-70,-100,-79,-60,-100,-100,-100,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-82,-85,-100,-70,-100,-82,-100,-100,-100,-100,-83,-73,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-85,-37,-81,-81,-100,-100,-100,-82,-83,-100,-100,-79,-100,-100,-84,-86,-100,-100,-82,-82,-81,-81,-100,-81,-74,-82,-81,-67,-67,-74,-74,-100,-100,-100,-66,-100,-57,-100,-100,-82,-100,-57,-83,-100,-100,-100,-100,-73,-82,-88,-83,-100,-100,-100,-82,-67,-81,-74,-100,-66,-100,-82,-58,-100,-100,-73,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-86,-79,-100,-100,-66,-100,-78,-100,-100,-100,-81,-81,-74,-100,-100,-100,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-62,-62,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-85,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-85,-38,-81,-81,-100,-100,-100,-82,-83,-100,-100,-79,-100,-100,-84,-86,-100,-100,-82,-81,-81,-100,-100,-85,-79,-80,-80,-65,-65,-77,-78,-100,-100,-100,-66,-100,-56,-100,-100,-83,-100,-56,-84,-100,-100,-100,-100,-100,-82,-88,-83,-100,-100,-100,-81,-64,-80,-74,-100,-66,-100,-82,-56,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-66,-100,-78,-100,-100,-100,-82,-81,-79,-100,-100,-100,-78,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-85,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-85,-40,-81,-81,-100,-100,-100,-83,-83,-100,-100,-79,-100,-100,-84,-86,-100,-100,-79,-80,-80,-100,-100,-84,-79,-79,-79,-66,-66,-72,-72,-100,-100,-100,-69,-100,-56,-100,-100,-83,-100,-56,-83,-100,-100,-100,-100,-100,-82,-88,-83,-100,-100,-100,-80,-65,-79,-72,-100,-68,-100,-83,-56,-100,-100,-75,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-68,-100,-78,-100,-100,-100,-82,-82,-78,-100,-100,-100,-78,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-62,-62,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-85,-85,-72,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-86,-39,-80,-80,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-85,-86,-100,-100,-79,-78,-78,-100,-100,-81,-79,-81,-81,-68,-68,-74,-75,-100,-100,-100,-66,-100,-56,-100,-100,-83,-100,-56,-83,-100,-100,-100,-100,-100,-80,-100,-81,-100,-100,-100,-78,-67,-79,-75,-100,-66,-100,-83,-56,-100,-100,-75,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-100,-100,-65,-100,-78,-100,-100,-100,-83,-84,-79,-100,-100,-100,-77,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-62,-62,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-83,-82,-72,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
