60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,b4:5d:50:e1:96:53,38:17:c3:1f:14:12,38:17:c3:1f:14:11,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:d0:14,38:17:c3:1f:19:d2,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,44:48:c1:91:d0:04,b4:5d:50:e1:96:43,38:17:c3:1f:09:92,38:17:c3:1f:09:83,38:17:c3:1f:09:93,a8:bd:27:4c:aa:91,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,38:17:c3:1f:09:81,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:83,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,44:48:c1:91:d0:11,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,38:17:c3:24:47:50,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,a8:bd:27:4c:aa:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,a8:bd:27:4c:aa:82,38:17:c3:1f:09:90,38:17:c3:1f:09:82,38:17:c3:1f:1c:10,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c2,44:48:c1:91:aa:30,38:17:c3:1a:cf:d0,44:48:c1:91:d0:02,20:a6:cd:42:0a:c1,66:2a:2f:53:7c:99,b6:e6:2d:69:d5:58,38:17:c3:1a:cf:d1,44:48:c1:91:d0:00,b4:5d:50:e1:96:42,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:22:5e:f0,86:0d:8e:aa:25:a4,38:17:c3:1f:14:01,44:48:c1:91:95:a3,38:17:c3:19:45:a1,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:22,80:8d:b7:55:25:e3,44:48:c1:91:95:a2,38:17:c3:19:36:30,20:a6:cd:42:13:f0,b4:5d:50:e1:96:41,44:48:c1:91:aa:21,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,a8:bd:27:4c:aa:80,44:48:c1:91:aa:20,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:19:45:a0,44:48:c1:91:95:a1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,38:17:c3:22:61:80,38:17:c3:1a:cf:d2,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:1f:19:f1,44:48:c1:91:95:a0,38:17:c3:19:45:a2,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:36:31,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:29:d0,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:01,80:8d:b7:55:35:00,68:ff:7b:e4:af:39,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:02,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,80:8d:b7:55:39:d0,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,68:ff:7b:e4:af:38,80:8d:b7:55:39:d2,80:8d:b7:55:3a:42,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,38:17:c3:19:71:82,20:a6:cd:50:24:a1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a0,20:a6:cd:50:24:b1,38:17:c3:19:36:22,80:8d:b7:55:39:c2,00:4e:35:df:06:40,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,00:4e:35:df:06:52,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:19:71:81,38:17:c3:19:71:80,80:8d:b7:55:39:c1,00:4e:35:df:06:41,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:de:e1:12,80:8d:b7:55:29:c2,00:4e:35:df:06:42,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:22,b4:5d:50:e1:92:23,38:17:c3:1f:0e:02,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,80:8d:b7:55:4d:02,80:8d:b7:55:4d:10,80:8d:b7:55:4d:11,80:8d:b7:55:4d:12,x,y,label
-100,-77,-78,-100,-72,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-54,-100,-100,-100,-89,-53,-54,-100,-89,-100,-49,-49,-49,-100,-73,-100,-73,-72,-76,-73,-73,-75,-75,-76,-78,-100,-77,-76,-82,-77,-77,-74,-100,-100,-74,-74,-76,-76,-73,-71,-70,-83,-100,-83,-73,-73,-85,-82,-74,-86,-85,-87,-100,-100,-84,-100,-83,-100,-81,-78,-81,-70,-77,-77,-88,-90,-83,-85,-100,-100,-100,-100,-81,-82,-77,-86,-86,-81,-81,-100,-100,-81,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-74,-74,-100,-72,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-52,-100,-100,-100,-90,-52,-52,-100,-89,-100,-49,-49,-49,-100,-74,-100,-74,-100,-77,-74,-74,-75,-76,-74,-78,-73,-77,-77,-82,-77,-77,-100,-100,-100,-100,-74,-77,-77,-100,-71,-70,-83,-100,-81,-73,-73,-85,-82,-100,-86,-86,-86,-100,-100,-82,-100,-82,-100,-81,-80,-79,-70,-77,-77,-87,-90,-82,-86,-100,-100,-100,-100,-81,-81,-77,-85,-86,-81,-81,-100,-80,-81,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-71,-71,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-85,-83,-100,-48,-100,-100,-100,-90,-48,-48,-100,-89,-100,-52,-52,-52,-100,-75,-100,-75,-74,-77,-75,-75,-74,-74,-75,-77,-75,-77,-79,-80,-77,-77,-76,-76,-100,-100,-74,-78,-79,-76,-100,-100,-86,-100,-87,-75,-75,-100,-86,-100,-100,-85,-86,-100,-100,-82,-100,-82,-100,-80,-80,-82,-100,-77,-100,-87,-88,-82,-87,-85,-100,-100,-100,-81,-81,-100,-85,-86,-81,-81,-100,-80,-81,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-71,-71,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-48,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-85,-83,-100,-49,-100,-100,-79,-100,-49,-49,-100,-100,-100,-53,-52,-53,-100,-81,-100,-82,-74,-78,-81,-81,-75,-76,-75,-76,-75,-77,-79,-79,-77,-77,-77,-77,-100,-77,-76,-79,-79,-77,-72,-72,-86,-74,-86,-75,-75,-86,-85,-76,-100,-86,-86,-100,-100,-85,-75,-85,-100,-80,-100,-82,-72,-73,-100,-87,-88,-84,-86,-85,-100,-100,-100,-81,-100,-73,-85,-100,-100,-100,-100,-77,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-71,-72,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-67,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-85,-83,-100,-49,-100,-100,-79,-100,-49,-49,-100,-100,-100,-53,-53,-53,-100,-74,-100,-74,-74,-78,-74,-74,-75,-76,-75,-76,-75,-78,-79,-79,-78,-78,-77,-76,-100,-77,-76,-78,-79,-77,-72,-72,-84,-74,-84,-75,-75,-86,-85,-76,-87,-86,-85,-100,-100,-85,-75,-85,-100,-80,-100,-82,-72,-73,-100,-87,-88,-85,-87,-85,-100,-100,-100,-81,-100,-73,-85,-100,-100,-100,-100,-77,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-71,-72,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-51,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-49,-100,-100,-79,-100,-49,-49,-100,-100,-100,-54,-54,-54,-100,-74,-100,-74,-74,-78,-74,-74,-76,-76,-100,-77,-74,-78,-78,-63,-78,-78,-77,-76,-75,-77,-76,-79,-78,-77,-72,-71,-85,-74,-85,-74,-100,-86,-86,-77,-86,-86,-86,-100,-74,-85,-75,-84,-100,-80,-100,-100,-72,-73,-100,-86,-100,-86,-87,-100,-100,-100,-100,-100,-100,-73,-85,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-49,-100,-100,-100,-100,-49,-49,-100,-100,-100,-53,-53,-53,-100,-75,-100,-74,-74,-78,-74,-75,-76,-78,-76,-77,-74,-78,-78,-79,-77,-78,-76,-77,-75,-76,-76,-79,-79,-77,-72,-71,-85,-100,-85,-74,-74,-86,-85,-77,-86,-85,-85,-100,-74,-85,-75,-85,-100,-100,-86,-100,-72,-100,-74,-86,-89,-85,-86,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-77,-86,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-72,-71,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-49,-100,-100,-100,-100,-49,-49,-100,-100,-100,-53,-53,-53,-100,-74,-100,-74,-74,-78,-74,-74,-76,-78,-76,-71,-81,-78,-79,-78,-78,-78,-77,-77,-75,-76,-76,-78,-79,-76,-72,-71,-85,-75,-85,-74,-74,-86,-85,-77,-85,-86,-85,-100,-75,-85,-76,-86,-100,-80,-86,-100,-72,-73,-74,-86,-89,-84,-86,-100,-100,-100,-100,-82,-100,-74,-86,-100,-100,-100,-100,-77,-86,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-72,-71,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-78,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-55,-100,-100,-100,-100,-55,-55,-100,-100,-100,-53,-54,-53,-100,-77,-100,-77,-74,-78,-77,-77,-80,-78,-76,-75,-81,-77,-81,-81,-77,-78,-77,-77,-100,-76,-76,-82,-82,-76,-71,-71,-84,-68,-84,-74,-74,-86,-83,-76,-85,-86,-85,-100,-68,-85,-68,-85,-100,-80,-86,-100,-71,-73,-73,-100,-89,-86,-85,-100,-100,-100,-100,-82,-100,-73,-85,-100,-100,-100,-100,-73,-83,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-78,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-54,-54,-100,-100,-100,-49,-53,-54,-100,-77,-100,-77,-100,-77,-77,-77,-79,-100,-100,-77,-73,-77,-81,-84,-77,-77,-100,-100,-100,-76,-76,-80,-81,-100,-71,-71,-83,-69,-83,-100,-100,-86,-83,-76,-100,-100,-87,-100,-68,-86,-69,-86,-100,-100,-100,-81,-71,-73,-73,-86,-100,-86,-86,-100,-100,-100,-100,-81,-100,-73,-85,-100,-100,-100,-100,-73,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-72,-72,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-78,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-56,-56,-100,-100,-100,-53,-57,-53,-100,-79,-100,-78,-77,-78,-78,-78,-79,-100,-100,-78,-73,-77,-83,-84,-77,-77,-80,-100,-100,-76,-76,-82,-82,-100,-71,-71,-84,-69,-83,-100,-73,-86,-83,-76,-100,-100,-85,-100,-69,-86,-69,-86,-100,-100,-100,-81,-71,-73,-73,-86,-100,-85,-86,-100,-100,-100,-100,-81,-84,-73,-85,-85,-100,-100,-100,-73,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-53,-53,-100,-100,-100,-52,-52,-52,-100,-77,-100,-77,-75,-78,-77,-77,-79,-100,-100,-78,-73,-77,-83,-81,-77,-77,-78,-78,-100,-100,-100,-82,-82,-78,-71,-71,-84,-68,-83,-100,-73,-86,-83,-100,-100,-100,-85,-100,-69,-86,-69,-85,-100,-83,-100,-83,-71,-100,-100,-87,-85,-85,-81,-100,-100,-100,-100,-82,-84,-100,-84,-85,-73,-74,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-53,-100,-100,-78,-100,-53,-53,-100,-100,-100,-52,-52,-52,-100,-78,-100,-78,-76,-77,-78,-78,-80,-100,-100,-77,-74,-77,-83,-81,-77,-77,-78,-80,-100,-100,-100,-84,-82,-79,-71,-71,-84,-69,-83,-74,-74,-100,-83,-100,-100,-100,-85,-100,-69,-86,-69,-84,-100,-83,-100,-83,-71,-73,-73,-86,-85,-85,-86,-100,-100,-100,-100,-82,-84,-73,-85,-86,-74,-74,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-54,-100,-100,-78,-100,-54,-54,-100,-100,-100,-53,-53,-53,-100,-78,-100,-77,-75,-78,-78,-78,-80,-100,-100,-77,-74,-78,-83,-83,-77,-78,-78,-78,-100,-74,-75,-82,-81,-78,-71,-71,-84,-69,-83,-74,-74,-87,-84,-75,-100,-100,-100,-100,-70,-85,-69,-85,-100,-83,-100,-83,-71,-75,-73,-86,-85,-86,-85,-100,-100,-100,-100,-82,-100,-73,-86,-85,-74,-75,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-74,-74,-100,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-46,-100,-100,-78,-100,-46,-46,-100,-100,-100,-53,-53,-53,-100,-77,-100,-76,-75,-79,-77,-76,-80,-100,-73,-77,-74,-78,-80,-74,-79,-79,-78,-78,-100,-74,-73,-79,-80,-78,-71,-71,-86,-69,-87,-74,-74,-87,-87,-73,-100,-100,-100,-100,-70,-79,-69,-79,-100,-100,-100,-100,-71,-71,-73,-86,-88,-79,-86,-100,-100,-100,-100,-100,-100,-73,-86,-85,-74,-75,-100,-76,-100,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-76,-75,-100,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-77,-100,-47,-47,-100,-100,-100,-48,-49,-48,-100,-77,-100,-77,-100,-78,-77,-76,-73,-100,-73,-100,-70,-79,-79,-81,-79,-79,-76,-78,-100,-100,-73,-79,-80,-76,-71,-71,-87,-67,-86,-70,-69,-100,-86,-73,-100,-100,-100,-100,-67,-79,-67,-79,-100,-100,-100,-100,-71,-71,-100,-86,-88,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-76,-100,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-75,-75,-100,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-37,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-77,-100,-46,-47,-100,-100,-100,-48,-48,-48,-100,-76,-100,-76,-77,-79,-76,-76,-73,-100,-73,-78,-70,-79,-79,-77,-78,-78,-76,-78,-100,-100,-76,-79,-79,-75,-71,-71,-87,-67,-87,-70,-69,-100,-86,-73,-100,-100,-100,-100,-67,-80,-67,-79,-100,-100,-100,-100,-71,-71,-100,-86,-88,-79,-87,-100,-100,-100,-100,-100,-100,-100,-100,-85,-75,-75,-100,-75,-100,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-75,-75,-100,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-37,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-47,-100,-100,-77,-100,-47,-47,-100,-100,-100,-49,-48,-49,-100,-71,-100,-76,-76,-78,-76,-76,-73,-73,-73,-76,-70,-79,-79,-78,-79,-77,-76,-78,-100,-100,-76,-79,-78,-75,-71,-71,-87,-67,-87,-70,-69,-100,-87,-73,-100,-100,-100,-100,-67,-79,-67,-79,-100,-100,-100,-85,-71,-70,-71,-87,-89,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-85,-75,-75,-100,-75,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
