60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,b4:5d:50:e1:96:53,38:17:c3:1f:14:12,38:17:c3:1f:14:11,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:d0:14,38:17:c3:1f:19:d2,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,44:48:c1:91:d0:04,b4:5d:50:e1:96:43,38:17:c3:1f:09:92,38:17:c3:1f:09:83,38:17:c3:1f:09:93,a8:bd:27:4c:aa:91,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,38:17:c3:1f:09:81,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:83,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,44:48:c1:91:d0:11,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,38:17:c3:24:47:50,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,a8:bd:27:4c:aa:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,a8:bd:27:4c:aa:82,38:17:c3:1f:09:90,38:17:c3:1f:09:82,38:17:c3:1f:1c:10,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c2,44:48:c1:91:aa:30,38:17:c3:1a:cf:d0,44:48:c1:91:d0:02,20:a6:cd:42:0a:c1,66:2a:2f:53:7c:99,b6:e6:2d:69:d5:58,38:17:c3:1a:cf:d1,44:48:c1:91:d0:00,b4:5d:50:e1:96:42,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:22:5e:f0,86:0d:8e:aa:25:a4,38:17:c3:1f:14:01,44:48:c1:91:95:a3,38:17:c3:19:45:a1,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:22,80:8d:b7:55:25:e3,44:48:c1:91:95:a2,38:17:c3:19:36:30,20:a6:cd:42:13:f0,b4:5d:50:e1:96:41,44:48:c1:91:aa:21,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,a8:bd:27:4c:aa:80,44:48:c1:91:aa:20,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:19:45:a0,44:48:c1:91:95:a1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,38:17:c3:22:61:80,38:17:c3:1a:cf:d2,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:1f:19:f1,44:48:c1:91:95:a0,38:17:c3:19:45:a2,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:36:31,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:29:d0,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:01,80:8d:b7:55:35:00,68:ff:7b:e4:af:39,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:02,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,80:8d:b7:55:39:d0,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,68:ff:7b:e4:af:38,80:8d:b7:55:39:d2,80:8d:b7:55:3a:42,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,38:17:c3:19:71:82,20:a6:cd:50:24:a1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a0,20:a6:cd:50:24:b1,38:17:c3:19:36:22,80:8d:b7:55:39:c2,00:4e:35:df:06:40,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,00:4e:35:df:06:52,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:19:71:81,38:17:c3:19:71:80,80:8d:b7:55:39:c1,00:4e:35:df:06:41,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:de:e1:12,80:8d:b7:55:29:c2,00:4e:35:df:06:42,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:22,b4:5d:50:e1:92:23,38:17:c3:1f:0e:02,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,80:8d:b7:55:4d:02,80:8d:b7:55:4d:10,80:8d:b7:55:4d:11,80:8d:b7:55:4d:12,x,y,label
-87,-70,-70,-100,-67,-68,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-82,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-82,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-71,-71,-72,-67,-100,-100,-100,-76,-67,-67,-75,-76,-76,-64,-64,-64,-85,-78,-100,-78,-81,-84,-78,-78,-81,-81,-81,-84,-89,-82,-81,-86,-83,-84,-80,-81,-87,-100,-100,-81,-82,-80,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-86,-70,-69,-100,-67,-68,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-68,-100,-85,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-76,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-71,-71,-72,-68,-100,-100,-100,-77,-67,-68,-77,-77,-77,-64,-64,-100,-85,-79,-100,-79,-100,-85,-79,-79,-82,-82,-82,-84,-89,-84,-81,-83,-83,-84,-80,-100,-87,-100,-100,-81,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-86,-69,-69,-100,-68,-68,-100,-100,-100,-88,-100,-100,-82,-82,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-69,-68,-100,-82,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-79,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-73,-100,-100,-69,-100,-100,-76,-76,-68,-68,-76,-76,-76,-64,-64,-64,-85,-79,-87,-79,-80,-82,-79,-79,-82,-82,-82,-83,-89,-83,-81,-84,-84,-83,-80,-80,-100,-83,-100,-81,-82,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-86,-70,-69,-100,-68,-69,-100,-100,-100,-88,-81,-100,-83,-82,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-85,-69,-69,-100,-84,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-100,-100,-54,-100,-77,-100,-85,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-73,-100,-100,-67,-100,-100,-76,-77,-67,-67,-76,-77,-77,-65,-65,-65,-100,-79,-85,-79,-80,-84,-79,-78,-82,-82,-82,-82,-100,-85,-81,-84,-84,-84,-80,-80,-100,-83,-100,-81,-81,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-86,-72,-72,-100,-70,-70,-100,-100,-100,-88,-81,-100,-79,-78,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-85,-68,-71,-100,-79,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-100,-69,-51,-100,-78,-100,-88,-100,-100,-100,-100,-100,-100,-100,-85,-100,-68,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-73,-100,-100,-68,-100,-100,-69,-78,-68,-68,-77,-77,-77,-65,-65,-65,-100,-83,-85,-83,-80,-86,-83,-83,-78,-100,-100,-86,-88,-86,-85,-84,-85,-86,-80,-80,-100,-81,-81,-85,-85,-77,-100,-100,-100,-100,-100,-88,-87,-100,-100,-80,-84,-85,-84,-83,-85,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-70,-70,-100,-71,-71,-100,-100,-100,-87,-100,-100,-79,-80,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-88,-80,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-60,-100,-78,-100,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-68,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-72,-72,-68,-100,-100,-69,-76,-68,-68,-76,-76,-77,-65,-65,-65,-85,-81,-85,-81,-81,-86,-81,-81,-78,-100,-100,-86,-88,-85,-83,-100,-85,-86,-81,-81,-100,-80,-79,-82,-83,-81,-100,-100,-88,-100,-100,-88,-87,-100,-100,-80,-85,-84,-85,-100,-85,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-70,-70,-100,-71,-71,-100,-100,-100,-87,-100,-100,-85,-85,-100,-100,-100,-100,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-71,-88,-85,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-60,-100,-78,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-100,-68,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-69,-72,-70,-70,-100,-100,-69,-77,-70,-70,-77,-77,-77,-63,-63,-63,-85,-80,-84,-80,-77,-83,-80,-80,-78,-100,-100,-86,-88,-82,-81,-100,-83,-83,-78,-81,-100,-82,-79,-81,-80,-79,-100,-100,-87,-100,-87,-88,-87,-100,-100,-80,-85,-85,-84,-100,-85,-87,-86,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-67,-67,-83,-71,-71,-100,-90,-100,-87,-100,-100,-81,-81,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-71,-88,-81,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-73,-73,-73,-66,-100,-100,-100,-77,-66,-66,-77,-77,-77,-64,-65,-64,-84,-75,-84,-75,-79,-81,-75,-75,-100,-100,-100,-100,-100,-81,-81,-79,-81,-80,-77,-81,-100,-76,-79,-80,-81,-78,-100,-100,-87,-100,-87,-100,-100,-100,-87,-65,-81,-81,-80,-100,-82,-88,-100,-88,-85,-82,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-67,-67,-83,-71,-71,-100,-90,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-71,-100,-82,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-55,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-73,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-73,-73,-73,-65,-100,-100,-100,-76,-65,-65,-76,-76,-75,-64,-65,-62,-84,-79,-84,-78,-78,-80,-79,-79,-100,-100,-100,-82,-91,-80,-80,-79,-80,-80,-77,-100,-88,-76,-100,-80,-81,-78,-100,-100,-87,-82,-86,-100,-100,-100,-86,-76,-80,-80,-81,-100,-82,-88,-100,-88,-85,-82,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-71,-71,-82,-70,-70,-100,-90,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-70,-100,-82,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-58,-100,-75,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-73,-73,-73,-69,-100,-100,-70,-76,-69,-69,-76,-76,-75,-63,-65,-62,-81,-79,-81,-79,-78,-81,-78,-79,-77,-100,-100,-78,-91,-81,-82,-79,-81,-81,-77,-100,-88,-78,-79,-82,-80,-78,-84,-83,-86,-82,-86,-100,-100,-84,-86,-76,-81,-81,-81,-100,-82,-88,-100,-100,-100,-82,-83,-82,-84,-83,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-71,-71,-82,-70,-70,-100,-90,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-70,-100,-82,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-58,-100,-75,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-73,-73,-73,-69,-100,-100,-70,-76,-69,-69,-76,-76,-75,-63,-65,-62,-81,-79,-81,-79,-78,-81,-78,-79,-77,-100,-100,-78,-91,-81,-82,-79,-81,-81,-77,-100,-88,-78,-79,-82,-80,-78,-84,-83,-86,-82,-86,-100,-100,-84,-86,-76,-81,-81,-81,-100,-82,-88,-100,-100,-100,-82,-83,-82,-84,-83,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-85,-66,-66,-82,-71,-72,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-71,-89,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-71,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-75,-75,-75,-65,-100,-100,-100,-76,-65,-65,-76,-76,-76,-59,-59,-59,-83,-78,-82,-77,-73,-80,-78,-77,-71,-71,-71,-81,-100,-79,-80,-100,-80,-80,-74,-75,-83,-76,-78,-81,-80,-74,-100,-100,-85,-100,-85,-100,-100,-100,-85,-76,-81,-81,-81,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-85,-66,-66,-82,-72,-72,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-73,-89,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-61,-100,-68,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-82,-70,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-75,-75,-65,-100,-100,-70,-77,-65,-65,-78,-77,-77,-59,-59,-61,-82,-77,-82,-77,-77,-80,-77,-78,-71,-71,-71,-81,-85,-80,-81,-82,-80,-80,-74,-75,-83,-77,-77,-81,-80,-74,-85,-84,-84,-83,-85,-85,-86,-88,-85,-77,-81,-81,-81,-100,-84,-100,-83,-100,-100,-74,-100,-100,-84,-81,-82,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-71,-71,-83,-70,-72,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-70,-89,-90,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-54,-100,-82,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-85,-70,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-75,-75,-69,-100,-100,-70,-76,-69,-69,-76,-76,-76,-61,-60,-60,-85,-76,-83,-76,-77,-80,-76,-76,-71,-71,-71,-75,-86,-80,-81,-80,-80,-79,-74,-75,-100,-77,-77,-81,-81,-74,-85,-86,-85,-83,-84,-87,-86,-86,-84,-78,-83,-82,-83,-100,-84,-87,-83,-85,-100,-74,-100,-100,-85,-81,-82,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-68,-68,-84,-70,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-70,-100,-90,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-61,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-70,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-72,-73,-73,-67,-100,-100,-70,-76,-67,-67,-76,-76,-76,-63,-63,-63,-82,-78,-82,-78,-77,-80,-79,-78,-73,-72,-72,-80,-86,-80,-78,-81,-79,-80,-100,-100,-100,-77,-77,-78,-78,-100,-85,-86,-85,-83,-85,-87,-86,-85,-85,-76,-82,-81,-82,-100,-84,-88,-83,-85,-100,-100,-100,-100,-85,-81,-82,-86,-100,-86,-86,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-68,-68,-84,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-70,-100,-90,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-71,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-72,-73,-73,-67,-100,-100,-100,-78,-67,-67,-77,-77,-77,-63,-64,-63,-82,-78,-82,-78,-76,-80,-78,-78,-73,-72,-72,-80,-86,-79,-78,-83,-80,-80,-100,-100,-100,-77,-100,-78,-78,-70,-85,-86,-85,-100,-85,-87,-86,-85,-85,-76,-82,-82,-82,-79,-100,-89,-100,-85,-100,-100,-100,-100,-85,-81,-82,-88,-100,-86,-86,-83,-88,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-67,-66,-84,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-73,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-51,-100,-41,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-83,-66,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-72,-73,-73,-61,-100,-100,-100,-76,-62,-61,-76,-76,-76,-60,-61,-62,-83,-79,-82,-78,-73,-79,-79,-78,-72,-72,-72,-57,-100,-79,-82,-77,-79,-79,-74,-74,-100,-74,-74,-82,-82,-74,-76,-76,-81,-100,-81,-100,-100,-85,-80,-75,-85,-85,-85,-79,-100,-87,-100,-100,-100,-100,-100,-100,-76,-100,-81,-88,-100,-100,-87,-83,-88,-79,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-66,-66,-100,-73,-74,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-74,-88,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-58,-100,-41,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-78,-62,-62,-77,-78,-78,-60,-61,-62,-83,-78,-82,-79,-73,-79,-78,-78,-72,-72,-100,-80,-100,-79,-83,-77,-79,-78,-74,-74,-100,-74,-74,-82,-82,-74,-76,-76,-80,-100,-80,-100,-100,-85,-81,-74,-85,-85,-85,-100,-100,-88,-100,-89,-100,-82,-100,-100,-76,-100,-81,-87,-100,-100,-86,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
