60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,44:48:c1:91:d0:14,38:17:c3:1f:14:12,38:17:c3:1f:14:11,44:48:c1:91:d0:12,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:19:45:b2,38:17:c3:24:47:52,38:17:c3:24:47:51,44:48:c1:91:95:b3,44:48:c1:91:95:b1,38:17:c3:19:45:b1,38:17:c3:1f:09:91,44:48:c1:91:95:b0,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,44:48:c1:91:d0:11,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:24:47:50,38:17:c3:1f:09:90,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:19:f0,a8:bd:27:4c:aa:82,20:a6:cd:42:0a:c3,38:17:c3:1f:14:00,38:17:c3:1f:00:a0,38:17:c3:19:d7:70,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,38:17:c3:22:61:90,44:48:c1:91:d0:02,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:aa:31,38:17:c3:1f:1c:10,44:48:c1:91:9d:50,72:32:b1:3e:1a:b8,38:17:c3:1f:14:02,44:48:c1:91:d0:04,20:a6:cd:42:0a:c0,38:17:c3:1f:09:83,38:17:c3:1f:09:82,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,44:48:c1:91:aa:32,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:1f:09:80,38:17:c3:1f:14:01,38:17:c3:1f:09:81,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:72,92:32:4b:b2:cc:47,38:17:c3:19:36:30,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:c1,20:a6:cd:42:13:f1,38:17:c3:1f:19:c1,20:a6:cd:42:13:e2,38:17:c3:1f:19:c2,20:a6:cd:42:13:f0,38:17:c3:1f:19:c0,b6:e6:2d:69:d5:58,20:a6:cd:42:13:f2,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d0,38:17:c3:24:56:50,38:17:c3:22:5e:f0,b0:b8:67:3d:c2:f2,44:48:c1:91:aa:22,44:48:c1:91:aa:21,80:8d:b7:55:25:e3,44:48:c1:91:aa:20,44:48:c1:91:d0:00,44:48:c1:91:95:a2,44:48:c1:91:9d:51,44:48:c1:91:95:a1,38:17:c3:19:45:a0,20:a6:cd:42:13:e0,38:17:c3:19:45:a1,20:a6:cd:42:13:e1,38:17:c3:19:45:a2,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:60,80:8d:b7:55:35:03,38:17:c3:19:d7:61,38:17:c3:19:36:31,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,38:17:c3:19:36:32,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:29:d0,80:8d:b7:55:25:e2,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:42,ea:9e:b4:53:24:54,80:8d:b7:55:3a:51,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,20:a6:cd:50:24:a0,38:17:c3:19:71:90,b0:be:76:f8:30:5e,38:17:c3:19:71:91,80:8d:b7:55:39:c0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,38:17:c3:19:71:92,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:0e:10,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1e:ff:12,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:30,38:17:c3:1e:ff:11,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,20:a6:cd:50:24:b0,00:4e:35:df:06:52,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:de:e1:12,38:17:c3:1e:ff:00,00:4e:35:df:06:41,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b2,00:4e:35:df:06:50,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:51,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,80:8d:b7:55:4d:11,80:8d:b7:55:4d:10,38:17:c3:1f:0e:02,x,y,label
-85,-64,-64,-88,-100,-100,-79,-59,-59,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-63,-88,-100,-100,-82,-100,-100,-64,-100,-100,-100,-100,-100,-100,-85,-100,-59,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-56,-72,-100,-87,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-67,-100,-67,-100,-66,-67,-72,-100,-100,-72,-72,-72,-70,-69,-69,-100,-72,-100,-86,-74,-86,-84,-86,-85,-85,-86,-82,-83,-100,-82,-86,-87,-84,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,571,124,21
-100,-64,-64,-100,-100,-100,-80,-59,-59,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-63,-100,-100,-100,-81,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-59,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-63,-72,-100,-86,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-68,-100,-68,-100,-68,-100,-72,-100,-100,-71,-71,-71,-71,-100,-100,-100,-72,-71,-84,-100,-100,-85,-85,-84,-84,-100,-82,-83,-100,-82,-85,-86,-85,-85,-85,-100,-100,-100,-83,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,571,124,21
-100,-64,-64,-100,-100,-100,-80,-61,-60,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-64,-100,-100,-100,-82,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-61,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-55,-72,-100,-87,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-68,-100,-68,-100,-68,-66,-72,-100,-100,-71,-71,-71,-71,-70,-70,-71,-72,-70,-84,-100,-100,-84,-84,-85,-85,-100,-82,-83,-100,-82,-84,-87,-85,-85,-85,-100,-100,-100,-82,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,571,124,21
-84,-64,-64,-100,-100,-100,-84,-60,-61,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-63,-100,-100,-100,-81,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-82,-61,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-81,-84,-100,-86,-100,-100,-100,-100,-100,-83,-82,-83,-56,-72,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-69,-100,-69,-100,-68,-67,-72,-100,-100,-72,-72,-72,-70,-70,-69,-70,-72,-70,-84,-71,-100,-85,-85,-85,-85,-100,-100,-83,-100,-100,-86,-86,-85,-85,-85,-100,-100,-100,-82,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,571,124,21
-84,-64,-64,-100,-100,-100,-84,-61,-61,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-63,-100,-100,-100,-82,-100,-100,-65,-100,-100,-100,-100,-100,-100,-83,-82,-61,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-81,-82,-100,-87,-100,-100,-100,-100,-100,-83,-82,-83,-62,-72,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-69,-100,-69,-100,-68,-68,-72,-100,-100,-72,-72,-72,-70,-66,-70,-70,-72,-70,-84,-70,-100,-86,-84,-85,-85,-100,-83,-84,-100,-100,-84,-87,-83,-85,-100,-100,-100,-100,-82,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,571,124,21
-84,-65,-65,-100,-100,-100,-83,-61,-61,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-64,-100,-100,-100,-82,-100,-100,-65,-100,-100,-100,-100,-100,-100,-83,-82,-61,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-81,-82,-100,-85,-100,-100,-100,-100,-100,-83,-82,-84,-63,-72,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-67,-100,-67,-100,-67,-67,-72,-100,-100,-72,-72,-72,-70,-70,-70,-71,-72,-70,-73,-70,-100,-84,-83,-84,-83,-100,-83,-84,-100,-83,-84,-86,-85,-85,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,571,124,21
-85,-65,-65,-100,-100,-100,-79,-61,-61,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-64,-100,-100,-100,-84,-100,-100,-68,-100,-100,-100,-100,-100,-100,-85,-83,-61,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-81,-82,-100,-85,-100,-100,-100,-100,-100,-100,-83,-84,-68,-74,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-65,-100,-64,-100,-64,-60,-68,-100,-100,-68,-68,-68,-63,-63,-63,-69,-73,-69,-82,-69,-100,-82,-82,-83,-83,-100,-83,-83,-100,-83,-86,-85,-86,-86,-85,-100,-100,-84,-83,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-85,-65,-65,-100,-100,-100,-79,-62,-62,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-65,-100,-100,-100,-85,-100,-100,-68,-100,-100,-100,-100,-100,-100,-84,-83,-62,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-86,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-69,-74,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-65,-100,-65,-100,-65,-60,-68,-100,-100,-68,-68,-68,-63,-64,-64,-69,-74,-69,-82,-69,-100,-82,-82,-82,-83,-100,-83,-81,-100,-82,-86,-85,-86,-86,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-85,-65,-65,-100,-100,-100,-83,-63,-62,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-65,-100,-100,-100,-84,-100,-100,-67,-100,-100,-100,-100,-100,-100,-84,-84,-62,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-82,-100,-100,-86,-100,-100,-83,-100,-100,-100,-100,-100,-100,-81,-100,-70,-74,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-65,-100,-65,-100,-65,-64,-68,-100,-100,-68,-68,-68,-64,-63,-65,-69,-74,-69,-82,-66,-100,-82,-82,-82,-81,-100,-83,-81,-100,-82,-85,-85,-86,-86,-86,-100,-100,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-85,-66,-66,-100,-100,-100,-81,-62,-62,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-65,-100,-100,-100,-86,-100,-100,-67,-100,-100,-100,-100,-100,-100,-84,-83,-62,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-86,-100,-100,-83,-100,-100,-100,-100,-100,-84,-83,-83,-61,-74,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-65,-100,-63,-100,-66,-60,-68,-100,-100,-68,-68,-68,-62,-63,-64,-69,-74,-100,-100,-66,-100,-83,-82,-83,-84,-100,-83,-81,-100,-82,-86,-86,-86,-85,-85,-100,-84,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-85,-65,-65,-100,-100,-100,-81,-59,-59,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-64,-100,-100,-100,-85,-100,-100,-68,-100,-100,-100,-100,-100,-100,-84,-83,-59,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-84,-83,-83,-68,-74,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-66,-100,-65,-100,-66,-51,-68,-100,-100,-68,-68,-68,-62,-63,-64,-69,-74,-100,-100,-66,-100,-83,-84,-83,-83,-100,-100,-100,-100,-83,-87,-85,-86,-85,-85,-100,-85,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-85,-65,-65,-100,-100,-100,-81,-59,-59,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-65,-100,-100,-100,-85,-100,-100,-69,-100,-100,-100,-100,-100,-100,-84,-83,-59,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-100,-100,-85,-84,-100,-84,-100,-100,-100,-100,-100,-84,-82,-85,-68,-75,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-66,-100,-65,-100,-66,-61,-68,-100,-100,-68,-68,-68,-63,-62,-63,-69,-75,-68,-100,-68,-100,-83,-83,-84,-83,-100,-100,-100,-100,-83,-86,-85,-86,-85,-85,-100,-85,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,124,22
-85,-65,-65,-100,-100,-100,-80,-71,-59,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-64,-100,-100,-100,-83,-100,-100,-69,-100,-100,-100,-100,-100,-100,-84,-83,-59,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-100,-100,-85,-84,-100,-83,-100,-100,-100,-100,-100,-84,-82,-85,-68,-71,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-66,-100,-65,-100,-66,-61,-68,-100,-100,-68,-68,-68,-63,-62,-63,-69,-71,-68,-100,-68,-100,-82,-82,-81,-81,-100,-100,-100,-100,-83,-86,-87,-84,-85,-84,-83,-85,-85,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-86,-65,-65,-100,-100,-100,-80,-70,-70,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-65,-100,-100,-100,-82,-100,-100,-68,-100,-87,-100,-100,-100,-100,-100,-100,-69,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-57,-72,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-67,-100,-100,-67,-67,-67,-63,-63,-63,-64,-71,-63,-83,-64,-100,-82,-82,-82,-82,-100,-100,-100,-100,-100,-85,-87,-84,-85,-85,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-86,-66,-66,-100,-100,-100,-79,-70,-70,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-65,-100,-100,-100,-83,-100,-100,-68,-100,-87,-100,-100,-100,-100,-100,-100,-69,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-56,-72,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-67,-100,-100,-67,-67,-67,-63,-63,-63,-64,-71,-63,-83,-64,-100,-83,-82,-83,-82,-100,-100,-100,-100,-100,-86,-87,-85,-85,-84,-83,-100,-100,-84,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-86,-65,-65,-100,-100,-100,-79,-70,-70,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-65,-100,-100,-100,-82,-100,-100,-68,-100,-87,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-57,-71,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-71,-100,-100,-63,-67,-100,-100,-67,-67,-67,-63,-63,-64,-64,-72,-64,-83,-64,-100,-82,-81,-82,-82,-100,-100,-100,-100,-100,-86,-87,-85,-85,-86,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
