44:48:c1:a5:82:30,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,80:8d:b7:55:35:01,80:8d:b7:55:35:02,44:48:c1:a5:82:32,38:17:c3:1f:01:92,38:17:c3:1f:01:91,44:48:c1:a5:82:31,38:17:c3:1f:01:81,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,00:4e:35:df:06:50,80:8d:b7:55:3a:52,00:4e:35:df:06:51,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,38:17:c3:19:d7:62,80:8d:b7:55:3a:42,72:32:b1:3e:1a:b7,ac:e2:d3:c4:08:e6,68:ff:7b:e4:af:38,00:4e:35:df:06:41,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,80:8d:b7:55:35:03,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,38:17:c3:1f:01:90,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,38:17:c3:19:d7:60,80:8d:b7:55:3a:40,00:4e:35:df:06:42,38:17:c3:1e:ff:10,20:a6:cd:50:24:a0,b4:5d:50:e1:92:31,38:17:c3:1f:22:30,00:4e:35:de:e1:12,66:2a:2f:53:7c:99,38:17:c3:1f:0e:01,80:8d:b7:55:39:c1,38:17:c3:19:55:52,44:48:c1:a5:82:21,38:17:c3:19:55:51,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:53,00:4e:35:de:e1:01,44:48:c1:a5:82:20,38:17:c3:19:55:50,38:17:c3:1f:09:90,20:a6:cd:42:0b:f0,38:17:c3:19:71:90,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:1f:01:82,b4:5d:50:e1:92:22,38:17:c3:1e:ff:02,a8:bd:27:4c:bd:31,72:32:b1:3e:1a:b8,38:17:c3:1f:01:80,a8:bd:27:4c:bd:30,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:40,38:17:c3:1f:22:31,20:a6:cd:42:0b:f2,38:17:c3:19:45:b0,80:8d:b7:55:25:e2,00:4e:35:de:e1:10,00:4e:35:de:e1:11,80:8d:b7:55:25:e0,44:48:c1:a5:82:22,68:ff:7b:e4:af:39,38:17:c3:1f:09:83,a8:bd:27:4c:bd:32,38:17:c3:1f:22:32,00:4e:35:de:e1:00,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1e:ff:01,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:92:20,38:17:c3:1e:ff:00,b4:5d:50:e1:92:21,80:8d:b7:55:25:e1,38:17:c3:19:55:42,20:a6:cd:42:0b:e3,38:17:c3:19:71:92,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:08:50,a8:bd:27:4c:bd:20,38:17:c3:19:71:91,20:a6:cd:42:0b:f1,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:1f:08:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:52,38:17:c3:1f:22:22,00:4e:35:df:0e:12,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:43,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:19:36:31,38:17:c3:19:71:82,00:4e:35:de:d7:42,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:36:32,00:4e:35:de:d7:41,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:4f:02,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,00:4e:35:df:27:00,00:4e:35:df:27:01,38:17:c3:24:4f:00,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:4f:01,00:4e:35:df:27:12,38:17:c3:1b:08:a0,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:02,00:4e:35:df:27:11,00:4e:35:df:27:10,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,00:4e:35:de:d7:40,x,y,label
-85,-100,-77,-78,-77,-100,-100,-100,-42,-80,-80,-100,-100,-100,-27,-70,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-74,-74,-74,-100,-70,-65,-70,-65,-72,-69,-100,-69,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-80,-100,-100,-100,-100,-100,-74,-63,-70,-86,-69,-65,-100,-100,-100,-100,-75,-82,-100,-81,-68,-82,-68,-100,-100,-73,-81,-68,-100,-100,-100,-100,-73,-100,-100,-100,-58,-100,-100,-58,-84,-100,-100,-100,-65,-100,-100,-100,-72,-75,-75,-72,-82,-78,-100,-58,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-73,-65,-100,-100,-100,-100,-100,-63,-100,-100,-65,-67,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-85,-100,-78,-78,-78,-100,-100,-100,-45,-82,-82,-100,-100,-100,-29,-48,-100,-100,-84,-85,-100,-100,-84,-100,-100,-100,-75,-75,-74,-100,-71,-63,-71,-63,-74,-69,-86,-69,-100,-81,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-75,-63,-71,-100,-69,-65,-100,-100,-100,-100,-76,-82,-100,-81,-66,-82,-66,-100,-100,-73,-81,-66,-100,-100,-100,-100,-80,-100,-100,-100,-58,-100,-100,-58,-100,-100,-100,-100,-65,-100,-100,-100,-100,-76,-76,-73,-100,-81,-100,-58,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-73,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-85,-100,-77,-77,-77,-100,-100,-100,-43,-82,-82,-100,-100,-100,-26,-75,-100,-100,-84,-85,-100,-100,-84,-100,-100,-100,-73,-74,-73,-100,-70,-65,-70,-64,-74,-70,-86,-70,-100,-83,-87,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-87,-73,-62,-71,-100,-69,-68,-100,-100,-100,-100,-76,-81,-100,-81,-66,-100,-66,-100,-100,-100,-100,-66,-100,-100,-100,-100,-80,-100,-100,-100,-57,-100,-100,-57,-100,-100,-100,-100,-68,-100,-100,-100,-100,-75,-76,-73,-100,-81,-100,-57,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-85,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-84,-100,-80,-80,-80,-100,-100,-100,-36,-82,-82,-83,-84,-84,-23,-78,-83,-100,-86,-85,-100,-100,-85,-100,-100,-100,-77,-77,-77,-100,-70,-69,-70,-69,-74,-72,-86,-71,-100,-87,-87,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-82,-83,-81,-100,-100,-87,-77,-65,-72,-100,-72,-68,-100,-100,-100,-100,-79,-90,-82,-100,-70,-100,-70,-100,-100,-79,-100,-70,-100,-100,-100,-100,-78,-100,-100,-100,-57,-100,-100,-57,-100,-100,-100,-100,-67,-100,-100,-100,-76,-79,-79,-76,-100,-81,-100,-57,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-85,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-84,-79,-80,-80,-80,-100,-100,-100,-34,-85,-85,-86,-86,-84,-25,-78,-83,-100,-84,-84,-100,-100,-84,-100,-100,-100,-78,-78,-78,-79,-72,-67,-72,-68,-79,-70,-100,-70,-100,-87,-89,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-85,-86,-81,-100,-100,-100,-78,-66,-72,-100,-70,-65,-100,-100,-100,-100,-79,-90,-82,-79,-70,-100,-70,-100,-100,-77,-100,-70,-100,-100,-100,-100,-77,-100,-100,-100,-57,-100,-100,-57,-100,-100,-100,-100,-65,-100,-100,-100,-76,-80,-80,-79,-100,-100,-100,-57,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-86,-79,-78,-79,-78,-100,-100,-100,-37,-85,-85,-84,-82,-84,-22,-78,-81,-100,-84,-85,-100,-100,-86,-100,-100,-100,-79,-79,-79,-80,-71,-66,-71,-66,-77,-69,-100,-69,-100,-87,-89,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-85,-83,-81,-100,-100,-100,-79,-66,-71,-100,-70,-70,-100,-100,-100,-100,-79,-90,-82,-81,-75,-82,-74,-100,-100,-84,-100,-75,-100,-100,-100,-100,-77,-100,-100,-100,-56,-100,-100,-57,-100,-100,-100,-100,-70,-100,-100,-100,-76,-78,-81,-79,-100,-100,-100,-57,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-85,-100,-84,-100,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-86,-79,-83,-82,-83,-100,-100,-100,-36,-85,-85,-84,-82,-84,-23,-78,-81,-100,-84,-85,-100,-100,-86,-100,-100,-100,-78,-79,-78,-80,-71,-68,-71,-68,-77,-69,-100,-74,-100,-100,-89,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-83,-81,-100,-100,-100,-79,-66,-71,-100,-70,-68,-100,-100,-100,-100,-82,-100,-82,-81,-75,-83,-75,-100,-100,-84,-100,-75,-100,-100,-100,-100,-77,-100,-100,-100,-58,-100,-100,-58,-100,-100,-100,-100,-68,-100,-100,-100,-100,-80,-81,-79,-100,-100,-100,-58,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-61,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-85,-86,-100,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-83,-100,-82,-81,-82,-100,-100,-100,-34,-100,-100,-84,-82,-84,-24,-78,-81,-100,-100,-83,-100,-100,-83,-100,-100,-100,-77,-77,-77,-80,-71,-68,-71,-68,-73,-69,-100,-74,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-83,-81,-100,-100,-100,-77,-65,-71,-100,-69,-68,-100,-100,-100,-100,-79,-100,-82,-81,-74,-83,-74,-100,-100,-80,-100,-74,-100,-100,-100,-100,-78,-100,-100,-100,-59,-100,-100,-59,-100,-100,-100,-100,-68,-100,-100,-100,-77,-79,-78,-76,-100,-81,-100,-59,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-76,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-63,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-84,-85,-84,-84,-83,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-86,-100,-82,-81,-82,-100,-100,-100,-38,-100,-100,-100,-100,-100,-28,-78,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-77,-77,-77,-100,-71,-68,-71,-67,-77,-100,-100,-74,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-77,-66,-72,-100,-69,-64,-100,-100,-100,-100,-79,-67,-100,-81,-75,-83,-75,-100,-100,-77,-83,-75,-100,-100,-100,-100,-78,-100,-100,-100,-57,-100,-100,-57,-100,-100,-100,-100,-68,-100,-100,-100,-78,-79,-79,-76,-83,-84,-100,-57,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-78,-71,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-63,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-86,-84,-83,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-84,-100,-81,-81,-80,-100,-100,-100,-43,-100,-100,-81,-100,-82,-24,-74,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-83,-84,-84,-100,-78,-73,-79,-73,-81,-100,-100,-100,-100,-85,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-82,-100,-100,-100,-100,-85,-67,-79,-100,-69,-64,-100,-100,-100,-100,-82,-67,-100,-100,-72,-84,-72,-100,-100,-79,-83,-72,-100,-100,-100,-100,-78,-100,-100,-100,-59,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-81,-84,-83,-84,-100,-59,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-83,-71,-100,-100,-100,-100,-100,-61,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-61,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-85,-84,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-86,-100,-81,-81,-82,-100,-100,-100,-42,-86,-85,-81,-100,-82,-22,-77,-100,-100,-83,-87,-100,-100,-87,-100,-100,-100,-79,-78,-79,-84,-78,-68,-77,-68,-77,-70,-100,-100,-100,-85,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-82,-81,-84,-100,-100,-79,-69,-77,-100,-70,-62,-100,-100,-100,-100,-79,-86,-81,-83,-72,-84,-72,-100,-100,-79,-100,-73,-100,-100,-100,-100,-77,-100,-100,-100,-59,-100,-100,-59,-100,-100,-100,-100,-62,-100,-100,-100,-84,-78,-79,-84,-100,-100,-100,-59,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-83,-69,-100,-100,-100,-100,-100,-61,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-84,-100,-80,-80,-80,-100,-100,-100,-45,-86,-85,-82,-82,-82,-27,-77,-100,-100,-83,-84,-100,-100,-84,-100,-100,-100,-82,-83,-82,-84,-77,-69,-77,-70,-80,-71,-100,-72,-100,-85,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-83,-81,-84,-100,-100,-82,-68,-77,-100,-72,-65,-100,-100,-100,-100,-80,-86,-81,-76,-78,-82,-77,-100,-100,-80,-84,-73,-100,-100,-100,-100,-79,-100,-100,-100,-57,-100,-100,-58,-100,-100,-100,-100,-65,-100,-100,-100,-84,-80,-80,-84,-84,-80,-100,-58,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-83,-69,-100,-100,-100,-100,-100,-63,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-86,-100,-81,-81,-81,-100,-100,-100,-79,-86,-85,-85,-82,-82,-27,-77,-100,-100,-83,-85,-100,-100,-86,-100,-100,-100,-79,-79,-79,-84,-78,-68,-79,-68,-80,-71,-100,-72,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-83,-81,-84,-100,-100,-79,-67,-78,-100,-72,-65,-100,-100,-100,-100,-81,-86,-81,-76,-76,-82,-74,-100,-100,-80,-84,-75,-100,-100,-100,-100,-79,-100,-100,-100,-59,-100,-100,-59,-100,-100,-100,-100,-65,-100,-100,-100,-100,-82,-81,-100,-84,-80,-100,-58,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-63,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-85,-100,-100,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-89,-80,-81,-81,-81,-100,-100,-100,-41,-100,-100,-85,-85,-82,-24,-76,-100,-100,-100,-85,-100,-100,-89,-100,-100,-100,-81,-82,-82,-78,-77,-69,-76,-69,-75,-69,-100,-69,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-81,-67,-77,-100,-69,-65,-100,-100,-100,-100,-82,-87,-100,-76,-75,-87,-74,-100,-100,-75,-87,-75,-100,-100,-100,-100,-75,-100,-100,-100,-58,-100,-100,-58,-100,-100,-100,-100,-64,-100,-100,-100,-78,-78,-83,-100,-84,-79,-100,-58,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-89,-80,-80,-80,-80,-100,-100,-100,-42,-100,-87,-85,-85,-100,-25,-78,-100,-100,-100,-85,-100,-100,-89,-100,-100,-100,-78,-79,-78,-81,-76,-68,-77,-67,-75,-69,-100,-69,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-87,-100,-100,-100,-100,-100,-79,-67,-77,-100,-69,-62,-100,-100,-100,-100,-79,-86,-100,-100,-75,-87,-74,-100,-100,-75,-87,-75,-100,-100,-100,-100,-75,-100,-100,-100,-58,-100,-100,-58,-100,-100,-100,-100,-62,-100,-100,-100,-78,-79,-79,-100,-100,-85,-100,-58,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-83,-87,-85,-100,-100,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-89,-80,-79,-79,-79,-100,-100,-100,-37,-100,-87,-100,-85,-100,-24,-76,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-86,-79,-86,-81,-79,-74,-78,-74,-73,-69,-100,-69,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-85,-67,-78,-100,-69,-66,-100,-100,-100,-100,-82,-83,-100,-100,-71,-87,-71,-100,-100,-84,-87,-71,-100,-100,-100,-100,-75,-100,-100,-100,-60,-100,-100,-60,-100,-100,-100,-100,-66,-100,-100,-100,-75,-81,-81,-100,-100,-85,-100,-60,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-85,-85,-100,-82,-83,-100,-100,-100,-77,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-89,-80,-79,-79,-79,-100,-100,-100,-37,-100,-87,-100,-85,-100,-24,-76,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-86,-79,-86,-81,-79,-74,-78,-74,-73,-69,-100,-69,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-85,-67,-78,-100,-69,-66,-100,-100,-100,-100,-82,-83,-100,-100,-71,-87,-71,-100,-100,-84,-87,-71,-100,-100,-100,-100,-75,-100,-100,-100,-60,-100,-100,-60,-100,-100,-100,-100,-66,-100,-100,-100,-75,-81,-81,-100,-100,-85,-100,-60,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-85,-85,-100,-82,-83,-100,-100,-100,-77,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-86,-100,-79,-78,-78,-100,-100,-100,-40,-82,-82,-81,-81,-80,-27,-78,-81,-100,-100,-85,-100,-100,-87,-100,-100,-100,-83,-83,-85,-100,-76,-72,-76,-73,-83,-100,-100,-70,-100,-87,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-82,-80,-100,-100,-100,-100,-86,-68,-76,-100,-70,-68,-100,-100,-100,-100,-78,-82,-100,-100,-74,-100,-74,-100,-100,-84,-100,-74,-100,-100,-100,-100,-81,-100,-100,-100,-59,-100,-100,-59,-100,-100,-100,-100,-68,-100,-100,-100,-75,-78,-79,-100,-100,-76,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-84,-81,-81,-79,-100,-100,-100,-75,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
