44:48:c1:a5:82:30,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,80:8d:b7:55:35:01,80:8d:b7:55:35:02,44:48:c1:a5:82:32,38:17:c3:1f:01:92,38:17:c3:1f:01:91,44:48:c1:a5:82:31,38:17:c3:1f:01:81,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,00:4e:35:df:06:50,80:8d:b7:55:3a:52,00:4e:35:df:06:51,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,38:17:c3:19:d7:62,80:8d:b7:55:3a:42,72:32:b1:3e:1a:b7,ac:e2:d3:c4:08:e6,68:ff:7b:e4:af:38,00:4e:35:df:06:41,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,80:8d:b7:55:35:03,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,38:17:c3:1f:01:90,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,38:17:c3:19:d7:60,80:8d:b7:55:3a:40,00:4e:35:df:06:42,38:17:c3:1e:ff:10,20:a6:cd:50:24:a0,b4:5d:50:e1:92:31,38:17:c3:1f:22:30,00:4e:35:de:e1:12,66:2a:2f:53:7c:99,38:17:c3:1f:0e:01,80:8d:b7:55:39:c1,38:17:c3:19:55:52,44:48:c1:a5:82:21,38:17:c3:19:55:51,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:53,00:4e:35:de:e1:01,44:48:c1:a5:82:20,38:17:c3:19:55:50,38:17:c3:1f:09:90,20:a6:cd:42:0b:f0,38:17:c3:19:71:90,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:1f:01:82,b4:5d:50:e1:92:22,38:17:c3:1e:ff:02,a8:bd:27:4c:bd:31,72:32:b1:3e:1a:b8,38:17:c3:1f:01:80,a8:bd:27:4c:bd:30,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:40,38:17:c3:1f:22:31,20:a6:cd:42:0b:f2,38:17:c3:19:45:b0,80:8d:b7:55:25:e2,00:4e:35:de:e1:10,00:4e:35:de:e1:11,80:8d:b7:55:25:e0,44:48:c1:a5:82:22,68:ff:7b:e4:af:39,38:17:c3:1f:09:83,a8:bd:27:4c:bd:32,38:17:c3:1f:22:32,00:4e:35:de:e1:00,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1e:ff:01,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:92:20,38:17:c3:1e:ff:00,b4:5d:50:e1:92:21,80:8d:b7:55:25:e1,38:17:c3:19:55:42,20:a6:cd:42:0b:e3,38:17:c3:19:71:92,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:08:50,a8:bd:27:4c:bd:20,38:17:c3:19:71:91,20:a6:cd:42:0b:f1,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:1f:08:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:52,38:17:c3:1f:22:22,00:4e:35:df:0e:12,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:43,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:36:30,38:17:c3:19:36:31,38:17:c3:19:71:82,00:4e:35:de:d7:42,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:36:32,00:4e:35:de:d7:41,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:4f:02,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,00:4e:35:df:27:00,00:4e:35:df:27:01,38:17:c3:24:4f:00,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:4f:01,00:4e:35:df:27:12,38:17:c3:1b:08:a0,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:02,00:4e:35:df:27:11,00:4e:35:df:27:10,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,00:4e:35:de:d7:40,x,y,label
-82,-76,-80,-79,-79,-100,-100,-100,-46,-83,-83,-100,-100,-100,-25,-76,-100,-82,-82,-82,-100,-100,-81,-100,-85,-85,-68,-68,-68,-76,-67,-55,-67,-55,-68,-69,-83,-69,-100,-78,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-79,-100,-90,-85,-68,-55,-68,-100,-69,-56,-100,-100,-100,-100,-69,-86,-79,-76,-56,-84,-56,-100,-100,-72,-100,-55,-100,-100,-100,-100,-67,-100,-100,-100,-66,-100,-100,-66,-100,-100,-100,-100,-57,-100,-100,-100,-70,-68,-68,-71,-84,-82,-100,-66,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-70,-61,-100,-100,-100,-100,-100,-71,-100,-100,-62,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-85,-85,-84,-81,-81,-79,-76,-77,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-83,-76,-76,-75,-76,-100,-100,-100,-39,-77,-78,-100,-100,-100,-25,-70,-100,-81,-81,-82,-100,-100,-82,-100,-87,-85,-69,-69,-69,-76,-69,-57,-69,-57,-65,-67,-83,-68,-100,-78,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-77,-100,-100,-81,-90,-86,-69,-56,-69,-82,-67,-55,-100,-100,-100,-100,-67,-85,-100,-76,-57,-84,-57,-100,-100,-71,-100,-57,-100,-100,-100,-100,-71,-100,-100,-100,-66,-100,-100,-66,-100,-100,-100,-100,-55,-100,-100,-100,-71,-62,-67,-72,-84,-78,-100,-66,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-71,-65,-100,-100,-100,-100,-100,-71,-100,-100,-64,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-77,-100,-100,-85,-85,-84,-81,-81,-79,-76,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-80,-76,-80,-80,-80,-100,-100,-100,-87,-81,-82,-100,-100,-100,-25,-70,-100,-81,-81,-80,-100,-100,-80,-100,-87,-100,-69,-69,-69,-76,-67,-57,-67,-58,-65,-67,-83,-68,-100,-82,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-100,-100,-81,-100,-86,-69,-56,-67,-82,-67,-55,-100,-100,-100,-100,-66,-85,-100,-76,-57,-81,-57,-100,-100,-68,-81,-56,-100,-100,-100,-100,-68,-100,-100,-100,-65,-100,-100,-65,-100,-100,-100,-100,-55,-100,-100,-100,-71,-62,-67,-72,-81,-77,-100,-65,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-71,-65,-100,-100,-100,-100,-100,-71,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-77,-100,-100,-100,-85,-85,-100,-81,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30
-80,-100,-77,-77,-77,-100,-100,-100,-48,-75,-75,-100,-100,-100,-27,-72,-80,-81,-81,-80,-100,-100,-79,-100,-87,-100,-70,-70,-70,-73,-67,-57,-67,-57,-65,-69,-100,-70,-100,-84,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-75,-100,-100,-81,-100,-86,-70,-55,-67,-82,-69,-55,-100,-100,-100,-100,-74,-85,-100,-100,-58,-81,-58,-100,-100,-68,-81,-58,-100,-100,-100,-100,-68,-100,-100,-100,-68,-100,-100,-68,-100,-100,-100,-100,-55,-100,-100,-100,-71,-73,-74,-72,-81,-77,-100,-68,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-71,-65,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-82,-100,-79,-79,-78,-100,-100,-100,-43,-75,-75,-100,-100,-100,-27,-72,-80,-100,-81,-82,-100,-100,-82,-100,-100,-100,-70,-70,-70,-73,-71,-57,-71,-57,-72,-69,-100,-70,-100,-84,-100,-55,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-83,-75,-100,-100,-100,-91,-100,-70,-57,-71,-100,-69,-55,-100,-100,-100,-100,-74,-100,-100,-100,-59,-79,-59,-100,-100,-68,-79,-59,-100,-100,-100,-100,-69,-100,-100,-100,-68,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-79,-100,-100,-68,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-68,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-81,-100,-100,-86,-85,-85,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-82,-75,-78,-78,-78,-100,-100,-100,-44,-78,-77,-100,-100,-100,-26,-74,-80,-100,-81,-82,-100,-100,-82,-100,-100,-100,-69,-69,-69,-75,-70,-56,-70,-56,-73,-70,-100,-70,-100,-84,-100,-55,-100,-100,-100,-100,-100,-90,-100,-88,-100,-100,-83,-77,-100,-100,-100,-91,-100,-70,-56,-71,-100,-69,-55,-100,-100,-90,-100,-74,-70,-100,-100,-59,-70,-58,-100,-100,-69,-71,-58,-100,-100,-100,-100,-69,-100,-100,-100,-67,-100,-100,-68,-100,-100,-100,-100,-55,-100,-100,-100,-100,-74,-74,-100,-79,-100,-100,-68,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-73,-65,-100,-100,-100,-100,-100,-68,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-81,-100,-100,-85,-86,-84,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-80,-75,-78,-78,-78,-100,-100,-100,-43,-78,-77,-100,-100,-100,-26,-66,-79,-82,-81,-81,-100,-100,-80,-100,-100,-100,-69,-70,-70,-75,-71,-56,-71,-57,-72,-70,-83,-70,-100,-85,-100,-56,-100,-100,-100,-100,-100,-90,-100,-88,-100,-100,-79,-77,-100,-80,-100,-91,-100,-70,-54,-71,-100,-69,-56,-100,-100,-90,-100,-75,-70,-80,-100,-63,-70,-63,-100,-100,-69,-71,-63,-100,-100,-100,-100,-71,-100,-100,-100,-67,-100,-100,-68,-100,-100,-100,-100,-56,-100,-100,-100,-72,-76,-76,-64,-79,-100,-100,-68,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-72,-65,-100,-100,-100,-100,-100,-68,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-85,-87,-84,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-85,-75,-80,-79,-80,-100,-100,-100,-43,-76,-76,-100,-100,-100,-27,-72,-79,-82,-81,-85,-100,-100,-85,-100,-100,-100,-69,-69,-69,-75,-73,-54,-73,-54,-72,-69,-83,-69,-100,-85,-100,-56,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-79,-76,-100,-81,-100,-100,-100,-69,-54,-73,-85,-76,-56,-100,-100,-90,-100,-73,-91,-80,-76,-60,-70,-60,-100,-100,-69,-71,-60,-100,-100,-100,-100,-71,-100,-100,-100,-68,-100,-100,-69,-100,-100,-100,-100,-56,-100,-100,-100,-72,-76,-72,-72,-79,-82,-100,-69,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-73,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-85,-87,-84,-100,-100,-100,-100,-100,-79,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-81,-100,-78,-78,-78,-100,-100,-100,-46,-77,-77,-100,-100,-100,-27,-72,-79,-82,-83,-81,-100,-100,-81,-100,-100,-100,-70,-69,-70,-100,-70,-56,-70,-56,-72,-71,-83,-71,-100,-85,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-77,-100,-81,-100,-100,-100,-70,-55,-70,-85,-71,-55,-100,-100,-100,-100,-73,-85,-80,-76,-59,-78,-58,-100,-100,-68,-100,-58,-100,-100,-100,-100,-68,-100,-100,-100,-71,-100,-100,-71,-100,-100,-100,-100,-56,-100,-100,-100,-72,-76,-72,-72,-80,-82,-100,-71,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-73,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-79,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-82,-77,-77,-76,-76,-100,-100,-100,-43,-80,-80,-100,-100,-100,-22,-75,-100,-100,-83,-82,-100,-100,-83,-100,-100,-100,-77,-77,-77,-77,-72,-64,-72,-64,-100,-72,-100,-73,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-100,-81,-100,-100,-100,-77,-62,-72,-85,-63,-64,-100,-100,-100,-100,-74,-85,-100,-76,-61,-83,-62,-100,-100,-74,-100,-62,-100,-100,-100,-100,-81,-100,-100,-100,-61,-100,-100,-61,-100,-100,-100,-100,-64,-100,-100,-100,-100,-74,-74,-72,-82,-82,-100,-61,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-73,-64,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-81,-77,-76,-76,-76,-100,-100,-100,-43,-80,-80,-100,-100,-100,-27,-75,-85,-100,-84,-82,-100,-100,-81,-100,-100,-100,-78,-78,-78,-77,-72,-62,-72,-62,-100,-71,-100,-71,-100,-100,-87,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-80,-100,-84,-100,-100,-100,-78,-60,-72,-100,-71,-62,-100,-100,-100,-100,-71,-86,-83,-76,-62,-83,-62,-100,-100,-78,-100,-62,-100,-100,-100,-100,-78,-100,-100,-100,-62,-100,-100,-59,-100,-100,-100,-100,-62,-100,-100,-100,-100,-71,-71,-100,-82,-81,-100,-62,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-81,-77,-76,-76,-76,-100,-100,-100,-41,-79,-79,-100,-100,-100,-26,-73,-85,-100,-84,-82,-100,-100,-81,-100,-100,-100,-76,-78,-76,-78,-73,-61,-74,-62,-100,-71,-100,-71,-100,-100,-87,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-80,-100,-84,-100,-100,-100,-77,-61,-74,-100,-71,-63,-100,-100,-100,-100,-71,-86,-83,-76,-61,-83,-61,-100,-100,-77,-100,-61,-100,-100,-100,-100,-74,-100,-100,-100,-62,-100,-100,-59,-100,-100,-100,-100,-64,-100,-100,-100,-100,-71,-71,-100,-82,-81,-100,-63,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-84,-79,-76,-75,-75,-100,-100,-100,-43,-79,-79,-100,-100,-100,-26,-73,-85,-86,-86,-84,-100,-100,-84,-100,-100,-100,-77,-77,-77,-79,-73,-59,-73,-59,-74,-74,-100,-75,-100,-87,-88,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-86,-100,-100,-78,-58,-73,-87,-74,-63,-100,-100,-100,-100,-74,-88,-83,-80,-62,-100,-62,-100,-100,-77,-100,-62,-100,-100,-100,-100,-77,-100,-100,-100,-63,-100,-100,-63,-100,-100,-100,-100,-64,-100,-100,-100,-100,-74,-74,-100,-100,-81,-100,-63,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-85,-85,-85,-84,-83,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-81,-79,-76,-76,-76,-100,-100,-100,-42,-79,-79,-100,-100,-100,-26,-73,-100,-86,-86,-81,-100,-100,-81,-100,-100,-86,-79,-77,-78,-78,-72,-63,-72,-63,-74,-72,-100,-72,-100,-87,-88,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-86,-100,-85,-77,-62,-71,-87,-72,-62,-100,-100,-100,-100,-74,-88,-100,-80,-62,-100,-62,-100,-100,-77,-100,-62,-100,-100,-100,-100,-77,-100,-100,-100,-63,-100,-100,-61,-100,-100,-100,-100,-63,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-62,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-83,-85,-85,-84,-83,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-84,-79,-75,-75,-75,-100,-100,-100,-41,-80,-80,-100,-100,-100,-25,-79,-100,-86,-86,-84,-100,-100,-84,-100,-100,-86,-78,-79,-79,-80,-73,-60,-73,-60,-74,-73,-100,-72,-100,-84,-87,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-100,-100,-86,-100,-85,-78,-60,-73,-87,-72,-64,-100,-100,-100,-100,-72,-87,-100,-81,-62,-100,-62,-100,-100,-79,-100,-62,-100,-100,-100,-100,-79,-100,-100,-100,-62,-100,-100,-62,-100,-100,-100,-100,-64,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-62,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-85,-86,-85,-84,-83,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-85,-100,-75,-75,-75,-100,-100,-100,-41,-80,-80,-100,-100,-100,-26,-73,-100,-83,-83,-85,-100,-100,-85,-100,-100,-86,-75,-75,-74,-80,-69,-63,-69,-63,-74,-69,-100,-70,-100,-84,-87,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-81,-100,-100,-84,-100,-85,-75,-62,-69,-100,-70,-68,-100,-100,-100,-100,-75,-81,-100,-81,-68,-100,-68,-100,-100,-81,-100,-62,-100,-100,-100,-100,-82,-100,-100,-100,-58,-100,-100,-57,-100,-100,-100,-100,-68,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-58,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-85,-86,-85,-100,-85,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-84,-100,-77,-77,-77,-100,-100,-100,-43,-100,-100,-100,-100,-100,-25,-76,-100,-83,-83,-85,-100,-100,-83,-100,-100,-100,-76,-76,-76,-100,-71,-68,-71,-67,-79,-70,-100,-69,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-84,-100,-100,-76,-62,-71,-86,-70,-66,-100,-100,-100,-100,-76,-82,-100,-100,-66,-82,-66,-100,-100,-81,-82,-67,-100,-100,-100,-100,-80,-100,-100,-100,-58,-100,-100,-58,-84,-100,-100,-100,-66,-100,-100,-100,-72,-76,-77,-72,-82,-59,-100,-58,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-63,-100,-100,-65,-67,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-87,-100,-100,-85,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-83,-100,-77,-78,-77,-100,-100,-100,-43,-80,-80,-100,-100,-100,-27,-78,-100,-83,-83,-82,-100,-100,-82,-100,-100,-100,-75,-75,-74,-100,-71,-66,-71,-67,-76,-70,-100,-71,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-80,-100,-100,-84,-100,-100,-75,-66,-71,-86,-70,-66,-100,-100,-100,-100,-76,-83,-100,-100,-67,-82,-67,-100,-100,-73,-81,-68,-100,-100,-100,-100,-73,-100,-100,-100,-57,-100,-100,-57,-84,-100,-100,-100,-66,-100,-100,-100,-72,-76,-75,-72,-82,-78,-100,-57,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-73,-65,-100,-100,-100,-100,-100,-63,-100,-100,-65,-67,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-87,-100,-100,-85,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
